Title,Film,Year,Singer,Composer,Lyricist,Lyrics
duur hato ai duniyaa vaalon hindustaan hamaaraa hai,kismat,1943,ameerbai khan mastana chorus,anil biswas,, aaj himaalay kii chotii se phir ham ne lalakaraa hai duur hato ai duniyaa vaalon hindustaan hamaaraa hai	jahaan hamaaraa taajmahal hai aur qutabmiinaaraa hai jahaan hamaare mandir masjid sikhon kaa gurudvaaraa hai is dharatii par qadam badhaanaa atyaachaar tumhaaraa hai	shuruu huaa hai jang tumhaaraa jaag utho hindustaanii tum na kisii ke aage jhukanaa jarman ho yaa jaapaanii aaj sabhii ke liye hamaaraa yahii qaumii naaraa hai
saawan kii ghataao dhiiredhiire aanaa,age badho,1947,khursheed manna dey,sudhir phadke,amar varma,	ma	saawan kii ghataao	dhiiredhiire aanaa	dhiiredhiire aanaa	dhiiredhiire aanaa	bedard titaliyo	bedard titaliyo	shor naa machaanaa	tum shor naa machaanaa	sajanii kaa mere naazuk badan hai	naazuk badan hai	bholaa hai man dar jaaye naa	dar jaaye naa	dar jaaye naa	saawan kii ghataao	dhiiredhiire aanaa	dhiiredhiire aanaa	saawan kii ghataao	khu	o	gaane waale zaraa dhiire	haan	zaraa dhiiredhiire gaanaa	ho	dhiiredhiire gaanaa	dhiiredhiire gaanaa	main premdiwaanii ye bhuul na jaanaa	o kahiin bhuul na jaanaa	o kahiin bhuul na jaanaa	sajanii ko tere baadal kii damak	bijalii kii chamak darawaaye naa	haan	bijalii kii chamak darawaaye naa	haan	darawaaye naa	saawan kii ghataao	saawan kii ghataao	dhiiredhiire aanaa	ho	dhiiredhiire aanaa	dhiiredhiire aanaa	saawan kii ghataao 
kyon yaad aa rahe hain,anmol ghadi,1946,surendra,naushad,tanvir naqvi, kyon yaad aa rahe hain	guzare hue zamaane	ye sukh bhare fasaane	rote hue taraane	kisako sunaa rahe hain	kyon yaad rahe hain	kyon muskuraa rahe hain	dekho agar to samajho	aansuu bahaa rahe hain	kyon yaad aa rahe hain	kyaa vaqt hai na jaane	kyon hichakiyon kii lay pe	gaate gam ke gaane	ham bhor ke diye hain	bujhate hii gaa rahe hain	kyon yaad aa rahe hain 
ronaa hai bekaar pagalii ronaa hai bekaar,jawab,1942,ranjit roy female voice,kamal dasgupta,pt madhur,	ra	ronaa hai bekaar pagalii ronaa hai bekaar	ronaa hai bekaar pagalii ronaa hai bekaar	apane man kii baat chhupaatii	kuchh puuchho aur kuchh batalaatii	tere ye nayanaa kah dete hain	tere ye nayanaa kah dete hain	jiit huii yaa haar pagalii	jiit huii yaa haar pagalii	huii yaa haar	are sharaabhii o hushiyaar	nashe men kar dii kaalii botal	aur duniyaa ko kahataa paagal	aur duniyaa ko kahataa paagal	kyuun kar man ke giit sunaayen	kyuun kar	kyuun kar man ke giit sunaayen	tuut gayaa siitaar sharaabii	tuut gayaa siitaar sharaabii	tuut gayaa siitaar	ra	maanaa ke main huun diiwaanaa	magar tujhe bhii hai pahachaanaa	diiwaane se diiwaane kii	ye kaisii takaraar pagalii	ye kaisii takaraar pagalii	ye kaisii takaraar	haanhaan	haanhaan ham donon diiwaane	haanhaan ham donon diiwaane	gaayen paagalapan ke gaane	gaayen paagalapan ke gaane	yahii nashaa pahuunchaa detaa hai	yahii nashaa pahuunchaa detaa hai	premii ko us paar sharaabii	premii ko us paar sharaabii	premii ko us paar 
aaii saawat rut aaii sajan moraa dole hai man,mela,1948,shamshad mukesh chorus,naushad,shakeel,	sha	aaii saawan rut aaii sajan moraa dole hai man	laagii terii lagan ghar aajaa	o ghar aajaa mohan ghar aajaa ko	aaii saawan rut aaii sajan moraa dole hai man	laagii terii lagan ghar aajaa	o ghar aajaa mohan ghar aajaa	sha	khetonkheton dagmag dole hariyaalii matawaarii	ho hariyaalii matawaarii ko	khetonkheton dagmag dole hariyaalii matawaarii	ho hariyaalii matawaarii sha	aise men o priitam pyaar aaye yaad tehaarii	ho aaye yaad tehaarii ko	aise men o priitam pyaar aaye yaad tehaarii	ho aaye yaad tehaarii	ghar aajaa sajan ghar aajaa	o ghar aajaa mohan ghar aajaa	aaii saawan rut aaii sajan moraa dole hai man	laagii terii lagan ghar aajaa	sha	tore binaa mohe kal naahii aaye ko	kal naahii aaye	kal naahii aaye	sha	dil kii lagii tadapaaye	ho dil kii lagii tadapaaye	mast pawan chale man laharaaye	mast pawan chale man laharaaye	aaii milan rut haay	aaii milan rut haay	ghar aajaa sajan ghar aajaa	o ghar aajaa mohan ghar aajaa	aaii saawan rut aaii sajan moraa dole hai man	laagii terii lagan ghar aajaa	mu	o	kheton se parabat par aa kar	kheton se parabat par aa kar	jiiwan jot jagaa le	jiiwan jot jagaa le	duniyaa hai do din kaa melaa kuchh ro le kuchh gaa le	duniyaa hai do din kaa melaa kuchh ro le kuchh gaa le	ko	ghar aajaa sajan ghar aajaa	o ghar aajaa mohan ghar aajaa 
mujhako apanaa banaayaa kisane,samaapti,1949,suprabha sarkar talat,timir baran,pt bhushan, tm mujhako apanaa banaayaa kisane	tuune sajaniyaa tuune ss dil men dard uthaayaa kisane tm tuune sajaniyaa tuune ss mujhako apanaa banaayaa kisane tm tuune sajaniyaa tuune	tm tuune aankhon se aankh milaaii	mere man men aag lagaaii ss tuune miithii bolii bolii	mere man kii duniyaa dolii tm priit kaa rog lagaayaa kisane	tuune sajaniyaa tuune	tm o phuulon sang hasane waalii	dil kii kalii khilaa jaa	sun jaa merii raamakahaanii ss apanaa giit sunaa jaa tm mujhako yuun	tarasaayaa kisane	tuune sajaniyaa tuune	
ye kaun chalaa  merii aankhon men samaa kar,dard,1947,uma devi,naushad,shakeel, ye kaun chalaa ye kaun chalaa ye kaun chalaa haae ye kaun chalaa merii aankhon men samaa kar merii ragrag men samaa kar ye kaun chalaa	dil tuut rahaa hai meraa jii chhuut rahaa hai aise na jaae koii majabuur banaa kar merii aankhon men samaa kar merii ragrag men samaa kar ye kaun chalaa ye kaun chalaa haae ye kaun chalaa	jaag ai gamefuraqat lutii jaatii hai musarat soii huii maasuum tamannaa ko jagaa kar merii aankhon men samaa kar merii ragrag men samaa kar ye kaun chalaa ye kaun chalaa haae ye kaun chalaa	jaane ye havaaen yahaan kab laut ke aaen yahaan kab laut ke aaen chaal den merii kashatii ko tuufaan men phansaa kar merii aankhon men samaa kar merii ragrag men samaa kar ye kaun chalaa ye kaun chalaa haae ye kaun chalaa
jaagaa kiranon waalaa,chitralekha,1941,ramdulari rajendra singh siddheshwar mukherjee,a s gyaanii,kidar sharma,	raa jaagaa kiranon waalaa pu chaaro aur ujaalaa raa aankhen kholo nand ke laalaa pu jaagaa kiranon waalaa	raa chhaachh bilole maiyaa pu amrit dohavat bhaiyaa raa dhunak dhunak dhunakaiyaa re haan pu bhor bhaii ban dhor chale sab jhaanjhaniyaa jhanakaae raa chakkii raag sunaae uukhal aur muusal hamajolii ghaat pai sundariyon kii tolii raadhaa se gaagariyaa bolii pu kyon brij baalaa sab kahaan gayaa teraa baansurii waalaa
suno suno kaise kah duun bajariyaa ke biich,ladli,1949,lata,anil biswas,naazim paanipati,	suno suno suno suno suno suno re suno re suno suuno	kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai	kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai	mere siine men aahon kaa shor hai meraa nanhaa saa dil kamajor hai	mere siine men aahon kaa shor hai meraa nanhaa saa dil kamajor hai	mose ekalii rahaa nahiin jaat hai	ye to kaanon men kahane waalii baat hai re kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai	aankhonaankhon men kaatuun main raat re jiyaa maane na haay morii baat re	aankhonaankhon men kaatuun main raat re jiyaa maane na haay morii baat re	terii qasam	terii qasam	terii qasam ye badaa kamazaat hai ui daiyaa	ye to kaanon men kahane waalii baat hai re kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai	morii suunii padii hai atariyaa mohe kose hai baalii umariyaa mohe kose mohe kose hai baalii umariyaa chupakechupake chupakechupake jawaanii bulaat hai	ye to kaanon men kahane waalii baat hai re kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai re kaise kah duun bajariyaa ke biich 
sapanon men aane waale galiyon men aa jaa ek baar,hum ek hain,1946,zohra bai,husnalalbhagatram,p l santoshi,	sapanon men aane waale	sapanon men aane waale	galiyon men aa jaa ek baar galiyon men aa jaa aa jaa galiyon men aa jaa	chilaman se chhupakechhupake chorii se chup ke chup ke karatii huun teraa intazaar karatii huun teraa teraa karatii huun teraa intazaar	sapanon men aane waale	sapanon men aane waale	galiyon men aa jaa ek baar galiyon men aa jaa aa jaa galiyon men aa jaa	kwaabon men dekhaa tujhako hansatehansaate huye	kwaabon men dekhaa tujhako hansatehansaate huye	naazuk se dil pe mere bijalii giraate huye	naazuk se dil pe mere bijalii giraate huye	aajaaaajaa beraham	aajaaaajaa beraham	tujhako merii hai qasam aajaa aajaa beraham tujhako merii hai qasam dekhe bin aaye naa qaraar dekhe bin aaye aaye dekhe bin aaye naa qaraar	sapanon men aane waale	sapanon men aane waale	galiyon men aa jaa ek baar galiyon men aa jaa aa jaa galiyon men aa jaa 
sabze kii durfishaanii phuulon kaa shaamiyaanaa,bihari,1948,lata,ramkrishna shinde,munshi farog,	sabze kii durfishaanii phuulon kaa shaamiyaanaa kushabuu kii naujawaanii rangiin nigaarakaanaa dekhaa to gaa rahaa hai apanaa vahii taraanaa bulabul sunaa rahaa hai gul ko rulaa rahaa hai miithaa saa dard banakar pahaluu men aa rahaa hai rahrah ke koii dil men charake lagaa rahaa hai	thandii hawaa kaa jhonkaa jhuulaa jhulaa rahaa hai phuulon ko deke lorii daulat lutaa rahaa hai baadal machalmachal kar har	pe chhaa rahaa hai lekin meraa nasiibaa mujhako rulaa rahaa hai 
balam tujhe meraa salaam,patanga,1949,shamshad,c ramchandra,,	duniyaa ko pyaare phuul aur sitaare mujhako balam kaa naam balam tujhe meraa salaam salaam tujhe ho salaam tujhe meraa salaam	duniyaa ko pyaare phuul aur sitaare mujhako balam kaa naam balam tujhe meraa salaam salaam tujhe ho salaam tujhe meraa salaam	laakhon men ek tum laakhon se pyaare dil kii tamannaa nazar ke sahaare nazar jhuk jaaye qadam ruk jaaye jo le de koii teraa naam balam tujhe	main tujhako maanuun duniyaa naa maane qurabaan tumpar sau sau zamaane jo tuu mil jaaye to dil khil jaaye zamaane se kyaa mujhako kaam balam tujhe	
mujhako jiine kaa bahaanaa mil gayaa hai,garib,1942,surendra nath,anil biswas,dr safdar aah, mujhako jiine kaa bahaanaa mil gayaa hai	 mujhako jiine kaa bahaanaa mil gayaa hai	tum mile goyaa zamaanaa mil gayaa hai	tum mile goyaa zamaanaa mil gayaa hai	mujhako jiine kaa bahaanaa mil gayaa hai	mujhako jiine kaa bahaanaa mil gayaa hai	tujhako ai chitawan mubaarik meraa dil	tujhako ai chitawan mubaarik meraa dil	mast karane ko nishaanaa mil gayaa hai	mast karane ko nishaanaa mil gayaa hai	mujhako jiine kaa bahaanaa mil gayaa hai	mujhako jiine kaa bahaanaa mil gayaa hai	naaz hai taqadiir par apane mujhe	naaz hai taqadiir par apane mujhe	tere kuuche men thikaanaa mil gayaa hai	tere kuuche men thikaanaa mil gayaa hai	mujhako jiine kaa bahaanaa mil gayaa hai	mujhako jiine kaa bahaanaa mil gayaa hai	tum mile goyaa zamaanaa mil gayaa hai	tum mile goyaa zamaanaa mil gayaa hai	mujhako jiine kaa bahaanaa mil gayaa hai	mujhako jiine kaa bahaanaa mil gayaa hai	
jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii,pagdandi,1947,zeenat begum munnawar sultana dilshad,khurshid anwar,d n madhok,	jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii	jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii	lo jal barasaane aaiin ghataayen kaalii	lo jal barasaane aaiin ghataayen kaalii	tum jhuuthii boliin aise men to boluun	o arii o rii nanandiyaa	o arii o rii nanandiyaa	meraa bikharaabikharaa baag nahiin ghar maalii birahan detii duhaaii	jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii	jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii	bedardon se priit lagaa ke main pachhataaii ho main pachhataaii	bedardon se priit lagaa ke main pachhataaii ho main pachhataaii	din ne chain ganvaayaa aankh ne nindiyaa ganvaaii haa nindiyaa ganvaaii	din ne chain ganvaayaa aankh ne nindiyaa ganvaaii haa nindiyaa ganvaaii	o are are nanadiyaa	o are are nanadiyaa	ik baar unhen milaa de bhalaa ho teraa ninnit tumhen mile na doyaa meraa	ik baar unhen milaa de bhalaa ho teraa ninnit tumhen mile na doyaa meraa	jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii	jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii	
mohe baankaa balam lage piyaaraa,bela,1947,zohra bai chorus,bulo c rani,d n madhok,	ko	mohe baankaa balam lage piyaaraa	mohe baankaa balam lage piyaaraa	zo	nanadii parades na jaane de ko	baankaa balam lage piyaaraa	baankaa balam lage piyaaraa	zo	mohe baankaa balam lage piyaaraa	kaaliikaalii raat jiyaa dagmag dolegaa	ho kaaliikaalii raat jiyaa dagmag dolegaa ko	dagmag dolegaa zo	ho miithemiithe bol un bin kaun bolegaa	miithemiithe bol un bin kaun bolegaa	suunaa diikhegaa jag saaraa ko	suunaa diikhegaa jag saaraa	zo	nanadii parades na jaane de ko	baankaa balam lage piyaaraa zo	mohe baankaa balam lage piyaaraa ko	mohe baankaa balam lage piyaaraa	zo	saanwalii ghataayen jab ghirghir aayengii	ho saanwalii ghataayen jab ghirghir aayengii	bhesh biiraane	le ke man kaa jagaayengii	le ke man kaa jagaayengii	aise men unakaa badaa sahaaraa ko	aise men unakaa badaa sahaaraa	zo	nanadii parades na jaane de ko	baankaa balam lage piyaaraa zo	mohe baankaa balam lage piyaaraa ko	mohe baankaa balam lage piyaaraa zo	nanadii parades na jaane de ko	baankaa balam lage piyaaraa 
do din kii bahaar pyaare dil men basaa le pyaar,dulari,1949,lata chorus,naushad,shakeel,	ko	do din kii bahaar pyaare	dil men basaa le pyaar	dil men basaa le pyaar	do din kii bahaar do din kii	do din kii bahaar do din kii	la	ahaa ahaa haa haa haa	ko	do din kii bahaar pyaare	dil men basaa le pyaar	dil men basaa le pyaar	do din kii bahaar do din kii	do din kii bahaar do din kii	la	do din kii bahaar pyaare	do din kii ye bahaar ko	do din kii bahaar do din kii la	do din kii bahaar pyaare	do din kii bahaar	dil men basaa le pyaar balamaa	dil men basaa le pyaar ko	basaa le pyaar basaa le pyaar la	dil men basaa le pyaar balamaa	dil men basaa le pyaar ko	do din kii bahaar pyaare	do din kii bahaar	la	dekho ye rut phir naa aayegii	dil ko naa tadapaayegii	paayal kii jhankaar pyaare	do din kii bahaar	bhed jiyaa ke chhailaa	bhed jiyaa ke chhailaa	kaise kahuun	baabuu kaise kahuun	haay o rasiyaa kaise kahuun ko	hoy kaise kahuun	re baabuu kaise kahuun	re chhailaa kaise kahuun	la	mere honthon par jo gaanaa hai	har dil kaa afasaanaa hai	sun lo zaraa sarakaar pyaare	do din kii bahaar	giit anokhe gaauun	giit anokhe gaauun	tere liye	o saajan tere liye	haay o baalam tere liye ko	hoy tere liye	re baabuu tere liye	re chhailaa tere liye	la	mere sangsang tuu bhii gaataa jaa	dil kaa saaz bajaataa jaa	dekh naa kar inakaar pyaare	do din kii bahaar ko	dil men basaa le pyaar	balamaa dil men basaa le pyaar 
jab usane gesuu bikharaaye baadal aayaa jhuum ke,shahjehan,1946,shamshad,naushad,majrooh, jab usane gesuu bikharaaye baadal aayaa jhuum ke mast umangen laharaaii hain rangiin mukhadaa chuum ke	gunchaa mahakaa bulabul chahakaa	gunchaa mahakaa bulabul chahakaa	naache bhanwaraa ghuum ke	jab usane gesuu bikharaaye baadal aayaa jhuum ke	usake nain gulaabii	usake nain gulaabii	kar den sabako sharaabii	kar den sabako sharaabii	baadal aayaa jhuum ke jab usane gesuu bikharaaye baadal aayaa jhuum ke	jab hanshans kar wo bole kaanon men wo ras ghole har dil men aramaan dole ishq apanii aankhen khole	jab hanshans kar wo bole kaanon men wo ras ghole har dil men aramaan dole ishq apanii aankhen khole	o	usane paimaanaa chhalakaayaa aa saaqii mastii men aanchal dhalakaayaa aa saaqii	usane paimaanaa chhalakaayaa aa saaqii mastii men aanchal dhalakaayaa aa saaqii	room jhum rum jhum	baadal aayaa jhuum ke jab usane gesuu bikharaaye baadal aayaa jhuum ke mast umangen laharaaii hain rangiin mukhadaa chuum ke
lo shuru huii is baar ham men tum men taqaraar,kashinath,1943,asit baran bela mukherjee,pankaj mullick,pt bhushan, be	lo shuru huii is baar	ham men tum men taqaraar	ab mere dil kaa daag ho tum	kuchh nahiin gale kaa haar	sunate ho	a	achchhaa main tere dil kaa daag sahii	par daag huun pyaaraa pyaaraa	bin daag na degaa chaand kabhii	thandaa miithaa ujiyaaraa	kaantaa na lagaa ho phuul ke saath	to phuul hai bilakul kaar be	kyaa isii tarah kii hogii shuru	ham men tum men taqaraar	be	ham tum men hameshaa tanii rahegii	kabhii na hogaa mel	bhuule to na honge abhii tumhen	wo baalakapan ke khel	is baar magar kuchh aisii thanegii	laakh banaae nahiin banegii	mil kar bhii rahenge alagalag	jaise paanii aur tel a	main jaake kahiin chhup jaauungaa	aur piihuu piihuu kii bol ke bolii	dil men dard uthaauungaa be	main dil kaa dard mitaane	aur man kaa miit manaane	jhat in charanon men aana giruungii	kar ke prem pukaar a	kyaa isii tarah kii hogii shuru	ham tum men taqaraar
jhuum jhuum ke naacho aaj gaao aaj gaao khushii ke giit ho,andaaz,1949,mukesh,naushad,majrooh, jhuum jhuum ke naacho aaj gaao aaj gaao khushii ke giit ho gaao khushii ke giit aaj kisii kii haar hui hai aaj kisii kii jiit ho gaao khushii ke giit jhuum jhuum ke	koii kisii kisii kii aankh kaa taaraa jiivan saathii saajan pyaaraa aur koii taqadiir kaa maaraa dhuundh rahaa hai dil kaa sahaaraa kisii ko dil kaa dard milaa hai kisii ko man kaa miit ho gaao khushii ke giit jhuum jhuum ke	dekho to kitanaa khush hai zamaanaa dil men tarange lab pe taraanaa band aankh aansuu na bahaanaa ye to yahaan kaa dhang puraanaa isako mitaanaa usako banaanaa is nagarii kii riit ho gaao khushii ke giit jhuum jhuum ke 
zindagii hai pyaar se pyaar men bitaaye jaa,sikandar,1941,khan mastana   chorus,mir sahebrafiq ghaznavi,pt sudarshan,	zindagii hai pyaar se pyaar men bitaaye jaa husn ke huzuur pe apanaa dil lutaaye jaa apanaa sar jhukaaye jaa	zindagii hai ek raat pyaar us men hai chiraag ye chiraag jitanii der jal sake jalaaye jaa raushanii lutaaye jaa	zindagii hai ek baag pyaar is men hai bahaar us men aankh kaa kumaar daal kar milaaye jaa shauq se pilaaye jaa	zindagii hai ek juaa duur se dekhataa hai kyaa aage badh kar apanii jaan daav par lagaaye jaa hansake maat khaaye jaa	zindagii junuun hai junuun se nibhaaye jaa tu apane azm ko kudaaezindagii banaaye jaa aasmaan pe chhaaye jaa	husn hai shabaab hai vaqt laajavaab hai main bhii chehachahaa uthuun tuu bhii chehachahaaye jaa bansarii bajaaye jaa 
diinadayaal sakal dukh bhanjan  prabhu ke darshan paaye mainne,narasi bhagat,1940,amirbai,shankarrao vyas,sampat lal shrivastava anuj,	prelude	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	not available on	disc	diinadayaal sakal dukh bhanjan aanand kand muraarii kab se tumhen pukaar rahe ham rakh lo laaj hamaarii	prabhu ke darshan paaye mainne prabhu ke darshan paaye	romrom moraa naachan laagaa	rogahiin bhaii kaayaa janam janam ke shubh karmon kaa	mainne yah phal paayaa soye bhaag jagaaye prabhu ke darshan paaye	bhaj raadhegovind
aa jaa  bichhade hue saajan jis des gayaa hai,nai kahani,1943,g m durrani,shyamsunder,wali saheb,	aa jaa	aa jaa	aa jaa	aa aa jaa bichhade hue saajan jis des gayaa hai us des kaa rastaa sapane men dikhaa jaa aa jaa	birahaa ne kalejaa yuun kar diyaa chhalanii jaise koii bansii jangal men padii ho aahon se bharii ho honthon se lagaa ke aahon men samaa ke tuu giit banaa jaa aa jaa	ho nain men aise jyuun siip men motii aur praan men aise jyuun diip men jyoti sotaa huaa diipak pal bhar ko jagaa jaa aa jaa	
