Title,Film,Year,Singer,Composer,Lyricist,Lyrics
ghuunghat pat naahii kholuun,bhartruhari,1944,jahanara kajjan,khemchand prakash,pt indra, ghuunghat pat naahii kholuun mukh se kachhu naahii boluun nainan men kaun base kaise bhed kholuun raajaa	madhur madhur unake bain sun sun jiyaa parat chain ulajhe nit rahat nain man se man ko toluun raajaa	saj kar solah singaar lekar kaliyan kaa haar kab se priitam ke dwaar baawarii sii doluun raajaa
kuchh yaad rahe to sun kar jaa,jawab,1942,kanan devi,kamal dasgupta,pt madhur ,	kuchh yaad rahe kuchh yaad rahe to sun kar jaa haan kar jaa yaa naa kar jaa tuu haan kar jaa yaa naa kar jaa kuchh yaad rahe to sun kar jaa2	tuu haan kar jaa yaa naa kar jaa2	bhuul sake to bhuul hii jaanaa kyaa bhuulii huun bhuul bataanaa2	dard diyaa jo dard diyaa hai lekar jaa tuu haan kar jaa yaa naa kar jaa2	kyaa svapn rahegaa svapn jo dekhaa kaise bataauun kyaa kyaa dekhaa2	dekhuun kuchh tere dekhuun kuchh aisaa kar jaa tuu haan kar jaa yaa naa kar jaa2	tum paas the phir bhii duur rahe majabuur the ham majabuur rahe2	kyaa samjhuun main kyaa samajhuun samajhaakar jaa tuu haan kar jaa yaa naa kar jaa2	
bulbul aa tuu bhii gaa,shahenshah babar,1944,khursheed chorus,khemchand prakash,pt indra munshi sham munshi aziz,	bulbul aa tuu bhii gaa pyaar ke gaane main gaauun tuu bhii gaa	saaz bharaa hai gale men tere soz bharaa hai dil men mere	gaa gaa ke tuu jii bahalaaye main kyaa karuun tuu bataa tuu bataa bulbul aa aa pyaar ke gaane main gaauun tuu bhii gaa	jab pyaar dil men aataa to qaraar dil se jaataa sharamaanaa jhunjhalaanaa ghabaraanaa	ek raaz ke lakh bahaane phir bhii naa rahe chhupaa naa chhupaa bulbul aa aa pyaar ke gaane main gaauun tuu bhii gaa 
muhabbat par bahaar aatii,shayar,1949,lata,ghulam mohammad,shakeel, tere khayaal ko dil se lagaaye baithe hain ham intezaar kii duniyaa basaaye baithe hain	muhabbat par bahaar aatii2	jahaan gulzaar ho jaataa agar betaab nazaron ko2	teraa diidaar ho jaataa	mere dil kii khushii bankar agar tum saamane aate saamane aate to shaayad aankhon aankhon men2	koii ikaraar ho jaataa	milaa hai dil se dil	ye bhii sahaaraa kam nahiin mujhako kam nahiin mujhako nazaron se jab nazar milatii2	to bedepaar ho jaataa muhabbat par bahaar aatii2	jahaan gulzaar ho jaataa
naii dulhan naii dulhan,dr kotnis ki amar kahani,1946,jayashree,vasant desai,dewan sharar,	naii dulhan	naii dulhan	main huun nanhii naii dulhan	main huun nanhii naii dulhan	din gin gin gin kar din din din	din gin gin gin kar din din din	aaj banii huun naii dulhan naii dulhan	aaj banii huun naii dulhan naii dulhan	main huun nanhii naii dulhan	main huun nanhii naii dulhan	o merii maan	o merii maan	lage hai dar nayaa hai ghar	lage hai dar nayaa hai ghar	aayaa meraa dulhaa naa jaane kyaa hogaa	aayaa meraa dulhaa naa jaane kyaa hogaa	aayaa aayaa dhan dhan dhan thar thar thar thar kaanpe badan	naii dulhan	naii dulhan	main huun nanhii naii dulhan	main huun nanhii naii dulhan	naa ghabaraa naa sharamaa sar to uthaa dekh zaraa kush ho jaa ai dulhan	naa ghabaraa naa sharamaa sar to uthaa dekh zaraa kush ho jaa ai dulhan	tere ghar teraa dhan teraa sapanaa teraa apanaa ghar aayaa aayaa aayaa chham chham chham haan khil khil jaaye man kaa chaman	naii dulhan	naii dulhan	main huun nanhii naii dulhan	o merii maan dekh ye chaand	o merii maan dekh ye chaand	meraa chaand meraa chaand jis se suuraj kii ho maat vohii hai jo raaton ko niind men aataa thaa jab saare so jaate mujh ko aan jagaataa thaa aayaa chaand meraa chaand shaan liye aan liye aayaa chaand meraa chaand aayaa aayaa chham chham chham haan	kushii kushii se naache dulhan naache dulhan	kushii kushii se naache dulhan naache dulhan	naii dulhan	naii dulhan	main huun nanhii naii dulhan	main huun nanhii naii dulhan	
jiivan aashaa ye hai merii,zindagi,1940,saigal,pankaj mullick,aarzoo lakhnawi,	jiivan aashaa ye hai merii jiivan aashaa ye hai jitane sahaare chhuut chuke hain sabakaa sahaaraa ye hai merii jiivan aashaa ye hai	jiivan aashaa ye hai merii jiivan aashaa ye hai jitane sahaare chhuut chuke hain sabakaa sahaaraa ye hai merii jiivan aashaa ye hai	yahii hai merii saarii puunjii yahii sab yahii sab saramaayaa hai	yahii hai merii saarii puunjii yahii sab yahii sab saramaayaa hai	aankho kii thandak man kii dhaadhas	aankho kii thandak man kii dhaadhas	aur annadaataa yah hai merii jiivan aashaa ye hai	aur annadaataa yah hai merii jiivan aashaa ye hai	ye hii yahii hai mujhako hiiraapanaa yahii hai motiimuungaa naam hai jisakaa ek duvannii saaraa kazaanaa yah hai	ye jo gaii to gayaa kazaanaa aas gaii aas gaii aur jaan gaii	ye jo gaii to gayaa kazaanaa aas gaii aas gaii aur jaan gaii	saare sahaare saare sahaare tuut na jaaen dil ko dhadaa ye hai	saare sahaare saare sahaare tuut na jaaen dil ko dhadaa ye hai	jiivan aashaa	
sun le tuu merii iltijaa,nek parvin,1946,zeenat begum,firoz bizami,wahid qureshi, sun le tuu merii iltijaa sun le kudaa merii duaa	lambaa safar hai zindagii ham do musaafir ajanabii bhuul naa jaayen raasataa	sun le kudaa	ham ko tuu kar de ek jaan ghar ko banaa de gulasitaan tujhako nabii kaa waasataa	sun le kudaa	jhuule kushii ke jhuulen ham paas naa aaye koii gam tuu meharabaan rahe sadaa	sun le kudaa 
chaandanii raat hai haay kyaa baat hai  mere bhole piyaa,chandni raat,1949,uma devi chorus,naushad,shakeel,	ko	chaandanii raat hai	haay kyaa baat hai	dekho jii dekho jii dekhodekho jii	dekho jii dekho jii dekhodekho jii	dekho jii dekho jii dekhodekho jii	u	ho	u	mere bhole piyaa	o mere bhole piyaa	o bhuul jaiyo na priit lagaa ke ko	mere bhole piyaa	o mere bhole piyaa	o bhuul jaiyo na priit lagaa ke	u	hai ye duniyaa paapii ko	hai ye duniyaa paapii u	ro ke kahe ye moraa jii ko	ro ke kahe ye moraa jii	moraa jii u	kahiin nagarii naa dil kii ujad na jaaye merii	jaavo naa aankh churaa ke ko	kahiin nagarii naa dil kii ujad na jaaye merii	jaavo naa aankh churaa ke	ko	chaandanii raat hai	haay kyaa baat hai	dekho jii dekho jii dekhodekho jii	dekho jii dekho jii dekhodekho jii	u	ho	u	maano merii baat balam ko	maano merii baat balam u	dekho nikal jaaye na dam ko	dekho nikal jaaye na dam u	aaj mere nanhen se dil pe nahiin dhaavo sitam	birahaa ke tiir chalaa ke ko	o	aaj mere nanhen se dil pe nahiin dhaavo sitam	birahaa ke tiir chalaa ke	u	mere bhole piyaa	o mere bhole piyaa	o bhuul jaiyo na priit lagaa ke ko	mere bhole piyaa	o mere bhole piyaa	o bhuul jaiyo na priit lagaa ke	ko	chaandanii raat hai	haay kyaa baat hai	dekho jii dekho jii dekhodekho jii	dekho jii dekho jii dekhodekho jii	dekho jii dekho jii dekhodekho jii	u	ho 
kushiyaan manaaen kyon naa ham,khidki,1948,shamshad mohantara lata chorus chitalkar rafi g m sajan chorus,c ramchandra,p l santoshi, prem latastanza	rajkumaristanza	rajkumaristanza	shamshad stanza	shamshad stanza	shamshad stanza	kushiyaan manaaen kyon na ham ham kisii se kyon daren qisamat hamaare saath hai jalane vaale jalaa karen ho daddaan daddaan daddaan daddaan daddaan daddaan daddaa ddaan	mard hain to is liye ki kidmat karen vo aurton kii haq to chaahate hain magar apanaa haq to adaa karen qisamat hamaare saath hai jalane vaale jalaa karen ho daddaan daddaan daddaan	naazuk hain vo kalaaiyaan patlii kamar men bal paden ajii sau dedh sau bal paden chalane men moch aae gii parde men vo rahaa karen qisamat hamaare saath hai jalane vaale jalaa karen ho daddaan daddaan daddaan	jalaa karen maraa karen galaa karen sadaa karen jalaa karen maraa karen galaa karen sadaa karen apanii manahuus shakal le ham ko na vo dikhaa karen qisamat hamaare saath hai jalane vaale jalaa karen ho daddaan daddaan daddaan	kushiyaan manaaen kyon na ham ham kisii se kyon daren qisamat hamaare saath hai jalane vaale jalaa karen ho daddaan daddaan daddaan daddaan daddaan daddaan daddaa ddaan	dekho to unakii shokiyaan ham se karen muqaabalaa unase kaho ke roz vo duudh aur ghii piyaa karen qisamat hamaare saath hai jalane vaale jalaa karen ho daddaan daddaan daddaan	naazuk hain vo kalaaiyaan patlii kamar men bal paden ajii sau dedh sau bal paden chalane men moch aae gii parde men vo rahaa karen qisamat hamaare saath hai jalane vaale jalaa karen ho daddaan daddaan daddaan	jalaa karen maraa karen galaa karen sadaa karen jalaa karen maraa karen galaa karen sadaa karen apanii manhuus shakal le ham ko naa vo dikhaa karen qisamat hamaare saath hai jalane vaale jalaa karen ho daddaan daddaan daddaan 
mere dil men koii na aaye,kajal,1948,suraiya,gulam mohammed,,	mere dil men koii na aaye aaye naa mere dil men mere dil men koii na aaye ke nanhaa moraa naazuk dil haay re haay re	mere dil men koii na aaye aaye naa mere dil men mere dil men koii na aaye ke nanhaa moraa naazuk dil haay re haay re	mujhe kisii ne kahaa thaa ulafat na kisii se karanaa	mujhe kisii ne kahaa thaa ulafat na kisii se karanaa	badaa buraa hai zamaanaa daranaa	badaa buraa hai zamaanaa daranaa	par kyaa karuun jiyaa jaaye	par kyaa karuun jiyaa jaaye	ab dil men koii bal khaaye haay re mere dil men ab dil men koii bal khaaye ke nanhaa moraa naazuk dil haay re haay re	more nainon men piyaa more nainon men piyaa kaajal jal musakaaye	more nainon men piyaa more nainon men piyaa kaajal jal musakaaye	mainne jhat se aankh band kar lii kahiin na jaaye	mainne jhat se aankh band kar lii kahiin na jaaye	dil naache hai aur gaaye	dil naache hai aur gaaye	koii jaa ke unhen le aaye haay re koii jaa ke koii jaa ke unhen le aaye ke nanhaa moraa naazuk dil haay re haay re	mere dil men koii na aaye aaye naa mere dil men mere dil men koii na aaye ke nanhaa moraa naazuk dil haay re haay re 
ai aankh ab naa ronaa ronaa to umr bhar hai,sipahiya,1949,lata chitalkar,c ramchandra,rammurti chaturvedi, lataa	ai aankh ab naa ronaa ronaa to umr bhar hai	pii jaae aansuon ko bas vo jigar jigar hai	ai aankh ab	chitalakar	bedard zamaanaa yaa bedard merii qismat	mil kar bhii mil naa paaen ummiid pe guzar hai lataa	ai aankh ab	lataa	aankhon men aa ke thaharo yaa dil men aa ke thaharo	ye bhii tumhaaraa ghar hai vo bhii tumhaaraa ghar hai	ai aankh ab	donon	ham dil to apanaa pahale hii tum ko de chuke hain lataa	ik jaan rah gaii hai to vo bhii ab nazar hai	ai aankh ab 
mahak rahii phulawaarii hamarii,doctor,1941,pankaj mullick,pankaj mullick,,	hai mahak rahii phulawaarii hamarii mahak rahii phulawaarii jhuum rahii hai daariidaarii daariidaarii mahak rahii phulawaarii hamarii mahak rahii phulawaarii	teziitezii chalii	teziitezii chalii hawaayen phuulphal bikharaaye	teziitezii chalii hawaayen phuulphal bikharaaye	man aashaa kaa ped sukhaayaa dukh par dukh pahonchaaye meraa banataa kaam naa bigadaa maut bhii thak ke haarii	mahak rahii phulawaarii hamarii mahak rahii phulawaarii	sukh ke baadal sukh ke baadal phir ghir aaye bigadaa kaam banaayaa jiiwanjal ne barasbaras ke dayaa damaa palataayaa	phir se mahakii phir se lahakii	phir se mahakii phir se lahakii	suukhii huii har kyaarii	mahak rahii phulawaarii hamarii	mahak rahii phulawaarii hamarii	mahak rahii phulawaarii 
nagarii merii kab tak  ai chaand ummidon ko  aavaaz do insaaf ko,man ki jeet,1944,sitara kanpuri,s k pal,josh malihabadi, nagarii merii kab tak yuun hii barabaad rahegii duniyaa a duniyaa yahii duniyaa hai to kyaa yaad rahegii nagarii merii kab tak yuun hii barabaad rahegii	aakaash pe nikharaa huaa hai chaand kaa mukhadaa bastii men gariibon kii andhere kaa hai dukhadaa duniyaa a duniyaa yahii duniyaa hai to kyaa yaad rahegii nagarii merii	kab hogaa saveraa kab hogaa saveraa koii ai kaash bataa de kis vaqt tak ai ghuumate aakaash bataa de insaanon par insaan kii bedaad rahegii	kahakaaron se kaliyon ke chaman guunj rahaa hai jharanon ke madhur raag se ban guunj rahaa hai par meraa to par meraa to par meraa to fariyaad se man guunj rahaa hai par meraa to fariyaad se man guunj rahaa hai kab tak mere honthon pe ye fariyaad rahegii nagarii merii	ai chaand ummiidon ko merii shammaa dikhaa de ai chaand ummiidon ko merii shammaa dikhaa de duube hue khoe hue suuraj kaa pataa de rote hue jug biit gayaa ab to hansaa de ai mere himaalaa mujhe ye baat bataa de ai mere himaalaa mujhe ye baat bataa de hogii merii bastii bhii kabhii kair se aabaad nagarii merii barabaad hai barabaad hai barabaad barabaad hai barabaad nagarii merii	jo aankh kaa aansuu hai jo aahon kaa dhuaan hai jo aankh kaa aansuu hai jo aahon kaa dhuaan hai vaarii meraa dil us pe nichhaavar merii jaan hai mujarim huun gunaahagaar huun us ko ye gumaan hai aavaaz do insaaf ko insaaf kahaan hai aavaaz do insaaf ko insaaf kahaan hai ik bekasomajabuur pe ye zulm ye bedaad nagarii merii barabaad hai barabaad hai barabaad barabaad hai barabaad nagarii merii 
bedard zamaane kyaa terii,lahore,1949,lata,shyamsundervinod ,rajinder krishan, us dil kii qismat kyaa kahiye us dil kii qismat kyaa kahiye jis dil kaa sahaaraa koii nahiin	bedard zamaane kyaa terii bedard zamaane kyaa terii mahafil men hamaare koii nahiin2	bedard zamaane	is gam kii raat ke aanchal menvaise to hazaaron taare hain vaise to hazaaaron taare hain2	banajaaye jo aas musaafir kii banajaaye jo aas musaafir kii aisaa hii sitaaraa koii nahiin bedard zamaane	ulfat ke chaman men aii naadaan ulfat ke chaman men aii naadaan kyuun dhuundh rahaa hai kaliyon ko yahaan gam ke kaante uthatechubate hain yahaan gam ke kaante uthate hain phuulon kaa nazaaraa koii nahiin bedard zamaane
kyaa ye hii jawaanii hai,chand,1944,zeenat begum,husnalalbhagatram,qamar jalalabadi,	o kyaa ye hii jawaanii hai	o kyaa ye hii jawaanii hai	har din hai nikharaa huaa	har din hai nikharaa huaa	har raat suhaanii hai	har raat suhaanii hai	kyaa ye hii jawaanii hai	kyaa ye hii jawaanii hai	main gairon se kyuun puuchhuun	main gairon se kyuun puuchhuun main apanon se kyuun puuchhuun	main gairon se kyuun puuchhuun main apanon se kyuun puuchhuun	aaiinaa jo kahaa hai	aaiinaa jo kahaa hai	tuu husn kii raanii hai	tuu husn kii raanii hai	kyaa ye hii jawaanii hai	kyaa ye hii jawaanii hai	kyaa kahuun ke kaun aa kar kyaa kahuun ke kaun aa kar sapanon men bulaataa hai	kyaa kahuun ke kaun aa kar kyaa kahuun ke kaun aa kar sapanon men bulaataa hai	khulate hii merii aankhen	khulate hii merii aankhen	jaane kahaan jaataa hai	jaane kahaan jaataa hai	ye merii kahaanii hai	ye merii kahaanii hai	kyaa ye hii jawaanii hai	kyaa ye hii jawaanii hai	jaate huye bachapan se	jaate huye bachapan se aate huye jauvan se	jaate huye bachapan se aate huye jauvan se	donon se main kahatii huun	donon se main kahatii huun	ye dil kii naii hai duniyaa	ye dil kii naii hai duniyaa	ab kaise basaanii hai	ab kaise basaanii hai	kyaa ye hii jawaanii hai	kyaa ye hii jawaanii hai	
ham aisii qisamat ko  ek din hansaaye,kismat,1943,arun kumar amirbai,anil biswas,pradeep,	amii	ham aisii qisamat ko kyaa karen haay haay	ke jo ek din hansaaye ek din rulaaye	ek din hansaaye ek din rulaaye	qisamat hamaarii hamiin ko sataaye haay	ke jo ek din hansaaye ek din rulaaye	ek din hansaaye ek din rulaaye	aru	duniyaa men pahalepahale jab wo aayii	qisamat jo aayii	to phuulon ke sangsang kaante bhii laayii	ham sab ke aangan men aise bichhaaye haay	ke jo ek din hansaaye ek din rulaaye	ek din hansaaye ek din rulaaye	amii	rone kaa din hai main gaatii huun gaanaa	dukh bhuulane kaa hai ye ek bahaanaa	kahatii huun main dil ke tukadon se haay	baithe raho apanaa dukhadaa chhupaaye	baithe raho apanaa dukhadaa chhupaaye	duniyaa kii riit bhii kaisii hai haay	ke jo ek din hansaaye ek din rulaaye	ek din hansaaye ek din rulaaye	aru	aa	jo kuchh bhii aataa hai aane de bande	jo kuchh bhii aataa hai aane de bande	jo kuchh bhii jaataa hai jaane de bande	jo kuchh bhii aataa hai aane de bande	duniyaa men sukhdukh ke do din hain haay	ke jo ek din hansaaye ek din rulaaye	ek din hansaaye ek din rulaaye	ek din do	hansaaye ek din rulaaye 
ik tuu ho ik main huun,qanoon,1943,suraiyya,naushad,d n madhok,	ik tuu ho ik main huun	aur nadii kaa kinaaraa ho samaa	pyaaraa pyaaraa ho ho ho ho ho ho ho huun	dil kii baat labon pe aaye haay labon pe aaye kahii naa jaaye aankhon kaa ishaaraa ho aur koii na chaaraa ho ho ho ho ho ho ho huun ik tuu ho	puurab se ik baadal aaye haay aa ke chandaa par chhaa jaaye dhiimaa saa andhiyaaraa ho haath men haath tumhaaraa ho ho ho ho ho ho ho huun ik tuu ho 
