Title,Film,Year,Singer,Composer,Lyricist,Lyrics
ik teraa sahaaraa,shama,1946,shamshad,ghulam haider,,  ik teraa sahaaraa ik teraa sahaaraa dil tod ke duniyaa se kiyaa ham ne kinaaraa  shiqavaa hai kisii kaa na shikaayat hai kisii se fariyaad hai ik tuute hue dil kii tujhii se hotaa nahiin barabaad koii apanii khusii se bigadii huii taqadiir pe kyaa zor hamaaraa  duniyaa men nahiin koii jise haal sunaayen aansuu kise ham rote hue dil ke dikhaayen barabaad hain beqas hain bataa ab kahaan jaayen bedard zamaane men nahiin koii hamaaraa  kyon kuun gariibon kaa bahaatii hai kudaaii allaah duhaaii hai duhaaii hai duhaaii kab tak ye sitam aur ye dar dar kii gadaaii milataa nahiin do din ke liye bhii to saharaa  qisamat hii ab to haay hamaarii bigad gayii dil kii basii basaaii ye duniyaa ujad gayii daulat jo thii hamaarii vo ham se bichhad gayii kaalii ghataa men chhup gayaa taqadiir kaa taaraa  hai tere sivaa kaun jo is dil ko manaaye jo daag jigar ke hain unhen phuul banaaye hai kaun ki kaanton se jo daaman ko chhudaaye ulajhaa hai tere hote hue jo aaj dubaaraa  ik tere sahaaraa ik tera sahaaraa threedots 
kaagaz kii thii wo naav,zaban,1943,kaushalya,c ramchandra,d n madhok,     kaagaz kii thii wo naav kaagaz kii thii wo naav ham jisamen jaa rahe the wo ret ke jahaan par ham ghar banaa rahe the 2  jhuuthii tasalliyon men haay jhuuthii tasalliyon men ham din guzaarate the 2 gaanaa thaa wo kisii ko ham gunagunaa rahe the 2 kaagaz kii thii wo naav ham jisamen jaa rahe the  ulfat kaa raag usane chhedaa to main ye samajhii 2 bigadii banaa rahe hain kal wo banaa nahiin the 2 kaagaz kii thii wo naav ham jisamen jaa rahe the 
lagaa hai kuch aisaa nishaanaa kisii kaa,sipahiya,1949,lata chitalkar,c ramchandra,banvaasi,      l  lagaa hai kuch aisaa nishaanaa kisii kaa 	ye dil ho gayaa hai diivaanaa kisii kaa  c 	mere hosh jaate rahe dekhate hii 	qayaamat haavas muskuraanaa kisii kaa 	 l 	koii man me aakar ke aise basaa hai 	ki mushkil huaa bhulaanaa kisii kaa  c 	milii un se aankhen to bijalii sii tadapii l 	milii un se aankhen to bijalii sii tadapii 	kuch aisaa thaa aankhen ladaanaa kisii kaa 	ye dil ho gayaa hai diivaanaa kisii kaa 
mere baag kaa maalii phir aa gayaa,khandan,1942,noorjehan,ghulam haider,d n madhok,      aa haa haa mere baag kaa maalii phir aa gayaa mere baag kaa maalii aa haa haa haa aa gayaa mere baag kaa maalii aa haa haa haa aa gayaa  2  jhuum rahii hai daaliidaalii aa haa haa haa aaj hawaa bhii hai matawaalii aa haa haa haa haa haa aaj hawaa bhii hai matawaalii  aayaa hai mere baag kaa maalii phir aa gayaa mere baag kaa maalii aa haa haa haa aa gayaa mere baag kaa maalii aa haa haa haa aa gayaa   dekho aa haa haa haa haa kaliyon ne munh khole  2 bhanware guunjguunj kar bole 2 chhaaii har suu hai hariyaalii aa haa haa haa haa chhaaii har suu hai hariyaalii  aayaa hai mere baag kaa maalii phir aa gayaa mere baag kaa maalii aa haa haa haa aa gayaa mere baag kaa maalii aa haa haa haa aa gayaa   ruuth gayaa thaa aa haa haa maan gayaa hai  2 aa haa haa maan gayaa hai dil ko dil pahachaan gayaa hai 2 tum bin koyal kaalii  aayaa hai mere baag kaa maalii phir aa gayaa mere baag kaa maalii aa haa haa haa aa gayaa mere baag kaa maalii aa haa haa haa aa gayaa 
main to odhuun gulaabii chundariyaa,humayun,1945,shamshad,ghulam haider,shams lakhnavi,      main to odhuun gulaabii chundariyaa aaj aaj re aaj re mere bhaiyaa ne pahanaa hai taaj re  2  saare jagat ko tum jagamagaao 2 sonechaandii ke diip jalaao 2 kam hai jitanii kushii manaauun kesargulaab kaa tilak laauun main tilak laauun mere bhaiyaa bane mahaaraaj re aaj re mere bhaiyaa ne pahanaa hai taaj re main to odhuun gulaabii chundariyaa aaj aaj re aaj re mere bhaiyaa ne pahanaa hai taaj re   puurii huii ye merii tamannaa mil kar bahengii aaj gangaaojamunaa  2 ye jamunaa maataa ye gangaa maiyaa jiye meraa bhaiyaa 2 qaayam rahe sadaa qaayam ho bhaarat kaa raaj re aaj re mere bhaiyaa ne pahanaa hai taaj re main to odhuun gulaabii chundariyaa aaj aaj re aaj re mere bhaiyaa ne pahanaa hai taaj re 
aankh ke paanii aankh men rah,pagadandi,1947,munawwar sultana,khurshid anwar,d n madhok,  aankh ke paanii aankh men rah ban ke kisii kii nishaanii  miithii miithii piiden dil men mere ghar banaayen saanjh savere ho jab bhii tuu hii tuu yaad aaye bachapan aise jaaye meraa kaise jaaye javaanii  sapanon men mil lenaa vaadaa kiyaa ke waan pe pahare na honge daraate jab jab aankh khule palakon men aansuu mile nishaanii 
aankh milane kaa bahaanaa ho gayaa,lady doctor,1944,hameeda bano snehal bhatkar,anil biswas,wali saheb,  aankh milane kaa bahaanaa ho gayaa dil begaanaa thaa begaanaa ho gayaa  tiir tedhaa usane phainkaa thaa magar aage badh ke dil nishaanaa ho gayaa  intazaarii men qayaamat aa gaii ik qayaamat unakaa aanaa ho gayaa  jab se tum mere hue ho e huzuur tab se dushman kul zamaanaa ho gayaa  unako dekhaa aur phir dekhaa valii baat itanii thii fasaanaa ho gayaa 
ai dil kise sunaauun ye dukh bharaa fasaanaa,naach,1949,suraiya,husnlalbhagatram,kaif irfani, ai dil kise sunaauun ye dukh bharaa fasaanaa 2 rotii rahii mohabbat hansataa rahaa zamaanaa ai dil kise sunaauun ye dukh bharaa fasaanaa  jis din se wo kafaa hai taqadiir bhii kafaa hai 2 taqadiir bhii kafaa hai kitanaa badal gayaa hai mere liye zamaanaa 2  rotii rahii mohabbat hansataa rahaa zamaanaa ai dil kise sunaauun ye dukh bharaa fasaanaa  roro ke kah rahii hai unase merii mohabbat 2 unase merii mohabbat duniyaa badal gaii hai tuu bhii badal na jaanaa 2  rotii rahii mohabbat hansataa rahaa zamaanaa ai dil kise sunaauun ye dukh bharaa fasaanaa 
merii pyaarii patang chalii baadal ke sang  de dhiil  wo kaataa,dillagi,1949,umadevi shamshad chorus,naushad,shakeel,  sha 	 merii pyaarii patang 	chalii baadal ke sang  2 	zaraa dhiiredhiire ho zaraa haulehaule 	de dhiil de dhiil o rii sakhii ko 	haay wo kaataa wo kaataa wo kaataa 	dekho jii dekho jii 	merii pyaarii patang 	chalii baadal ke sang  u 	 mere dil men umang 	bharaa ulfat kaa rang  2 	zaraa dhiiredhiire ho zaraa haulehaule 	de dhiil de dhiil o rii sakhii ko 	haay wo kaataa wo kaataa wo kaataa 	dekho jii dekho jii 	mere dil men umang 	bharaa ulfat kaa rang  sha 	 mast jawaanii dekh pukaaren 	do nainaa matawaale ko 	do nainaa matawaale  2 sha 	 hai koii aisaa dilawaalaa jo 	hamase pench ladaa le ko 	hamase pench ladaa le  2 sha 	dekho patang morii 	gangaa ke paar chalii ko 	gangaa ke paar chalii sha 	le ke sandesaa moraa 	saajan ke dwaar chalii ko 	saajan ke dwaar chalii sha 	 panchhii se chhiin liyaa 	udane kaa dhang  2  ko 	zaraa dhiiredhiire ho zaraa haulehaule 	de dhiil de dhiil ho rii sakhii 	haay wo kaataa wo kaataa wo kaataa 	dekho jii dekho jii 	merii pyaarii patang 	chalii baadal ke sang  u 	 do nainon ke pench lade 	ek jiitaa aur ek haaraa ko 	ek jiitaa ek haaraa  2 u 	 pyaar ne jis dam lii angadaaii 	dil ne kahaa wo maaraa ko 	dil ne kahaa wo maaraa  2 u 	kaisaa ye pench padaa 	maanjhe kii dhaar gaii ko 	maanjhe kii dhaar gaii u 	aise men aa jaa more 	saajan main haar gaii ko 	saajan main haar gaii u 	tuute na dor kahiin 	kahiin chhuute na sang  ko 	zaraa dhiiredhiire ho zaraa haulehaule 	de dhiil de dhiil ho rii sakhii 	haay wo kaataa wo kaataa wo kaataa 	dekho jii dekho jii 	mere dil men umang 	bharaa ulfat kaa rang  	de dhiil de dhiil 	de dhiil de dhiil 	wo kaataa wo kaataa 	wo maaraa 
ek anokhaa gam anokhii sii musiibat ho gaii,nadan,1943,noorjehan,k datta,zia sarhadi, ek anokhaa gam ek anokhaa gam anokhii sii musiibat ho gaii haaye ek anokhaa gam anokhii sii musiibat ho gaii jin ko dekhaa tak nahiin un se muhabbat ho gaii haaye ek anokhaa gam threedots  kaak hai dil ko chale jaane kaa gam to raatdin jab se aaii hai javaanii ik musiibat ho gaii haaye ek anokhaa gam threedots  pahale vo haalat ki angaaron pe ham  ab zamaanaa ham pe hansataa hai ye haalat ho gaii haaye ek anokhaa gam threedots
saawan kii ghataaon mere saajan ko bulaa do,lekh,1949,suraiya,krishna dayal,qamar jalalabadi, saawan kii ghataaon 3 saawan kii ghataaon mere saajan ko bulaa do 2 saawan kii ghataaon aansuu mere le jaao le jaa ke dikhaa do 2 saawan kii ghataaon  kahanaa ke terii yaad men rotii hain ye aankhen 2 rotii huii aankhon se aankhen to milaa do 2 saawan kii ghataaon  murajhaane lagiin pyaar kii bikharii huii kaliyaan 2 bikharii huii kaliyon kaa phir haar banaa do 2 saawan kii ghataaon mere saajan ko bulaa do 2 saawan kii ghataaon 
taaron bharii raat sajan taaron bharii raat,natak,1947,suraiya chorus,naushad,shakeel, su 	ho taaron bharii raat sajan 2 	taaron bharii raat ko 	ho taaron bharii raat sajan taaron bharii raat su 	ho 	ab aise men aavo 	ab aise men aavo to kahuun tumase main ek baat sajan ko 	o tumase main ek baat 	taaron bharii raat sajan taaron bharii raat  su 	dildil se mile aur nigaahon se nigaahen ko 	dildil se mile aur nigaahon se nigaahen su 	ye mast nazaare kii tumhen dekhanaa chaahe 	tumhen dekhanaa chaahe ko 	ye mast nazaare kii tumhen dekhanaa chaahe 	tumhen dekhanaa chaahe su 	tum aise men aa jaao 2 	to ho jaaye mulaaqaat sajan ko 	ho jaaye mulaaqaat 	taaron bharii raat sajan taaron bharii raat  su 	ghanaghor ghataaon ko widaa de kar nikaalaa ko 	ghanaghor ghataaon ko widaa de kar nikaalaa su 	phir chaand ke jalawon ne kiyaa dil men ujaalaa 	kiyaa dil men ujaalaa ko 	phir chaand ke jalawon ne kiyaa dil men ujaalaa 	kiyaa dil men ujaalaa su 	ho 	aa jaao ke 	aa jaao ke ab sach men huii nainon kii barasaat sajan ko 	ho nainon kii barasaat 	taaron bharii raat sajan taaron bharii raat 	ho taaron bharii raat sajan taaron bharii raat 
deke mujhe wo dardejigar bhuul gaye kyaa,dil,1946,noorjehan,zaffar khursheed,raziuddin banarsi, deke mujhe wo dardejigar bhuul gaye kyaa bhuul gaye 2 zikr yahii hai shaamosahar bhuul gaye kyaa bhuul gaye deke mujhe wo threedots  laharaatii huii ai thandii hawaa 2 paigaam paigaam unhen tuu meraa sunaa 2 kahanaa kahanaa milaake mujhase nazar bhuul gaye kyaa bhuul gaye deke mujhe wo dardejigar bhuul gaye kyaa bhuul gaye  kaliyon men tabassum aane lagaa 2 kaliyon men tabassum aane lagaa aramaan aramaan bharaa dil gaane lagaa 2 bulbul se bulbul se kahaa gul ne hansakar bhuul gaye kyaa bhuul gaye deke mujhe wo dardejigar bhuul gaye kyaa bhuul gaye deke mujhe wo threedots
aaii aaii sajanavaa ajab ratiyaa,sikandar,1941,sheela,mir sahebrafiq ghaznavi,pt sudarshan,     aaii aaii haan haan aaii aaii sajanavaa ajab ratiyaa aaj aaii sajanavaa ajab ratiyaa 2  is ratiyaa par balbal jaavuun 2 is ratiyaa par praaan chadhaavuun 2 aisii har roz aatii hai kab ratiyaa 2 aaii aaii haan haan aaii aaii sajanavaa ajab ratiyaa aaj aaii sajanavaa ajab ratiyaa 2  chaandii kii ratiyaa men jadate hain hiire 2 niilam kii sadakon pe chalate hain hiire 2 nasnas men samaaii gazab ratiyaa aaii aaii haan haan aaii aaii sajanavaa ajab ratiyaa aaj aaii sajanavaa ajab ratiyaa 2  chaandii kii ratiyaa men giit ugat hain 2 sone kii bagiyaa men supane phalat hain 2 kaisii sundar salonii sulabh ratiyaa aaii aaii haan haan aaii aaii sajanavaa ajab ratiyaa aaj aaii sajanavaa ajab ratiyaa 2 
koii din zindagii ke gunagunaa kar hii bitaataa hai,gunjan,1948,mukesh,ashok ghosh,saraswati kumar deepak,  koii din zindagii ke gunagunaa kar hii bitaataa hai koii paa kar ke khotaa hai koii kho kar ke paataa hai  hamaarii zindagii bhii kyaa kabhii hansanaa kabhii ronaa jise ham apanaa kahate hain vo hamase duur jaataa hai  ummiiden lut gaiin jisakii tasavvur chhin gayaa jisakaa vo kashtii aap hii gahare samandar men dubaataa hai  agar dil ho gayaa viiraan karuungaa maut se ulfat kisii badhaal par ab kaun do aansuu bahaataa hai  kisii ke chain se aaraam se kyaa vaastaa apanaa na koii saath detaa hai na koii paas aataa hai 
duur hato ai duniyaa vaalon hindustaan hamaaraa hai,kismat,1943,ameerbai khan mastana chorus,anil biswas,, aaj himaalay kii chotii se phir ham ne lalakaraa hai duur hato ai duniyaa vaalon hindustaan hamaaraa hai  jahaan hamaaraa taajmahal hai aur qutabmiinaaraa hai jahaan hamaare mandir masjid sikhon kaa gurudvaaraa hai is dharatii par qadam badhaanaa atyaachaar tumhaaraa hai  shuruu huaa hai jang tumhaaraa jaag utho hindustaanii tum na kisii ke aage jhukanaa jarman ho yaa jaapaanii aaj sabhii ke liye hamaaraa yahii qaumii naaraa hai
saawan kii ghataao dhiiredhiire aanaa,age badho,1947,khursheed manna dey,sudhir phadke,amar varma,  ma 	 saawan kii ghataao 	dhiiredhiire aanaa 	dhiiredhiire aanaa  2  	bedard titaliyo 2 	shor naa machaanaa 	tum shor naa machaanaa 	sajanii kaa mere naazuk badan hai 	naazuk badan hai 	 bholaa hai man dar jaaye naa 	dar jaaye naa  2  	saawan kii ghataao 	dhiiredhiire aanaa 	dhiiredhiire aanaa 	saawan kii ghataao  khu 	 o	 	gaane waale zaraa dhiire 	haan 	zaraa dhiiredhiire gaanaa 	ho 	dhiiredhiire gaanaa  2  	 main premdiwaanii ye bhuul na jaanaa 	o kahiin bhuul na jaanaa  2  	sajanii ko tere baadal kii damak  	bijalii kii chamak darawaaye naa 	haan 	bijalii kii chamak darawaaye naa 	haan 	darawaaye naa  	saawan kii ghataao 2 	dhiiredhiire aanaa 	ho 	dhiiredhiire aanaa 2 	saawan kii ghataao 
kyon yaad aa rahe hain,anmol ghadi,1946,surendra,naushad,tanvir naqvi, kyon yaad aa rahe hain  guzare hue zamaane  ye sukh bhare fasaane  rote hue taraane  kisako sunaa rahe hain  kyon yaad rahe hain   kyon muskuraa rahe hain  dekho agar to samajho  aansuu bahaa rahe hain  kyon yaad aa rahe hain   kyaa vaqt hai na jaane  kyon hichakiyon kii lay pe  gaate gam ke gaane  ham bhor ke diye hain  bujhate hii gaa rahe hain  kyon yaad aa rahe hain 
ronaa hai bekaar pagalii ronaa hai bekaar,jawab,1942,ranjit roy female voice,kamal dasgupta,pt madhur,      ra 	ronaa hai bekaar pagalii ronaa hai bekaar 2 	apane man kii baat chhupaatii 	kuchh puuchho aur kuchh batalaatii 	tere ye nayanaa kah dete hain 2 	jiit huii yaa haar pagalii 2 	huii yaa haar 	 	are sharaabhii o hushiyaar 	 nashe men kar dii kaalii botal 	aur duniyaa ko kahataa paagal  2 	kyuun kar man ke giit sunaayen 	kyuun kar 	kyuun kar man ke giit sunaayen 	tuut gayaa siitaar sharaabii 2 	tuut gayaa siitaar 	 ra 	maanaa ke main huun diiwaanaa 	magar tujhe bhii hai pahachaanaa 	diiwaane se diiwaane kii 	ye kaisii takaraar pagalii 2 	ye kaisii takaraar 	 	 haanhaan 	haanhaan ham donon diiwaane  2 	gaayen paagalapan ke gaane 2 	yahii nashaa pahuunchaa detaa hai 2 	premii ko us paar sharaabii 2 	premii ko us paar 
aaii saawat rut aaii sajan moraa dole hai man,mela,1948,shamshad mukesh chorus,naushad,shakeel,     sha 	aaii saawan rut aaii sajan moraa dole hai man 	laagii terii lagan ghar aajaa 	o ghar aajaa mohan ghar aajaa ko 	aaii saawan rut aaii sajan moraa dole hai man 	laagii terii lagan ghar aajaa 	o ghar aajaa mohan ghar aajaa  sha 	khetonkheton dagmag dole hariyaalii matawaarii 	ho hariyaalii matawaarii ko 	khetonkheton dagmag dole hariyaalii matawaarii 	ho hariyaalii matawaarii sha 	aise men o priitam pyaar aaye yaad tehaarii 	ho aaye yaad tehaarii ko 	aise men o priitam pyaar aaye yaad tehaarii 	ho aaye yaad tehaarii  	ghar aajaa sajan ghar aajaa 	o ghar aajaa mohan ghar aajaa 	aaii saawan rut aaii sajan moraa dole hai man 	laagii terii lagan ghar aajaa  sha 	 tore binaa mohe kal naahii aaye ko 	kal naahii aaye  2 sha 	dil kii lagii tadapaaye 	ho dil kii lagii tadapaaye 	mast pawan chale man laharaaye 2 	aaii milan rut haay 2  	ghar aajaa sajan ghar aajaa 	o ghar aajaa mohan ghar aajaa 	aaii saawan rut aaii sajan moraa dole hai man 	laagii terii lagan ghar aajaa  mu 	o 	kheton se parabat par aa kar 2 	jiiwan jot jagaa le 2 	duniyaa hai do din kaa melaa kuchh ro le kuchh gaa le 2  ko 	ghar aajaa sajan ghar aajaa 	o ghar aajaa mohan ghar aajaa 
mujhako apanaa banaayaa kisane,samaapti,1949,suprabha sarkar talat,timir baran,pt bhushan, tm mujhako apanaa banaayaa kisane      tuune sajaniyaa tuune ss dil men dard uthaayaa kisane tm tuune sajaniyaa tuune ss mujhako apanaa banaayaa kisane tm tuune sajaniyaa tuune  tm tuune aankhon se aankh milaaii      mere man men aag lagaaii ss tuune miithii bolii bolii      mere man kii duniyaa dolii tm priit kaa rog lagaayaa kisane      tuune sajaniyaa tuune  threedots  tm o phuulon sang hasane waalii      dil kii kalii khilaa jaa      sun jaa merii raamakahaanii ss apanaa giit sunaa jaa tm mujhako yuun  tarasaayaa kisane      tuune sajaniyaa tuune  threedots
ye kaun chalaa  merii aankhon men samaa kar,dard,1947,uma devi,naushad,shakeel, ye kaun chalaa ye kaun chalaa ye kaun chalaa haae ye kaun chalaa merii aankhon men samaa kar merii ragrag men samaa kar ye kaun chalaa  dil tuut rahaa hai meraa jii chhuut rahaa hai aise na jaae koii majabuur banaa kar merii aankhon men samaa kar merii ragrag men samaa kar ye kaun chalaa ye kaun chalaa haae ye kaun chalaa  jaag ai gamefuraqat lutii jaatii hai musarat soii huii maasuum tamannaa ko jagaa kar merii aankhon men samaa kar merii ragrag men samaa kar ye kaun chalaa ye kaun chalaa haae ye kaun chalaa  jaane ye havaaen yahaan kab laut ke aaen yahaan kab laut ke aaen chaal den merii kashatii ko tuufaan men phansaa kar merii aankhon men samaa kar merii ragrag men samaa kar ye kaun chalaa ye kaun chalaa haae ye kaun chalaa
jaagaa kiranon waalaa,chitralekha,1941,ramdulari rajendra singh siddheshwar mukherjee,a s gyaanii,kidar sharma,  raa jaagaa kiranon waalaa pu chaaro aur ujaalaa raa aankhen kholo nand ke laalaa pu jaagaa kiranon waalaa  raa chhaachh bilole maiyaa pu amrit dohavat bhaiyaa raa dhunak dhunak dhunakaiyaa re haan pu bhor bhaii ban dhor chale sab jhaanjhaniyaa jhanakaae raa chakkii raag sunaae uukhal aur muusal hamajolii ghaat pai sundariyon kii tolii raadhaa se gaagariyaa bolii pu kyon brij baalaa sab kahaan gayaa teraa baansurii waalaa
suno suno kaise kah duun bajariyaa ke biich,ladli,1949,lata,anil biswas,naazim paanipati,     suno suno suno suno suno suno re suno re suno suuno   kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai  2  mere siine men aahon kaa shor hai meraa nanhaa saa dil kamajor hai 2 mose ekalii rahaa nahiin jaat hai  ye to kaanon men kahane waalii baat hai re kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai  aankhonaankhon men kaatuun main raat re jiyaa maane na haay morii baat re 2 terii qasam 2 terii qasam ye badaa kamazaat hai ui daiyaa  ye to kaanon men kahane waalii baat hai re kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai  morii suunii padii hai atariyaa mohe kose hai baalii umariyaa mohe kose mohe kose hai baalii umariyaa chupakechupake chupakechupake jawaanii bulaat hai  ye to kaanon men kahane waalii baat hai re kaise kah duun bajariyaa ke biich ye to kaanon men kahane waalii baat hai re kaise kah duun bajariyaa ke biich 
sapanon men aane waale galiyon men aa jaa ek baar,hum ek hain,1946,zohra bai,husnalalbhagatram,p l santoshi,  sapanon men aane waale 2 galiyon men aa jaa ek baar galiyon men aa jaa aa jaa galiyon men aa jaa  chilaman se chhupakechhupake chorii se chup ke chup ke karatii huun teraa intazaar karatii huun teraa teraa karatii huun teraa intazaar  sapanon men aane waale 2 galiyon men aa jaa ek baar galiyon men aa jaa aa jaa galiyon men aa jaa   kwaabon men dekhaa tujhako hansatehansaate huye  2  naazuk se dil pe mere bijalii giraate huye  2 aajaaaajaa beraham 2 tujhako merii hai qasam aajaa aajaa beraham tujhako merii hai qasam dekhe bin aaye naa qaraar dekhe bin aaye aaye dekhe bin aaye naa qaraar  sapanon men aane waale 2 galiyon men aa jaa ek baar galiyon men aa jaa aa jaa galiyon men aa jaa 
sabze kii durfishaanii phuulon kaa shaamiyaanaa,bihari,1948,lata,ramkrishna shinde,munshi farog,  sabze kii durfishaanii phuulon kaa shaamiyaanaa kushabuu kii naujawaanii rangiin nigaarakaanaa dekhaa to gaa rahaa hai apanaa vahii taraanaa bulabul sunaa rahaa hai gul ko rulaa rahaa hai miithaa saa dard banakar pahaluu men aa rahaa hai rahrah ke koii dil men charake lagaa rahaa hai   thandii hawaa kaa jhonkaa jhuulaa jhulaa rahaa hai phuulon ko deke lorii daulat lutaa rahaa hai baadal machalmachal kar har  pe chhaa rahaa hai lekin meraa nasiibaa mujhako rulaa rahaa hai 
balam tujhe meraa salaam,patanga,1949,shamshad,c ramchandra,,  duniyaa ko pyaare phuul aur sitaare mujhako balam kaa naam balam tujhe meraa salaam salaam tujhe ho salaam tujhe meraa salaam 2  laakhon men ek tum laakhon se pyaare dil kii tamannaa nazar ke sahaare nazar jhuk jaaye qadam ruk jaaye jo le de koii teraa naam balam tujhe threedots   main tujhako maanuun duniyaa naa maane qurabaan tumpar sau sau zamaane jo tuu mil jaaye to dil khil jaaye zamaane se kyaa mujhako kaam balam tujhe threedots 
mujhako jiine kaa bahaanaa mil gayaa hai,garib,1942,surendra nath,anil biswas,dr safdar aah, mujhako jiine kaa bahaanaa mil gayaa hai 2 tum mile goyaa zamaanaa mil gayaa hai 2 mujhako jiine kaa bahaanaa mil gayaa hai 2  tujhako ai chitawan mubaarik meraa dil 2 mast karane ko nishaanaa mil gayaa hai 2 mujhako jiine kaa bahaanaa mil gayaa hai 2  naaz hai taqadiir par apane mujhe 2 tere kuuche men thikaanaa mil gayaa hai 2 mujhako jiine kaa bahaanaa mil gayaa hai 2  tum mile goyaa zamaanaa mil gayaa hai 2 mujhako jiine kaa bahaanaa mil gayaa hai 2 
jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii,pagdandi,1947,zeenat begum munnawar sultana dilshad,khurshid anwar,d n madhok,      jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii  jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii  lo jal barasaane aaiin ghataayen kaalii 2 tum jhuuthii boliin aise men to boluun  o arii o rii nanandiyaa 2 meraa bikharaabikharaa baag nahiin ghar maalii birahan detii duhaaii   jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii  2   bedardon se priit lagaa ke main pachhataaii ho main pachhataaii  2  din ne chain ganvaayaa aankh ne nindiyaa ganvaaii haa nindiyaa ganvaaii  2 o are are nanadiyaa 2 ik baar unhen milaa de bhalaa ho teraa ninnit tumhen mile na doyaa meraa 2    jhuulanaa dalaa de more saiyaan ko bulaa de o nanad jii saawan kii rut aaii  2 
mohe baankaa balam lage piyaaraa,bela,1947,zohra bai chorus,bulo c rani,d n madhok,  ko 	mohe baankaa balam lage piyaaraa 2 zo 	 nanadii parades na jaane de ko 	baankaa balam lage piyaaraa  2 zo 	mohe baankaa balam lage piyaaraa  	kaaliikaalii raat jiyaa dagmag dolegaa 	ho kaaliikaalii raat jiyaa dagmag dolegaa ko 	dagmag dolegaa zo 	ho miithemiithe bol un bin kaun bolegaa 	miithemiithe bol un bin kaun bolegaa 	suunaa diikhegaa jag saaraa ko 	suunaa diikhegaa jag saaraa  zo 	nanadii parades na jaane de ko 	baankaa balam lage piyaaraa zo 	mohe baankaa balam lage piyaaraa ko 	mohe baankaa balam lage piyaaraa  zo 	saanwalii ghataayen jab ghirghir aayengii 	ho saanwalii ghataayen jab ghirghir aayengii 	bhesh biiraane  le ke man kaa jagaayengii 2 	aise men unakaa badaa sahaaraa ko 	aise men unakaa badaa sahaaraa  zo 	nanadii parades na jaane de ko 	baankaa balam lage piyaaraa zo 	mohe baankaa balam lage piyaaraa ko 	mohe baankaa balam lage piyaaraa zo 	nanadii parades na jaane de ko 	baankaa balam lage piyaaraa 
do din kii bahaar pyaare dil men basaa le pyaar,dulari,1949,lata chorus,naushad,shakeel,  ko 	do din kii bahaar pyaare 	dil men basaa le pyaar 2 	do din kii bahaar do din kii 2 la 	ahaa ahaa haa haa haa  ko 	do din kii bahaar pyaare 	dil men basaa le pyaar 2 	do din kii bahaar do din kii 2  la 	do din kii bahaar pyaare 	do din kii ye bahaar ko 	do din kii bahaar do din kii la 	do din kii bahaar pyaare 	do din kii bahaar 	dil men basaa le pyaar balamaa 	dil men basaa le pyaar ko 	basaa le pyaar basaa le pyaar la 		dil men basaa le pyaar balamaa 	dil men basaa le pyaar ko 	do din kii bahaar pyaare 	do din kii bahaar  la 	dekho ye rut phir naa aayegii 	dil ko naa tadapaayegii 	paayal kii jhankaar pyaare 	do din kii bahaar  	bhed jiyaa ke chhailaa 2 	kaise kahuun 	baabuu kaise kahuun 	haay o rasiyaa kaise kahuun ko 	hoy kaise kahuun 	re baabuu kaise kahuun 	re chhailaa kaise kahuun  la  	mere honthon par jo gaanaa hai 	har dil kaa afasaanaa hai 	sun lo zaraa sarakaar pyaare 	do din kii bahaar  	giit anokhe gaauun 2 	tere liye 	o saajan tere liye 	haay o baalam tere liye ko 	hoy tere liye 	re baabuu tere liye 	re chhailaa tere liye  la 	 mere sangsang tuu bhii gaataa jaa 	dil kaa saaz bajaataa jaa 	dekh naa kar inakaar pyaare 	do din kii bahaar ko 		dil men basaa le pyaar 	balamaa dil men basaa le pyaar 
jab usane gesuu bikharaaye baadal aayaa jhuum ke,shahjehan,1946,shamshad,naushad,majrooh, jab usane gesuu bikharaaye baadal aayaa jhuum ke mast umangen laharaaii hain rangiin mukhadaa chuum ke  gunchaa mahakaa bulabul chahakaa 2 naache bhanwaraa ghuum ke  jab usane gesuu bikharaaye baadal aayaa jhuum ke  usake nain gulaabii 2 kar den sabako sharaabii 2  baadal aayaa jhuum ke jab usane gesuu bikharaaye baadal aayaa jhuum ke   jab hanshans kar wo bole kaanon men wo ras ghole har dil men aramaan dole ishq apanii aankhen khole  2  o  usane paimaanaa chhalakaayaa aa saaqii mastii men aanchal dhalakaayaa aa saaqii  2 room jhum rum jhum  baadal aayaa jhuum ke jab usane gesuu bikharaaye baadal aayaa jhuum ke mast umangen laharaaii hain rangiin mukhadaa chuum ke
