Title,Film,Year,Singer,Composer,Lyricist,Lyrics
ai merii aankhon ke pahale sapane,man mandir,1971,mukesh lata,laxmikantpyarelal,rajendra krishan,	la	ai merii aankhon ke pahale sapane	rangiin sapane maasuum sapane	palakon kaa palanaa jhulaauun tujhe	gaagaa ke lorii sulaauun tujhe	ai merii aankhon ke	ekek pal ginuun us ghadii ke lie	jisakii ummiid men har koii maan jie	ai merii aankhon ke	mu	o ai merii aankhon ke	main abhii se terii sun rahaa huun sadaa	duur jaise kahiin saaz ho baj rahaa	ai merii aankhon ke	do	ai merii aankhon ke	
rahane do gile shikave  kahane do,rakhwaalaa,1971,rafi asha,kalyanjianandji,rajindra krishan,	ra	rahane do	rahane do	rahane do	gile shikave chhodo bhii takaraar kii baaten	gile shikave chhodo bhii takaraar kii baaten	jab tak furasat de ye zamaanaa kyon naa karen ham pyaar kii baaten	aa	kahane do	kahane do	kahane do	mujhe kahane do	ek to der se ghar ko aanaa us par jhuuthaa pyaar jataanaa	dekho ab naa chalegaa	dekho ab naa chalegaa	ra	ek to ham kuchh der se aaen us par bhii aaraam naa paaen	dil naa jalegaa bolo dil naa jalegaa aa	jaaojaao bahalaate ho kyon hamen baaton se	kahane do	ra	rahane do	aa	chorii aanaa chorii jaanaa apanon se hii raaz chhupaanaa	bolo dil naa jalegaa bolo ra	maanaa ki matavaalaa huun main	phir bhii teraa rakhavaalaa huun main	ye to chalegaa bolo ye to chalegaa aa	taubaataubaa chhaa jaate ho aisiivaisii baaton se	kahane do	ra	rahane do	
ham ko to jaan se pyaarii hain tumhaarii aankhen,naina,1973,rafi,shankarjaikishan,hasrat,	ham ko to jaan se pyaarii hain tumhaarii aankhen haay kaajal bharii madahosh ye pyaarii aankhen	mast aankhen hain ke gaate hue mayakhaane hain mast aankhen hain ke chhalke hue paimaane hain hamane dekhii nahiin aisii to kanvaarii aankhen haay kaajal bharii madahosh ye pyaarii aankhen ham ko to jaan se	roshanii chaand men suuraj men hain jab tak kaayam jyot roshan rahe aankhon men tumhaarii har dam ye duaa hai ki salaamat rahe pyaarii aankhen haay kaajal bharii madahosh ye pyaarii aankhen ham ko to jaan se	
yaar hamaarii baat suno aisaa ik insaan chuno,roti,1974,kishor,laxmikantpyarelal,anand bakshi,	yaar hamaarii baat suno aisaa ik insaan chuno jisane paap naa kiyaa ho jo paapii naa ho	yaar hamaarii baat suno aisaa ik insaan chuno jisane paap naa kiyaa ho jo paapii naa ho	koii hai chaalaak aadamii koii siidhaasaadaa	koii hai chaalaak aadamii koii siidhaasaadaa	hamamen se har ek hai paapii thodaa koii zyaadaa ho koii maan gayaa re koii ruuth gayaa ho koii pakadaa gayaa koii chhuut gayaa yaar hamaarii baat suno aisaa ik beiimaan chuno ho jisane paap naa	is paapan ko aaj sazaa denge milakar ham saare	is paapan ko aaj sazaa denge milakar ham saare	lekin jo paapii na ho vo pahalaa patthar maare ho pahale apane man saaf karo re phir auron kaa insaaf karo yaar hamaarii baat suno aisaa ik naadaan chuno ho jisane paap naa	
chain se hamako kabhii aapane jiine naa diyaa,praan jaaye par vachan na jaaye,1973,asha,o p nayyar,s h bihari, chain se hamako kabhii aapane jiine naa diyaa zahar bhii chaahaa agar piinaa to piine naa diyaa chain se hamako kabhii	chaand ke rath men raat kii dulhan jab jab aaegii yaad hamaarii aapake dil ko tarasaa jaaegii aapane jo hai diyaa vo to kisiine naa diyaa zahar bhii chaahaa agar piinaa to piine naa diyaa chain se	aapakaa gam jo is dil men dinraat agar hogaa sochake ye dam ghutataa hai phir kaise guzar hogaa kaash naa hotii apanii judaai maut hii aa jaatii koi bahaane chain hamaarii ruuh to paa jaatii ik pal hansanaa kabhii dil kii lagii ne naa diyaa zahar bhii chaahaa agar piinaa to piine naa diyaa
tere kuuche men teraa diivaanaa aaj dil kho baithaa,heer ranjha,1970,rafi,madan mohan,kaifi azmi,	tere kuuche men teraa diivaanaa aaj dil kho baithaa	tere kuuche men teraa diivaanaa aaj dil kho baithaa	teraa diivaanaa huun inkaar nahiin kaise kah duun ke mujhe pyaar nahiin kuchh sharaarat terii aankhon kii bhii hai main akelaa hii gunahagaar nahiin	tuune maangaa to	tuune maangaa to	diyaa nazaraanaa teraa diivaanaa	tuu nahiin hai to adhuuraa saa nazar aataa huun aaj apane men bahut terii kamii paataa huun mujhako aavaaraa samajhate hain tere gaanv ke log terii sakhiyon men main badanaam huaa jaataa huun	har zubaan par hai	har zubaan par hai	meraa afasaanaa teraa diivaanaa	muskaraane kii adaa bhii qaatil sar jhukaane kii adaa bhii qaatil ishq kii baanhon men aateaate laut jaane kii adaa bhii qaatil	kaise qaatil se	kaise qaatil se	huaa yaaraanaa teraa diivaanaa	
main jat yamalaa pagalaa diivaanaa,pratigyaa,1975,rafi,laxmikantpyarelal,anand bakshi,	main jat yamalaa pagalaa diivaanaa	main jat yamalaa pagalaa diivaanaa	o rabbaa ittii sii baat naa jaanaa ke ke ke o mainnuu pyaar karatii hai saade utte o maradii hai	o rabbaa ittii sii baat naa jaanaa ke ke ke o mainnuu pyaar karatii hai saade utte o maradii hai	usane to kahaa har baat ko ishaare men diyaa bhii jalaa ke rakhaa raaton ko chaubaare men reshamii dupattaa phenkaa piing ke hulaare men mele men akele biich baazaar saare men kaun saa banaayaa na	bahaanaa	bahaanaa	bahaanaa	main jat yamalaa	aisaa nahiin hotaa to vo aise sharamaatii naa mujhe aate dekh sadak se bhaag jaatii naa zulfon ke ghuunghat men mukhadaa chhupaatii naa chhotii sii umar men vo jaan ko lagaatii naa prem kaa rog	puraanaa	puraanaa	main jat yamalaa	
koii roko naa diivaane ko man machal rahaa,priyatamaa,1977,kishor,rajesh roshan,yogesh,	koii roko naa diivaane ko man machal rahaa kuchh gaane ko	koii roko naa diivaane ko man machal rahaa kuchh gaane ko	ye bhiigaabhiigaa mausam ye bhiigiibhiigii raahen chale do ham raahii baanhon men daale baahen to phuulon ne khil ke kahaa ye dil se haan din suhaanaa mausam salonaa daaman se baandh lo pyaaraa samaan koii roko naa	umar ke safar men jise jo yahaan bhaae usii ke sapanon men ye man rang jaae to rangon men priit ke range rangiilaa gaa le taraanaa jo ye rasiilaa alabelaa giit vo bhuule kahaan koii roko naa	
madabharii ye hawaaen paas aaen,anokha daan,1972,lata,salil chowdhury,gulzar, madabharii ye hawaaen paas aaen naam lekar mujhako ye bulaaen madabharii ye hawaaen	mainne raaton se kar lii dostii taaron ke liye aur churaake liyaa mainne ye din bahaaron ke liye ai zamiin aasamaan mujhako do duaaen madabharii ye hawaaen	mainne laharon kii baanhen thaamakar dhuundhe hain bhanvar saahilon pe kisii ajanabii kii talaashii hai dagar kaash lekar use laharen laut aaen madabharii ye hawaaen	meraa aanchal pakadke pyaar se kahatii hai havaa chal jidhar main chaluun jaa milegaa unhiin se raastaa jinase manzil mile unase jod raahen madabharii ye hawaaen 
sun niitaa main tere pyaar ke giit,dil diwana,1974,kishore,r d burman,anand bakshi, sun niitaa	sun niitaa main tere pyaar ke giit gaane lagaa huun mahafil ko anjaane afasaane sunaane lagaa huun	sun niitaa main tere pyaar ke giit gaane lagaa huun mahafil ko anjaane afasaane sunaane lagaa huun	o tuune mujhe kabhii dil diyaa mainne tujhe kabhii dil diyaa kyaa yaad nahiin are tuune mujhe kabhii dil diyaa mainne tujhe kabhii dil diyaa kyaa yaad nahiin guzarii huii wo raaten terii bhuulii huii wo baaten terii tujhako yaad dilaane lagaa huun e sun niitaa main tere pyaar ke giit gaane lagaa huun mahafil ko anjaane afasaane sunaane lagaa huun	e tujhako nayaa sanam mil gayaa mujhako nayaa ye gam mil gayaa ye kuub huaa tujhako nayaa sanam mil gayaa mujhako nayaa ye gam mil gayaa ye kuub huaa sharmaane ghabaraane lagii	tuu uthakar kyon jaane lagii mahafil se main jaane lagaa huun e sun niitaa main tere pyaar ke giit gaane lagaa huun mahafil ko anjaane afasaane sunaane lagaa huun
ho ho main jahaan chalaa jaauun  main banaphuul,banphool,1971,kishor,laxmikantpyarelal,anand bakshi,	ho ho main jahaan chalaa jaauun	ho ho main jahaan chalaa jaauun	bahaar chalii aae ho mahak jaae raahon kii dhuul main banaphuul ban kaa phuul	bahaar chalii aae ho mahak jaae raahon kii dhuul main banaphuul ban kaa phuul	bairii badaa zamaanaa kadar merii naa jaanaa	bairii badaa zamaanaa kadar merii naa jaanaa	kisii kii bhii aankhon ne mujhe nahiin pahachaanaa duniyaa gaii mujhako bhuul main banaphuul	phiruun re main banajaaraa dagardagar aavaaraa	phiruun re main banajaaraa dagardagar aavaaraa	kisii dilavaale kaa dhuundhuun main sahaaraa mujhe koii kar le qubuul main banaphuul	
ham qashmqashegam se guzar kyon nahiin jaate,free love,1974,lata,laxmikantpyarelal,asad bhopali,	ham qashmqashegam se guzar kyon nahiin jaate maranaa to baharhaal hai mar kyon nahiin jaate ham qashmqashegam	ye vaqt ke haathon men chamakate hue kanzar ik saath kaleje men utar kyon nahiin jaate ham qashmqashegam	bahake hue qadamon pe ye saanson ke janaaze aakir kisii manzil pe thahar kyon nahiin jaate ham qashmqashegam	sochaa hii nahiin thaa kabhii yah haal bhii hogaa ham apanii hii tasviir se dar kyon nahiin jaate ham qashmqashegam	
yaadon men vo sapanon men hai jaaen kahaan,swaami,1977,kishor,rajesh roshan,amit khanna,	yaadon men vo sapanon men hai jaaen kahaan dhadakan kaa bandhan to dhadakan se hai saanson se huun kaise judaa apanon ko duun main kaise bhulaa yaadon men vo	ye phuul ye kaliyaan sabhii rok rahiin raahen merii ye miit ye sakhiyaan sabhii dhuundh rahiin nigaahen merii har mod par ek sapanaa khadaa jaanaa hai mushkil meraa yaadon men vo	nainaa mere ansuan bhare puuchh rahe chalii hai kahaan bahatii nadii kahane lagii teraa to hai ye hii jahaan har mod par koii apanaa khadaa dekhuun main mud ke jahaan yaadon men vo	
meraa padhane men nahiin laage dil,kora kaagaz,1974,lata,kalyanjianandji,m g hashmat, meraa padhane men nahiin laage dil kyuun meraa padhane men nahiin laage dil dil pe kyaa pad gayii mushkil huun are raat bhii suunii suunii laage are din bhii suunaa suunaa laage koii ye to bataa de mujhe wo to nahiin ho gayaa	 meraa padhane men nahiin laage dil kyuun meraa padhane men nahiin laage dil dil pe kyaa pad gayii mushkil huun are raat bhii suunii suunii laage are din bhii suunaa suunaa laage koii ye to bataa de mujhe wo to nahiin ho gayaa	meraa padhane men nahiin laage dil ho	o baithe baithe man muskaaye	o baithe baithe man muskaaye	main na jaanuun wo kyon yaad aaye	main na jaanuun wo kyon yaad aaye	kisase baaten karatii huun main	kisase baaten karatii huun main	chupake chupake hansatii huun koii ye to bataa de	mujhe wo to nahiin ho gayaa	mujhe wo to nahiin ho gayaa	meraa padhane men nahiin laage dil ho	o dil men kyaa hai likh nahiin paauun	o dil men kyaa hai likh nahiin paauun	kat likhuun to use kaise pahunchaauun	kat likhuun to use kaise pahunchaauun	paas bhii usake jaa na sakuun main	paas bhii usake jaa na sakuun main	duur bhii usase rah na sakuun koii ye to bataa de mujhe wo to nahiin ho gayaa	duur bhii usase rah na sakuun koii ye to bataa de mujhe wo to nahiin ho gayaa	meraa padhane men nahiin laage dil ho
sabake rahate lagataa hai aise koii nahiin hai meraa,samjhautaa,1973,rafi,kalyanjianandji,indeevar,	sabake rahate lagataa hai aise koii nahiin hai meraa	sabake rahate lagataa hai aise koii nahiin hai meraa	suuraj ko chhuune nikalaa to aayaa haath andheraa koii nahiin hai meraa	suuraj ko chhuune nikalaa to aayaa haath andheraa koii nahiin hai meraa	sabake rahate	merii qismat men hai thokar yuun to bahut hain sahaare	merii qismat men hai thokar yuun to bahut hain sahaare	mere dil kaa diip bujhaa to phir kyaa chaandsitaare	chandaa vaalii raat bhii kaalii	chandaa vaalii raat bhii kaalii	kaalaa hai meraa saveraa koii nahiin hai meraa	kaalaa hai meraa saveraa koii nahiin hai meraa	sabake rahate	jaane kahaan le ke chalii hai mujhako samay kii dhaaraa	jaane kahaan le ke chalii hai mujhako samay kii dhaaraa	tuutii naiyaa bichhade khivaiyaa	tuutii naiyaa bichhade khivaiyaa	tuufaanon ne gheraa koii nahiin hai meraa	tuufaanon ne gheraa koii nahiin hai meraa	sabake rahate	
merii pyaarii bahaniyaa banegii dulhaniyaa,sachcha jhootha,1970,kishor,kalyanjianandji,indeevar,	merii pyaarii bahaniyaa banegii dulhaniyaa sajake aaenge duulhe raajaa o bhaiyaa raajaa bajaaegaa baajaa	merii pyaarii bahaniyaa banegii dulhaniyaa sajake aaenge duulhe raajaa o bhaiyaa raajaa bajaaegaa baajaa	apane pasiine ko motii kar duungaa motiyon se bahanaa kii maang bhar duungaa aaegii baaraat dekhegii saarii duniyaa honge laakhon men ek duulhe raajaa bhaiyaa raajaa	solah singaar merii bahinaa karegii tiikaa chadhegaa aur haldii lagegii bahanaa ke honthon pe jhuulegii nathaniyaa	solah singaar merii bahinaa karegii tiikaa chadhegaa aur haldii lagegii bahanaa ke honthon pe jhuulegii nathaniyaa	aur jhuumenge duulhe raajaa bhaiyaa raajaa	sej pe baithegii vo dolii pe chalegii dharatii pe bahanaa raanii paanv na dharegii palakon kii paalakii men bahanaa ko bithaa ke le jaaenge duulhe raajaa bhaiyaa raajaa	sajanaa ke ghar chalii jaaegii jo bahanaa honth hansenge mere roenge ye nainaa rakhiyaa ke roz raanii bahanaa ko bulaauungaa	sajanaa ke ghar chalii jaaegii jo bahanaa honth hansenge mere roenge ye nainaa rakhiyaa ke roz raanii bahanaa ko bulaauungaa	le ke aaenge duulhe raajaa bhaiyaa raajaa	
bhanvare kii gunjan hai meraa dil,kal aaj aur kal,1971,kishore,shankarjaikishan,hasrat, bhanvare kii gunjan hai meraa dil	kabase sanbhaale rakhaa hai dil	tere liye tere liye 2	tere liye tere liye 2	mujhe kabase thii pyaar kii justajuu	merii zindagaanii men hai tuu hii tuu	merii zindagaanii men hai tuu hii tuu	main aayaa huun duniyaa men tere liye mere dil men jhuume terii aarzuu	bhanvare kii gunjan hai meraa dil	gagan se bhii uunchaa meraa pyaar hai	tujhii par mituungaa ye iqaraar hai	tujhii par mituungaa ye iqaraar hai	tuu itanaa samajh le mere hamasafar tere pyaar se meraa sansaar hai bhanvare kii gunjan hai meraa dil	
jalatii hai duniyaa  pyaar kii gaadii chalatii rahe,johar mehmood in hongkong,1971,mukesh usha khanna,kalyanjianandji,qamar jalalabadi,	mu	jalatii hai duniyaa jalatii rahe sausau rang badalatii rahe do	pyaar kii gaadii chalatii rahe apanii pyaar kii gaadii chalatii rahe ko	pyaar kii gaadii	mu	pyaar kii gaadii badii niraalii jiatanii bharalo utanii khaalii ko	jiatanii bharalo utanii khaalii mu	jaat na puuchho paat na puuchho ho dilavaalaa yaa dilavaalii ko	ho dilavaalaa yaa dilavaalii mu	he laalaa ho ki laalii ho uu	seth ho yaa sethaanii ho mu	ho raajaa ho yaa raanii ho daranaa kisii se kyaa ko	kyaa mu	duniyaa kaante badalatii rahe do	kud hii jaljal maratii rahe mu	pyaar kii gaadii	ko	pyaar kii gaadii	mu	dil kii tikaten ruup kaa dabbaa pyaar kaa injan vaahvaah rabbaa ko	pyaar kaa injan vaahvaah rabbaa mu	laal jhandii haath men le ke aae beshak ammiiabbaa ko	aae beshak ammiiabbaa mu	he maamaa ho ki maamii ho uu	naanaa ho ki naanii ho mu	daadaa ho ki daadii ho daranaa kisii se kyaa ko	kyaa mu	haath family malatii rahe do	koyalaa ban ke jalatii rahe	pyaar kii gaadii	ko	pyaar kii gaadii	
main ek chor tuu merii raanii,raja rani,1973,kishore lata,r d burman,anand bakshi, ki main ek chor tuu merii raanii	 ki main ek chor tuu merii raanii	choriichorii le chalaa	main tumako tumase hii churaake	main ek chor tuu merii raanii	main ek chor tuu merii raanii	sharmilaa chor nahiin	la tuu meraa raajaa main terii raanii	la tuu meraa raajaa main terii raanii	chal padii main saath tere	saarii duniyaa ko bhulaake	tuu meraa raajaa main terii raanii	tuu meraa raajaa	la ham donon me dekhaa hai ek sapanaa	kahiin pe chhotaa sa ek ghar hai apanaa	kahiin pe chhotaa sa ek ghar hai apanaa	o o	ki aangan men utarii hain chaandanii raaten	ham baithe karate hain prem kii baaten	ye baaten ye raaten bhuul jaaen ham	to hamen yaad dilaanaa ho bhuul na jaanaa	sharmilaa kyaa	main ek chor tuu merii raanii	choriichorii	ki kismat ne to hamako dukh hii baante	apane raste men bikharaae kaante	apane raste men bikharaae kaante	la ho hamane sajaaii pyaar se apanii gaiyaan	kaante chunchun ke bikharaaii kaliyaan	ye kaliyaan ye galiyaan bhuul jaaen ham	to hamen yaad dilaanaa ho bhuul na jaanaa	raajesh kyaa	tuu meraa raajaa main terii raanii	chal padii	ki main ek chor	la tuu meraa raajaa ki tuu merii raanii 
ye raaten naii puraanii aate aatejaate,julee,1975,lata,rajesh roshan,anand bakshi,	ye raaten naii puraanii	ye raaten naii puraanii	aate aatejaate kahatii hain koii kahaanii ye raaten	aa rahaa hai dekho koii jaa rahaa hai dekho koii sabake dil hain jaagejaage sabakii aankhen khoiikhoii kaamoshii karatii hai baaten ye raaten	kyaa samaan hai jaise kushbuu ud rahii ho kaliyon se guzarii ho nindiyaa men palakon kii galiyon se sundar sapanon kii baaraaten ye raaten	kaun jaane kab chalengii kis taraf se ye havaaen saal bhar to yaad rakhanaa aisaa na ho bhuul jaaen is raat kii mulaakaaten ye raaten	
raam kaa naam badanaam na karo,hare rama hare krishna,1971,kishore,r d burman,anand bakshi, dekho ai divaano tum ye kaam na karo	raam ka naam badanaam na karo badanam na karo	raam ka naam badanaam na karo badanam na karo	raam ne hans kar sab sukh tyage tum sab dukh se dar kar bhaage	krishhn ne karm ki riit sikhai	krishhn ne karm ki riit sikhai	tumane farz se aankh churaaii o raam duhaaii	hare krishhna hare raam chorus jivan naam hai kaam ka aaram na karo	raam ka naam badanam na karo badanam na karo	dekho ai divaano	raam ko samajho krishhn ko jaano nind se jaago o mastaano	jiit lo man ko padh ke giitaa	jiit lo man ko padh ke giitaa	man hii haaraa to kya jitaa to kya jitaa	hare krishhna hare raam chorus jivan ko nashe ka tum gulam na karo	raam ka naam badanam na karo badanam na karo	dekho ai divaano tum ye kaam na karo	raam ka naam badanam na karo badanam na karo 
tumako mohabbat ho gaii hai hamase,haath ki safai,1974,kishore lata,kalyanjianandji,gulshan bawra, tumako mohabbat ho gaii hai hamase aur hamako mohabbat ho gaii hai tumase are tumako mohabbat ho gaii hai hamase aur hamako mohabbat ho gaii hai tumase ab to mil jaayegaa wo fasaanaa jisake piichhe hai saaraa zamaanaa gulaabii gaalon kaa na na	reshamii baalon kaa uunhuun gorii baahon kaa na na	nashiilii aankhon kaa na na na jisakii kaatir huaa huun main diiwaanaa diiwaanaa	tumako mohabbat haan haan are tumako mohabbat ho gaii hai hamase aur hamako mohabbat ho gaii hai tumase	diiwaane haan kis baat pe ho batalaao naa diiwaane bolo kis baat pe ho batalaao naa sharamaao naa kyaa hai dil men tumhaare faramaao naa pahale jaldii jaldii baanhon men aa jaao phir samajhaa denge ham aise na ghabaraao kahiin rusawaa na kar de zamaanaa zamaanaa tumako mohabbat	haan tumako mohabbat ho gaii hai hamase aur hamako mohabbat ho gaii hai tumase	ajii chhodo rusawaa to sabhii hain zamaane men	ajii chhodo rusawaa to sabhii hain zamaane men	kuchh aayegaa kuchh jaayegaa bhii dil lagaane men aane jaane kaa ye raaz bhii samajhaao dil men rahake dekho dil ko naa tadapaao dil kaa aanaa hii dil kaa hai jaanaa o jaanaan tumako mohabbat haan haan are tumako mohabbat ho gaii hai hamase aur hamako mohabbat ho gaii hai tumase	tumako mohabbat ho gaii hai hamase aur hamako mohabbat ho gaii hai tumase 
koii saharii baabuu dillaharii baabuu haay re,loafer,1973,asha,laxmikantpyarelal,anand bakshi,	koii saharii baabuu dillaharii baabuu haay re pag baandh gayaa ghungharuu main chhamchham nachadii phiraan	koii saharii baabuu dillaharii baabuu haay re pag baandh gayaa ghungharuu main chhamchham nachadii phiraan	main to chaluun haulehaule phir bhii man dole haay re mere rabbaa main kii karaan	main chhamchham nachadii phiraan koii saharii baabuu dillaharii baabuu haay re pag baandh gayaa ghungharuu main chhamchham nachadii phiraan	panaghat pe main kam jaane lagii natakhat se main sharamaane lagii	panaghat pe main kam jaane lagii natakhat se main sharamaane lagii	dhadakan se main ghabaraane lagii darapan se main kataraane lagii man khaaye hichakole aise jaise naiyaa dole haay re mere rabbaa main kii karaan	main chhamchham nachadii phiraan koii saharii baabuu dillaharii baabuu haay re pag baandh gayaa ghungharuu main chhamchham nachadii phiraan	sapanon men chorii se aane lagaa raaton kii nindiyaa churaane lagaa	sapanon men chorii se aane lagaa raaton kii nindiyaa churaane lagaa	nainon kii dolii bithaa ke mujhe le ke bahut duur jaane lagaa mere ghunghataa ko khole miithemiithe bol bole haay re mere rabbaa main kii karaan	main chhamchham nachadii phiraan koii saharii baabuu dillaharii baabuu haay re pag baandh gayaa ghungharuu main chhamchham nachadii phiraan 
jab tak rahe tan men jiyaa,samaadhi,1972,asha,r d burman,majrooh, jab tak rahe tan men jiyaa vaadaa rahaa o saathiyaa ham tumhaare liye tum hamaare liye o ham tumhaare liye tum hamaare liye	dhuup lagegii jab jab tumako sajanaa	o daaruungii main aanchal kii chhaiyaan	saanjh pade jab thak jaaoge balamaa vaaruungii main gorii gorii baiyaan doluungii banake chaandanii main tere anganaa jab tak rahe tan men jiyaa vaadaa rahaa o saathiyaa ham tumhaare liye tum hamaare liye	saarii janam ko ab to apane tan pe haan o odhii chunariyaa mainne saajan kii khilii rahe muskaan terii phir chaahe o lut jaaye bagiyaa mere jiivan kii main jiivan chhod duun chhoduun na main terii galiyaan jab tak rahe tan men jiyaa vaadaa rahaa o saathiyaa ham tumhaare liye tum hamaare liye	
sultaanaa sultaanaa meraa naam hai sultaanaa,taraana,1979,usha chorus,ram laxman,ravinder rawal, sultaanaa sultaanaa meraa nam hai sultaanaa mere husn kaa har andaaz mastaanaa main pariyon kii raanii	kukuu merii chadhatii javaanii	kukuu jo bhii dekhe ho jaaye diivaanaa	sultaanaa sultaanaa sultaanaa	main chaal chaluun to hiranii ruk jaaye angadaaii luun to bijalii sharamaaye haan main shokh kalii huun	kukuu chanchal titalii huun	kukuu main shokh kalii chanchal titalii har koii detaa hai dil nazaraanaa	sultaanaa sultaanaa sultaanaa	maasuum samajh ke dore mat daalo dil se jaaoge are o dil vaalon haan main aaj yahaan huun	kukuu kal jaane kahaan huun	kukuu main aaj yahaan kal jaane kahaan banjaaron kaa kab koii thikaanaa	sultaanaa	sultaanaa sultaanaa meraa nam hai sultaanaa mere husn kaa har andaaz mastaanaa 
koyal kyon gaae  baag se jab patajhad jaae re,aap aaye bahaar aayee,1971,rafi lata,laxmikantpyarelal,anand bakshi,	ra	koyal kyon gaae	koyal kyon gaae	koyal kyon gaae	koyal kyon gaae	koyal kyon gaae	koyal kyon gaae	koyal kyon gaae	koyal kyon gaae	la	baag se jab patajhad jaae re bahaar chalii aae	man mast pavan dhadakaae ki ambuaa pe koyal gaae	la	baadal kyon chhaae	baadal kyon chhaae	baadal kyon chhaae	baadal kyon chhaae	ra	birahaa ke jab giit koii gaae re to aag lag jaae	rimajhim paanii barasaae ki aakaash pe baadal chhaae	hiranii sii aankh terii	hiranii sii aankh terii	hiranii sii aankh terii	moranii sii chaal	aa tujhase puuchhuun main ik chhotaa saa savaal	baaje kyuun ghungharuu	baaje kyuun ghungharuu	la	paanv men jab kaantaa lag jaae maare dard ke haay	jab raat men niind na aae to chhamchham baaje ghungharuu	niile gagan pe aaii	niile gagan pe aaii	chaand kii baaraat	aa tujhase puuchhuun main ik chhotaa sii ye baat	manavaa kyuun dole	manavaa kyuun dole	ra	nadiyaa men jab naav khaae hichakole choriichorii haulehaule	jab saajan ghuunghat khole to gorii kaa manavaa dole	la	ittaa gumaan dekhodekho	ittaa gumaan dekhodekho	ittaa gumaan dekhodekho	hotaa hai karaab	abake sambhal ke denaa o raajaa mujhe denaa javaab	jhumakaa kyon jhuumen	jhumakaa kyon jhuumen	ra	ittii sii baat na jaane sab tere hain diivaane	jhumakaa jhuumane ke bahaane teraa phuul saa mujhadaa chuume	aap aae bahaar	ra	gaae la	chhaae 
nekii terii saath chalegii baabaa,aansoo aur muskan,1970,mahendra kapoor,kalyanjianandji,indeevar,	nekii terii saath chalegii baabaa saath yahii ek baat chalegii baabaa sang na denge bandhubaraatii sang na denge jiivansaathii nekii terii saath chalegii	ve jinake lie tuune mahal banaae ye na tujhe bahalaaenge bhaaii aag pe ik din so jaaegaa banake dhuaan tuu kho jaaegaa nekii terii saath chalegii	ai yaad men terii aansuu bahaakar jiivan koii na khoegaa ik taaraa tuut gayaa to aasamaan kyon roegaa kaisii baabul kii mamataa matalab kaa har naataa nekii terii saath chalegii	
merii dilarubaa mere paas aa,aap beetee,1976,kishore lata usha,laxmikant pyarelal,anand bakshi,	ki	merii dilarubaa dilarubaa mere paas aa la	nahiinnahiin	tere pyaar men shaq hai mujhe tuu hai bevafaa ki	nahiinnahiin	merii dilarubaa mere	tujhape meraa dil aa gayaa dil par kisakaa zor hai la	tuu kuchh kahe lagataa hai ye mere dil men koii chor hai ki	koii chor hai	is raat men mulaaqaat men naam na le kisii gair kaa la	mujhe chhod de ki	dil tod de la	teraa kyaa yaqiin ki	nahiinnahiin	merii dilarubaa mere	la	aisaa na ho terii yaad men main baad men	aahen bharuun roro maruun ki	kaise yaqiin aae tujhe tuu jo kahe main vo karuun la	mere husn kii taariif kar jis pe fidaa tuu ho gayaa ki	terii qasam tujh saa hasiin dekhaa nahiin	la	mere saajanaa mere baalamaa tuu hai kahaan mere jaalamaan	kyaa naam hai is chiiz kaa isase teraa kyaa vaastaa ki	anajaan hai pareshaan hai bhuulii ghar kaa raastaa la	kyon jii main jaan se anajaan kaise ban gaii	magar ye kaun hai merii saut hai ki	ye ye merii maut hai la	main kaun huun ki	mahabuub hai la	main kaun huun ki	tuu tuu kuub hai do	ye sach nahiin	ye jhuuth hai	ye jhuuth hai	
ek pate kii baat sunaauun sun mere hamajolii,pyaar ki kahaani,1971,rafi,r d burman,anand bakshi,	ek pate kii baat sunaauun sun mere hamajolii sabase achchhii sabase sundar bolii prem kii bolii	ye jiivan sangraam nahiin jiivan hai khel tamaashaa kadave bol na bolo bhaiyaa bolo miithii bhaashaa kadavii baat lage dil par ban ke banduuk kii golii sabase achchhii sabase	kyaa puurab hai kyaa pashchim kyaa uttar dakkhan hai ham sab ek chaman ke panchhii ek hamaaraa gulashan hai sab ek hain to kyon alag banaaen apanii tolii sabase achchhii sabase	ek ke paas zyaadaa hai aur ek ke paas jo kam hai baant len ek baraabar aapas men to phir kyaa gam hai bolo phir kyon phailaaen ham jaakar apanii jholii sabase achchhii sabase	
kiranon ke jhuulon se  chalii aa,shirin farhad pakistanifilm,1975,mehdi hasan irene parveen chorus,khurshid anwar,qateel shifai,	me	kiranon ke jhuulon se	udate baguulon se	gaate hayuulon se aage chalii aa ko	chalii aa	chalii aa	chalii aa	me	mahak ban ke phuulon se aage chalii aa ko	aa aa aa aa	me	kayaalon men tujhako bahot mainne chaahaa	kayaalon men tujhako bahot mainne chaahaa	magar saamane hai nayaa ek duraahaa	hayuulaa nahiin main badan chaahataa huun	sabaa kii bajaahen chaman chaahataa huun ko	chaman chaahataa huun	chaman chaahataa huun	me	adhuurii bahaaron se	dhundhale nazaaron se	mubaham ishaaron se aage chalii aa ko	chalii aa	chalii aa	chalii aa	me	ab in chaandtaaron se aage chalii aa ko	aa aa aa aa	
