Title,Film,Year,Singer,Composer,Lyricist,Lyrics
jis desh men gangaa rahataa hai,jis desh mein gangaa rehtaa hai,2000,abhijit chorus,anand raj anand,dev kohli pravin bhardwaj, bhaabhii kangan khanakaatii hai aur maan loriyaan gaatii hai maddham maddham sii pavan chale koyaliyaa giit sunaatii hai bachchaa vahaan aaj bhii chaand ko chandaamaamaa kahataa hai jis desh men gangaa rahataa hai	gaanv kaa panaghat panaghat kaa paanii bhare gagariyaa koii diivaanii thandii thandii puravaaii men miithii miithii khushbuu mat puuchho us khushbuu men hotaa hai kaisaa jaaduu jaaduu aisaa hotaa hai ke har koii jhuumataa rahataa hai jis desh men gangaa	dil basaa kar gaanv kii mamataa shahar men aayaa main jogii ramataa sukh duhkh saare maan kar aur un ko apanaa kar tarah tarah ke naaton se ghar ban jaataa hai sundar pal pal sachche rishton kaa vahaan pyaar barasataa hai jis desh men gangaa	
kahaan chalii gaii hai saalii kushii,dev d,2009,amit trivedi,amit trivedi,amitabh bhattacharya, jalate jalate raakh jaise huii hai saarii kaak jaisii bevajah sii umr saarii kahaan chalii gaii hai saalii kushii	jalatii aahen hain saans bhii	jalii huii jalii huii dhuundhuun kaise hai aas bhii	jalii huii jalii huii sab jaisii kaalii raaten hain hai sahar sii ye zindagii kahaan chalii gaii hai saalii kushii	
ghaat yadaa yadaa hi,ghaat,2000,om puri karsan sagaria suleman,salim suleman,sameer, yadaa yadaa hi dharmasya glaanirbhavati bhaarat abhyutthaanamadharmasya tadaatmaanam srijaamyaham paritraanaay saadhunaam vinaashaay cha dushkritaam dharm sansthaapanaarthaay sambhavaami yuge yuge	jo huaa vo achchhaa huaa jo ho rahaa hai vo achchhaa ho rahaa hai aur jo hogaa vo bhii achchhaa hogaa tum kyaa laae the jo le jaaoge tumane kyaa paidaa kiyaa jo nasht ho gayaa jo aaj tumhaaraa hai vo kal kisii aur kaa thaa aur kal kisii aur kaa hogaa jaisaa booge vaisaa paaoge apane karmon kaa phal yahiin bhugat kar jaaoge	ghaat ghaat ghaat	jo huaa vo achchhaa huaa jo ho rahaa hai vo achchhaa ho rahaa hai aur jo hogaa vo bhii achchhaa hogaa 
chhotechhote shaharon se  dhadak dhadak,bunty aur babli,2005,udit narayan sunidhi chauhan nihira joshi,shankarehsaanloy,gulzar, sunidhi nihira dhin dhinak dhin dhin dhin naa dhin dhinak dhin dhin dhin naa	 sunidhi nihira dhin dhinak dhin dhin dhin naa dhin dhinak dhin dhin dhin naa	udit chhotechhote shaharon se kaalii bore dupaharon se ham to jholaa uthaake chale baarish kamkam lagatii hai nadiyaa maddham lagatii hai ham samandar ke andar chale	udit chhotechhote shaharon se kaalii bore dupaharon se ham to jholaa uthaake chale baarish kamkam lagatii hai nadiyaa maddham lagatii hai ham samandar ke andar chale	o ho ho	ham chale ham chale oy raamachand re	ham chale ham chale oy raamachand re	udit	koras dhadakdhadak dhadakdhadak dhuaan udaae re dhadakdhadak dhadakdhadak siitii bajaae re	dhadakdhadak dhadakdhadak dhuaan udaae re dhadakdhadak dhadakdhadak mujhe bulaae re sunidhi nihira dhin dhinak dhin dhin dhin naa	dhadakdhadak dhadakdhadak dhuaan udaae re dhadakdhadak dhadakdhadak mujhe bulaae re sunidhi nihira dhin dhinak dhin dhin dhin naa	sunidhi nihira dhin dhinak dhin dhin dhin taa	sunidhi nihira dhin dhinak dhin dhin dhin taa	udit o ho zaraa rastaa to do thodaasaa baadal chakhanaa hai badaabadaa koyale se naam falak pe likhanaa hai chaand se hokar sadak jaatii hai usii pe aage jaake apanaa makaan hogaa	udit o ho zaraa rastaa to do thodaasaa baadal chakhanaa hai badaabadaa koyale se naam falak pe likhanaa hai chaand se hokar sadak jaatii hai usii pe aage jaake apanaa makaan hogaa	sunidhi	nihira	koras ho ho	ham chale ham chale oy raamachand re	ham chale ham chale oy raamachand re	dhadakdhadak dhadakdhadak	dhadakdhadak dhadakdhadak	sunidhi nihira dhin dhinaka dhin dhin dhin naa	sunidhi nihira dhin dhinaka dhin dhin dhin naa	nihira	strii	dhin dhinaka dhin dhin dhin naa	dhin dhinaka dhin dhin dhin naa	sunidhi chhotechhote shaharon se kaalii bore dupaharon se	sunidhi chhotechhote shaharon se kaalii bore dupaharon se	ham to jholaa uthaake chale baarish kamkam lagatii hai nadiyaa maddham lagatii hai ham samandar ke andar chale o ho ho	ham chale ham chale oy raamachand re	ham chale ham chale oy raamachand re	sunidhi	nihira	koras dhadakdhadak dhadakdhadak dhuaan udaae re dhadakdhadak dhadakdhadak siitii bajaae re	dhadakdhadak dhadakdhadak dhuaan udaae re dhadakdhadak dhadakdhadak mujhe bulaae re	sunidhi ham wo chale sar pe lie	ambar kii thandii phulakaariyaan ham hii zamiin ham aasamaan khasamaan nuun khaae baaqii jahaan chaand kaa tiikaa matthe lagaake raatdin taaron men jiinaawiinaa iizii nahiin	ambar kii thandii phulakaariyaan ham hii zamiin ham aasamaan khasamaan nuun khaae baaqii jahaan chaand kaa tiikaa matthe lagaake raatdin taaron men jiinaawiinaa iizii nahiin	ho ho ho ham chale ham chale oy raamachand re	ho ho ho ham chale ham chale oy raamachand re	sunidhi	nihira	koras dhadakdhadak dhadakdhadak	koras dhadakdhadak dhadakdhadak	koras dhin dhaakk dhaa tadagad dhin dhaakk dhaa	koras dhin dhaakk dhaa tadagad dhin dhaakk dhaa	koras dhin dhaakk dhaa tadagad dhin dhaakk dhaa	udit hoy dhadak dhadak sunidhi dhadak dhadak dhuaan udaae dhuaan udaae siitii bajaae re udit siitii bajaae siitii bajaae dhuaan udaae re	koras dhadak dhadak dhadak dhadak	koras dhadak dhadak dhadak dhadak	udit slow mujhe bulaae re sunidhi slow mujhe bulaae re
osaakaa muraiyaa nashaa hii nashaa hai nazar men aiiyaa,one two ka four,2001,sonu nigam rageshwari,a r rahman,majrooh, osaakaa osaakaa osaakaa osaakaa	o naa naa naa naa sabhii diivaane	o naa naa naa naa sabhii kuchh jaanen	o naa naa naa naa sabhii mastaane	ho mastaane naa naa	osaakaa muraiyaa o yaa yaa yaa yae nashaa hii nashaa hai nazar men aiiyaa	osaakaa muraiyaa o yaa yaa yaa yae nashaa hii nashaa hai nazar men aiiyaa osaakaa osaakaa maa maa ma muraiyaa muraiyaa muraiyaa	mohabbat kaa merii tujhe ye nashaa hai	tere dil men kyaa hai osaakaa muraiyaa	osaakaa mu muraiyaa muraiyaa yo yo yo yo yo yo yo yo	diivaanaa diivaanaa ye dil ho gayaa hai	terii is nashiilii adaa kaa nashaa hai	osaakaa muraiyaa o yaa yaa yaa yaa	o naa naa naa naa sabhii diivaane o naa naa naa naa sabhii kuchh jaanen o naa naa naa naa sabhii mastaane ho mastaane naa naa	ho ye tuune kahaa hai bade josh men o yaa yaa yaa yaa	aajaa mere yaaraa zaraa hosh men o yaa yaa yaa yaa	o main tere bahut dil ke nazadiik huun o yaa yaa yaa yaa	tuu kud jaanatii hai main kyaa chiiz huun o yaa yaa yaa yaa	o yaa yaa yaa yaa yaa yaa yaa yaa yaa yaa yaa yaa muraiyaa yaa yaa yaa yaa yaa	he aashiq tere jaise kitane hain mere	maanuun kaise terii baat	jise naa aaye pyaar kii a b c d	usase milaauun naa haath	osaakaa muraiyaa o yaa yaa yaa yaaye nashaa hii nashaa hai nazar men aiiyaa	jaaneman tuu hasiin merii merii merii jaan hai	magar kar le tuu yakiin tuu hii merii pahachaan hai	ho main har dil kii queen yuun hii meraa badaa craze hai	merii jaanaa aise naa dil todo varanaa ek din tuu pachhataayegii	meraa pyaar tadapaayegaa tujhako jis din daudii chalii aayegii	haa haa haa	o yaa yaa yaa yaaye nashaa hii nashaa hai nazar men aiiyaa	mohabbat kaa merii tujhe ye nashaa hai tere dil men kyaa hai osaakaa muraiyaa osaakaa mu muraiyaa muraiyaa yo yo yo yo yo yo yo yo	diivaanaa diivaanaa ye dil ho gayaa hai terii is nashiilii adaa kaa nashaa hai osaakaa muraiyaa o	o naa naa naa naa sabhii diivaane o naa naa naa naa sabhii kuchh jaanen o naa naa naa naa sabhii mastaane ho mastaane naa na osaakaa 
kholo kholo darawaaze  tuu dhuup hai chham se bikhar,taare zameen par,2007,raman mahadevan,shankarehsaanloy,prasoon joshi, kholo kholo darawaaze parde karo kinaare khuunte se bandhii hai hawaa milake chhudaao saare	aa jaao patang leke apane hii rang leke aasamaan kaa shaamiyaanaa aaj hamen hai sajaanaa	kyuun is qadar hairaan tuu mausam kaa hai mehamaan tuu ho duniyaa sajii tere lie khud ko zaraa pahachaan tuu	tuu dhuup hai chham se bikhar tuu hai nadii o bekhabar bah chal kahiin ud chal kahiin dil khush jahaan terii to manzil hai wahiin	ho kyuun is qadar hairaan tuu mausam kaa hai mehamaan tuu	baasii zindagii udaasii taazii hansane ko raazii garamaa garam saarii abhii abhii hai utaarii	zindagii to hai bataashaa miithii miithii sii hai aashaa chakh le rakh le	hathelii se dhak le ise	tujhamen agar pyaas hai baarish kaa ghar bhii paas hai roke tujhe koii kyuun bhalaa sang sang tere aakaash hai	tuu dhuup hai chham se bikhar	khul gayaa aasamaan kaa rastaa dekho khul gayaa mil gayaa kho gayaa jo sitaaraa mil gayaa mil gayaa	raushan huii saarii zamiin jagamag huaa saaraa jahaan ho udane ko tuu aazaad hai bandhan koii ab hai kahaan	tuu dhuup hai chham se bikhar 
ant nahiin aur ang nahiin  sandhyaa,sandhya,2003,zubin garg,anand raaj anand,shaheen iqbal,	ant nahiin aur ang nahiin kvaab nahiin hai shor nahiin soii huii yaad nahiin jaagii huii bhor nahiin dar hai kuchh duur hai mox hai mashahuur hai	gul se naa sulajhe to par naa bujhe re sandhyaa	gul se naa sulajhe to par naa bujhe re sandhyaa	gul se naa sulajhe to par naa bujhe re sandhyaa	gul se naa sulajhe to par naa bujhe re sandhyaa	
rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin,tum  a dangerous obsession,2003,kumar sanu alka yagnik roop kumar rathod,himesh reshammiya,sameer,	a	rahanaa to hai tere hii sang	rahanaa magar mumaqin nahiin	rahanaa magar mumaqin nahiin	ye tishnagii dil kii mere	kaise karuun main bayaan	ku	rahanaa to hai tere hii sang	rahanaa magar mumaqin nahiin	ye tishnagii dil kii mere	kaise karuun main bayaan	rahanaa to hai tere hii sang	rahanaa magar mumaqin nahiin	a	aankhon men hai ik daastaan	kaamosh hai merii zubaan	kaise tujhe samajhaauun main	haalaat kii majabuuriyaan	main is tarah se kud ko sazaa duun	saanson kii jalatii shamaa main bujhaa duun	ye tishnagii dil kii mere	kaise karuun main bayaan	rahanaa to hai tere hii sang	rahanaa magar mumaqin nahiin	ku	tuune mujhe dhokhaa diyaa	kah naa sakuun aisaa kiyaa	bikhare sabhii sapane mere	kis bhuul kaa badalaa liyaa	tuutegii mere ashqon kii ladiyaan	tadapegii tuu bhii gingin ke ghadiyaan	ye tishnagii dil kii mere	kaise karuun main bayaan	rahanaa to hai tere hii sang	rahanaa magar mumaqin nahiin	a	ye tishnagii dil kii mere	kaise karuun main bayaan	rahanaa to hai tere hii sang	rahanaa magar mumaqin nahiin	ku	rahanaa to hai tere hii sang	rahanaa magar mumaqin nahiin	mumaqin nahiin	mumaqin nahiin	mumaqin nahiin	mumaqin nahiin	rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin	rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin	ye tishnagii dil kii mere kaise karuun main bayaan	rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin ye tishnagii dil kii mere kaise karuun main bayaan	rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin	kyon ho gaye ye faasale kaise mitiin nazadiiqiyaan piichhe mere chalatii rahiin kyon bewafaa parachhaaiiyaan baanhon ke ghere sapane ghanere hain ab paraaye wo sparsh tere	ye tishnagii dil kii mere kaise karuun main bayaan rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin	tuune mujhe dhokhaa diyaa kah naa sakuun aisaa kiyaa bikhare sabhii sapane mere kis bhuul kaa badalaa liyaa tuutegii mere ashqon kii ladiyaan tadapegii tuu bhii gingin ke ghadiyaan	ye tishnagii dil kii mere kaise karuun main bayaan	rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin ye tishnagii dil kii mere kaise karuun main bayaan	rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin	rahanaa to hai tere hii sang rahanaa magar mumaqin nahiin	mumaqin nahiin	mumaqin nahiin	mumaqin nahiin	
mehandii rang laaii  machii hai dhuum,ansh,2002,udit narayan dimple verma chorus,nadeem shravan,sameer, mehandii mehandii shagun kii mehandii mehandii mehandii piyaa kii mehandii rang laaii banno jii ke haath mehandii rang laaii rang laaii laado jii ke haath mehandii rang laaii ye mehandii tere bhaiyaa ne laaii bhaabhii jii ke saath mehandii rang laaii o rang laaii banno jii	dhuum machii hai dhuum machii hai dhuum hamaare ghar men tumhaare saajan hain aane vaale hai ye ijaazat sone sajan ko ke aaj tumako gale lagaa len machii hai dhuum	khanakatii chuudii kahatii hai vo ghodii chadh ke aaenge sajaa ke phuulon se dolii tumhen ghar le ke jaaenge kabhii ruuthenge naa tumase saare nakhare uthaaenge machii hai dhuum	tumhaarii shaadii men ham bhii naachane gaane aae hain tumhen dene kii khaatir ham dilon kaa tohafaa laae hain khushii se de ko tum hamako tumhaarii jo balaaen hain rahe gam duur sadaa tumase yahii apanii duaaen hain machii hai dhuum	
nau nau lakkhaan vaalaa haar pahanaa hai,aaghaaz,2000,kumar sanu hema sardesai sunidhi chauhan rahul chorus,annu malik,sameer, namaskaaram vadakkam svaagatam mubaarakam	balle balle balle balle tappaa tappaa adii adii chorii chorii chupake chupake dekhen ham ghadii ghadii nau nau lakkhaan vaalaa haar pahanaa hai churaii lo chuudii kii kasam chuudii bole dil daike dil laii lo nau nau lakkhaan	ishq men pahalaa naam aae maahii kaa duujaa naam sohanii o saiyonii saiyonii saiyonii haay saiyonii saiyonii saiyonii nau nau lakkhaan	kyaa kah rahe hain jode shagun ke le chal mujhe apanii shahazaadii chun ke sinduur laalii chunar maang tiikaa tere binaa sab lage mujhako phiikaa balle balle balle	chorii chorii chupake	suramedaanii se mujhako suramaa lagaii do nau nau lakkhaan	dekhuun kisii kii jo shaadii sagaaii merii javaanii bhii le angadaaii mehandii se maine likhaa naam teraa yuun hii na gajaraa bikhar jaae meraa balle balle balle	chorii chorii chupake	bahanaa tujhako bhejuungaa dulhan main banaii ke nau nau lakkhaan	
pahalii baar dil yuun  aisaa lag rahaa hai jaise pyaar huaa hai,hum ho gaye aap ke,2001,kumar sanu alka yagnik,nadeem shravan,sameer, pahalii baar dil yuun bekaraar huaa hai aisaa lag rahaa hai jaise pyaar huaa hai ab to badaa mushkil intazaar huaa hai aisaa lag rahaa hai jaise pyaar huaa hai dil pe mere teraa ikhtiyaar huaa hai aisaa lag rahaa hai	niind nahiin aatii hai saarii raat mujhako har ghadii sataatii hai terii baat mujhako haal kyaa hai meraa kaise main bataauun duur jaake tere paas chalii aauun ye kyaa mere dil ko mere yaar huaa hai aisaa lag rahaa hai	bolatii nazar kii bekhudii ne luutaa yaar mujhako terii saadagii ne luutaa dard lag rahaa hai mujhako ab suhaanaa aaj maine jaanaa kyaa hai dil kaa lagaanaa mujhako dhadakanon pe aitabaar huaa hai aisaa lag rahaa hai	
bhatake panchhii bhuul naa jaanaa ye jag teraa nahiin thikaanaa,main prem ki diwani hoon,2003,chitra,annu malik,traditional,	ko	aa	tum tum tum aa	tum tum tum aa	tum tum tum aa	tum tum tum aa	chi	bhatake panchhii	bhatake panchhii bhuul naa jaanaa	ye jag teraa nahiin thikaanaa	ye jag teraa nahiin thikaanaa	ye jag teraa nahiin thikaanaa	naa naa naa	bhatake panchhii bhuul naa jaanaa	ye jag teraa nahiin thikaanaa	bhuul se tuu yahaan pe aayaa	tere liye ye des paraayaa ko	raa raa raa raa raa raa gaa maa dhaa ni saa chi	bhuul se tuu yahaan pe aayaa	tere liye ye des paraayaa	ek din vaapas padegaa jaanaa	jaanaa jaanaa jaanaa jaanaa jaanaa	bhuul se tuu yahaan pe aayaa	ek din vaapas padegaa jaanaa	ye jag teraa nahiin thikaanaa	naa naa naa	bhatake ho o bhatake o bhatake panchhii	bhatake panchhii bhuul naa jaanaa	ye jag teraa nahiin thikaanaa 
koii bhiigaa hai rang se  holii re,mumbai se aaya mera dost,2003,sonu nigam alka yagnik,annu malik,sameer,	daa re daa raa raa	daanaa naa naa naa	holii re	holii re	holii re	holii re	so	koii bhiigaa hai rang se koii bhiigaa umang se	koii bhiigaa hai tarang se koii bhiigaa hai bhang se	koii bhiigaa hai tarang se koii bhiigaa hai bhang se	a	dholanaa priit kii boliyaan bolanaa so	terii jhaanjharii jhunjhun kare dil kaa bhramar gungun kare	aise naa de gaalii mujhe aaii yahaan rangane tujhe	maston kii tolii re raa raa raa rang holii re	maston kii tolii re raa raa raa rang holii re	maston kii tolii re raa raa raa rang holii re	maston kii tolii re raa raa raa rang holii re	daan daan daan daan daa	a	aayaa paradesii aayaa aisii saugaat laayaa	dhuum jisakii machii gaanv men	dhiraa naa	so	gaaye jogiiraa gaae naache sabako nachaaye	binaa ghungharuu baandhe paanv men	jhuume zamiin jhuumen gagan aaii kushii sab hain magan	bechain man paagal hai tan dekhe mujhe maare gulabadan	nainon se golii re	tararam tararam taaraa raa raa	holii re	holii re	holii re	holii re	taa naa naa de re naa de re naa	nar naa naa nar naa naa	dhuum dhuum dhuum dhuum	holii re	holii re	holii re	holii re	so	mhaare sapanon kii dolii choriichorii sajaa de	gorii chhorii bajaa de kanganaa	dhina dhir naa a	mhaaraa baiiyaan marode mhaarii chuudii ko tode	mhaaraa palluu naa chhode saajanaa so	thodaa tujhe tarasaauungaa thodaa tujhe tadapaauungaa	seharaa sajaa ke aauungaa phaagun men le jaauungaa	main thaarii dolii re	tararam tararam taaraa raa raa	holii re	holii re	holii re	holii re	holii re	holii re	holii re	holii re	
jaane hai wo kahaan,honeymoon travels pvt ltd,2007,shreya ghoshal shaan,vishalshekhar,javed akhtar, shreyaa jaane hai wo kahaan jisako dhuundhatii hai nazar main ye dil main ye jaan de duun wo mile jo agar	sapanon men jo rahataa hai kaanon men jo kahataa hai dhuundho mujhe jaane hai	har pal wo cheharaa rahataa hai aankhon men jise mainne nahiin dekhaa par dekhaa hai kwaabon men paauungii kahaan main usako	ye to na jaanuun par kahataa hai dil meraa sang mere wo bolegaa chupake se wo bolegaa dekho mujhe jaane hai	shaan khoyaa khoyaasaa kab se phirataa thaa main raahon men tumhen kahiin na chhupaauun to bhar luun in baanhon men milogii mujhe tum ek din mujhako yaqiin thaa ham aaj mil hii gae sach kar do meraa sapanaa tum bhii to zaraa apanaa kah do mujhe jaane hai 
aao tumhen ek naii baat bataauun main,sur,2002,lucky ali,m m kreem,nida fazli,	aao tumhen ek naii baat bataauun main	aao tumhen ek naii baat bataauun main	saaz bajaae mausam aur giit sunaauun main aao tumhen ek naii baat bataauun main saaz bajaae mausam aur giit sunaauun main aao tumhen ek naii baat bataauun main	dharatii bhiige baanhon men baadal ke patte gaaen raste men piipal ke panchhii bhanvare titalii aur havaaen apaniiapanii dhun men sab gaaen inako sur inako taal inako giit kisane sikhaae aao tumhen ek naii baat bataauun main saaz bajaae mausam aur giit sunaauun main aao tumhen ek naii baat bataauun main	giratiiuthatii dil men jo laharen hain inamen hii to giiton ke dere hain aagepiichhe jitanaa ye jiivan hai meriiterii saanson kaa aangan hai roz hii subah naii raah naii suuraj dikhaae aao tumhen ek naii baat bataauun main saaz bajaae mausam aur giit sunaauun main
rab dii kasam  honaa na tum judaa ham mar jaaenge,indian,2001,udit narayan alka yagnik,anand raj anand,anand bakshi, rab dii kasam jitane hain aashiq sab dii kasam honaa na tum judaa ham mar jaaenge sanam rab dii kasam	bhuul baithe hain ham sabako yaad bas tumako karate hain naam teraa lekar ham jiite hain marate hain chhod dii hamane ye duniyaa thaamakar tere aanchal ko pyaar kii raahon men ham rukate hain chalate hain ho ham jaise shahar men diivaane honge kam rab dii kasam	dil nahiin lagataa tere bin din guzar jaataa hai lekin raat ko das jaatiin hain hamako ye tanhaaiyaan kuchh tumhen bhii ho jaaegaa kuchh hamen bhii ho jaaegaa saamane baithake na lo aise angadaaiyaan are aage na kuchh kaho sab jaanate hain ham rab dii kasam	
aale aa uu aale dil dil dil diivaanaa dil meraa,ittefaq,2001,jaspindar narula chorus,dilip sen sameer sen,sameer, aale aa uu aale dil dil dil diivaanaa dil meraa dil dil dil mastaanaa dil meraa bechainii jaane naa kahanaa ye maane naa bole haan bole sadaa aale	kyaa hasiin samaan bas yahaan vahaan mastiyaan main karuun jhuumatii rahuun ghuumatii rahuun naa main kisii se daruun aale	hosh ud gae bekhudii badhii chain bhii kho gayaa bekaraariyaan ye khumaariyaan ye kyaa mujhe ho gayaa aale	
mastaanaa mausam hai  aaj se jaaneman dil hai tumhaaraa,dil hai tumhaara,2002,udit narayan kumar sanu alka yagnik,nadeem shravan,sameer, mastaanaa mausam hai rangiin nazaaraa dhadakan kyaa kahatii hai samajho ishaaraa aaj se jaaneman dil hai tumhaaraa mastaanaa mausam hai	chorii chorii maine tumase pyaar kiyaa hai maano o jaanaan tumane mujhako kitanaa bekaraar kiyaa hai mushkil bataanaa koii bhii to na jaane ham kaise diivaane hue duniyaa men naa koii tumase hai pyaaraa dhadakan kyaa kahatii	ho chaahat kaa mausam hai javaan khoe khoe se ham yahaan khvaabon men main to kho gaii diivaanii sii main ho gaii lagataa hai hogaa nahiin tum bin guzaaraa dhadakan kyaa kahatii	
kahatii hai manganii kii anguuthii,koi mere dil se poochhe,2001,priti uttam chorus,rajesh roshan,surya bhanu gupt, o o o aa ho ho ho aa aa kahatii hai manganii kii anguuthii priit nibhaanaa raajaajii der na karanaa ghodii chadhake jaldii aanaa raajaajii ho ho kahatii hai manganii kii anguuthii sapane sajaanaa raaniijii dolii leke vo aaenge mat ghabaraanaa raaniijii aa aa	bannon hai phuulon kii daalii bannon hai naazon kii paalii bannon kaa mukhadaa kyaa kahanaa dekh lajaae bhor kii laalii duulhaa banake kesariyaa saafe men aanaa raajaajii laalii laalii dulhaniyaan ko sang le jaanaa raajaajii kahatii hai manganii kii	aaenge sajanii ke saajan pyaar karenge aise saajan rakam byaaj ke saath vasuulen jaise koii bedard mahaajan khushii khushii tum karz chukaanaa mat sharmaanaa raaniijii kahatii hai manganii kii	
ye vaadaa hai ye meraa pyaar merii kasam hai,raaju chaachaa,2000,kumar sanu alka yagnik ajay devgan alka yagnik,jatin lalit,anand bakshi, aa aa huun huun kasam hai laa laa laa laa ye meraa pyaar merii kasam hai ye vaadaa hai ye meraa pyaar merii kasam hai kasam ye sanam na tuute kabhii zindagii men na ye saath chhuute vo ho bevafaa jo mohabbat men ruuthe kaho naa ye vaadaa hai	mohabbat kaa ye mausam yuun chhaa gayaa hai dilon men apane khil gae phuulon men ye tere aramaan ye mere sapanen kahiin aisaa na ho he ho he ye sapanen hon jhuuthe he he he he vo ho bevafaa jo	naam do hain apane ek jaan hai jaan liyaa hai naino kii dorii se hamane tumako baandh liyaa hai ye bandhan hamaaraa na mar ke bhii tuute vo ho bevafaa jo	ye vaadaa thaa ye teraa pyaar terii kasam thii vo vaade tere hain jhuuthe kahaa thaa tuune na ye saath chhuute vo ho bevafaa jo mohabbat men ruuthe	aa zaraa tujhako ye aansuu dikhaauun apane merii aankhon men the tere pyaar ke kuchh sapane magar tuune vo sapane bhii luute vo ho bevafaa jo mohabbat men ruuthe 
gore gore gaal vaalii  bagal vaalaa aankh maar hai,khullam khulla pyaar karen,2001,udit narayan jaspindar narula,anand milind,sameer, gore gore gaal vaalii kaale kaale baal vaalii are hiranii ke jaisii chaal vaalii bagal vaalii jaanamaar hai	ho bagal vaalii	dikhataa hai bholaa bhaalaa piichhe pad gayaa hai saalaa ho mukhadaa hai goraa dil kaa kaalaa	bagal vaalaa aankh maare hai ho bagal vaalaa	chashmaa lagaa ke jab chalatii hai car men haay ye bob cut vaalii detii phataaphat gaalii jaa jaa he he he bachake jaaegii kahaan saalii bagal vaalii jaanamaar hai	jiyo jii jiyo jii	khidakii se dekhataa hai paradaa hataa ke nikalataa galii men hai ye faishon sajaake o khud se begaanaa hai ye mujh pe diivaanaa hai ye jiinaa haraam kar daalaa bagal vaalaa bagal vaalaa aankhamaar hai	
teraa palluu sarakaa jaae re,dulhan hum le jaayenge,2000,sonu nigam alka yagnik chorus,himesh reshammiya,sudhakar sharma, teraa palluu sarakaa jaae re bas to phir ho jaae o haa paraa o haa paraa o haa paraa o haa paraa o saajan abhii huii huun raajii pahale shaadii to ho jaae o haa paraa o haa paraa o haa paraa o haa paraa o teraa palluu sarakaa	huun puuchh le apane dil se kyuun hai ye bechain kyuun saajan ke sapane dekhen tere nain saajan saajan o saajan ye sab hai tere kaaran dolii lekar aajaa bajaa de baind baajaa ab tuu der naa kar aajaa jaldii aajaa are terii agar hai yahii tamannaa to phir ho jaae teraa palluu sarakaa	baanke sajanaa tum hamako sataayaa naa karo naa karo yuun naa shor machaayaa karo huun betaabii men aksar aisaa hotaa hai pyaar men duurii sahanaa mushqil hotaa hai jaanam jaanam o jaanam maanaa pyaar kaa hai mausam magar ai yaar sambhal tuu merii majabuurii samajh tuu nibhaanii rasmen hongii to puurii kasamen hongii are kasam hai rasm nibhaaenge ham to phir ho jaae teraa palluu sarakaa	
baraso re meghaa meghaa,guru,2007,shreya ghoshal uday mazumdar,a r rahman,gulzar, naa re naa re	 naa re naa re	naa re naa re	naa re naa re	na na na re naa re naa re naa re2	naa naa re naa naa re naa naa re naa naa re	naa naa re naa naa re naa naa re naa naa re	baraso re meghaa meghaa	baraso re meghaa meghaa	baraso re meghaa baraso	miithaa hai kosaa hai baarish kaa bosaa hai kosaa hai kosaa hai baarishon kaa bosaa hai jal jal jal jal jal jalathal jal jalathal jal chal chal chal chal chal chal chal chal chal chal chal bahataa chal naa naa re	jaane kahaan se gokulamaan tahunkyaa mor	giilii giilii giilii haa haa haa haa haa giilii giilii maatii giilii maatii ke chal gharaunde banaaenge re harii bharii aambii aambii kii daalii milake jhuule jhulaaenge re dhan baijuu gaj ne hal jote sabane bailon kii ghantii bajii aur taal lage bharane re tair ke chalii main to paar chalii	giilii giilii giilii haa haa haa haa haa giilii giilii maatii giilii maatii ke chal gharaunde banaaenge re harii bharii aambii aambii kii daalii milake jhuule jhulaaenge re dhan baijuu gaj ne hal jote sabane bailon kii ghantii bajii aur taal lage bharane re tair ke chalii main to paar chalii	paar waale parale kinaar chalii re meghaa naa naa re	tu tu turu tu tu turu tu tu turu kaalii kaalii raaten kaalii raaton men ye badaravaa baras jaaegaa galii galii mujhako meghaa dhuundhegaa aur garaj ke palat jaaegaa ghar aangan anganaa aur paanii kaa jharanaa bhuul na jaanaa mujhe sab puuchhenge varanaa re bahake chalii main to bah ke chalii re kahatii chalii main to kahake chalii re meghaa naa naa re	
