Title,Film,Year,Singer,Composer,Lyricist,Lyrics
chalo achchhaa huaa tum bhuul gaye,lakhon mein ek pakistanifilm,1967,noorjehan,nisar bazmi,fayyaz hashmi,     chalo achchhaa huaa tum bhuul gaye 2 ek bhuul thaa meraa pyaar ho saajanaa  chalo achchhaa huaa tum bhuul gaye 2   main samajhuungii baaware nayanaa dekh rahe the sapane ho dekh rahe the sapane  2 kho kar sab kuchh khoyaa bhaag men thaa ye apane  chalo achchhaa huaa tum bhuul gaye ek bhuul thaa meraa pyaar ho saajanaa chalo achchhaa huaa tum bhuul gaye  man bagiyaa men aag bharii thii phuul kahaan se khilate ho phuul kahaan se khilate ek nadii ke do the kinaare kaise bhalaa phir milate  chalo achchhaa huaa tum bhuul gaye ek bhuul thaa meraa pyaar ho saajanaa chalo achchhaa huaa tum bhuul gaye 2 
musiibat ik khilaunaa hai  chalaa chal gar hai andheraa,baarood,1960,rafi,khayyam,hasrat,     musiibat ik khilaunaa hai terii maasuum raahon men guzar jaa haan guzar jaa khelataa dharatii kii baanhon men  chalaa chal chalaa chal gar hai andheraa 2 teraa sahaaraa bhagawan teraa chalaa chal chalaa chal gar hai andheraa 2  jag hai saagar tuu hai tinakaa bahataa chalaa jaa baandh le himmat chhod de ronaa hansataa chalaa jaa dhalengii ye raaten milegaa saveraa 2  teraa sahaaraa bhagawan teraa chalaa chal chalaa chal gar hai andheraa 2  aandhii aaye tuufaan aaye phir bhii lade jaa wo rakhawaalaa saath hai tere aage badhe jaa banegaa ujaalaa yahii to andheraa 2  teraa sahaaraa bhagawan teraa chalaa chal chalaa chal gar hai andheraa 2 
na main dhan chaahuun na ratan chaahuun,kaala bazaar,1960,sudha malhotra geeta,s d burman,shailendra, na main dhan chaahuun na ratan chaahuun tere charanon kii dhuul mil jaaye to main tar jaauun haan main tar jaauun he raam tar jaauunthreedots  moh man mohe lobh lalachaaye kaise kaise ye naag laharaaye isase pahale ki man udhar jaaye main to mar jaauun haan main mar jaauun he raam mar jaauun  tham gayaa paanii jam gayii kaayii bahatii nadiyaa hii saaf kahalaayii mere dil ne hii jaal phailaaye ab kidhar jaauun main kidhar jaauun  2 ab kidhar jaauun main kidhar jaauunthreedots  laaye kyaa the jo leke jaanaa hai nek dil hii teraa khazaanaa hai shaam hote hi panchhii aa jaaye ab to ghar jaauun apane ghar jaauun ab to ghar jaauun apane ghar jaauunthreedots
kiye apane haathon se  mohabbat men saaraa jahaan,insaniyat pakistanifilm,1967,mala,manzoor ashraf,shabab kairaanvi,     kiye apane haathon se terii tasviir ke tukade nahiin tasviir ke tukade ye hain taqadiir ke tukade  mohabbat men saaraa jahaan jal gayaa hai  mohabbat men saaraa jahaan jal gayaa hai zamiin jal gaii aasamaan jal gayaa hai  2 mohabbat men saaraa jahaan jal gayaa hai  shaguufaa khilegaa na koii chaman men 2 ki hansataa huaa gulasitaan jal gayaa hai  mohabbat men saaraa jahaan jal gayaa hai zamiin jal gaii aasamaan jal gayaa hai mohabbat men saaraa jahaan jal gayaa hai  na manzil hai koii na koii thikaanaa 2 chaman lut gayaa aashiyaan jal gayaa hai  mohabbat men saaraa jahaan jal gayaa hai zamiin jal gaii aasamaan jal gayaa hai mohabbat men saaraa jahaan jal gayaa hai  zubaan par na laanaa tuu naamemohabbat 2 muhabbat kaa naamonishaan jal gayaa hai  mohabbat men saaraa jahaan jal gayaa hai zamiin jal gaii aasamaan jal gayaa hai mohabbat men saaraa jahaan jal gayaa hai 
aap se pyaar huaa jaataa hai,shama,1961,suraiyya,ghulam mohammad,kaifi azmi, aap se pyaar huaa jaataa hai khel dushvaar huaa jaataa hai  tumane kyon pyaar se dekhaa mujhako    2 dard bezaar huaa jaataa hai  is tamanna men ki tum doge sazaa tum doge sazaa dil gunaahagaar huaa jaataa hai  dil jo har qaid se ghabaraataa thaa ghabaraataa thaa kud hii giraftaar huaa jaataa hai  
ajii qiblaa mohataramaa kabhii sholaa kabhii nagmaa,phir wohi dil laya hoon,1963,rafi,o p nayyar,majrooh,  ajii qiblaa mohataramaa kabhii sholaa kabhii nagmaa is aap ke andaaz kaa haay kyaa kahanaa ajii qiblaa mohataramaa threedots      uf ye gussaa kaalii aankhen ho rahii hain gulaabii aapakii to ye adaa hai har kisii kii karaabii are re re re maine tumhen dekhaa sirf dekhaa maanie kahanaa 2 ajii qiblaa mohataramaa threedots  aarazuu thii chand lamhen yuun hii chalatephirate betakalluf ho ke tumase chand baaten karate tum jo hasiin the dil ne chaahaa saath hii rahanaa 2 ajii qiblaa mohataramaa threedots 
hamadam mere maan bhii jaao,mere sanam,1965,rafi,o p nayyar,majrooh, ho  hamadam mere maan bhii jaao kahanaa mere pyaar kaa   are halkaahalkaa surkh labon pe rang to hai iqaraar kaa  2 are hamadam mere  hoy pyaar muhobbat kii havaa pahale chalati hai phir ik lat inakaar kii rukh pe dhalati hai  2 ye sach hai kam se kam tuu ai mere sanam laten chehare se sarakaao tamannaa aankhe malati hai  haay hamadam mere   haay tumase milmil ke sabaa duniyaa mahakaaye badal ne chorii kiye anchal ke sang   2  ye sach hai kam se kam tuu ai mere sanam churaa luun main bhii do jalave meraa aramaan bhii rah jaaye  haay hamadam mere
itanii badii duniyaa jahaan itanaa badaa melaa,toofan mein pyar kahan,1966,rafi,chitragupt,prem dhawan,  itanii badii duniyaa jahaan itanaa badaa melaa magar main hn han han  kitanaa akelaa  2  ai dil ghadii bhar to mil ke karen baaten 2 katatii nahiin aise tanhaa merii raaten sabako milaa saathii bhii aaii milan belaa magar main kitanaa akelaa threedots  guzare dilon kaa hai dhundhalaa nishaan baaqii 2 dil to bujhaa kabase ab hai dhuaan baaqii dukhate hue dil pe bhalaa kyaakyaa nahiin jhelaa magar main kitanaa akelaa threedots 
main kushanasiib huun mujh ko kisii kaa pyaar milaa,tower house,1962,mukesh,ravi,asad bhopali,  main kushanasiib huun mujh ko kisii kaa pyaa milaa badaa hasiin mere dil kaa raazadaar milaa main kushanasiib huun  hai dil men pyaar zubaan chup jhukii jhukii nazaren ajab adaa se koii aaj pahalii baar milaa main kushanasiib huun  kisii ko paake mere dil kaa haal mat puuchho ki jaise saare zamaane pe iktiyaar milaa main kushanasiib huun  kisii ne puure kiye aaj pyaar ke vaade merii vafaa kaa silaa mujh ko shaanadaar milaa main kushanasiib huun  mere chaman kaa har ek phuul muskuraane lagaa vo kyaa mile mujhe mausamebahaar milaa main kushanasiib huun 
o basantii pavan paagal naa jaa re naa jaa roko koii,jis desh mein gangaa behti hai,1960,lata,shankarjaikishan,shailendra, o basanti pavan pagal na ja re na ja roko koi o basanti threedots  ban ke patthar ham pade the suni suni rah men ji uthe ham jab se teri banh ai banh men bah uthe nainon ke kajal na ja re na ja roko koi o basanti threedots  yad kar tune kaha tha pyar se sansar hai ham jo hare dil ki baji ye teri hi har hai sun ye kya kahati hai payal na ja re na ja roko koi o basanti threedots
ab do dilon kii mushkil aasaan ho gaii hai,pooja ke phool,1964,rafi asha,madan mohan,rajinder krishan,  ra 	ab do dilon kii mushkil aasaan ho gaii hai 	duniyaa ko mohabbat kii pahachaan ho gaii hai la 	ab pyaar kii har manzil aasaan ho gaii hai 	aapas men do dilon kii pahachaan ho gaii hai  ra 	is raaste se guzaraa ik din koii bechaaraa 	naa jaane kis adaa se tumane use pukaaraa 	aisaa kiyaa ishaaraa kuchh soch ke bechaaraa 	vo ho gayaa tumhaaraa 	duniyaa bhii dekhakar ye hairaan ho gaii hai  la 	kab se tumhaarii kaatir ham raah men pade the 	ik roz phir ye dekhaa tum saamane khade the 	aisii nazar milaaii duniyaa mujhe bhulaaii 	kuchh soch bhii na paaii 	jaise ki ruuh merii bejaan ho gaii hai  ra 	milanaa thaa jinako ab vo diivaane mil gae hain la 	terii daastaan se mere afasaane mil gae hain ra 	ab ek hii kahaanii ab ek hii fasaanaa 	ab ek hii taraanaa la 	do jism to hain lekin ik jaan ho gaii hai 
mujhe tum mil gae hamadam sahaaraa ho to aisaa ho,love in tokyo,1966,lata,shankarjaikishan,hasrat,  mujhe tum mil gae hamadam sahaaraa ho to aisaa ho jidhar dekhuun udhar tum ho nazaaraa ho to aisaa ho mujhe tum mil gae threedots  kisii kaa chaand saa cheharaa nazar se chuum letii huun 2 kushii kii intahaan ye hai nashe men jhuum letii huun 2 huii taqadiir bhii roshan sitaaraa ho to aisaa ho jidhar dekhuun udhar threedots  udhar dil hai idhar jaan hai ajab mushkil kaa saamaan hai 2 labon par muskaraahat hai magar saanson men tuufaan hai 2 ye main jaanuun yaa tum jaano ishaaraa ho to aisaa ho jidhar dekhuun udhar threedots 
raat kaa samaa jhuume chandramaa,ziddi,1964,lata,s d burman,hasrat, aayaa na koii aise yahaan chham se na hogaa o kaam kiyaa hamane vo rustam se na hogaa  raat kaa samaa jhuume chandramaa  tan moraa naache re jaise bijuriyaa	2 raat kaa samaa threedots  dekho dekho dekho huun nadii pyaar kii suno suno suno baandhe nainaa bandhii main alabelii maan lo badii ziddii 2 maane mujhako jahaan raat kaa samaathreedots  naachuun naachuun naachuun moranii baag kii doluun doluun doluun hiraniyaa madabharii ghuungar baaje chhmaachham 2 raat kaa samaathreedots  dhiire dhiire dhiire jiit merii huii haule haule haule haar terii huii terii tarah jaa re jaa bahut dekhe 2 mujhasaa koii kahaan raat kaa samaathreedots
raahii tuu mat ruk jaanaa tuufaan se mat ghabaraanaa,door gagan ki chhaaon mein,1964,hemant,kishore,shailendra, raahii tuu mat ruk jaanaa tuufan se mat ghabaraanaa kabhii to milegii terii manzil kahiin duur gagan kii chhaon men  maanaa ki gaharii hai dhaaraa par hai kahiin to kinaaraa tuu bhii milaa aashaa ke sur men man kaa ye ekataaraa kabhii to milegii terii manzil kahiin duur gagan kii chhaon men  sabakaa hai uuparavaalaa sabako usii ne sambhaalaa jab bhii ghire gam kaa andheraa usane kiyaa ujiyaalaa kabhii to milegii terii manzil kahiin duur gagan kii chhaon men  raahii tuu mat ruk jaanaa tuufan se mat ghabaraanaa kabhii to milegii terii manzil kahiin duur gagan kii chhaon men kahiin duur kahiin duur kahiin duur kahiin duur 
dil ke aaiine men tasviir terii rahatii hai,aao pyar karen,1964,rafi,usha khanna,rajinder krishan,  dil ke aaiine men tasviir terii rahatii hai main ye samajhaa koii jannat kii parii rahatii hai dil ke aaiine men threedots  sharabatii aankhen terii zindagii bhar kaa nashaa dil kii dhadakan hai merii terii paayal kii sadaa ai jaanevafaa dil ke aaiine men threedots  sochataa huun main kabhii kyaa tujhe bhii hai kabar ki terii ek nazar hai merii shaamosahar tuu bahaaron kaa hai dil tuu nazaaron kaa jigar ai jaanevafaa dil ke aaiine men threedots  husnemaasuum teraa kabhii magaruur na ho apanii taariif tujhe kabhii manzuur na ho ishq vaalon se jafaa teraa dastuur na ho ai jaanevafaa dil ke aaiine men threedots 
aap ko pyaar chhupaane kii burii aadat hai,neela akash,1965,rafi asha,madan mohan,raja mehdi ali khan,  aap ko pyaar chhupaane kii burii aadat hai aap ko pyaar jataane kii burii aadat hai  aap ne siikhaa hai kyaa dil ke lagaane ke sivaa aap ko aataa hai kyaa naaz dikhaane ke sivaa aur hamen naaz uthaane kii burii aadat hai threedots  kis liye aap ne sharamaa ke jhukaa lii aankhen is liye aap se ghabaraa ke bachaa lii aankhen aap ko tiir chalaane kii burii aadat hai threedots  ho chukii hai der bas ab jaaiyegaa jaaiyegaa bandaa paravar zaraa thodaa saa kariib aaiyegaa aap ko paas na aane kii burii aadat hai threedots 
tumhaarii mast nazar gar idhar nahiin hotii,dil hi to hai,1963,mukesh,roshan,sahir, tumhaarii mast nazar agar idhar nahiin hotii nashe men chuur fizaa is qadar nahiin hotii  tumhiin ko dekhane kii dil men aarazuuen hain tumhaare aage hii aur uunchii nazar nahiin hotii  kafaa na honaa agar badh ke thaam luun daaman ye dil fareb kataa jaan kar nahiin hotii  tumhaare aane talak ham ko hosh rahataa hai phir us ke baad hamen kuchh khabar nahiin hotii 
yahii hai tamannaa tere dar ke saamane,aapki parchhaiyan,1964,rafi,madan mohan,raja mehandi ali khan,  yahii hai tamannaa tere dar ke saamane merii jaan jaae merii jaan jaae haay yahii hai tamannaa threedots  tere dar pe aayaa to bas aa gayaa main na piichhe hatuungaa zamaane ke dar se zaraa dekh luun main ye ruk kii bahaaren ye qad pyaaraapyaaraa ye zulfon ke saae haay yahii hai tamannaa threedots  gilaa hai mujhako tere kudaa se hasiin jisane itanaa banaayaa hai tujhako na aataa kabhii terii galiyon men zaalim tere husn ne khud bulaayaa hai mujhako jalaakar koii shammaa kaise kahegaa ke dekho yahaan par naa paravaanaa aae haay yahii hai tamannaa threedots  muhabbat men terii agar maut aae to vo maut kitanii hasiin maut hogii kisii roz main teraa daaman pakadakar jo mar jaauun kyaa dilanashiin maut hogii kabhii aisii koii ghadii aa rahii ho to merii duaa hai vo jaldii se aae haay yahii hai tamannaa threedots 
sulajhaao na ulajhii zulfon ko ham ulajhan men,girls hostel,1962,mukesh asha,ravi,gulshan bawra,  mu 	sulajhaao na ulajhii zulfon ko 	ham ulajhan men pad jaate hain 	sulajhaao na ulajhii threedots aa 	yuun dekh ke ulajhii nazaron se 	kyuun aap hamen ulajhaate hain mu 	sulajhaao na ulajhii threedots  	ham duub rahe hain mastii men aise men palaken jhapakaanaa aa 	dar hai aankhon men ban jaae na koii afasaanaa mu 	ye pal to guzar jaate hain magar 	afasaane hii rah jaate hain 	sulajhaao na ulajhii threedots  aa 	in bahakii baaton se dekho jii hamen na bahakaao mu 	muddat se yuun hii tadapate hain ab aur hamen naa tadapaao aa 	ham pyaar kii lambii raahon pe 	chalane se bhii ghabaraate hain mu 	sulajhaao na ulajhii threedots 
ham jab chalen to ye jahaan jhuume,hum hindustani,1960,rafi,usha khanna,sahir,  ham jab chalen to ye jahaann jhuume aarazuu hamaarii aasamaan ko chuume o ho ho ham jab chalen threedots  ham nae jahaan ke paasabaan ham naii bahaar ke raazadaan ham hansen to hans pade har kalii ham chalen to chal pade zindagii saare nazaaron men phuulon men taaron men hamane hii jaaduu bharaa ham jab chalen threedots  hamase hai fizaaon men rangobuu hamase hai is zamiin kii aabaruu nadiyon kii raaginii hamase hai har taraf ye taazagii hamase hai saare nazaaron men threedots  duur ho gaiin sabhii mushkilen khinch ke paas aa gaiin manzilen dekhakar shabaab ke hausale khudbakhud simat gae faasale saare nazaaron men threedots 
koii sone ke dilavaalaa koii chaandii ke dilavaalaa,maya,1961,rafi,salil choudhary,majrooh, koii sone ke dilavaalaa koii chaandii ke dilavaalaa shiishe kaa hai matavaale meraa dil mahafil ye nahiin terii diivaane kahiin chal  hain to sanam lekin patthar ke sanam yahaan pyaar vaalii naramii adaaon men kahaan honthon se dekh inake takaraae na teraa pyaalaa koii sonethreedots  kyaa jaaniye kahaan se aatii hai kaanon men sadaa ai diivaane gam teraa sab se judaa is mahafil se uthaa dil na bahalegaa ye matavaalaa koii sonethreedots
aaj kii mulaakaat bas itanii,bharosaa,1963,lata mahendra kapoor,ravi,rajinder krishan, f aaj kii mulaakaat bas itanii  kar lenaa baaten kal chaahe jitanii  m achchhii nahiin hoti hai zid itanii  dekho hamen tumase hai priit kitanii   f pyaar jo kiyaa hai jataate ho kyuun  baat aisii hothon pe laate ho kyuun  m aur ham jo puuchhen sataate ho kyuun  abhii abhii aaye abhii jaate ho kyuun   m kabhii kabhii aise bhii aayaa karo  chaand nikale to ghar jaayaa karo  f aayenge jaayenge marazii se ham  pyaar hai to naaz bhi uthaayaa karo   m thaharo main dil ko sambhaaluun zaraa  palakon men tumako chhupaa luun zaraa  f samajhe na ab tak mohabbat hai kyaa  aao tumhe ye bhii samajhaa duun zaraa 
chekhush nazaare ke khud pukaare hai,pyar ka mausam,1969,rafi,r d burman,majrooh,   chekhush nazaare  2 ke khud pukaare hai yaar kii manzil  gulon kii vaadii sabaa kii bastii galii bahaaron kii nigaah ko thii talaash kab se inhiin nazaaron kii ki bekhudii men nikal padaa hai uthaa ke saazedil chekhush nazaare threedots  ye vo mahal hai karake dariichaa hai aasamaan jisakaa ye vo hai chilaman ki jisake piichhe hai vo hasiin qaatil chekhush nazaare threedots 
kaabe men raho  chaahe yah maano wo maano,dharmaputra,1961,mahendra kapoor balbir chorus,n dutta,sahir,     ba 	kaabe men raho yaa kaashii men  	haan 	nisbat to usii kii zaat se hai ma 	haan 	tum raam kaho ke rahiim kaho 	matalab to usii kii baat se hai do 	matalab to usii kii baat se hai  ba	ye masjid hai wo butakhaanaa 2 do 	chaahe ye maano chaahe wo maano 2 	maano ye maano chaahe wo maano  ba	ye masjid hai wo butakhaanaa 	chaahe ye maano chaahe wo maano ma	bhaii 	makasad to hai dil ko samajhaanaa 2 do 	maano ye maano chaahe wo maano  ba 	ye masjid hai wo butakhaanaa ko 	ye masjid hai wo butakhaanaa ma 	makasad to hai dil ko samajhaanaa ko 	makasad to hai dil ko samajhaanaa ma 	ye masjid hai wo butakhaanaa 	makasad to hai dil ko samajhaanaa ko 	chaahe ye maano chaahe wo maano 2   haan ye shekobarahaman ke jhagade  2 sab naasamajhii kii baate hain  hamane to hai bas itanaa jaanaa bhaii hamane to hai bas itanaa jaanaa chaahe ye maano chaahe wo maano  gar jazbemuhabbat saadik ho har dar se muraade milatii hain  mandir se muraade milatii hain  masjid se muraade milatii hain  kaabe se muraade milatii hain  kaashii se muraade milatii hain  har ghar hai usii kaa kaashaanaa bhii har ghar hai usii kaa kaashaanaa chaahe ye maano chaahe wo maano  ye masjid hai wo butakhaanaa makasad to hai dil ko samajhaanaa chaahe ye maano chaahe wo maano 
dil kaa bhanvar kare pukaar pyaar kaa raag suno,tere ghar ke saamne,1963,rafi,s d burman,majrooh, dil kaa bhanvar kare pukaar pyaar kaa raag suno pyaar kaa raag suno re  phuul tum gulaab kaa kyaa javaab aapakaa jo adaa vo bahaar hai aaj dil kii bekalii aa gai zabaan par baat ye hai tumase pyaar hai dil tumhiin ko diyaa re pyaar kaa raag suno re threedots dil kaa bhanvar threedots  chaahe tum mitaanaa par na tum giraanaa aansuu kii tarah nigaah se pyaar ki unchaai ishq ki gaharaai puuchh lo hamaarii aah se aasamaan chhuu liyaa re pyaar kaa raag suno re dil kaa bhanvar threedots  is hasiin utaar pe ham na baithe haar ke saayaa ban ke saath ham chale aaj mere sang to guunje dil kii aarazuu tujhase merii aankh jab mile jaane kyaa kar diyaa re pyaar kaa raag suno threedots  aap kaa ye aanchal pyaar kaa ye baadal phir hamen zamiin pe le chalaa ab to haath thaam lo ik nazar kaa jaam do is naye safar kaa vastaa tum mere saaqiyaa re pyaar kaa raag suno re uu uu uu   threedots
zindagii kyaa hai gam kaa dariyaa hai,pyar kiya to darna kya,1963,rafi,ravi,shakeel,  zindagii kyaa hai gam kaa dariyaa hai na jiinaa yahaan bas men na maranaa yahaan bas men ajab duniyaa hai zindagii kyaa hai threedots  haay re vo insaan ke jisako gam kii nazar lag jaae chupakechupake aahen bhare aur munh se na kuchh kah paae dil apanaa hansataa hai khud par  aur kabhii rotaa hai  2 zindagii kyaa hai threedots  jhuuthii hain duniyaa kii bahaaren rang hain saare kachche vaqt pade to thaam len daaman phuul se kaante achchhe is gulashan men qadamqadam par ek  nayaa dhokhaa hai  2 zindagii kyaa hai threedots  jab insaan akelaa thaa to dukh bhii na the jiivan men paayaa jab hamaraahii usane duub gayaa ulajhan men ye duniyaa hai begaanon kii kaun  yahaan apanaa hai  2 zindagii kyaa hai threedots 
hasiin ho kudaa to nahiin ho,mud mud ke na dekh,1960,mukesh,hansraj behl,prem dhawan,  hasiin ho hasiin ho kudaa to nahiin ho ruko ruko havaa to nahiin ho  hasiin ho kudaa to nahiin ho ruko ruko havaa to nahiin ho  ye chaal bemisaal hai adaa bhii ye qamaal hai magar sunaa hai aapane qamaal to jamaal hai isalie kahataa huun akad ke na chalo hasiin ho kudaa to threedots  na yuun matakmatak ke chal na paanv yuun patak ke chal khade hain ham bhii raahon men dupattaa na jhatak ke chal bahut hasiin milenge hamako naaz na karo hasiin ho kudaa to threedots  na rastaa hai ye aapakaa na rastaa ye mere baap kaa agar main saath ho liyaa to kyaa gayaa janaab kaa main aadamii huun kaam kaa jii saath le chalo hasiin ho kudaa to threedots 
chaudahaviin kaa chaand ho yaa aafataab ho,chaudhvin ka chaand,1960,rafi,ravi,shakeel, chaudahaviin kaa chaand ho yaa aafataab ho jo bhii ho tum khudaa ki qasam laajavaab ho  zulfen hain jaise kaandhe pe baadal jhuke hue aankhen hain jaise may ke payaale bhare hue mastii hai jisame pyaar kii tum vo sharaab ho chaudahaviin kaa threedots  cheharaa hai jaise jhiil me khilataa huaa kanval yaa zindagii ke saaj pe chhedii huii gazal jaane bahaar tum kisii shaayar kaa kvaab ho chaudahaviin kaa threedots  honthon pe khelatii hain tabassum kii bijaliyaan sajade tumhaarii raah men karatii hain kaikashaan duniyaaehusnoishq kaa tum hii shabaab ho chaudahaviin kaa threedots
chhod de saarii duniyaa kisii ke lie,saraswati chandra,1968,lata,kalyanjianandji,indeevar, chhod de saarii duniyaa kisii ke lie ye munaasib nahiin aadamii ke lie pyaar se bhii zaruurii kaii kaam hain pyaar sab kuchh nahiin zindagii ke lie  tan se tan kaa milan ho na paayaa to kyaa 2 man se man kaa milan koii kam to nahiin khushabuu aatii rahe duur se hii sahii saamane ho chaman koii kam to nahiin chaand milataa nahiin sabako sansaar men hai diyaa hii bahut roshanii ke lie  kitanii hasarat se takatii hain kaliyaan tumhen kyuun bahaaron ko phir se bulaate nahiin ek duniyaa ujad hii gaii hai to kyaa duusaraa tum jahaan kyuun basaate nahiin dil ne chaahaa bhii to saath sansaar ke chalanaa padataa hai sab kii khushii ke lie
shamaa bujhane ko chalii,ganga ki lahren,1964,rafi,chitragupt,majrooh,  shamaa bujhane ko chalii 2 hai yahii dard ki jal jaae patangaa na kahiin shamaa bujhane ko chalii threedots  usane chaahaa ki meraa chaahane vaalaa to rahe main rahuun yaa na rahuun ghar kaa ujaalaa to rahe apane priitam ke lie chhod dii priitam kii galii shamaa bujhane ko chalii threedots  bhuulakar sabako bas ik apanii vafaa saath lie apane hii ashqon men bhiigii huii ik raat lie gam ke tuufaan men ghirii thokaren khaatii nikalii shamaa bujhane ko chalii threedots 
aman kaa farishtaa kahaan jaa rahaa hai,aman,1967,rafi,shankarjaikishan,hasrat,  aman kaa farishtaa kahaan jaa rahaa hai chaman ro rahaa hai machii hai duhaaii 2  kiyaa kaam aisaa ki halachal machaa dii ye duniyaa jahannum thii jannat banaa dii khinchii aa rahii hai saarii kudaaii chaman ro rahaa threedots  bahut der jaagaa thaa soyaa huaa hai aman ke kyaalon men khoyaa huaa hai ye kaisii muhabbat ye kaisii judaaii chaman ro rahaa threedots  ye jiivan kii manzil pe chhutaa hai hamase koii to manaao ye ruuthaa hai hamase nazar mere baabuu ko kisane lagaaii chaman ro rahaa threedots 
kidhar main jaauun  kabhii kisii kii kushiyaan koii luute naa,zindagi aur khwab,1961,mukesh,duttaram,pradeep,  kidhar main jaauun samajh na paauun bulaa rahii hain do raahen idhar hai mamataa aur udhar hain bhiigii nigaahen  kabhii kisii kii kushiyaan koii luute naa banatebanate mahal kisii kaa tuute naa kabhii kisii kii threedots  bhanvar se bach ke ek bhatakatii naav lagii thii kinaare kise kabar thii phir pahunchegii in aansuon ke dvaare haay is tarah bhaag kisii se ruuthe naa banatebanate mahal threedots  abhii abhii do phuulon vaalii jhuum rahii thii daalii ghirii achaanak kaalii badalii bijalii giraane vaalii hotehote saath kisii kaa chhuute naa banatebanate mahal threedots 
kisii kii yaad men duniyaa ko hain bhulaaye huye,jahan ara,1964,rafi,madan mohan,rajinder krishan,  kisii kii yaad men duniyaa ko hain bhulaaye huye zamaanaa guzaraa hai apanaa khayaal aaaye huye   badii ajiib khushii hai gamemuhabbat bhii hansii labon pe magar dil pe chot khaaye huye   hazaar parde hon paharen hon yaa hon diivaaren rahenge merii nazar men to vo samaaye huye   kisii ke husn kii bas ik kiran hii kaafii hai ye log kyuun mere aage hain shammaa laaye huye 
aur kitane gam uthaae aadamii,jyot jale,1968,mukesh,basant prakash,govind moonis,  aur kitane gam uthaae aadamii kyuun jie jab jii na paae aadamii aur kitane gam uthaae threedots  raah bhuule jab musaafir saamane tuufaan aae har qadam ke saath manzil aur usase  duur jaae  2 tuut kar kyuun gir na jaae aadamii kyuun jie jab jii na paae threedots  ek sapane ke lie is zindagii ko vaar baithe daanv par sab kuchh lagaayaa aur baazii  haar baithe  2 dard ye kisako sunaae aadamii kyuun jie jab jii na paae threedots 
do din kii zindagii kaisii hai zindagii,satyakam,1969,lata,laxmikantpyarelal,kaifi azmi,    do din kii zindagii kaisii hai zindagii 2 koi na ye jaane  hoa bhiitar andheraa hai baahar hai raushanii dekhen na parawaane do din kii zindagii kaisii hai zindagii  aramaan kii bastii jaane kaisii hai bastii utanii hii suunii hoa utanii hii suunii jitanii chhaayii hai mastii nazaron men baankapan aankhon men sau chaman siine men viiraane  do din kii zindagii kaisii hai zindagii  pahale to kyaa kyaa sapane dikhalaaye duniyaa phir kud hii tuutaa hoa phir kud hii tuutaa sapanaa ban jaaye duniyaa duniyaa kii chaah kii nagamon kii aah kii jhuuthe hain afasaane  do din kii zindagii kaisii hai zindagii hoa  phuulon ne dekhaa khil ke murajhaanaa dil kaa taaron ne dekhaa hoa taaron ne dekhaa jal ke bujh jaanaa dil kaa the kal jo meharabaan the kal jo raazadaan nikale vo begaane  do din kii zindagii kaisii hai zindagii 
koii lautaa de mere,door gagan ki chhaaon mein,1964,kishore,kishore,shailendra, albele din pyaare mere bichhade saathii saare haay kahaan gaye haay kahaan gaye  koi lautaa de mere biite hue din  2  biite hue din vo hay pyaare pal chhin  koi lautaa de threedots  main akelaa to na tha the mere sathi kai  ek aandhii si uthii jo bhi tha leke gai  aaj main dhuundhun kahaan kho gaye jaane kidhar  2 biite hue din vo haay pyaare pal chhin koi lautaa de threedots  mere khvaabon ke nagar mere sapanon ke shahar  pii liyaa jinake liye mainne jivan ka zahar  aise bhi din the kabhi meri duniya thi meri   2 biite hue din vo haay pyaare pal chhin koi lautaa de threedots
mere saamane vaalii khidakii men,padosan,1968,kishore,r d burman,rajinder krishan, mere saamane vaalii khidakii men ek chaand kaa tukadaa rahataa hai afasos ye hai ke vo hamase kuchh ukhadaa ukhadaa rahataa hai  jis roz se dekhaa hai usako ham shamaa jalaanaa bhuul gae dil thaam ke aise baithe hain kahiin aanaa jaanaa bhuul gae ab aath pahar in aankhon men vo chanchal mukhadaa rahataa hai  barasaat bhii aakar chalii gaii baadal bhii garaj kar baras gae par usakii ek jhalak ko ham ai husn ke maalik taras gae kab pyaas bujhegii aankhon kii din raat ye dukhadaa rahataa hai
