Title,Film,Year,Singer,Composer,Lyricist,Lyrics
ham ne to dil ko aapake kadamon pe rakh diyaa,mere sanam,1965,rafi asha,o p nayyar,majrooh, ra ham ne to dil ko aapake kadamon pe rakh diyaa  2 is dil kyaa karenge ye ab aap sochiye   aa ham aap ke vafaa kii kasam khaa rahe hain aaj  2 ahadevafaa karenge ye ab aap sochiye   ra jab dil se ham ne jod liyaa dil kaa silasilaa  2 aage hai kyaa nasiib men jaane merii balaa  jodaa jab aap hii se muhobbat kaa faisalaa  kyaa faisalaa karenge ab aap sochiye  ham ne to dil ko aapake threedots  aa chaahat kaa aitabaar hai kitanaa hasiin khvaab  aise men kaun maange kisii baat kaa javaab  jab aap hii ke haath hai taqadir kii kitaab  kyaa kyaa likha karenge ab aap sochiye  ra ham ne to dil ko aapake threedots aa ham aap kii vafaa ki threedots
rang aur nuur kii baaraat kise pesh karuun,ghazal,1964,rafi,madan mohan,sahir, rang aur nuur kii baaraat kise pesh karuun ye muraadon kii hansiin raat kise pesh karuun kise pesh karuun  maine jazabaat nibhaae hain usuulon kii jagah    2 apane aramaan piro laayaa huun phuulon kii jagah tere sehare kii threedots tere sehare kii ye saugaat kise pesh karuun ye muraadon kii hasiin raat kise pesh karuun kise pesh karuun  ye mere sher mere aakhirii nazaraane hain       2 main un apanon main huun jo aaj se begaane hain betaaaluk sii mulaakaat kise pesh karuun ye muraadon kii hansiin raat kise pesh karuun kise pesh karuun  surkh jode kii tabotaab mubaarak ho tujhe       2 terii aankhon kaa nayaa kvaab mubaarak ho tujhe ye merii kvaahish ye kayaalaat kise pesh karuun ye muraadon kii hansiin raat kise pesh karuun kise pesh karuun  kaun kahataa hai chaahat pe sabhii kaa haq hai      2 tuu jise chaahe teraa pyaar usii kaa haq hai mujhase kah de threedots mujhase kah de main teraa haath kise pesh karuun ye muraadon kii hansiin raat kise pesh karuun kise pesh karuun  rang aur nuur kii threedots
jo ham pe guzaratii hai tanahaa kise samajhaaen,mohabbat isko kahete hain,1965,suman kalyanpur,khaiyyam,majrooh, jo ham pe guzaratii hai tanahaa kise samajhaaen tum bhii to nahiin milate jaaen to kidhar jaaen threedots  samajhaa hai na samajhegaa is gam ko yahaan koii bedardon kii bastii hai hamadard kahaan koii jo sirf tumhaaraa hai vo dil kise dikhalaaen  jo ham pe guzaratii hai threedots  jab jaanevafaa terii furaqat naa sataaegii vo subah kab aaegii vo shaam kab aaegii kab tak dilenaadaan ko ham vaadon se bahalaaen tum bhii to nahiin milate threedots  aajaa ki muhabbat kii mitane ko hain tasaviiren pahare hain nigaahon pe aur paanv men zanjiiren bas men hii nahiin varanaa ham udake chale aaen jo ham pe guzaratii hai threedots 
pyaar kiyaa to daranaa kyaa jab pyaar kiyaa to daranaa kyaa,mughaleazam,1960,lata,naushad,shakeel, insaan kisii se duniyaa men ik baar muhabbat karataa hai is dard ko lekar jiitaa hai is dard ko lekar marataa hai  pyaar kiyaa to daranaa kyaa jab pyaar kiyaa to daranaa kyaa pyaar kiyaa koii chorii nahiin kii pyaar kiyaathreedots pyaar kiyaa koii chorii nahiin kii chhup chhup aahen bharanaa kyaa jab pyaar kiyaa to daranaa kyaa pyaar kiyaa to daranaa kyaa jab pyaar kiyaa to daranaa kyaa  aaj kahenge dil kaa fasaanaa jaan bhii lele chaahe zamaanaa 2 maut vohii jo duniyaa dekhe maut vohii jo duniyaa dekhe ghut ghut kar yuun maranaa kyaa jab pyaar kiyaa to daranaa kyaa pyaar kiyaa to daranaa kyaa jab pyaar kiyaa to daranaa kyaa  unakii tamannaa dil men rahegii shammaa isii mahafil men rahegii hbox2 ishq men jiinaa ishq men maranaa ishq men jiinaa ishq men maranaa aur hamen ab karanaa kyaa jab pyaar kiyaa to daranaa kyaa pyaar kiyaa to daranaa kyaa jab pyaar kiyaa to daranaa kyaa  chhup na sakegaa ishq hamaaraa chaaron taraf hai unakaa nazaaraa 2 paradaa nahiin jab koii khudaa se paradaa nahiin jab koii khudaa se bandon se paradaa karanaa kyaa jab pyaar kiyaa to daranaa kyaa pyaar kiyaa to daranaa kyaa jab pyaar kiyaa to daranaa kyaa pyaar kiyaa koii choriithreedots
agar main puuchhuun javaab doge dil kyon meraa tadap rahaa hai,shikari,1963,rafi lata,g s kohli,farouq qaiser, agar main puuchhuun javaab doge dil kyon meraa tadap rahaa hai tere hi dil men hai pyaar kuchh kuchh mere bhi dil men zaraa zaraa hai  buraa na maano to apane haathon ye bikhari zulfen sanvaar duun main hasin palakon ki chhaanv men ab ye saaraa jivan guzaar duun main ye dil kii baaten koi na sun le sanam zamaanaa badaa buraa hai agar main threedots  nazar bachaa ke agar main jaauun to meraa daaman naa thaam lenaa koi jo puuchhe ye kyaa havaa hai kabhi bhii meraa naa naam lenaa lagaa ke dil se rakhenge ham to ye dard teraa diyaa huaa hai agar main threedots  ye thandii thandii machalatii laharen hamaare dil ko jalaa na jaaen uthi hai tuufaan dilonazar men kise bachaaen kise sanbhaalen na chain tumako naa hosh hamako ye kyaa huaa hai ye kyaa huaa hai agar main threedots
lau lagaatii giit gaatii,bhabhi ki chudiyan,1961,lata,sudhir phadke,narendra sharma, lau lagaatii giit gaatii2 diip huun main priit baatii lau lagaatii giit gaatii  nayanon kii kaamanaa praanon kii bhaavanaa2 pujaa kii jyoti banakar charanon men muskuraatii lau lagaatii giit gaatii2  aashaa kii paakhurii shvaason kii baansurii thaalii hriday kii lekar nit aaratii sajaatii lau lagaatii giit gaatii2  kum kum prasaad hai prabhu dhanyavaad hai2 har ghar men har suhaagan mangal rahe manaatii lau lagaatii giit gaatii2
meraa to jo bhii qadam hai vo terii raah men hai,dosti,1964,rafi,laxmikantpyarelal,majrooh,   meraa to jo bhii qadam hai wo terii raah men hai  2 ke tuu kahiin bhii ke tuu kahiin bhii rahe tuu merii nigaah men hai  meraa to jo bhii qadam hai wo terii raah men hai ke tuu kahiin bhii rahe tuu merii nigaah men hai   kharaa hai dard kaa riishataa to phir judaaii kyaa  2 judaa to hote hain wo khot jinakii chaah men hai  meraa to jo bhii qadam hai wo terii raah men hai ke tuu kahiin bhii rahe tuu merii nigaah men hai   chhupaa huaa saa mujhii men hai tuu kahiin ai dost  2 merii hansii men nahiin hai to merii aah men hai  meraa to jo bhii qadam hai wo terii raah men hai ke tuu kahiin bhii ke tuu kahiin bhii rahe tuu merii nigaah men hai  meraa to jo bhii qadam hai wo terii raah men hai ke tuu kahiin bhii rahe tuu merii nigaah men hai 
maine rang lii aaj chunariyaa sajanaa tore rang men,dulhan ek raat ki,1966,lata,madan mohan,raja mehandi ali khan,  maine rang lii aaj chunariyaa sajanaa tore rang men 2 maine rang lii threedots  jiyaa moraa chaahe main bhii kheluun o sajanavaa holii aise raadhaa ne kanhaiyaa se prem kii holii khelii jaise prem ke main rang phenkuun bin tumhaare kuchh na dekhuun maine rang lii threedots  kitane jatan se ye ruup sajaayaa maine sajanaa soe hue sapane ko phir jagaayaa maine sajanaa main to duubii prem ras men ab nahiin main apane bas men maine rang lii threedots  jaldii se aa merii baavarii ankhiyaan terii pyaasii charanon men tere piyaa svarg basaa le tere daasii tum bataa do mere kyaa ho main to jaanuun devataa ho maine rang lii threedots 
main wo diiwaanaa huun,azaad pakistanifilm,1964,masood rana,rashid attre,,      main wo diiwaanaa huun main wo diiwaanaa huun jis par koii hansataa bhii nahiin  2 main wo diiwaanaa huun  main wo baadal jo barasataa rahaa viiraanon par main wo dil rotaa rahaa dard ke afasaanon par main wo aansuu huun kisii aankh se chhalakaa bhii nahiin  main wo diiwaanaa huun main wo diiwaanaa huun jis par koii hansataa bhii nahiin main wo diiwaanaa huun  dil ne jis but ko mohabbat kaa kudaa samajhaa hai bewafaa jaan ke bhii jaanewafaa samajhaa hai haaledil usane kabhii pyaar se puuchhaa bhii nahiin  main wo diiwaanaa huun main wo diiwaanaa huun jis par koii hansataa bhii nahiin main wo diiwaanaa huun  ek insaan huun insaan se ulfat kii hai kitanaa naadaan huun naadaan se ulfat kii hai itanaa naadaan huun insaan se shikawaa bhii nahiin  main wo diiwaanaa huun main wo diiwaanaa huun jis par koii hansataa bhii nahiin main wo diiwaanaa huun 
saazedil chhed de kyaa hasiin raat hai,passport,1961,rafi lata,kalyanjianandji,farooq kaisar,  ra 	saajedil chhed de 2 	kyaa hasiin raat hai 2 la 	kuchh nahiin chaahie 2 	tuu agar saath hai 2 ra 	saajedil chhed threedots  la 	mujhe chaand kyuun takataa hai 2 	meraa kaun ye lagataa hai ra 	mujhe shaq yahii hotaa hai 2 	mere chaand se jalataa hai la 	hamen isakii kyaa paravaah hai 2 ra 	saajedil chhed threedots  la 	tere dar pe sar jhuk jaae 2 	yahiin zindagii ruk jaae ra 	kalii dil kii ye khil jaae 2 	kushii pyaar kii mil jaae la 	kabhii phir gamii na aae 2 ra 	saajedil chhed threedots 
hasiin vaadiyon fizaaon se kah do havaaon se,lal bangla,1966,rafi,usha khanna,gulshan bawra,  hasiin vaadiyon fizaaon se kah do havaaon se kah do meraa yaar meraa pyaar le ke aayaa hai hasiin vaadiyon threedots  suurat hai bholii sii qaatil har ek adaa dilojaan se huaa huun main to usape fidaa koii jaane naa jaane koii maane naa maane main to kahataa huun unako kudaaon kaa kudaa meraa yaar meraa pyaar 2 vo to aankhon men khumaar le ke aayaa hai hasiin vaadiyon threedots  kalii se hai naazuk phuulon se bhii hasiin mere yaar jaisaa koii bhii zamaane men nahiin us jaisii naazaniin us jaisii dilanashiin diyaa le ke bhii dhuundhon to milegii na kahiin meraa yaar meraa pyaar 2 vo to dil kaa qaraar le ke aayaa hai hasiin vaadiyon threedots  daalii jaise to lachakatii hai patalii qamar sharamaae bhii zaraa ghabaraae bhii zaraa abhii pyaar kii raahon men nayaanayaa hai safar meraa yaar meraa pyaar 2 vo to ummiidon kaa nikhaar le ke aayaa hai hasiin vaadiyon threedots 
jii chaahataa hai chuum luun apanii nazar ko main,barsaat ki raat,1960,asha sudha malhotra balbir bande hasan,roshan,sahir, aaaaaa  na khanjar uthegaa na talavaar tumase aaa ye baazuu mere aazamaaye hue hain  aur pahachaanataa huun khuub tumhaarii nazar ko main bhai jaane na duungaa haath se dil aur jigar ko main  dil aisii shah nahiin hai jo kaabuu men rah sake bhai samajhaauun kis tarah ye kisii bekhabar ko main  aayii hai unake chaand se chahare ko chuum kar bhai jii chaahataa hai chuum luun apanii nazar ko main  go zulm behisaab kiyaa is nigah ne rusavaa kiyaa kharaab kiyaa is nigah ne ik kaam laajavaab kiyaa is nigah ne jo tujhako intakhaab kiyaa is nigaah ne bhai jii chaahataa hai chuum luun apanii nazar ko main  ishq par zor nahiin hai ye vo aatish fitanaa ke lagaaye na lage aur bujhaaye na bane  ab tum hii kaho ki kyaa jii chaahataa hai  vo sadaa duur duur rahataa hai naasihaa tuu durust kahataa hai usape marane se kuchh nahiin haasil aah bharane se kuchh nahiin haasil bemuravvat hai bevafaa hai vo mere dushaman kaa aashanaa hai vo ab use chodanaa hii behatar hai ye bharam todanaa hii behatar hai maanate hain tere nasiihat ko haay par kyaa karen tabiiyat ko bhai jii chaahataa hai  pichhale pahar jab os pade aur thandii pavan chale birahaa agan moraa tan man phuunke suunii sej jale sab sakhiyaan chalii pii ko rijhaane more sajan hain duur thikaane aur meraa bhii jii chaahataa hai  kyon aag pe marate ye ham nahiin kah sakate suurat kaa savaal hai na siirat kii baat hai ham tum pe mar mite ye tabiiyat kii baat hai bhai jii chaahataa hai  jii chaahataa hai chuum luun apanii nazar ko main 
abhii to raat baaqii hai ye dhal jaaye to so jaanaa,bandish,1969,rafi,usha khanna,akmal hyderabadi, abhii to raat baaqii hai ye dhal jaae to so jaanaa ghadii bhar ko dilenaadaan sanbhal jaae to so jaanaa abhii to raat baaqii hai ye dhal jaae to so jaanaa  ye jalate honth aur ye niind men duubii huii aankhen  2 mujhe sone nahiin detiin tumhaarii adhakhulii aankhen zaraa thaharo mujhe bhii niind aa jaae to so jaanaa abhii to raat baaqii hai threedots  hasiin ho tum tumhen kya gam tumhen to niind pyaarii hai  2 hamaaraa haal mat puuchho ki ham par raat bhaarii hai hamaare sar qayaamat hai ye tal jaae to so jaanaa abhii to raat baaqii hai threedots
meharabaan mahabuub dilabar jaaneman,aansoo ban gaye phool,1969,asha,laxmikant pyarelal,taj bhopali,  meharabaan mahabuub dilabar jaaneman aaj ho jaae koii diivaanaapan  pyaar kii thandii aag lagaa do tan man men ik dhuum machaa do tum pe vaare mere kajaraare nayan meharabaan mahabuub dilabar jaaneman  jaam banuun aur lab tak aauun aankh men mastii ban laharaauun raat raanii banake aaii hai dulhan meharabaan mahabuub dilabar jaaneman  kahatii hai angadaaii kahaanii chhalakii jaae mast javaanii aaj phuulon kii tarah tuute badan 
chal hat rii hawaa ghuunghat naa uthaa,madarewatan pakistan,1966,noorjehan,salim iqbal,masroor anwar,  chal hat rii hawaa ghuunghat naa uthaa2 meraa mukhadaa baalam dekhegaa chal hat rii hawaa ghuunghat naa uthaa  koii aa basaa mere dhyaan men2 merii jaan aaii hai jaan men2 tuu ulajhatii hai kyaa merii lat naa udaa2 meraa mukhadaa baalam dekhegaa chal hat rii hawaa ghuunghat naa uthaa  mere dil men nagame hain pyaar ke2 naa sunaa taraane baahaar ke2 chal chal jaa jaa mujhe kuch naa sunaa2 meraa mukhadaa baalam dekhegaa chal hat rii hawaa ghuunghat naa uthaa  jo milenge seharaa uthaa ke wo2 do hansenge aankhen milaa ke wo2 nahiin tujh ko pataa mere dil men hai kyaa2 meraa mukhadaa baalam dekhegaa chal hat rii hawaa ghuunghat naa uthaa meraa mukhadaa baalam dekhegaa chal hat rii hawaa ghuunghat naa uthaa 
ye dil nahiin ki jisake sahaare jiite hain,aabroo,1968,rafi,sonik omi,g s rawal,  ye dil nahiin ki jisake sahaare jiite hain lahuu kaa jaam hai jo subahoshaam piite hain ye dil nahiin hai threedots  chhupaayaa laakh magar ishq nahiin chhupataa yuun ashq aankh men aayaa huaa nahiin rukataa ki aag lagatii hai jab aansuon ko piite hain lahuu kaa jaam hai threedots  tadaptadap ke nikaalenge dil ke aramaan ham karenge ranj se paidaa kushii ke samaan ham ki gamon kii nok se dil ke zakm siite hain lahuu kaa jaam hai threedots  kabhii qaraar na aaegaa hamako jiine se ilaaj zahar kaa hotaa hai zahar piine se ki sar pe maut kaa saayaa hai phir bhii jiite hain lahuu kaa jaam hai threedots 
aapane yuun hii dillagii kii thii ham to dil kii lagii samajh baithe,mehndi lagi mere haath,1962,mukesh,kalyanjianandji,anand bakshi,  aapane yuun hii dillagii kii thii ham to dil kii lagii samajh baithe aapane bhii hamen na samajhaayaa aap bhii to hansii samajh baithe  aapako yaad bhalaa kyaa rahataa ham to yuun hii mile the raahon men dil hamaare men aap the lekin ham na the aapakii nigaahon men kyaa huaa aapane na pahachaanaa aur hamen ajanabii samajh baithe aapane yuun hii threedots  pyaar apanaa to ek tamaashaa thaa aur ham kud hii the tamaashaaii aaj diivaanagii hamen apanii yaad aaii to aankh bhar aaii jal rahaa thaa vo dil hamaaraa hii ham jise chaandanii samajh baithe aapane yuun hii threedots 
maar daalegaa dardejigar koii isakii davaa kiijiye,pati patni,1966,asha,r d burman,anand bakshi,      maar daalegaa dardejigar koii isakii davaa kiijiye  2 ye wafaaen bahut ho chukii  2 aaj koii jafaa kiijiye are maar daalegaa dardejigar koi isakii davaa kiijiye  chand aisii bhii hotii hain baaten haan jo log kahate nahiin chand aisii bhii aatii hain raaten ki duur rahate nahiin aaj aisii hii ik raat hai saath guzare duaa kiijiye are maar daalegaa threedots  aaa arrta arra aaa aaa arrta arra aha arra arra arrra aha  tadapake yuun kahenge ham ki kyaa sitam huaa sanam diyaa hai dil kiyaa hai pyaar na niind hai na hai qaraar aap se ham shikaayat karen aap hamase gilaa kiijiye are maar daalegaa threedots 
raat suhaanii jaag rahii hai dhiiredhiire chupakechupake,jigri dost,1969,rafi suman,laxmikantpyarelal,anand bakshi,  raat suhaanii jaag rahii hai dhiiredhiire chupakechupake choriichorii ho prem kahaanii jaag rahii hai dhiiredhiire threedots  chal rahe hain jaaduu tham gayaa zamaanaa dil churaa rahaa hai ye samaan suhaanaa paalakii chaman men phuulon kii utaar ke ye bahaar gaa rahii hai giit pyaar ke o aur javaanii jaag rahii hai dhiiredhiire threedots  chaand kar rahaa hai pyaar ke ishaare ye hamaare nayanaa ban gae hain taare niind ne na aane kii uthaaii hai qasam o niind kaise aae man ke dvaar pe sanam o priit diivaanii jaag rahii hai dhiiredhiire threedots  ek pahelii tum mujhase puuchho aa gae kahaan ham ye kisii se puuchho ye zamiin lag rahii hai aasamaan sii dil kii dhadakanon men pad gaii hai taan sii o zindagaanii jaag rahii hai dhiiredhiire threedots 
tumhiin mere miit ho tumhiin merii priit ho,pyase panchhi,1961,hemant suman,kalyanjianandji,qamar jalalabadi,  la 	tumhiin mere miit ho tumhiin merii priit ho 2 	tumhiin merii aarazuu kaa pahalaapahalaa giit ho he 	tumhiin mere miit ho tumhiin merii priit ho 2 	tumhiin merii zindagii kii pahaliipahalii jiit ho 	tumhiin mere miit ho threedots  la 	tum ho bechain sainyaa ham beqaraar se 	jaane na duungii tumako nainon ke dvaar se 2 he 	terii nigaahon ne dekhaa hai pyaar se 	milaa aaj pyaasaa panchhii nadiyaa kii dhaar se la 	tumhiin chitachor mere tumhiin dil kii jiit ho 	tumhiin merii aarazuu threedots  he 	tuu kisii baagabaan ke gulashan kaa phuul hai 	chhupchhup ke tujhako chaahaa raahii kii bhuul hai la 	raahii kii bhuul nahiin qismat kii bhuul hai 	qismat kii bhuul sainyaa hamako qabuul hai 	mere dil ke saaz tumhiin tumhiin sangiit ho 	tumhiin merii aarazuu threedots 
aa jaa piyaa tohe pyaar duun gorii baiyaan tope vaar duun,baharon ke sapne,1967,lata,r d burman,majrooh, aa jaa piyaa tohe pyaar duun gorii baiyaan tope vaar duun kis liye tu itanaa udaas sukhe sukhe honth ankhiyon me pyaas kis liye kis liye ho aa jaa piyaa tohe pyaar duunthreedots  rahane de re jo vo julmii hai path tere gaaon ke palakon se chun daalungii main kaante teri raahon ke ho sukh meraa lele main dukh tere lelun tu bhii jiye main bhii jiyuun ho aa jaa piyaathreedots  jal chuke hain badan kaii piyaa isii aag men thake hue in haathon ko dede mere haath men ho lat bikharaae chunariyaa bichhaae baithii hun tere liye ho aa jaa piyaathreedots  apanii to jab ankhiyon se bah chalii dhaar sii khil padii bas ek hansii piyaa tere pyaar kii ho main jo nahiin haarii saajan zaraa socho kis liye kis liye ho aa jaa piyaathreedots
sakhii re meraa man ulajhe tan dole,chitralekha,1964,lata,roshan,sahir, sakhii rii meraa man ulajhe tan dole ab chain pade tab hii jab unase milan ho le sakhii rii meraa man ulajhe tan dole   laakh jatan karuun dhyaan bante naa ye rasavantii rain kate naa pavan agan sii ghole ab chain pade tab hii jab unase milan ho le sakhii ri meraa man ulajhe tan dole   saans bhii luun to aanchsii aaye kanchan kaayaa pighalii jaaye adharon men trishnaa bole ab chain pade tab hii jab unase milan ho le sakhii rii meraa man ulajhe tan dole   alaken bikharen aanchal dhalake angang se madiraa chhalake yauvan baanhen khole ab chain pade tab hii jab unase milan ho le sakhii rii meraa man ulajhe tan dole 
aii aii aa karuun main kyaa suukuu suukuu,junglee,1961,rafi,shankarjaikishan,shailendra,  aii aii aa suukuu suukuu aii aii aa karuun main kyaa suukuu suukuu kho gayaa dil meraa suukuu suukuu  koii mastaanaa kahe koii diivaanaa kahe koii paravaanaa kahe jalane ko beqaraar chaahat kaa mujhape asar main duniyaa se bekabar chalataa huun apanii dagar manzil hai merii pyaar aii aii aa threedots  chaunko mat ai doston yuun hii mujhase mat daro mere bhole pyaar ko naadaanii naa samajho haathon men jo haath hai jiivan bhar kaa saath hai siidhiisachchii baat hai kahaanii na samajho aii aii aa threedots  merii aankhon men nashaa merii baaton men nashaa merii saanson men nashaa bahakaa main bin pie ghutatiighutatii bebasii sahamiisahamii har ghadii bin chaahat kyaa zindagii jiitaa main kisalie aii aii aa threedots 
muhabbat chiiz hai kyaa muhabbat karake dekhenge,yeh raat phir na aayegi,1966,asha,o p nayyar,aziz kashmiri,  muhabbat chiiz hai kyaa muhabbat karake dekhenge 2 qazaa kahate hain kisako kisii par mar ke dekhenge muhabbaat chiiz hai threedots   badaa hii kuubasuurat dil se vaadaa kar liyaa hamane ki tum par jaan dene kaa iraadaa kar liyaa hamane  2  kahaan hai pyaar kii suulii  2 ye suulii chadh ke dekhenge qazaa kahate hain threedots   tumhaare dar pe dil apanaa muhabbat kaa savaalii hai nashiilii aankh se dekho suraahii dil kii khaalii hai  2  chhalak jaatii hai kaise  2 suraahii bhar ke dekhenge qazaa kahate hain threedots   liyaa jaaegaa kab tak jaaneman imtahaan apanaa sunaa do muskuraa kar faisalaa kuchh meharabaan apanaa  2  tumhaare faisale par  2 kushii se mar ke dekhenge qazaa kahate hain threedots 
o shamaa mujhe phuunk de  paravaane jaa hai ajab chalan,aashiq,1962,mukesh lata,shankarjaikishan,shailendra,  mu 	o shamaa mujhe phuunk de 	main na main rahuun tuu na tuu rahe 	yahii ishq kaa hai dastuur 2 la 	paravaane jaa hai ajab chalan 	yahaan jiite jii apanaa milan 	qismat ko nahiin manjuur 2  	shaam se lekar roz sahar tak tere lie main saarii raat jalii 	maine to haay ye bhii na jaanaa kab din duubaa kab raat dhalii 	phir bhii hain milane se majabuur 2 mu 	o shamaa mujhe threedots  	patthar dil hain ye jagavaale jaane na koii mere dil kii jalan 2 	jab se hai janamii pyaar kii duniyaa tujhako hai merii mujhe terii lagan 	tum bin ye duniyaa hai benuur 2 la 	paravaane jaa hai threedots  mu 	haay rii qismat andhii qismat dekh sakii naa teriimerii kushii la 	haay rii ulfat bebas ulfat ro ke thakii jaljal ke marii do 	dil jo mile kisakaa thaa qasuur 2 mu 	o shamaa mujhe threedots la 	paravaane jaa hai threedots 
diivaanaa kah ke aaj mujhe phir pukaarie,mulzim,1963,rafi,ravi,shakeel,  diivaanaa kah ke aaj mujhe phir pukaarie haazir huun koii tiirenazar dil pe maarie diiwaanaa kah ke threedots  lag jaae aapako naa kisii kii nazar kahiin  2 ghar jaa ke apane husn kaa sadakaa utaarie haazir huun koii threedots  zulfen sanvaarane se banegii na koii baat 2 uthie kisii gariib kii qismat sanvaarie haazir huun koii threedots  ik baar kar hii diijie is dil kaa faisalaa 2 rahrah ke yuun nigaah kaa kanzar naa maarie haazir huun koii threedots 
ye shamaa to jalii roshanii ke lie,aya sawan jhoom ke,1969,rafi,laxmikantpyarelal,anand bakshi,  ye shamaa to jalii roshanii ke lie is shamaa se kahiin aag lag jaae to ye shamaa kyaa kare ye havaa to chalii saans le har koii ghar kisii kaa ujad jaae aandhii men to ye havaa kyaa kare  chal ke puurab se thandii havaa aa gaii uth ke parvat ke kaalii ghataa chhaa gaii ye ghataa to uthii pyaas sabakii bujhe aashiyaan pe kisii ke giriin bijaliyaan to ye ghataa kyaa kare ye shamaa to jalii threedots  puuchhataa huun main sabase koii de javaab naakudaa kii bhalaa kyaa kataa hai janaab naakudaa le ke saahil ke jaanib chalaa duub jaae safiinaa jo manjhadhaar men to naakudaa kyaa kare ye shamaa to jalii threedots  vo jo ulajhan sii tere kyaalon men hai vo ishaaraa bhii mere savaalon men hai ye nigaah to milii dekhane ke lie par kahiin ye nazar dhokhaa khaa jaae to ye nigaah kyaa kare ye shamaa to jalii threedots 
salaamehasarat qubuul kar lo,babar,1960,sudha malhotra,roshan,sahir, salaamehasarat qubuul kar lo merii muhabbat qubuul kar lo salaamehasarat qubuul kar lo   threedots  udaas nazaren tadap tadap kar tumhaare jalavon ko dhuundhatii hain jo kvaab kii tarah kho gaye un hasiin lamhon ko dhuundhatii hain agar na ho naagavaar tumako to ye shiqaayat qubuul kar lo salaamehasrat qubuul kar lo   threedots  tumhiin nigaahon kii justajuu ho tumhiin khayaalon kaa muddaa ho tumhiin mere vaaste sanam ho tumhiin mere vaaste khudaa ho merii parastish kii laaj rakh lo merii ibaadat qubuul kar lo salaamehasarat qubuul kar lo   threedots  tumhaarii jhukatii nazar se jab tak na koii paigaam mil sakegaa na ruuh tasqiin paa sakegii na dil ko aaraam mil sakehgaa gamejudaaii hai jaan levaa ye ik haqiikat qubuul kar lo salaamehasarat qubuul kar lo   threedots 
umariyaa bin khevak kii naiyyaa,majhli didi,1967,hemant kumar,hemant kumar,neeraj, umariyaa bin khevak kii naiyyaa paal nahiin patavaar nahiin aur tej chale puravaiyyaa  chhin uchhare chhin gotaa khaaye naa duube naa paar lagaae bhatake itut bhanvar men jaise bichhadii saanjh chiraiyyaa umariyaa bin khevak kii naiyyaa  dhaar ajaanii nadii ajaanii chaaron or paanii hii paanii dubegii yaa paar lagegii  jaane raam rakhaiyyaa umariyaa bin khevak kii naiyyaa  
tujhe suuraj kahuun yaa chandaa,ek phool do mali,1969,manna de,ravi,prem dhawan, tujhe suuraj kahuun yaa chandaa tujhe diip kahuun yaa taaraa meraa naam karegaa raushan jag men meraa raaj dulaaraa  meraa ghar thaa khaalii khaalii chhaaii thii ajab udaasii jiivan thaa suunaa suunaa har aas thii pyaasii pyaasii tere aate hii khushiyon se bhaar gayaa hai jiivan saaraa meraa naam karegaa raushan threedots  main kab se taras rahaa thaa mere aangan men koii khele nanhii sii hansii ke badale merii saarii duniyaa le le tere sang jhuul rahaa hai merii baahon men jag saaraa meraa naam karegaa raushan threedots  aaj ungalii thaam ke terii tujhe main chalanaa sikhalaauun kal haath pakadanaa meraa jab main buudhaa ho jaauun tuu milaa to main ne paayaa jiine kaa nayaa sahaaraa meraa naam karegaa raushan threedots  mere baad bhii is duniyaa men zindaa meraa naam rahegaa jo bhii tujh ko dekhegaa tujhe meraa laal kahegaa tere ruup men mil jaayegaa mujh ko jiivan dobaaraa meraa naam karegaa raushan threedots 
kyon jhukiijhukii hain palaken merii jaan ye baat kyaa hai,chhaila babu,1967,mukesh lata,laxmikantpyarelal,hasrat,  mu 	 kyon jhukiijhukii hain palaken  2 merii jaan ye baat kyaa hai la 	mere dil main kaise kah duun mujhe pyaar ho gayaa hai mu 	kyon jhukiijhukii threedots  la 	ye ghataa bhii aaj ham par motii lutaa rahii hai 	hamen dekh kar kalii bhii sar ko jhukaa rahii hai mu 	mere dil kii baat sunane ye havaa bhii aa rahii hai la 	ye gagan bhii dekhataa hai mu 	dekhe to harj kyaa hai 	kyon jhukiijhukii threedots  	ye sharam na hamase kiije ham bhii to hain tumhaare 	kiranon se maang bhar den kar do agar ishaare la 	dil gaa rahaa hai nagamaa bas men nahiin hamaare mu 	mausam bhii jhuumataa hai la 	jhuumen to harj kyaa hai 	mere dil main kaise threedots mu 	kyon jhukiijhukii threedots 
jaao re jogii tum jaao re,aamrapali,1966,lata,shankarjaikishan,shailendra, jaao re jogii tum jaao re ye hai premiyon kii nagarii yahaan prem hii hai puujaa jaao re threedots  prem kii piidaa sachchaa sukh hai prem binaa ye jiivan dukh hai  2 jaao re threedots  jiivan se kaisaa chhutakaaraa hai nadiyaa ke saath kinaaraa  2 jaao re threedots  gyaan ki to hai siimaa gyaanii gaagar men saagar kaa paanii  2 jaao re threedots
rut javaan javaan raat meharabaan,aakhri khat,1966,bhupinder,khayyam,kaifi azmi, rut javaan javaan raat meharabaan chhedo koii daastaan                 2 rut javaan javaan  kuchh jhukiijhukii nazar kahe kuchh chhupaachhupaasaa dar kahe jo kahe vo raatabhar kahe phir bhii na ho kuchh bayaan rut javaan javaan threedots  husn kii shikaayaten bajaa hai idhar tadap udhar gilaa kaamoshii hai dard kii sadaa aankhen banii hain zubaan rut javaan javaan  threedots  gam kushiikushii chhupaa liyaa dard ko bhii dil banaa liyaa zindagii ne aazamaa liyaa tum to na lo imtihaan rut javaan javaan  threedots
