Title,Film,Year,Singer,Composer,Lyricist,Lyrics
tujhe bhuul ke maatii  o terii duniyaa kaisii tuu jaane,chaandi sonaa,1977,mukesh,r d burman,majrooh,  tujhe bhuul ke maatii kii putalii par koii man kii khidakii khol rahaa jisamen teraa naam tule jag usamen sonaachaandii tol rahaa  apanaa kyaa hai ham to anajaane o terii duniyaa kaisii tuu jaane jiivan path pe nikale do pal ko ham apane jii ko bahalaane o terii duniyaa threedots  tuune jab duniyaa ye banaaii dharatii kii chaadar phailaaii chandaasuuraj kii jot jalaaii par jisake lie jag tuune rachaa vo karake ise viiraan rahaa dharatii kii chaadar chhiin chukaa ab chaand aur suuraj maang rahaa ye tere bandon ke afasaane o terii duniyaa threedots  ultii gangaa bahe jogii chup kaise rahe ab devataa kuchh bhii nahiin maanavataa kuchh bhii nahiin yaar se yaarii gaii vo diladaarii gaii aisii chhaayaa tale ham diivaane bhale kaisaa pyaar kahaan kii dostii kaisaa rishtaanaataa tere hote insaan teraa shaitaan huaa o daataa par ye kyaa kah rahe ham diivaane o terii duniyaa threedots  jab dil men paraayaa dard uthe duuje ke tuu kaam aae yaaraa tab gyaan milaa jiivan tujhako chaandiisone se bhii pyaaraa varanaa dhan to chiiz hii kyaa hai kahe miyaan naziiraa kaa ikataaraa sab thaath padaa rah jaaegaa jab laad chalegaa banjaaraa kaam aaenge yahii pyaar ke nazaraane o terii duniyaa threedots 
tere honthon ke do phuul pyaarepyaare,paaras,1971,mukesh lata,kalyanjianandji,indeevar,  mu 	tere honthon ke do phuul pyaarepyaare 	mere pyaar kii bahaaron ke nazaare 	ab mujhe chaman se  kyaa lenaa  2 la 	terii aankhon ke do taare pyaarepyaare 	merii raaton ke chamakate sitaare 	ab mujhe gagan se  kyaa lenaa  2 mu 	tere honthon ke threedots  	terii kaayaa kanchankanchan kiranon kaa hai jisamen baseraa 	terii saansen mahakiimahakii terii zulfon men kushbuu kaa deraa 	teraa mahake angang jaise sone men sugandh 	mujhe chandanvan se  kyaa lenaa  2 la 	terii aankhon ke threedots  	maine dekhaa jabase tujhako mere sapane hue sinduurii 	tujhe paa ke mere jiivandhan har kamii huii merii puurii 	piyaa ek teraa pyaar mere solah singaar 	mujhe ab darpan se  kyaa lenaa  2 mu 	tere honthon ke threedots  	teraa mukhadaa damakechamake jaise saagar pe chamake saveraa la 	terii baanhen pyaar ke jhuule terii baanhon men jhuule man meraa mu 	terii miithii har baat 2 la 	ras kii hai barasaat do 	hamen ab saavan se  kyaa lenaa  2 mu 	tere honthon ke threedots la 	terii aankhon ke threedots  do 	hamen  kyaa lenaa  2 
jinnaaraa  saath tere hai  jiivan se naa haar,door ka raahi,1971,kishor,kishor kumar,a irshad,  jinnaaraa jin jinnaaraa 4 saath tere hai uupar vaalaa vahii hai sabakaa rakhavaalaa  jiivan se naa haar jiine vaale baat merii tuu maan are matavaale har gam ko tuu apanaa kar aur apanaa dard chhupaakar badhataa chal tuu laharaa kar duniyaa ke sukhdukh ko bisaraa kar jiivan se naa haar threedots  sukhdukh jiivan ke do paae dhuup sunaharii kahiin ghanere saae jo suuraj andhiyaare men kho jaae vahii lautakar nayaa saveraa laae jiivan se naa haar threedots  bahatii nadiyaa tujhako yaad dilaae samay jo jaae kabhii laut ke phir naa aae diip to vo jo havaa men jalataa jaae khud ko jalaakar jag ko raah dikhaae jiivan se naa haar threedots 
ab ke sajan saavan men,chupke chupke,1975,lata,s d burman,anand bakshi, ab ke sajan saavan men 2 aag lagelii badan men ghataa barasegii nazar tarasegii magar  mil na sakenge do man ek hii aangan men  ab ke sajan saavan men  do dilon ke biich khadii kitanii diivaaren kaise sunuungii main piyaa prem kii pukaaren chorii chupake se tum laakh karo jatan sajan mil na sakenge do man ek hii aangan men  ab ke sajan saavan men  itane bade ghar men nahiin ek bhii jharonkaa kis tarah ham denge bhalaa duniyaa ko dhokaa raat bhar jagaaegii ye mast mast pavan sajan mil na sakenge do man ek ki aangan men iishthreedots  ab ke sajan saavan men  tere mere pyaar kaa ye saal buraa hogaa jab bahaar aaegii to haal buraa hogaa kaante lagaaegaa ye phuulon bharaa chaman sajan mil na sakenge do man ek hii aangan men  ab ke sajan saavan men aag lagelii badan men
idhar intazaar udhar intazaar tuu bhii beqaraar,intezaar,1973,mukesh,chitragupt,verma malik,  idhar intazaar udhar intazaar tuu bhii beqaraar main bhii beqaraar jag kii maryaadaa dekho banii hai diivaar idhar intazaar threedots  thandii thandii aahen aur jalatii javaanii aag se dekho jaise lipataa hai paanii ye tanahaaii ye angadaaii ik hai javaanii aur gam beshumaar idhar intazaar threedots  paas paas rahake bhii itanii hai duurii koii nahiin samajhegaa terii majabuurii zindagii hai terii raat andherii ruuth na jaae kahiin ruup kii bahaar idhar intazaar threedots 
aa raat jaatii hai chupake se mil jaayen donon,benaam,1974,rafi asha,r d burman,majrooh,      aa raat jaatii hai chupake se mil jaayen donon chalake kahiin apanii aag men jal jaayen donon  are aap kyon chup gaye aaiiye hamaare saath gaaiiye naa  mauqaa bhii hai aarazuu bhii lag jaa tuu mere gale se rangiin sii bekhudii men hon jaam do saath leke ye beqaraarii ka mausam ye saans letaa andheraa yuun daal zulfon ke saaye phir naa kabhii ho saveraa haathon men ye haath leke machal jaayen donon do rang jaise ki milate hain mil jaayen donon  aa raat jaatii hai chupake se mil jaayen donon chalake kahiin apanii aag men jal jaayen donon  pyaale men kyaa hai mujhe to apane labon kii pilaa de bujh naa sakii jo umar bhar wo pyaas tuu hii bujhaa de nazadiik tuu itanii aa jaa siine men pad jaaye halachal deke badan kaa sahaaraa mujhako udaaye liye chal kho jaayen aise ki phir na sanbhal paayen donon tadapen kuchh aaj is tarah se bahal jaayen donon  aa raat jaatii hai chupake se mil jaayen donon chalake kahiin apanii aag men jal jaayen dono 
ishq ne todii sar pe qayaamat,junoon,1978,rafi,vanraj bhatia,jigar moradabadi,  ishq ne todii sar pe qayaamat zoreqayaamat kyaa kahiye  sunane vaalaa koii nahiin hai ruudaademuhabbat kyaa kahiye  dil hai kisii kaa raazehaqiikat raazehaqiikat kyaa kahiye  hairatejalavaa moharblab hai jalavaaehairat kyaa kahiye  us pe kisii kii tiiresitam sii mashqesiyaasat kyaa kahiye 
shiiriin shiiriin shiiriin jaanefarahaad,shirin farhad pakistanifilm,1975,mehdi hasan irene parveen chorus,khurshid anwar,qateel shifai,     aa haa haa haa aa haa haa shiiriin shiiriin shiiriin jaanefarahaad aa haa haa haa aa haa haa  aa haa haa uunchii diiwaaron se mahalon miinaaron se haa haa haa takaraayaa pyaar apanaa in shaharayaaron se in shaharayaaron se in taazadaaron se jiitaa hai farahaad aa haa haa haa aa haa haa shiiriin shiiriin shiiriin jaanefarahaad aa haa haa haa aa haa haa  shaharon men gaanvon men ban men saharaaon men naachegaa diiwaanaa zulfon kii chaanvon men zulfon kii chaanvon men zanjiir paanvon men aur dil hai aazaad shiiriin shiiriin shiiriin jaanefarahaad aa haa haa haa aa haa haa  aa haa haa shiiriin kii galiyon men kaante bhii kaliyaan hain aa haa haa bikharii fazaaon men ambar kii daliyaan hain ambar kii daliyaan hain wo rangraliyaan hain jannat hai aabaad aa haa haa haa aa haa haa shiiriin shiiriin shiiriin jaanefarahaad aa haa haa haa aa haa haa 
aareaare dil ke saahaare,dosti pakistan,1971,noorjehan mujeeb alam,a hameed,qateel shifai, aareaare dil ke saahaare dil kii har dhadakan tujhako pukaaare 3 aareaare  pyaar men do dil aaj mile hain armaanon ke phuul khile hain honthon pe mere giit hai teraa saajan tuu hii miit hai meraa 2 meraa 2 aareaare dil ke saahaare dil kii har dhadakan tujhako pukaaare aareaare  pyaar kaa vaadaa dekh naa tuute teraameraa saath naa chuute chaahe qasam tuu apanii lele jiivan bhar main saath huun tere 2 tere2 aareaare dil ke saahaare dil kii har dhadakan tujhako pukaaare aareaare
muttukodii kavaadihadaa aiyyo re pyaar men jo naa karanaa chaahaa,do phool,1973,asha mahmood,r d burman,majrooh, muttukodii kavaadihadaa muttukodii kavaadihadaa ayyo re pyaar men jo naa karanaa chaahaa vo bhi mujhe karanaa padaa threedots  1 kahataa thaa chaahuun tujhako ji se tu to ghabaraataa hai abhi se chalane lag jaa re phir dikhaa duun dharati upar hai svarg niche thodaa to duniyaa se dar le yendei kar le yendei kar le naa maane bedardi aiyyodaa muttukodi threedots  2 kar detaa hai re mujhe be kal kal kal kal kal kal kal sine se gir ke teraa aanchal dagamag chalake naa gir paduun main matavaale mujhako thaam ke chal sinaa taane baahen khole aise ye mastaani bole bole jaise daaru kaa ghadaa muttukodi threedots
he nadiyaa kinaare he raaii aaii kanganaa,abhimaan,1973,lata,s d burman,majrooh,  he nadiyaa kinaare he raaii aaii kanganaa aise ulajh gae anaadii sajanaa nadiyaa kinaare   threedots  kaahe panaghat uupar gaii thii chalake akelii maare hans hans taanaa saarii sakhiyaan sahelii  gorii aur jaao na maano kahanaa nadiyaa kinaare   threedots  ab khadii khadii sochuun dekhii hai saas nanandiiyaa sab kaa karii hai bahaanaa ab to suunii kalaaii lai ke chorii chorii jaanaa bhaarii padaa re piyaa se milanaa nadiyaa kinaare   threedots  
raat kalii ek khvaab men aaii aur gale kaa haar huii,buddha mil gaya,1971,kishore,r d burman,majrooh, raat kalii ek khvaab men aaii aur gale kaa haar huii subah ko jab ham niind se jaage aankh tumhii se chaar huii raat kalii ek khvaab men aaii aur gale kaa haar huii  chaahe kaho ise merii mohabbat chaahe hansiin men udaa do ye kyaa huaa mujhe mujhako khabar nahiin ho sake tum hii bataa do tumane kadam jo rakhaa zamiin par siine men kyon jhankaar huii raat kalii threedots  aankhonmen kaajal aur latonmen kaalii ghataa kaa baseraa saanvalii suurat mohanii muurat saavan rut kaa saveraa jabase ye mukhadaa dil me khilaa hai duniyaa merii gulazaar huii raat kalii threedots  yuun to hasiinon ke mahajabiinon ke hote hain roz nazaare par unhen dekh ke dekhaa hai jab tumhen tum lage aur bhii pyaare baahon men le luun aisii tamannaa ek nahiin kaii baar huii raat kalii threedots
motiyon kii ladii huun main,loafer,1973,asha,laxmikantpyarelal,anand bakshi,  motiyon kii ladii huun main phulavaa kii chhadii huun main re sundar badii huun main duniyaa bhulaae ankhiyaan bichhaae kab se khadii huun main 2 motiyon kii ladii threedots  bechain huun kitanii der se baithaa hai tuu nigaahen kyon pher ke zaraa saa to mujhe dekh chhed ke 2 main bhadak gaii to phir aag naa bujhegii ik phulajhadii huun main duniyaa bhulaae threedots  main kaun huun terii pyaas huun husn kii main adaa ek kaas huun aaj qismat se main tere paas huun 2 main nikal gaii to phir haath nahiin aauungii aisii ghadii huun main duniyaa bhulaae threedots 
huun huun ek ritu aae ek ritu jaae mausam badale naa,gautam govindaa,1979,kishor,laxmikant pyarelal,anand bakshi, huun huun ek ritu aae ek ritu jaae mausam badale naa badale nasiib kaun jatan karuun kaun upaay ek ritu aae threedots  tak tak suukhe patte aankhen taras gaiin baadal to na barase aankhen baras gaiin baras baras dukh badhataa jaae ek ritu aae threedots  ho ho pyaasii banjar dharatii kisakaa pet bhare o bhukhe pyaase bachche khetii kaun kare maan kii mamataa niir bahaae ek ritu aae threedots  aah pyaar na karanaa nafarat karanaa siikh liyaa sab logon ne ladanaa maranaa siikh liyaa inako jiinaa kaun sikhaae ek ritu aae threedots 
jamunaa kinaare aajaa chhaliyaa pukaare aajaa,mehbooba,1976,lata,r d burman,anand bakshi,  jamunaa kinaare aajaa chhaliyaa pukaare aajaa raadhaa jaae naa 2 haan paniyaa bharan panaghat pe aae naa raadhaa jaae naa jaae naa raadhaa jaae naa  ho o o o   chaar qadam chale aur ruk jaae 2 bairan aankh nigodii jhuk jaae 2 laaj ke pahare ko tod wo paae naa raadhaa jaae naa jaae naa raadhaa jaae naa  man dole jag bole baavariyaa pama gamagaa saarenisaa pama gamagaa nisaa dhanidha nireni rega niregama pamapa gamare nidha nire saa man dole jag  tod na laae kahiin kaalii gagariyaa 2 ankhiyon men jamunaa jal bhar laae naa raadhaa jaae naa jamunaa kinaare aajaa 
nazaron se kah do pyaar men milane kaa mausam aa gayaa,doosra aadmi,1977,kishore lata,rajesh roshan,majrooh, nazaron se kah do pyaar men milane kaa mausam aa gayaa baahon men baahen daal ke khilane kaa mausam aa gayaa  1 is pyaar se teraa haath lagaa laharaa gae gesuu mere kuchh bhii nazar aataa nahiin mastii men mujhe tere pare kandhe pe mere zulf ke dhalane kaa mausam aa gayaa nazaron threedots  2 tum mil bhii gae phir bhii dil ko kyaa jaane kaisii aas hai tum paas ho phir bhii honthon men jaane kaisii pyaas hai honthon kii thandii aag men jalane kaa mausam aa gayaa nazaron threedots
ye zulf kaisii hai zanjiir jaisii hai,piyaa ka ghar,1972,rafi lata,laxmikantpyarelal,anand bakshi,  ra 	ye zulf kaisii hai zanjiir jaisii hai 	vo kaisii hogii jisakii tasviir aisii hai la 	ye aankh kaisii hai tiir jaisii hai 	vo kaisaa hogaa jisakii tasviir aisii hai  ra 	tum to mujhe pasand ho kyaa main tumhen pasand huun 	kyaa tum razaamand ho main to razaamand huun 	bolo chup kyon ho la 	main tumase kyaa boluun taqadiir kaisii hai 	vo kaisaa hogaa threedots  	ghuunghat nikaal ke piyaa baithuungii main to aaj se 	dekho na is tarah mujhe mar jaauungii main laaj se ra 	ye kvaab kaisaa hai taabiir kaisii hai 	vo kaisii hogii threedots 
aali rii mere nainaa baan padii,an unforgettable treat nonfilm,1971,asha,jaidev,meerabai traditional,  aali rii mere nainaa baan padii  kad kii thaadii panth nihaaruun apane bhawan khadii   aali rii mere nainaa baan padii  chit chadhii mere maadhurii muurat ur bich aan adii  aali rii mere nainaa baan padii  miiraa giradhar haath bikaanii log kahe bigadii  aali rii mere nainaa baan padii 
kuchh to log kahenge logon kaa kaam hai kahanaa,amar prem,1971,kishore,r d burman,anand bakshi, kuchha to loga kahenge logon kaa kaama hai kahanaa chhodo bekaara kii baaton men kahiin biita naa jaae rainaa   2 kuchha to loga kahenge logon kaa kaama hai kahanaa  kuchha riita jagata kii aisii hai hara eka subaha kii shaama huii  2 tu kauna hai teraa naama hai kyaa siitaa bhii yahaan badanaama huii phira kyuun sansaara kii baaton se bhiiga gaye tere nayanaa kuchha to loga kahenge logon kaa kaama hai kahanaa chhodo bekaara kii baaton men kahiin biita naa jaae rainaa kuchha to loga kahenge threedots  hamako jo taane dete hain hama khoe hain ina rangaraliyon men  2 hamane unako bhii chhupa chhupake aate dekhaa ina galiyon men ye sacha hai jhuuthii baata nahiin tuma bolo ye sacha hai naa kuchha to loga kahenge logon kaa kaama hai kahanaa chhodo bekaara kii baaton men kahiin biita naa jaae rainaa kuchha to loga kahenge threedots
mitavaa  piine vaalon ko piine kaa bahaanaa,haath ki safaai,1974,kishore hema,kalyanjianandji,gulshan bawra,  mitavaa 3 kaun devadaas to tumhen kyaa lagaa charanadaas devadaas huun kis haal men jii rahe ho kyaa kahaa pii rahe ho are dard kii davaa milii na kahiin aur mujhe aa gayaa huun tere adde pe aaj ho ke dukhii  tujhe qasam  2 hai jii bhar ke pilaa de paaro dil meraa tod ke chal dii hai kahiin chandramukhii sab ultaa ho rahaa hai kyaa ultaa kyaa sultaa kyaa devii kyaa kulataa sab galat ho rahaa hai kyaa galat kyaa sahii are kyaa duudh kyaa dahii kaisii kahii kuub kahii kuub devadaas huun zaraa hosh men aao paaro paaro mere aagosh men aao main paaro nahiin chandramukhii huun lekin main badaa dukhii huun devadaas huun tuune pii lii hai zyaadaa kyaa kahaa aadhaa are are meraa to hai puurii piine kaa iraadaa kyuunki 3  piine vaalon ko piine kaa bahaanaa chaahie are piine vaalon ko piine kaa bahaanaa chaahie  devadaas mitavaa gaao chandramukhii ke paas aao chandramukhii ho yaa paaro koii farq nahiin hai yaaron yaaron ko to jiine kaa bahaanaa chaahie piine vaalon ko threedots  do hafte hamane is gam men pii ki bichhadaa hai diladaar meraa do hafte hue kushii men pii ki tujhako milaa pyaar teraa piinaa lekin kam kushii ho yaa gam are piinaa lekin kam kushii ho yaa gam kuub pienge ham tharraa ho yaa rum are piine kaa mazaa kuchh to aanaa chaahie are piine vaalon ko threedots 
chaandanii chaand se hotii hai,aaj ka mahaatmaa,1976,kishore asha,laxmikant pyarelal,majrooh,  chaandanii chaand se hotii hai sitaaron se nahiin pyaar bhii ek se hotaa hai hazaaron se nahiin phir bhii bulabul se milo aaj bahaaron se nahiin ye nazar tumase hai aabaad nazaaron se nahiin chaandanii chaand se threedots  maine tumako nahiin samajhaa thaa kataavaar huun main jo sazaa chaaho mujhe de do gunaahagaar huun main ab to zanjiiron se baandhon mujhe haaron se nahiin badalaa lete to magar apane hii pyaaron se nahiin chaandanii chaand se threedots  paas bhii tum ho aur aankhon men nashaa chamake bhii ho to jaatii hai galat baat koii hamase bhii shokiyaan kiije magar pyaar ke maaron se nahiin tab naa khul paae to kah duungii ishaaron se nahiin chaandanii chaand se threedots  duubakar hamako in aankhon men rah jaane do aaj baanhon kii inhiin laharon men bah jaane do aaj qaabuu men ham aaenge hazaaron se nahiin apanaa tuufaan se rishtaa hai kinaaron se nahiin chaandanii chaand se threedots 
koii phuul na khilataa  agar tuu na hotii,paise ki gudiyaa ghunghat aur ghungharoo,1974,rafi,laxmikantpyarelal,verma malik,  koii phuul na khilataa ye kalii bhii na hotii zindagii bhii na hotii agar tuu na hotii koii phuul na khilataa threedots  na hotaa ujaalaa aur ye raat bhii na hotii koii baat hii na hotii agar tuu na hotii koii phuul na khilataa threedots  koii zamiin na hotii aur aasamaan na hotaa 2 koii hasiin na hotaa koii javaan na hotaa 2 na taare muskaraate ye nazaare bikhar jaate koii kushii na hotii naa intazaar hotaa 2 koii phuul na khilataa threedots  naa koii dil machalataa naa beqaraar hotaa puuchhe jo koii hamase ye sab hai tere dam se koii shai bhii na hotii agar tuu na hotii koii phuul na khilataa threedots 
sajaayaa na karo phuul baalon pe,gunahon ke raaste,1970,mukesh,jagdish khanna,naqsh lyallpuri,  sajaayaa na karo phuul baalon pe giraayaa na karo zulf gaalon pe dilajalon ko sataanaa burii baat hai sajaayaa na karo threedots  uf javaanii kaa ye muskaraataa chaman haay ye naramonaazuk saa ujalaa badan chhuu ke mailaa na kar de koii jaaneman sajaayaa na karo threedots  yuun na angadaaii lo jhuum kar naazaniin aaiine kii nazar lag naa jaae kahiin is qadar husn par naaz achchhaa nahiin sajaayaa na karo threedots 
balamaa moraa aancharaa mahake re,sangat,1975,lata manna dey,salil chowdhury,jan nisar akhtar,      lataa balamaa moraa aancharaa mahake re lage niind men doluun main 2 pag moraa bahake re balamaa balamaa moraa aancharaa  mannaa dil ko mere chhuu le tere badan kii ye kushabuu suhaanii dekho dekho chhupake naache lahuu men umangen diivaanii  2  lataa gaatii man men ras kii dhaaraa jhuume ang ang saaraa machale jiyaa matavaaraa  2  mannaa jhuumejhuume palaken jaaduu jagaaen chorii chorii dekho hamako bulaaen 2 aankhon pe chhaae tere palakon ke saaye  lataa aaa aaa aaa balamaa moraa aancharaa  mannaa chupake chupake dekho sab kuchh to kah de simatatii ye baahen niichiiniichii nazaren kyaa kyaa na maangen ye kyaa kyaa na chaahen 2  lataa lagii tan men miithii jwaalaa chhalakatii nayan se haalaa kyaa jaane kyaa kar daalaa  2  mannaa thandiithandii dekho chanchal hawaayen kabhii chuume kabhii siine lagaayen  2 phir ham se ye haay kaahe daaman bachaayen  lataa aaa aaa aaa balamaa moraa aanchara 
mile mile do badan khile khile do chaman,black mail,1973,kishor lata,kalyanjianandji,rajindra krishan,  do 	 mile mile do badan khile khile do chaman 	ye zindagii kam hii sahii koii gam nahiin  2  la 	der se aaii aaii to bahaar 	angaaron pe sokar jaagaa pyaar ki 	 tuufaanon men phuul khilaae  2 kaisaa ye milan do 	mile mile do badan threedots  ki 	honth vahii hain hai vahii muskaan 	ab tak kyon kar dabe rahe aramaan la 	 biite dinon ko bhuul hii jaaen  2 ab hamtum sajan do 	mile mile do badan threedots 
dil to dil hai kisii din machal jaayegaa,kab kyon aur kahaan,1970,rafi,kalyanjianandji,anjaan, dil to dil hai kisii din machal jaayegaa ek din ye iraadaa badal jaayegaa chaahe haan kahiye chaahe na kahiye   threedots  aisaa ishaaraa hogaa hogaa dil ye hamaaraa hogaa hogaa jaanejigar maanaa teraa patthar jigar hai patthar jigar lekin merii aahon men hai itanaa asar haan itanaa asar dhiire dhiire ye patthar pighal jaayegaa ek din ye iraadaa badal jaayegaa   threedots  jaaduu chalegaa dhiire dhiire gussaa dhalegaa dhiire dhiire maahejabiin ye pyaar kii naazuk umar hai naazuk umar aayegaa dil kispae kahaan kisako khabar hai kisako khabar dil tumhaaraa kisii din phisal jaayegaa ek din ye iraadaa badal jaayegaa   threedots 
mohabbat ke suhaane din javaanii kii hasiin raaten,maryaadaa,1971,rafi,kalyanjianandji,anand bakshi,  mohabbat ke suhaane din javaanii kii hasiin raaten judaaii men nazar aatii hain ye sab kvaab kii baaten mohabbat ke suhaane threedots  ye tanhaaii nahiin thii is jagah thii pyaar kii mahafil tere gam se gale milakar jahaan ab ro rahaa hai dil yahiin hanshans ke hotii thiin kabhii apanii mulaakaaten mohabbat ke suhaane threedots  mere maayuus honthon pe tere gam kii kahaanii hai kahaanii ye nahiin gam kii ulfat kii nishaanii hai ye aansuu aur ye aahen mohabbat kii saugaaten mohabbat ke suhaane threedots  na aise dil tadapataa thaa naa main aise tarasataa thaa isii gulashan men dekho to kabhii saavan barasataa thaa isii vaadii men ab hone lagiin ashqon kii barasaaten mohabbat ke suhaane threedots  pataa main puuchhataa phirataa huun teraa is zamaane se huaa kyaa haal is dil kaa tere ik duur jaane se janaaze ban gaii is dil ke aramaanon kii baaraaten mohabbat ke suhaane threedots 
jhilamil sitaaron kaa aangan hogaa,jeevan mrityu,1970,rafi lata  lata,laxmikantpyarelal,anand bakshi, ra	jhilamil sitaaron kaa aangan hogaa 	rimajhim barasataa saavan hogaa 	aisaa sundar sapanaa apanaa jiivan hogaa la	jhilamil sitaaron kaa aangan hogaa   ra	prem kii galii men ek chhotaasaa ghar banaaenge 	kaliyaan naa mile naa sahii kaanton se sajaaenge 	bagiyaa se sundar vo ban hogaa 	rimajhim barasataa saavan hogaa la	jhilamil sitaaron kaa aangan hogaa  ra	rimajhim barasataa saavan hogaa  la	terii aankhon se saaraa sansaar main dekhuungii 	dekhuungii is paar yaa us paar main dekhuungii 	nainon ko teraa hii darshan hogaa 	rimajhim barasataa saavan hogaa ra	jhilamil sitaaron kaa aangan hogaa  la	rimajhim barasataa saavan hogaa  ra	phir to mast havaaon ke ham jhonke ban jaaenge la	nainaa sundar sapanon ke jharokhe ban jaaenge 	man aashaaon kaa darpan hogaa do	rimajhim barasataa saavan hogaa 	aisaa sundar sapanaa apanaa jiivan hogaa      jhilamil sitaaron kaa aangan hogaa rimajhim barasataa saavan hogaa aisaa sundar sapanaa apanaa jiivan hogaa jhilamil sitaaron kaa aangan hogaa   terii aankhon se saaraa sansaar main dekhuungii dekhuungii is paar yaa us paar main dekhuungii nainon ko teraa hii darshan hogaa rimajhim barasataa saavan hogaa jhilamil sitaaron kaa aangan hogaa   roengii ye aankhen phir bhii main to muskuraauungii dukh ke tuufaanon se bhii main na ghabaraauungii jab saath mere meraa saajan hogaa rimajhim barasataa saavan hogaa jhilamil sitaaron kaa aangan hogaa 
chhaap tilak sab chhiinii re mose nainaa milaayake,main tulsi tere aangan ki,1978,asha lata,laxmikantpyarelal,amir khusro,  la apanii chhab banaayake      jo main pii ke paas gayii      aa apanii chhab banaayake     jo main pii ke paas gayii       do jab chhab dekhii piihoo kii      so main apanii bhool gayii          o chhaap tilak sab chhiinii re mose nainaa milaayake 2     chhaap tilak  la sab chhiinii re mose nainaa      nainaa mose nainaa      nainaa re mose nainaa milaayake     nainaa milaayake   do chhaap tilak sab chhiinii re mose  aa nainaa nainaa milaayake 2   do chhaap tilak sab chhiinii re mose nainaa milaayake     	 la e rii sakhii      main tose kahuun 2     haay tose kahuun  	     main jo gayii thii     paniyaa bharan ko 3     chhiin jhapat morii matakii patakii     chhiin jhapat morii jhapat morii matakii patakii      nainaa milaayake  do chhaap tilak sab chhiinii re mose nainaa milaayake   aa balbal jaauun main 2     tore rang rajevaa 2     balbal jaauun main 2     tore rang rajevaa 3     apaniisii 3      rang liinii re mose      nainaa milaayake  do chhaap tilak sab chhiinii re mose nainaa milaayake  aa e rii sakhii      main tose kahuun 2     haay tose kahuun   la harii harii chuudiyaan 2     gorii gorii bahiyaan 2     harii harii chuudiyaan     gorii gorii bahiyaan 3     bahiyaan pakad har liinii 2     re mose nainaa milaayake  do chhaap tilak sab chhiinii re mose  aa nainaa     nainaa milaayake 3  do chhaap tilak sab chhiinii re mose nainaa milaayake 
ham to hain raahii dil ke pahunchenge rukatechalate,caaravaan,1971,kishor,r d burman,majrooh,  ham to hain raahii dil ke pahunchenge rukatechalate manzil hai kisako pyaarii ho are ham to man ke raajaa raajaa kii chalii savaarii 2 ho suno zaraa ham to hain raahii threedots  ham do alabele hain saarii duniyaa se jhele hain apane to sapane laakhon kahane ko akele hain are sabakaa bojhaa leii ke chalatii hai apanii laarii are ho suno zaraa ham to hain raahii threedots  jab tak chalate jaaen sabakaa dil ho apanaaen jab roe koii duujaa nainaa apane chhalak aaen pyaare kaam aaegii sun taazaa baat hamaarii are ho suno zaraa ham to hain raahii threedots  hare hare shankar jay shiv shankar bhuushan vallabh jay maheshvar pandit mullaa daanten par ham sabakaa dukh baanten saare hain apane pyaare bolo kisakaa galaa kaaten raamuu yaa ramajaanii apanii to sabase yaarii are o suno zaraa ham to hain raahii threedots 
naa soenge naa sone denge,mr romeo,1973,lata kishore,r d burman,anand bakshi, la  naa soenge naa sone denge  2      aaj saarii raat hogii mulaaqaat ki savere baat karenge to nahiin chalegaa la aa haan chalegaa magar saarii raat meraa dil jalegaa      jalegaa re      naa soenge        pyaare pyaare hoton se pyaare priitam ko pukaaraa hai      ho ho lambii kaalii raaton kii zulfon ko main ne sanwaaraa hai      laa laa       ye dil hai beqaraar       karenge ham pyaar ki savere pyaar karenge to nahiin chalegaa la chalegaa aa chalegaa magar raat bhar dil pe tiir chalegaa      naa soenge   ki chhodo mat chhedo ke dekho pyaar kaa waqt hotaa hai la ho ho premii jaag jaate hai saaraa jab zamaanaa ye sotaa hai ki naa naa naa naa hun hun hun hun ki kudaa ke liye jaao la zaraa saa muskuraao ki savere muskuraaenge to nahiin chalegaa la chalegaa aa chalegaa magar raat bhar dil men gam palegaa      naa soenge         aankhon men basaa ho koii to kisi ko niind aati hai      ho ho niind kyaa hai taubaa aise men taubaa bhii tuut jaatii hai      laa laa       ye aisii chaandanii      naa aaegii kabhii ki savere chaand dekhenge to nahiin chalegaa la chalegaa aa chalegaa magar raat bhar men ye chaand dhalegaa      naa soenge  
khilaunaa jaanakar tum to meraa dil tod jaate ho,khilona,1970,rafi,laxmikantpyarelal,anand bakshi, ho threedots khilaunaa jaanakar tum to meraa dil tod jaate ho  mujhe is haal men kisake sahaare chhod jaate ho  khilauna threedots  mere dil se na lo badalaa zamaane bhar kii baaton ka  thahar jaao suno mehamaan huun main chand raton ka  chale jaanaa abhii se kis liye muh mod jate ho  khilauna threedots  gilaa tumase nahiin koi magar afasos thodaa hai  ke jis gam ne meraa daaman badii mushkil se chhodaa hai  usii gam se meraa phir aaj rishtaa jod jaate ho  khilauna threedots  khudaa ka vaastaa dekar manaaluun dur huun lekin  tumhaaraa raastaa main rok luun majabuur huun lekin  ke main chal bhi nahiin sakataa huun aur tum daud jaate ho  ho khilaunaa threedots
