Title,Film,Year,Singer,Composer,Lyricist,Lyrics
sun banto baat merii,maha chor,1976,anand bakshi asha,r d burman,anand bakshi, aanand sun banato baat merii 2        din taa guzar jaaegaa       naiin katanii raat merii 2  asha rahane de ye betaabii         ve chhuteyaa rahane de ye betaabii         main ghar nahiin jaanaa         lai phad ghar dii chaabii 2  aanand o chup kar ke gaddii de vich baijaa 2       ke roii te chaped khaaengii 2  asha terii gaddii vich naiin bainaa         ve jaa terii gaddii vich naiin bainaa         jithe terii yaad aaye         uthe baith ke ro lenaa  aanand main tujhe ghar se bhagaa ke nahiin laayaa       tujhe ghar se bhagaa ke nahiin laayaa       ke aayii hai tuu marjii se 2  asha hat chhod mazaaq channaa         oy hat chhod mazaaq channaa         terii merii naiin nibhanii         mainuun de de talaaq channaa  aanand te apane ghar rahanaa thaa       apane ghar rahanaa thaa       dolii men naa daale       baabul se kahanaa thaa 2  asha mere baabul kaa naam na lenaa 2         tuu chaahe merii jaan kad lai 2  aanand ho ik ruuthe te duujaa manaaye       ik ruuthe te duujaa manaaye       yahii to pyaar hai mitaraan       ek ruuthe  asha tum samajhe main ruuth gayii         ve jaan tuu samajhe main ruuth gayii         umaraan dii yaarii          pal naa vich tuut gayii 2 
aayaa hai tere dar pe savaalii,daastaanelailaa majnu,1974,rafi,iqbal qureshi,jaan nisar akhtar,  aayaa hai tere dar pe savaalii daaman naa meraa rah jaae khaalii aastaane se tere aayaa hai tere dar pe savaalii tere lie to hastii mitaa lii jab tuu nahiin to rah gayaa kyaa mujhako kabar kyaa mujhako pataa kyaa kyaa chiiz kho dii kyaa chiiz paa lii tere lie to hastii threedots  is dar pe e dil khaalii sadaa de mujhako pataa kyaa jaane vo kyaa de ai jaaneaalam kaasaa hai khaalii tere lie to hastii threedots  
jaaduugar tere nainaa dil jaayegaa bachake kahaan,man mandir,1971,lata kishore,laxmikantpyarelal,rajinder krishan, k      jaaduugar tere nainaa 	dil jaayegaa bachake kahaan l	hmmmmm k      jaaduugar tere nainaa 	dil jaayegaa bachake kahaan 	ruk jaauun jhuk jaauun 	teraa mukhadaa main dekhuun jahaan l	jaaduugar mere saiyaan 	tere jaisaa koi hogaa kahaan 	ruk jaauun jhuk jaauun 	teraa saayaa bhii dekhuun jahaan  k	tere ruup kaa diivaanaa meraa dil hai 2 	ab duniyaa se begaanaa meraa dil hai l	tu hi tuu hai dekhuun jidhar 	yahaan vahaan idhar udhar k      jaaduugar tere nainaa 	dil jaayegaa bachake kahaan 	ruk jaauun jhuk jaauun 	teraa mukhadaa main dekhuun jahaan l	re jaaduugar threedots  l	main to ho gayii bhanvariyaa tere naam kii 2 	dhun laagii re saanvariyaa tere naam kii k	leke gayii mujhe terii lagan 	kahaan kahaan kidhar kidhar l	jaaduugar mere saiyaan 	tere jaisaa koi hogaa kahaan 	ruk jaauun jhuk jaauun 	teraa saayaa bhii dekhuun jahaan k	jaaduugar threedots  k	tere pyaar kaa sahaaraa merii zindagii l	terii aankh kaa ishaaraa merii bandagii k	vahaan vahaan mere pyaar kaa ghar l	jahaan jahaan terii nazar k	jaaduugar l	mere saiyaan k	dil jaayegaa bachake kahaan l	ruk jaauun jhuk jaauun 	tera saaya bhi dekhuun jahaan dono	jaaduugar threedots
bolo beiimaan kii jay  naa izzat kii chintaa,beimaan,1972,mukesh,shankarjaikishan,verma malik,  ko 	bolo beiimaan kii jay beiimaan kii jay 2 mu 	naa izzat kii chintaa na fiqr kisii apamaan kii 	jay bolo beiimaan kii jay bolo 2 ko 	naa izzat kii chintaa threedots mu 	jay bolo ko 	jay bolo beiimaan kii  mu 	beiimaan ke binaa maatre hote axar chaar 	b se badakaarii ii se iirshyaa m se bane makkaar 	na se namakharaamii samajho ho gae puure chaar 	chaar gunaah mil jaaen hotaa beiimaan taiyaar 	are usase aankh milaae kyaa himmat hai shaitaan kii ko 	jay bolo beiimaan kii threedots  mu 	bholaa mukhadaa ujale kapade man hai kaalaakaalaa 	jisakii dayaa se mandir chalate hai aabaad shivaalaa 	kush karataa bhagavaan ko dekho ghantaa bajaabajaa kar 	nit mandir men puujaa karataa diipak jalaajalaa kar 	andar bhagavaan kii jay ho aur baahar beiimaan kii ko 	jay bolo beiimaan kii threedots  mu 	beiimaanii se hii banate hain bangale baag bagiiche 	sar se uupar pankhe chalate paanv tale galiiche 	riitrivaaj dharm aur majahab dab jaate hain niiche 	beiimaan sabase aage aur duniyaa piichhepiichhe 	mehanat se bane na kutiyaa are chhodo baat makaan kii ko 	jay bolo beiimaan kii threedots  mu 	seth bhii asalii pet bhii asalii naqalii maal banaae 	uupar asalii label andar naqalii ghii aur chaay 	poplene kaa badal ke number terelene banaae 	yaa beiimaanii teraa aasaraa bol ke luutataa jaae 	are apane desh kaa kapadaa aur lagii hai muhar jaapaan kii ko 	jay bolo beiimaan kii threedots  mu 	vrindaavan ke ham sanyaasii kaam hai chalate rahanaa 	mauqaa hai taqadiir banaa lo haath na malate rahanaa 	haath kii chuudii paanv kii paayal yaa ho gale kaa gahanaa 	maar ke mantar duganaa kar den maane agar tuu kahanaa 	do din piichhe kholo liilaa dekho bhagavaan kii 	jay bolo bhagavaan kii jay bolo 	jay bolo bhaii jay bolo bhagavaan kii jay bolo  	puurii seat par jataajuut sang hain mahaaraaj padhaare 	chimataa charas chilam aur chele saathsaath hain saare 	tikaten lekar bhii gaadii men khade shariif bechaare 	aur ye dekho bhagavaan ke chamache pade hain paanv pasaare 	binaa tikat yaatraa karate dekho tiirthsthaan kii ko 	jay bolo beiimaan kii threedots 
jaanam jaanam teraa meraa pyaar nayaa hai,saavan ko aane do,1979,yesudas,rajkamal,fauq jaami, jaanam jaanam teraa meraa pyaar nayaa hai giit puraanaa saaz nayaa hai jaanam jaanamthreedots  aaj kii har ghadii rup men ik nayaa nikhaar leke aaii hai raat kii chaandanii zindagii men ik nai bahaar leke aaii hai kudarat ne khole hain aakhon ke raaj naye jaanam jaanamthreedots  jharanon men aaj nayaa giit hai giiton men pyaar kaa sangiit hai 2 mahakii havaa ne chanchal fizaa ne 2 tujh hii se siikhe hain aakhon ke raaj naye jaanam jaanamthreedots
suunii re sajariyaa saajan bin tere,namak haraam,1973,asha usha,r d burman,anand bakshi,  aa 	suunii re sajariyaa saajan bin tere u 	suunii re sajariyaa saajan bin tere aa 	ho bhaii main banwariyaa haay raam do 	bhaii main banwariyaa saajan bin tere 	suunii re sajariyaa saajan bin tere 2  u 	rimajhim kaahe ko barase re badaraa 	bah gayaa dhul ke nainon se kajaraa do	rimajhim kaahe ko 	rimajhim haan 	rimajhim kaahe ko barase re badaraa 	bah gayaa dhul ke nainon se kajaraa u 	abake baras saawan se puuchho aa 	chhaaii kyuun badariyaa haay raam do 	chhaaii kyuun badariyaa saajan bin tere 	suunii re sajariyaa saajan bin tere 2  u 	 log na jaane aise jiite hain kaise 	tumase bichhad ke ham to mar gaye jaise  
saaraa pyaar tumhaaraa main ne baandh liyaa hai aanchal men,anand ashram,1977,kishore asha,shyamal mitra,indeevar, saaraa pyaara tumhaaraa maine baandha liyaa hai aanchala men  2 tere nae ruupa ki nai adaa hama dekhaa karenge pala pala men  2 saaraa pyaara tumhaaraa maine baandha liyaa hai aanchala men   dekha ke terii suurata mita jaatii hai eka hii pala men  jiivana kii hara thakana mere sapanon kii tuma muurata tumako paakara saphala hua hai  meraa ye jiivana   2 sapanon kii tuma muurata ho chamakii merii kismata kii rekhaa ina nayanon ke kaajala men threedots saaraa pyaara tumhaaraa maine baandha liyaa hai aanchala men   hama aura paasa aaenge hame aura paasa koi laaegaa duniyaa ko nazara aaenge hama jaba jaba vo muskaaegaa   2 aai aisii belaa ika pala ko bhii mujhe akelaa  chhoda naa denaa tuma aai aisii belaa paasa hii rahanaa kho mata jaanaa duniyaa kii halachala men saaraa pyaara tumhaaraa maine baandha liyaa hai aanchala men  tere nae ruupa ki nai adaa hama dekhaa karenge pala pala men  saaraa pyaara tumhaaraa maine baandha liyaa hai aanchala men threedots
terii merii yaarii badii puraanii,charitraheen,1974,asha,r d burman,anand bakshi, terii merii haa merii terii terii merii yaarii badii puraanii tuune mujhe pahachaanaa main huun wahii terii diiwaanii ho ho jaanii jaanii jaanii ho jaanii terii merii haa merii terii terii merii yaarii badii puraanii  aankhon ne dekhaa dil machal gae uf ham donon kitane badal gaye kitane mausam aaye nikal gae uf ham donon kitane badal gae tuune mujhe pahachaanaa main huun wahii bhuulii kahaanii ho ho jaanii jaanii jaanii ho jaanii terii merii haa merii terii terii merii yaarii badii puraanii  suurat wo lekin wo nazar nahiin donon pe kyaa guzarii kabar nahiin koii shikwaa kar lo magar nahiin donon pe kyaa guzarii kabar nahiin tuune mujhe pahachaanaa main huun wahii sapanon kii raanii ho ho jaanii jaanii jaanii ho jaanii terii merii merii terii terii merii yaarii badii puraanii  
pal bhar men ye kyaa ho gayaa vo main gayii vo man gayaa,swami,1977,lata,rajesh roshan,majrooh, pal bhar men ye kya ho gayaa  vo main gayii vo man gayaa  chunarii kahe sun rii pavan  savan laayaa ab ke sajan  din bhar mujhe yuun sataaye  tum bin ab to rahaa nahiin jaae  pal bhar threedots  aashaa kii chhoti si nayyaa  leke chalii puravaiyyaa  dole dole jhumakaa bole  chupake se ye bhed khole  aajaayegaa aajaayegaa pyaar se tum bulaanaa  pal bhar threedots  aaii bahaaren simatake  kahane lagi vo lipatake  chorii chorii chalo gorii  thaame hue banyyaa mori  mil jaayegaa mil jaayegaa tumako vahii divaanaa  pal bhar threedots
aaj bhii suuraj duub gayaa hai,naag mani,1972,noorjehan,nisar bazmi,fayyaz hashmi, shaam dhale to pankh pakheruu laut ke ghar aa jaae jinake saajan paas naa ho vo asuan diip jalaae  aaj bhii suuraj duub gayaa hai aaj bhii tum nahiin aae man ko jhuuthii aas dilaake dhal gae shaam ke saae aaj bhii suuraj duub gayaa hai aaj bhii tum nahiin aae  palpal saarii rain guzaaruun chamcham niir baahaake har aahat par tumako pukaaruun saajan main ghabaraake kaisekaise sapane mujhako paagal man dikhalaae aaj bhii suuraj duub gayaa hai aaj bhii tum nahiin aae  jabjab aae yaad tumhaarii ik pal chain naa paauun band naa honge nain jharokhe chaahe main mar jaauun baithii rahuungii raah men yuun hii pyaase nain bichaae aaj bhii suuraj duub gayaa hai aaj bhii tum nahiin aae
chalii merii dulhan kii dolii,bachpan,1970,rafi,laxmikantpyarelal,anand bakshi,  chalii merii dulhan kii dolii hoy chalii merii dulhan kii dolii saath hai jiivansaathii kyaa karane hain baaraatii chalii merii dulhan threedots  mast pavan ke ye jhonke sang ban ke aaj kahaar chale baabul ke ghar se gorii ko le ke saajan ke dvaar chale sang ye badariyaa bhii ho lii ho lii chalii merii dulhan threedots  duniyaa diivaanii kahatii thii patajhad men phuul nahiin khilate hatate nahiin paravat raste se dharatii aakaash nahiin milate duniyaa hai ye kitanii bholiibhaalii chalii merii dulhan threedots  phuulon ke nahiin aramaanon ke main haar tujhe pahanaauungaa kaliyon se nahiin aashaaon se main terii sej sajaauungaa mere hamaraahii hamajolii hamajolii chalii merii dulhan threedots 
krishhnaa krishhnaa bolo krishhnaa,naya din nayi raat,1975,kishore lata chorus,laxmikantpyarelal,rajinder krishan,  krishhnaa krishhnaa krishhnaa raadhe raadhe krishhnaa krishhnaa  krishhnaa krishhnaa bolo krishhnaa raadhe raadhe krishhnaa krishhnaa mohmaayaa ke tod ke taale isii naam se priit lagaa le man mandir men jyot jagaa le mit jaayegii trishhnaa krishhnaa krishhnaa bolo krishhnaa threedots  bansii kii dhun men kho jaa re mohan muraarii kaa ho jaa re tan teraa ban jaaye bansii gaaye krishhnaa krishhnaa krishhnaa krishhnaa bolo krishhnaa threedots 
patthar se shiishaa takaraa ke,saavan ko aane do,1979,anandkumar c,rajkamal,fauq jaami, vaqt ke dhaanche men apanii zindagii ko dhaal kar muskuraao maut kii aankhon men aankhen daal kar  patthar se shiishaa takaraa ke vo kahate hain dil tuute na us dhan kii kiimat kuchh bhii nahiin jis dhan ko luteraa luute na  do aankhon ke takaraane se afasaane banate hain lekin kuchh aise fasaane hain jinakaa  kaanton se daaman chhuute na patthar se shiishaa takaraa ke   threedots  aankhon kaa ishaaraa dhokhaa thaa baaton kaa sahaaraa dhokhaa thaa ab gam men dil duube lekin manjhadhaar se naataa tuutee na patthar se shiishaa takaraa ke   threedots  tuufaan men chalate rahanaa hai sholon men jalate rahanaa hai vo manzil kyaa jis manzil pe pairon ke chhaale phuute na patthar se shiishaa takaraa ke   threedots
apanon ko kab he shyaam mukh dikhalaaoge,mere jeevan saathi,1972,kishore,r d burman,majrooh, apanon ko kab he shyaam apanon ko kab he shyaam mukh dikhalaaoge aise men aaye na phir kab aaoge  ekal vekal panth nihaare  2 tumhare daras ko pyaase tamaam ki din se ho gaii shaam aao kanhaaii mere dhaam ki din se ho gaii shaam  ban men aur bastii men dekhaa hai chahun or tab tumase baandhii hai aashaaon kii dor  ab ulajhaao yaa sulajhaao  2 aan padaa hai tumase hii kaam ki din se ho gaii shaam aao kanhaaii mere dhaam ki din se ho gaii shaam  is man men aa jaao nainon ke pat khol saanson men dhadakan men mohan tumhare bol  tumako nahiin to kisako pukaaruun  2 mujhako to aaye ek hii naam ki din se ho gaii shaam aao kanhaaii mere dhaam ki din se ho gaii shaam  aao kanhaaii mere dhaam ki din se ho gaii shaam
aaj kii raat naa jaa naa jaa naa jaa re,nonfilm,1973,lata,k mahavir,abhilash, aaj kii raat naa jaa naa jaa naa jaa re 2x aaj kii raat  bin tere chaandanii hai nadii aag kii taare dhundhale hain phiikaa hai ye chaand bhii hai ghutii ye fizaa naa jaa re aaj kii raat naa jaa naa jaa naa jaa re  aaj kii raat  ye gagan mere qadamon pe jhuk jaayegaa raat tham jaayegii tuu jo ruk jaayegaa naa sataa ho naa rulaa naa jaa re aaj kii raat naa jaa naa jaa naa jaa re aaj kii raat    
tum apanii sahelii ko itanaa bataa do,samaaj ko badal dalo,1970,rafi asha,ravi,sahir,  ra 	tum apanii sahelii ko itanaa bataa do 	ki usase koii pyaar karane lagaa hai 	jo ab tak sadaa muskaraataa rahaa ho 	har ik baat par aah bharane lagaa hai  	tumhaarii sahelii balaa kii hansii hai 	hamen bhii kabar hai use bhii yaqiin hai 	kisii kii to bananaa hai aakir use bhii 	buraa kyaa hai gar koii marane lagaa hai  	kisii aur kii baat maane na maane 	magar tum kahogii to vo maan legii 	zaraa apane biimaar ko kuchh davaa de 	ki ab dard had se guzarane lagaa hai  aa 	bas ab naaz chhodo zaraa paas aao 	bahut ho chukaa ab na isako sataao 	main kaise na usakii sifaarish guzaaruun 	ki bechaaraa bemaut marane lagaa hai 
aaye lo pyaar ke din aaye,khel khel mein,1975,kishore asha,r d burman,gulshan bawra,  aaye lo pyaar ke din aaye mil jaane de apane saaye yuun hii jis tarah mil jaayen jis tarah laharon se laharen jawaan hoke aajaa re aajaa re aajaa re aajaa re   2  aaye lo pyaar ke din aaye   sang chalen to manzil duur nahiin hai jahaan bhii tuu hai manzil merii wahiin hai   2 ye kaaravaan chalataa rahe chaahe jahaan jalataa rahe  aaye lo pyaar ke din aaye mil jaane de apane saaye yuun hii jis tarah mil jaayen jis tarah laharon se laharen jawaan hoke aajaa re aajaa re aajaa re aajaa re  aaye lo pyaar ke din aaye   yuun hii rahen nazar men jawaan nazaare is waadii men guunjen giit hamaare   2 chalatii rahe ye zindagii badhatii rahe dil kii lagii  aaye lo pyaar ke din aaye mil jaane de apane saaye yuun hii jis tarah mil jaayen jis tarah laharon se laharen jawaan hoke aajaa re aajaa re aajaa re aajaa re  aaye lo pyaar ke din aaye 
beqaraar dil tuu gaaye jaa khushiyon se bhare vo taraane,door ka raahi,1971,kishore sulakshna pandit,kishore,a irshad, beqaraar dil tuu gaaye jaa khushiyon se bhare vo taraane jinhen sun ke duniyaa jhuum uthe aur jhuum uthe dil diivaane beqaraar dil threedots  raag ho koi milan kaa sukh se bharii saragam kaa yugyug ke bandhan kaa saath ho laakhon janam kaa aise hii bahaaren gaatii rahen aur sajate rahe viiraane jinhen sun ke threedots  raat yuun hii tham jaayegii rut ye hansiin musakaaegii bandhii kalii khil jaayegii aur shabanam sharamaayegii pyaar ke vo kaise nagame jo ban jaayen afasaane jinhen sun ke threedots  dard men duubii dhun ho siine men ik sulagan ho saanson men halakii chubhan ho sahamii huii dhadakan ho doharaate rahen bas giit ye aa duniyaa se rahen begaane jinhen sun ke threedots
shyaam terii bansii pukaare raadhaa naam,geet gata chal,1975,arti mukherji jaspal singh,ravindra jain,ravindra jain, shyaam terii bansii pukaare raadhaa naam log karen miiraa ko yun hii badanaam  saanvare kii bansii ko bajane se kaam raadhaa kaa bhii shyaam voto miiraa kaa bhii shyaam  1 jamunaa kii laharen bansiibat kii chhaiyaan kisakaa nahiin hai kaho krishhn kanhaiyaa shyaam kaa divaanaa to saaraa brij dhaam log karen mira ko threedots  2 kaun jaane baansuriyaa kisako bulaae jisake man bhaae vo usii ke gun gaae kaun nahiin bansii kii dhun kaa gulaam raadhaa kaa bhii threedots
jaaduugaraa ho jaaduugaraa,jaadoo pakistan,1974,noorjehan,master inayat husein,ahmed rahi,  jaaduugaraa ho jaaduugaraa2 terii biin daa ho gayaa jaaduu hoyaa dil meraa beqaabuu jaaduugaraa ho jaaduugaraa  aisii biin bajaaii tan mere angadaaii ho aisii biin bajaaii tan mere angadaaii   ho gut khul gaii main raavaan puhl gaii haae gut khul gaii main raavaan puhl gaii terii biin daa ho gayaa jaaduu hoyaa dil meraa beqaabuu jaaduugaraa ho ho ho ho jaaduugaraa  hoii raat rangiilii kar gaii mast nashiilii ho  hoii raat rangiilii kar gaii mast nashiilii ho nashaa chadheyaa main dil phadeyaa2 terii biin daa ho gayaa jaaduu hoyaa dil meraa beqaabuu jaaduugaraa haae jaaduugaraa  dole jindadii merii ho gaiiyaan main terii ho dole jindadii merii ho gaiiyaan main terii lae gal muk gaii ke aakh chhuk gaii2  terii biin daa ho gayaa jaaduu hoyaa dil meraa beqaabuu jaaduugaraa hoe jaaduugaraa2 terii biin daa ho gayaa jaaduu hoyaa dil meraa beqaabuu jaaduugaraa haae jaaduugaraa 
dil kaa nazaraanaa le o diladaar le,chalaak,1973,asha kishore,ganesh,hasrat,  ki  dil kaa nazaraanaa le o diladaar le      ye sachchaa pyaar hai meraa pyaar le      dil kaa nazaraanaa le   threedots  aa  dil kii nishaanii le mere yaar le      ye sachchaa pyaar hai meraa pyaar le      dil kii nishaanii le   threedots  ki  aasamaan to nahiin jo badal jaauungaa      pyaar kaa rang kachchaa nahiin aa  main ne dekhe yahaan pe hazaaron sanam      baat kaa koii sachchaa nahiin ki  haan ham to vo nahiin kar lo yakiin merii vafaaon kaa      ye sachchaa pyaar hai meraa pyaar le aa  ye sachchaa pyaar hai meraa pyaar le   threedots  ki  ham gale milake aao ye vaadaa karen      zindagii bhar na honge judaa aa  ab tumhiin sab kuchh ho hamaare liye      jaanodil se ham tumape fidaa ki  o sanam main huun pavan tuu hai chaman merii muhabbat kaa      ye sachchaa pyaar hai meraa pyaar le aa  ye sachchaa pyaar hai meraa pyaar le ki  dil kaa nazaraanaa le o diladaar le aa  dil kii nishaanii le o diladaar le do  ye sachchaa pyaar hai meraa pyaar le 
dil kyaa kare jab kisii se kisii ko pyaar ho jaae,julie,1975,kishore,rajesh roshan,anand bakshi, dil kyaa kare jab kisii se kisii ko pyaar ho jaae jaane kahaan kab kisii ko kisii se pyaar ho jaae uunchiiuunchii diivaaron sii is duniyaa kii rasmen na kuchh tere bas men julie na kuchh mere bas men  jaise parvat pe ghataa jhukatii hai  jaise saagar se lahar uthatii hai  aise kisii chahare pe nigaah rukatii hai	 2 ho rok nahiin sakatii nazaron ko duniyaa bhar kii rasmen na kuchh tere bas men julie na kuchh mere bas men dil kyaa kare threedots  aa main terii yaad men sab ko bhulaa duun duniyaa ko terii tasaviir banaa duun meraa bas chale to dil chiir ke dikhaa duun ho daud rahaa hai saath lahuu ke pyaar tere nasnas men na kuchh tere bas men julie na kuchh mere bas men dil kyaa kare threedots 
ek pahelii hai tuu haan naar navelii hai tuu,heeraa pannaa,1973,kishore asha,r d burman,anand bakshi,  ek pahelii hai tuu haan naar navelii hai tuu haan kuchh kahaa jitanaa main sulajhaauun aur ulajhatii jaae o haan yahaan aao naa ek pahelii hai threedots  diivaanaa hone lagaa huun tar ra ram main isape khone lagaa huun tar ra ram o nainaa tere aise jaise bhuulbhulaiyaa badii alabelii hai tuu naar navelii hai threedots  o ho kab tak piichhaa karoge yah premii aankhon ko miiche tar ra ram chalataa jaae tere piichhe la la la laa ai khinchaa chalaa jaae kachche dhaage se sainyaa khel vo khelii hai tuu naar navelii hai threedots  jaaduu koii hai ki dhokhaa tar ra ram qadamon ko na jaae rokaa jaane kahaan le ke chalii thaam ke bainyaa aate jaaie aaj akelii hai tuu naar navelii hai threedots 
jiivan ke har mod pe mil jaaenge hamasafar,jhoothaa kahin ka,1979,kishore asha,r d burman,gulshan bawra, ki jiivan ke har mod pe mil jaaenge hamasafar    jo duur tak saath de dhuundhe usii ko nazar 2    tu vo hii hai jisako dhuundhe kab se merii do nigaahen    chalate chalate mil jaaengii tere mere dil kii raahen    itane bade is jahaan men basaaenge ham apanaa chhotaa saa ghar    jiivan ke har mod pethreedots  a laa laa laa laa laa laa laa 4   jiivan ke har mod pethreedots  a tan ke piichhe koii bhaage koii tan kaa hai shikaarii    ho man se man kaa jodanaa to vo hii sachchaa hai pujaarii koras para pa para pa para pa     para pa pa pa pa pa pa pa3 a saare shikaarii yahaan par bhii hain    in par yakiin ab na kar    jiivan ke har mod pethreedots  ki vo laakhon men ek hai yaaro jis ko dil se mainne chaahaa a ho mainne thaamaa teraa daaman mainne teraa pyaar saraahaa koras para pa para pa para pa     para pa pa pa pa pa pa pa3 a  ho ab eka hii raaste pe chalenge ham ki hai ik hamaarii dagar     jiivan ke har mod pe  a  para pa para pa para pa ki mil jaaenge hamasafar a  para pa para pa para pa ki jo duur tak saath de  a  aaa ki dhuundhe usii ko nazar a  aaaa     jiivan ke har mod pe mil jaaenge hamasafar    jo duur tak saath de dhuundhe usii ko nazar  koras la la la la la la la a para pa para pa para pa 2 koras la la la la la la la 2 a aaaaaa
maujon kii dolii chalii re,jeevan jyoti,1976,kishore,salil chowdhury,anand bakshi,  maujon kii dolii chalii re chalii parades chalii bagiyaa se baabul kii tod ke piyaa le chalaa premakalii re  2 maujon kii dolii chalii re  panaghat tak aaii sakhiyaan saheliyaan 2 rah gaiin piipal kii chhaanv men sab paheliyaan chhuut gaii vo galii re maujon kii dolii chalii re threedots  nadiyaa dhiire baho dulhan sharamaaye 2 man hichakole khaaye ghuunghat naa khul jaaye pavan badii manachalii re maujon kii dolii chalii re threedots 
dinbdin vo mere dil se,trishna,1978,lata,kalyanjianandji,anjaan,  dinbdin vo mere dil se kyon duur duur hone lage mere aramaan mere sapane kyon chuur chuur hone lage dinbadin vo threedots   phuulon se thii sajiisajii kal kii vo zindagii aayenge kyaa na laut kar guzare vo din kabhii guzare vo din kabhii kyaa uthaa dhuaan mere do jahaan kaise benuur hone lage dinbdin vo threedots   palakon pe hai rukaarukaa ashkon kaa kaaravaan barasii ghataa to jhuumakar trishnaa bujhii kahaan trishnaa bujhii kahaan zindagii tujhe aise bhii sitam kaise manzuur hone lage dinbdin vo threedots 
pallo latake re mhaaro pallo latake,naukar,1979,asha kishore,r d burman,majrooh, aa  pallo latake re mhaaro pallo latake  2     zaraa saa tedho ho jaa baalamaa mhaaro pallo latake        ki gorii  jiyo bhatake re mhaaro jiyo bhatake  2     zaraa saa uun zaraa saa aa     zaraa saa siidho ho jaa zaalimaa mhaaro jiyo bhatake  aa  is khaatir se tere dwaar liyo main ne pallo daar  2     par chhaatii men naa siidho laage mhaare nain kataar     zaraa saa aa zaraa saa uun     zaraa saa tedho ho jaa baalamaa mhaaro pallo latake threedots  ki  muunge jaise laale honth motii jaise gore gaal  2     zaraa saa ghunghataa uupar pher dikhaade mo ko bhii ye maal     zaraa saa uun zaraa saa aa     zaraa saa siidho ho jaa zaalimaa mhaaro jiyo bhatake threedots  aa  main huun jis bastii kii huur nagar gulaabii hai mashahuur  2 ki  gorii hans ke baiyaa daal yahii pe dikhalaa tuu uur      zaraa saa uun zaraa saa aa      zaraa saa siidho ho jaa zaalimaa mhaaro jiyo bhatake threedots
vaastaa hii naa jab rahaa tumase,chori chori,1973,mukesh,shankarjaikishan,gulshan bawra,  vaastaa hii naa jab rahaa tumase phir jafaaon kaa kyaa gilaa tumase tum kisii gair kii amaanat ho kaisaa shiqavaagilaa bhalaa tumase  usakii qismat pe rashq aataa hai jisake dil kaa jahaan basaa tumase achchhii qismat hii nahiin thii apanii kaise kah duun buraa bhalaa tumase vaastaa hii naa threedots  dard ke paraae ho baithe kaise maanguun davaa ab tumase vaastaa hii naa threedots 
maan ko pukaar kar  mere laal,aavishkaar,1973,manna dey,kanu roy,gyan dev agnihotri, maan ko pukaarakar puuchhaa bachche ne aayaa kahaan se huun maan bolo to padaa kahaan paayaa gayaa bolo to sunakar savaal yah maan ke stanon se uphan padaa duudh aur bah aayaa aankhon se uttar  mere laal tum to hameshaa the mere man kii abhilaashaa me mere tan kii paribhaashaa me bachapan ke gudiyaaghar me kitnii baar tujhe khelatekhelate todaa todatetodate jodaa paakar khoyaa aur khokar paayaa hai kahaan se bataauun tuu aayaa hai padaa tujhe maine kahaan paayaa hai mere laal  milaa thaa man ko mere jab ik tan upjaa thaa tuu hii ik madhur chhand ban2 ai gaatgaat ang ang mahakaa thaa chhun chananan os bharii subah se suhaag ke sangiit se sab kii manuhaar se indradhanushii sapnon saa aayaa hai kahaan se bataauun tuu aayaa hai padaa tujhe maine kahaan paayaa hai mere laal  tuu haan tuu hii to hai merii amar aashaa subah kaa sapanaa maan aur daadii kii sunaharii kvaahish prem kii parampara kvaab kii kvaahish aur prem kii aashaa se banii terii kayaa hai kahaan se bataauun tuu aayaa hai padaa tujhe maine kahaan paayaa hai mere laal
dekhaa phuulon ko  nahiin main nahiin dekh sakataa,majboor,1974,kishor lata,laxmikantpyarelal,anand bakshi,  dekhaa phuulon ko kaanton pe sote hue dekhaa tuufaan ko kashtii dubote hue dekh sakataa huun main kuchh bhii hote hue nahiin main nahiin dekh sakataa tujhe rote hue 2  ek din bigadii qismat sanvar jaaegii ye kushii hamase bachakar kidhar jaaegii gam na kar zindagii yuun guzar jaaegii raat jaise guzar gaii sote hue nahiin main nahiin threedots  tuu bhii sun le jo maine sunaa ek din ek maalan ne mujhako kahaa ek din khel kaanton se kaliyaan pirote hue nahiin main nahiin threedots  aankh bhar aaii phir kyon kisii baat par kar bharosaa bahan bhaaii kii baat par haath rakh de yaqiin se mere haath par muskaraa de zaraa yuun hii rote hue nahiin main nahiin threedots 
tumhiin rahanumaa ho merii zindagii ke,doraahaa,1971,asha,sapanjagmohan,indeevar,  tumhiin rahanumaa ho merii zindagii ke bigaado mujhe yaa sanvaaro mujhe mujhe sharm kaisii mere saath tum ho kisii raaste se guzaaro mujhe tumhiin rahanumaa ho threedots  tumhaare lie to main mar ke bhii jii luun sharaab to kyaa hai zahar bhii main pii luun lage dagamagaane qadam aaj mere sahaaraa to do ai sahaaron mujhe tumhiin rahanumaa ho threedots  main huun laaj ghar kii tumhaarii aaratii huun magar mahafilon kii shamaa ban gaii huun meraa ab yahaan se palatanaa hai mushqil bhale hii kahiin se pukaaro mujhe tumhiin rahanumaa ho threedots 
