Title,Film,Year,Singer,Composer,Lyricist,Lyrics
aise na mujhe tum dekho siine se lagaa luungaa,darling darling,-1,kishore,r d burman,majrooh, aise na mujhe tum dekho siine se lagaa luungaa tum ko main churaa luungaa tumase dil men basaa chhupaa luungaa  tere dil se ai dilabar dil meraa kahataa hai pyaar ke dushman log mujhe dar lagataa rahataa hai thaam lo tum merii baahon main tumhen sambhaaluungaa tumako main churaa luungaa tumase dil men basaa luungaa  dhiimiidhiimii aag se sholaa bhadakaayaa hai duur se tumane is dil ko kitanaa tadapaayaa hai main ab is dil ke saare armaan nikaaluungaa tum ko main churaa luungaa tumase dil men basaa luungaa  pyaar ke daaman men chun kar ham phuul bhar lenge raaste ke saare kaante duur kar denge jaaneman tumako apanii main jaan banaa luungaa tum ko main churaa luungaa tumase dil men basaa luungaa
o maanjhii re apanaa kinaaraa nadiyaa kii dhaaraa hai,khushboo,-1,kishore,r d burman,gulzar, o maanjhii re  apanaa kinaaraa  nadiyaa kii dhaaraa hai o maanjhii re threedots  saahilon pe bahane vaale  kabhii sunaa to hogaa kahiin o threedots ho  kaagazon kii kashtiyon kaa kahiin kinaaraa hotaa nahiin ho maanjhii re threedots maanjhii re  koi kinaaraa jo kinaare se mile vo apanaa kinaaraa hai threedots o maanjhii re threedots  paaniyon men bah rahe hain kai kinaare tuute hue o threedots ho raaston men mil gae hain     sabhii sahaare chhuute hue threedots koi sahaaraa majhadhaare men mile vo apanaa sahaaraa hai threedots  o maanjhii re  apanaa kinaaraa  nadiyaa kii dhaaraa hai o maanjhii re threedots
chorii chorii merii galii aanaa hai buraa,jaal,-1,lata chorus,s d burman,sahir,   chorii chorii merii galii aanaa hai buraa  aig aa ke binaa baat kiye jaanaa hai buraa  aig  achchhe nahiin ye ishaare pedon tale chhupchhupaake aao na do baaten kar len nazaron se nazare milaa ke din hain pyaar ke mauj bahaar ke dekho bhole bhaale dil ko tadapaanaa hai buraa chorii chorii merii galii aanaa hai buraa threedots  dil aa gayaa hai to pyaare badanaam hone kaa dar kyaa ishqovafaa kii galii men duniyaa ke gam kaa guzar kyaa din hain pyaar ke mauj bahaar ke dekho bhole bhaale dil ko tadapaanaa hai buraa chorii chorii merii galii aanaa hai buraa threedots 
hazaar raahen mudake dekhiin,thodi si bewafai,0,kishore lata,khaiyyam,gulzar, ki hazaar raahen mudake dekhiin  kahiin se koi sadaa na aaii  l badi vafaa se nibhaaii tumane  hamaarii thodii si bevafaaii threedots  ki jahaan se tum mod mud gaye the  2 vo mod ab bhi vahii khade hain  l ham apane pairon men jaane kitane  2 bhanvar lapete hue khade hain  badi vafaa se nibhaii tumane  hamaarii thodii si bevafaai threedots  ki kahiin kisii roz yuun bhi hota  hamaarii haalat tumhaarii hoti  l jo raaten hamane guzaarii marake  vo raat tumane guzaarii hotiin  badi vafaa se nibhaaii tumane  hamaarii thodii si bevafaaiithreedots   ki unhen ye zid thi ke ham bulaate  hamen ye ummiid vo pukaaren  l hai naam honthon men ab bhi lekin aavaaz men pad gai daraaren   ki hazaar rahen mudake dekhiin  kahiin se koi sadaa na aaii  l badi vafaa se nibhaaii tumane  hamaarii thodii si bevafaaiithreedots 
honthon se chhuulo tum meraa giit amar kar do,prem geet,0,jagjit singh,jagjit singh,indeevar, honthon se chhuulo tum meraa giit amar kar do ban jaao miit mere merii priit amar kar do  na umar kii siimaa ho na janam kaa ho bandhan jab pyaar kare koii to dekhe keval man naii riit chalaakar tum ye riit amar kara do honthon se chhuulo tum  threedots  jag ne chhiinaa mujhase mujhe jo bhii lagaa pyaaraa sab jiitaa kiye mujhase main har dam hii haaraa tum haar ke dil apanaa merii jiit amar kar do honthon se chhuulo tum  threedots  aakaash kaa suunaapan mere tanahaa man men paayal chhanakaatii tum aajaao jiivan men saansen dekar apanii sangiit amar kar do honthon se chhuulo tum  threedots 
khudaa hamako aisii khudaaii naa de  jagjit gazal ,nonfilm,-1,jagjit singh,,bashir badr, khudaa hamako aisi khudaai naa de ki apane sivaa kuchh dikhaaii naa de  hanso aaj itanaa ki is shor men salaah ke sivaa kuchh sunaaii naa de  abhii to badan men lahuu hai bahut kalam chhiil le roshanaaii naa de  khudaa aise ehasaas kaa naam hai rahe saamane par dikhaaii naa de
ai gamedil kyaa karuun,thokar,-1,talat  asha,sardar malik,majaaz, shahar kii raat aur main naashaadonaakaaraa firuun jagamagaatii jaagatii sadakon pe aavaaraa firuun  ai gamedil kyaa karuun ai vahashatedil kyaa karuun kyaa karuun kyaa karuun ai gamedil kyaa karuun  ye ruupahalii chhaanv ye aakaash par taaron kaa jaal jaise suufii kaa tasavvur jaise aashiq kaa khayaal aah lekin kaun samajhe kaun jaane dil kaa haal ai gamedil kyaa karuun threedots  raaste men ruk ke dam luun ye merii aadat nahiin laut kar vaapas chalaa jaaun merii fitarat nahiin aur koi hamanavaa mil jaae ye qismat nahiin ai gamedil kyaa karuun threedots  ai gamedil kyaa karuun ai vahashatedil kyaa karuun kyaa karuun kyaa karuun ai gamedil kyaa karuun  mujhako qismat ne banaya gandale pani ka kanval kak men mil mil gae sab arazu ke ye mahal kya khabar thi yun meri taqadir jaegi badal ai gamedil threedots  ruthane vale kisi majabur se ruthega kya jis tarah qismat ne luta yun koi lutega kya ye mere tute hue dil aur tu tutega kya ai gamedil threedots
are raftaa raftaa dekho aankh merii ladii hai,kahaani kismat ki,0,kishore rekha,kalyanjianandji,rajinder krishan, ki are suno suno o bhaaiyon bahanon are magan bhaaii o chhagan bhaaii o saamaalo re daamaalo o suno suno o raaghobaa o dhondiibaa o karnal sinh o jarnail sinh o tussii bhii suno paappe ki  are raftaa raftaa dekho aankh merii ladii hai 2 aankh jisase ladii hai vo paas mere khadii hai mujhe jaanatii hai jabase ye maratii hai tabase main bhii isase chorii chhupe chaahataa huun tabase dil men ye mere bas gaii  ai kudii fans gai   re  ye tum kyaa kah rahe ho  maine aisaa to nahiin kahaa thaa  ki  he he  are raftaa raftaa dekho aankh merii ladii hai aankh jisase ladii hai vo paas mere khadii hai ki  mujhe pyaar sikhaayaa kisane isane 2 mujhe pyaar sikhaake diivaanaa banaayaa kisane isane ye pyaar kaa kamaal hai sharaab kaa suruur nahiin honaa thaa so ho gayaa kisiikaa bhii qusuur nahiin haathon men mere ras gai  e kudii fans gai  re  ohfo ye tum kyaa kah rahe ho maine aisaa to nahiin kahaa thaa  ki   hmm hmmmm  are raftaa threedots  ki  are pahalii sharaarat kisane kii isane kii  2 are pahalii sharaarat karake mohabbat kisane kii isane kii isako pasand main mujhe ye pasand hai dil mil jaate  baaten yahaan band hain baat hai ye asalii   o paandobaa poragii fasalii re fasalii re  paagal ho gae ho kyaa maine aisaa to nahiin kahaa thaa ki  aagaye zavaal ye laajo nako 4  raaghobaa dhondiibaa paandobaa   marathi names  aagaye zavaal ye laajo nako   dont be shy come close  porgii fasalii re fasalii   marathi for ladki pat gaii 
apane honthon kii bansii banaale mujhe,gambler,0,kishore lata,s d burman,rajinder krishan, la apane honthon kii bansii banaale mujhe  meri saanson men teri saans ghul jaae   ki aarazuu to hamaarii bhi hai ye magar  dar hai mausam kahiin na badal jaae   la dekhaa tujhe chadhaa ye kaisaa nashaa  chalii ye kaisii havaa bhule ham ghar ka pataa ho ho  ab to nahiin hamase honaa judaa  apanii baahon ka ghuunghat udhaa de mujhe  pyaar kii ye na dolii nikal jaae  ki aarazuu   ho ho ho   ye to bataa kahaan rakhuun ye kamal  zindagaanii hai meri ret ka ek mahal ho ho  yaad jaise ho koi ati gazal  apanii raton ka dipak banaale mujhe  ye sulagatii huii shaam jal jaae   dono paas to aa ye din mar jaane ka hai  ho ye din kuchh khone ka hai  ye din kuchh paane ka hai  mausam ye ruuthane manaane ka hai   apane daaman kii khushabuu banaale mujhe  dil ke suune men koi phuul khil jaae  aarazuu 
barasen buundiyaan saavan kii,nonfilm,-1,lata,hridaynath mangeshkar,meerabai,  barasen buundiyaan saavan kii saavan kii man bhaavan kii  saavan men umagyo mero man bhanak sunii hari aavan kii umadghumad chahuu dishaa se aayo daaminii damake jhar laavan kii  nanhiinanhii buundan mehaa barasen shiital pavan suhaavan kii miiraa ke prabhu giridhar naagar aanand mangal gaavan kii  barase buundiyaan saavan kii saavan kii man bhaavan kii 
yuun niind se vo jaanechaman jaag uthii hai,dard ka rishta,-1,kishore,r d burman,anand bakshi, yuun niind se vo jaanechaman jaag uthii hai parades main phir yaadevatan jaag uthii hai yuun niinda se vo jaanaechamanathreedots  phira yaada hamen aaye hain saavana ke vo jhuule vo bhuula gaye hamako unhen ham nahiin bhuule unhe hama nahiin bhuule isa darda ke kaanton kii chubhana jaaga uthii hai paradesa men phira yaadaevatana jaaga uthii hai  hama loga sayaane sahii diivane hain lekina begaane bahuta achchhe hain begaane hain lekina begaane hain lekina begaano men apanon kii lagana jaaga uthii hai paradesa men phira yaadaevatana jaaga uthii hai  is shahar se thaa achchhaa bahut apanaa vo gaanv panaghat hai yahaan koii naa piipal kii vo chhaanv pashchim men vo puurab kii pavan jaag uthii hai parades men phir yaadevatan jaag uthii hai  yuun niinda se vo jaanaechamanathreedots
sapt suran tiin graam,tansen,-1,saigal,khemchand prakash,d n madhok, sapt suran tiin graam gaavo sab guniijan ikkiis muurchhanaa taanbaan ko milaavo 2 audhava sankiiran svar sampuuran raag bhed 2 alankaar bhuushan ban 2 raag ko sajaavo sapt suran   saa sur saadho man re apane rab ko chain 2 gaandhaar tajo gumaan 2 madhyam moksha paavo pancham parameshvar dhaivat dharo dhyaan 2 nii nit din prabhuu charan shiital aavo  sapt suran tiin gram gaavo sab guniijan  ikkis muurchhanaa taanbaan ko milaavo sapt
merii qisamat men tuu nahiin shaayad,prem rog,-1,suresh wadkar lata,,amir qazalbash,  merii qisamat men tuu nahiin shaayad kyon teraa intazaar karataa huun main tujhe kal bhii pyaar karataa thaa main tujhe ab bhii pyaar karataa huun merii qisamat men tuu nahiin shaayad   threedots  sochataa huun ki merii aankhon ne kyon sajaaye the pyaar ke sapane tujhase maangii thii ik khushii main ne tuune gam bhii nahiin diye apane zindagii bojh ban gayii ab to ab to jiitaa huun aur na marataa huun main tujhe kal bhii pyaar karataa thaa main tujhe ab bhii pyaar karataa huun   threedots  aaj samajhii huun pyaar ko shaayad aaj main tujhase pyaar karatii huun kal meraa intazaar thaa tujhako aaj main intazaar karatii huun aaj samajhii huun pyaar ko shaayad   threedots  ab na tuute ye pyaar ke rishte ab ye rishte sambhaalane honge merii raahon se tujhe kal kii tarah jhuk ke kaante nikaalane honge mil na jaaye jhushii ke raste men gam kii parachhaaiyon se daratii huun kal meraa intazaar thaa tujhako aaj main intazaar karatii huun   threedots 
shaam dekho dhal rahii hai,anjaan hai koyee,-1,rafi usha khanna,usha khanna,manohar khanna, l shaam dekho dhal rahii hai  panchhii dekho jaa rahe hai  tu bhi chal mere sang o jivan saathii   threedots   rafii shaam dekho dhal rahii hai  panchhii dekho jaa rahe hai  tu bhi chal mere sang o jivan saathii threedots  dono shaam dekho dhal rahii hai   l hai shaam ke anchal main mastii hai bhiigii bhiigii  aur de rahii hai dhadakan aavaaz dhiimii dhiimii  aavaaz dhiimii dhiimii  tu bhi chal mere sang o jivan saathii threedots  shaam dekho dhal threedots   rafii ye niil kamal si aankhen hai kaajal bin kajarari  hai ras sambhalake  ye sundar pyaarii pyaarii  ye sundar pyaarii pyaarii  tu bhi chal mere sang o jivan saathii threedots  shaam dekho dhal threedots 
meraa dil jo meraa hotaa,anubhav,-1,geeta,kanu roy,gulzar,  meraa dil jo meraa hotaa palakon pe pakad letii honthon pe uthaa letii haathon me khudaa hotaa meraa dil   threedots  suuraj ko masal ke main chandan ke tarah malatii sone kaa badan le kar kundan kii tarah jalatii is gore se chehare par aainaa fidaa hotaa meraa dil   threedots  barasaa hai kahiin par to aakaash samundar men ik buund hai chandaa kii utare na samundar men do haathon ke okh men ye gir padataa to kyaa hotaa haathon men khudaa hotaa meraa dil   threedots 
kab tak dil kii kair manaayen, nonfilm,-1,ghulam ali,,faiz,     kab tak dil kii kair manaayen kab tak rah dikhalaaoge kab tak chain kii mohalat doge kab tak yaad na aaoge  biitaa dard ummiid kaa mausam kaaq udaatii aankhon men kab bhejoge dard kaa baadal kab barakhaa barasaaoge  ahadewafaa aur tarqemuhabbat jo chaaho so aap karo apane bas kii baat hii kyaa hai hamase kyaa manawaaoge  kisane wasl kaa suuraj dekhaa kis par hijr kii raat dhalii gesuon waale kaun the kyaa the unako kyaa jatalaaoge  faiz dilon ke bhaag men hai ghar basanaa bhii lut jaanaa bhii tum us husn ke lutfokaram par kitane din itaraaoge 
labekhaamosh se afshaa hogaa,nonfilm,-1,feroz akhtar,,ahmed nadeem qasmi, ye maukaa hai apane khaaseyaar ko khush karane kaa threedots   ise suniye to aashik gaa rahe hain lekin mahabuubaa bhi gaa sakatii hai  kuchh editingke baad kyunke agar ladakiyaan khaasokhaas ho sakatii hain  to ladake bhi koi khaaseaam nahiin  thiik kah rahi huun na ham aapake liye khaas aap hamaare liye khaas ye baat aur hai ke aap bayaan kar dete hain aur ham nahii   hrule labekhaamosh se afshaa hogaa  raaz har rang men rusavaa hogaa   2 kis tavvaako pe kisii ko dekhen  2 koi tumasa bhi hasiin kya hogaa  3  jis bhi fanakaar ka shahakaar ho tum  2 usane sadiyon tumhen sochaa hogaa  2 raaz har rang men rusavaa hogaa     labekhamosh se afshaa hogaa      ziinateghalakaaye aagosh bano  2 dur baithoge to charchaa hogaa  labekhamosh se afshaa hogaa    raaz har rang men rusavaa hogaa     sari duniya hamen pahachaanatii hai   2 koi hamasaa bhi na tanhaa hogaa   2  labekhamosh se afshaa hogaa    raaz har rang men rusavaa hogaa    2
ham tum se muhabbat kar ke sanam duniyaa kaa fasaanaa bhuul gaye,wahan ke log,-1,mukesh,c ramchandra,shakeel,  ham tum se muhabbat kar ke sanam duniyaa kaa fasaanaa bhuul gaye aankhon se terii ek jaam piyaa phir hosh men aanaa bhuul gaye  jab dekh lii terii mast nazar maikhaane kaa rastaa chhod diyaa zulfon pe terii jab aankh padii saavan kaa zamaanaa bhuul gaye aankhon se terii   threedots  ai husn terii ulfat ne hamen pahunchaa diyaa aisii manzil pe kadamon pe tere ek sajadaa kiyaa phir sar ko uthaanaa bhuul gaye aankhon se terii   threedots
aadhii raat ko ye duniyaa waale,bata do tum nonfilm,-1,ghulam ali,,,     aadhii raat ko ye duniyaa waale jab kaabon men kho jaate hain aise men muhabbat ke rogii yaadon ke charaag jalaate hain  karate hain muhabbat sab hii magar har dil ko silaa kab milataa hai aatiin hain bahaaren gulashan men har phuul magar kab khilataa hai  main raanjhaa na thaa tuu hiir na thii ham apanaa pyaar nibhaa na sake yuun pyaar ke kwaab bahut dekhe taabiir magar ham paa na sake  mainne to bahut chaahaa lekin tuu rakh naa sakii waadon kaa bharam ab rah rah kar yaad aataa hai jo tuune kiyaa is dil pe sitam  pardaa jo hataa duun chehare se tujhe log kahenge harajaaii majabuur huun main dil ke haathon manzuur nahiin terii ruswaaii  sochaa hai ke apane honthon par main chup kii mohar lagaa luungaa main terii sulagatii yaadon se ab is dil ko bahalaa luungaa 
wo kahate hain ranjish kii baaten bhulaa den, nonfilm,-1,malika pukhraj,malika pukhraj,,     wo kahate hain ranjish kii baaten bhulaa den muhabbat karen kush rahen muskuraa den  jawaanii ho gar jaavidaanii to yaarab terii sadaa duniyaa ko jannat banaa den  shabewasl kii bekudii chhaa rahii hai kaho to sitaaron kii shammen bhujhaa den  tum afasaanaekais kyaa puuchhate ho idhar aao ham tumako lailaa banaa den 
us bazm men mujhe nahiin banatii hayaa kiye, nonfilm,-1,talat,,ghalib,     us bazm men mujhe nahiin banatii hayaa kiye baithaa rahaa agarache ishaare huaa kiyaa  kis roz tohamaten na taraashaa kiye huzuur kis din hamaare sar pe na aare chalaa kiye  zid kii hai aur baat magar kuubarii nahiin bhuule se usane saikadon waadewafaa kiye  gaalib tumhiin kaho ke milegaa jawaab kyaa maanaa ke tum kahaa kiye aur wo sunaa kiye 
kabhii ai haqiiqatemuntazar nazar aa libaasemajaaz men,dulhan ek raat ki,-1,lata chorus,madan mohan,iqbal, kabhii ai haqiiqatemuntazar nazar aa libaasemajaaz men ke hazaaron sajade tadap rahe hain merii jabiineniyaaz men  na bachaabachaa ke tuu rakh ise teraa aaiinaa hai vo aaiinaa ke shikastaa ho to aziizatar hai nigaaheaaiinaasaaz men  na vo ishq men rahiin garmiyaan na vo husn men rahiin shokiyaan na vo gazanavii men tadap rahii na vo kham hai zulfeaayaaz men  main jo sarbasajadaa kabhii huaa to zamiin se aane lagii sadaa teraa dil to hai sanam aashanaa tujhe kyaa milegaa namaaz men  kabhii ai haqiiqatemuntazar nazar aa libaasemajaaz men ke hazaaron sajade tadap rahe hain merii jabiineniyaaz men 
saanjh dhale gagan tale,utsav,-1,suresh wadkar,laxmikantpyarelal,vasant dev, saanjh dhale gagan tale ham kitane ekaakii  saanjh dhale gagan tale ham kitane ekaakii chhod chale naino ko kiranon ke paakhii  path kii jaalii se jhaank rahii thiin kaliyaan  2 gandh bharii gunagun men magan hui thiin kaliyaan itane men timir dasa sapane le nayano men kaliyon ke aansuon kaa koi nahiin saathii chhod chale nayano ko kiranon ke paakhii saanjh dhale gagan tale threedots  juganuu kaa pat odhe aayegii raat abhii  2 nishigandhaa ke sur men kah degii baat sabhii kapata hai man jaise daalii ambavaa kii chhod chale nayano ko kiranon ke paakhii saanjh dhale gagan tale threedots
janam janam kaa dukhiyaa praanii,tadbir,-1,saigal,lal mohomed,swami ramanand, janamjanam kaa dukhiyaa praanii 2 aayaa sharan tihaarii 2 bhagavan aayaa main aayaa  kadamkadam par ghor musiibat 2 sar pe bipadaa bhaarii janamjanam kaa dukhiyaa praanii aayaa sharan tihaarii 2 bhagavan aayaa main aayaa  bichhii hai chaaron or se aansuu 2 bujhe na diipak meraa meraa jiivan ik diyaa men 2 chhaa na jaaye andheraa 2 tej havaa se ise bachaa ke karanaa ab rakhavaarii janamjanam kaa dukhiyaa praanii aayaa sharan tihaare 2 bhagavan aayaa main aayaa  soi huii 2 jvaalaa ko jagaa do baakii jag ko aag lagaa do jale hue mere man kii aashaa bhagavan aas tihaarii aayaa sharan tihaarii bhagavan aayaa main aayaa janamjanam kaa dukhiyaa praanii aayaa sharan tihaare 2 bhagavan aayaa main aayaa 
phuulon se merii sej sajaa lo,lal patthar,-1,asha,shankarjaikishan,,  phuulon se merii sej sajaao aaj main luungii janam dubaaraa  chandaa kii bindiyaa taaron ke kangan sapanon ke laao haar saanson men merii kesar mahake angon men jhuume bahaar  aisaa karo singaar sakhii rii sudh budh bhuule shyaam hamaaraa 
saare jahaan se achchhaa hindosataan hamaaraa,apna ghar,-1,sona thakur,ravi,iqbal, saare jahaan se achchhaa hindostaan hamaaraa ham bulabule hain isakii vo gulasitaan hamaaraa  gurabat men hon agar ham rahataa hai dil vatan men samajho vahiin hamen bhii dil ho jahaan hamaaraa saare threedots  parvat ho sabase uunchaa hamasaayaa aasamaan kaa vo santarii hamaaraa vo paasavaan hamaaraa saare threedots  godii men khelatii hain jisakii hazaaron nadiyaan gulashan hai jisake dam se rashkejinaan hamaaraa saare threedots  ai aaberaundegangaa  vo din hai yaad tujhako utaraa tere kinaare jab kaaravaan hamaaraa saare threedots  majahab nahiin sikhaataa aapas men bair rakhanaa hindii hain ham vatan hain hindostaan hamaaraa saare threedots  yuunaan misr romaan sab mit gae jahaan se ab tak magar hai baakii naamonishaan hamaaraa saare threedots  kuchh baat hai kii hastii mitatii nahiin hamaarii sadiyon rahaa hai dushman daurejahaan hamaaraa saare threedots  iqabaal koi marahuum apanaa nahiin jahaan men maaluum kyaa kisii ko dardenihaan hamaaraa saare threedots
kabhii tanahaaiyon men hamaarii yaada aaegii,hamari yaad aayegi,0,mubarak begum,snehal bhatkar,kedar sharma, kabhii tanahaaiyon men  hamaarii yaada aaegii andhere chhaa rahe honge ke bijali kaundh jaaegii kabhii tanahaaiyon men yuunthreedots  ye bijali raakha kara jaegii tere pyaar kii duniyaa  2 naa phira tuu jii sakegaa aura naa tujhako mauta aaegii kabhii tanahaaiyon men yuunthreedots
raahii mil gaye raahon men baaten huii nigaahon men,dil deke dekho,-1,rafi,usha khanna,majrooh, raahii mil gaye raahon men baaten hui nigaahon men dil samajhaa ham samajhe iqaraar ho gayaa vallaah pyaar ho gayaa pyaar ho gayaa ab to pyaar ho gayaa pyaar ho gayaa  koi chalaa jaaegaa  phir koi pachhataaegaa jaagenge soe soe raaton ko khoe khoe koi thaa unape nisaar ho gayaa vallaah pyaar ho gayaa threedots  jo huaa so huaa dard mile yaa davaa ulfat men kaahekaa gam jo hogaa dekhenge ham honaa thaa dil ko qaraar ho gayaa ab to pyaar ho gayaa threedots
mujhe maaf kar ai dilarubaa main shikaar huun haalaat kaa,girl from india,-1,talat aziz,,,  mujhe maaf kar ai dilarubaa main shikaar huun haalaat kaa tuu hai subah kii raushanii main huun andheraa raat kaa  par kat chuke hon jis ke vo panchii kabhii udataa nahiin  2 tuut jaataa hai jo dil vo dil kabhii judataa nahiin hai kabar mujhe tere pyaar kii hai pataa tere jazabaat kaa mujhe maaf kar threedots  naakaam sii ye zindagii bas naam kii hai zindagii  2 jo tere kaam na aa sakii kis kaam kii hai zindagii mujhase na dekhaa jaaye hai jalanaa teraa din raat kaa mujhe maaf kar threedots  tujhase judaa hone kaa gam sah na sakuungaa terii qasam  2 aate hii vo zaalim ghadii meraa nikal jaayegaa dam bas aakirii hogaa vo din merii naamuraad hayaat kaa mujhe maaf kar threedots  
terii kushabuu men  jinako duniyaa kii,nonfilm,-1,jagjit singh,jagjit singh,rajendranath rahbar, jinako duniyaa kii nigaahon se chhupaaye rakhaa jinako ik umr kaleje se lagaaye rakhaa diin jinako jinhen iimaan banaaye rakhaa  jinakaa har lafz mujhe yaad thaa paanii kii tarah yaad the mujhako jo paigaamezubaanii kii tarah mujh ko pyaare the jo anamol nishaanii kii tarah  tuune duniyaa kii nigaahon se jo bachakar likhe saalahaa saal mere naam baraabar likhe kabhii din men to kabhii raat ko uthakar likhe  terii kushabuu men base kat main jalaataa kaise pyaar men duube hue kat main jalaataa kaise tere haathon ke likhe kat main jalaataa kaise  tere kat aaj main gangaa men bahaa aayaa huun aag bahate hue paanii men lagaa aayaa huun
ham pyaar men jalanevaalon ko chain kahaan haay aaraam kahaan,jailor,0,lata,madan mohan,rajinder krishan, ham pyaar men jalanevaalon ko chain kahaan haay aaraam kahaan ham pyaar men jalanevaalon ko threedots  priit kii andhiyaarii manzil men chaaron or siyaahii aadhii raah men hii ruk jaaye is manzil kaa raahii kaanton par chalanevaalon ko chain kahaan haay aaraam kahaan ham pyaar men jalanevaalon ko threedots  bahalaaye jab dil naa bahale to aise bahalaayen gam hii to hai pyaar kii daulat ye kahakar samajhaayen apanaa man chhalanevaalon ko chain kahaan haay aaraam kahaan ham pyaar men jalanevaalon ko threedots
unake aage gamedil chhupaa padaa, nonfilm,-1,talat,,shamim jaipuri,     unake aage gamedil chhupaa padaa ro rahaa thaa magar muskuraanaa padaa  aankhonaankhon men aa jaise saagar chale mere saathon ko bhii ladakhadaanaa padaa  aaj phuulon kii begaanagii dekhakar mujhako kaanton se daaman sajaanaa padaa  ham bhii zid par shamiim apanii aa hii gaye bijaliyon men nasheman banaanaa padaa 
ham ko dushman kii nigaahon se na dekhaa kiijiye,nonfilm,0,chitra singh,jagjit singh chitra singh,rais akhtar, ham ko dushman kii nigaahon se na dekhaa kiijiye pyaar hii pyaar hain ham ham pe bharosaa kiijiye  chand yaadon ke sivaa haath na kuchh aayegaa is tarah umreguzaraa kaa na piichhaa kiijiye  roshnii auron ke aangan men gavaaraa na sahii kam se kam apane hii ghar men to ujaalaa kiijiye  kyaa kabar kab vo chale aayenge milane ke liye roz palkon pe naii shammen jalaayaa kiijiye
ye ham jo hijr men diiwaarodar ko dekhate hain, nonfilm,-1,lata,hridaynath mangeshkar,ghalib,     ye ham jo hijr men diiwaarodar ko dekhate hain kabhii sabaa ko kabhii naamaavar ko dekhate hain  wo aaye ghar men hamaare kudaa kii qudarat hai kabhii ham unako kabhii apane ghar ko dekhate hain  nazar lage na kahiin unake dastobaazuu ko ye log kyuun mere zakmejigar ko dekhate hain 
aaii zanjiir kii jhanakaar kudaa kair kare,razia sultan,-1,kabban mirza,khaiyyam,jaan nisar akhtar, aaii zanjiir kii jhanakaar kudaa kair kare dil huaa kisakaa giraftaar kudaa kair kare  jaane yah kaun merii ruuh ko chhuukar guzaraa ek qayaamat huii bedaar kudaa kair kare  lamhaa merii aankhon men khiinchaa jaatii hai ek chamakatii huii talvaar kudaa kair kare  kuun dil kaa na chhalak jaae kahiin aankhon se ho na jaae kahiin izahaar kudaa na kare 
aaj kii kaalii ghataa mastmatavaalii ghataa,uski kahaani,-1,geeta,kanu roy,kaifi azmi, aaj ki kaalii ghataa mastmatavaalii ghataa  mujhase kahatii hai ki pyaasaa hai koi  kaun pyaasaa hai mujhe kyaa maaluum  aaj kii kaalii ghataa threedots  pyaas ke naam se jii darataa hai  is ilzaam se jii darataa hai  shaukebadanaam se jii darataa hai  miithii nazaron men samaayaa hai koi  kyon samaayaa hai mujhe kya maaluum  aaj kii kaalii ghataa threedots  pyaasii aankhon men muhabbat leke  ladakhadaa jaane kii ijaazat leke  mujhase bevajah shikaayat leke  dil kii dahaliiz tak aayaa hai koi  kaun aya hai mujhe kya maaluum  aaj kii kaalii ghataa threedots  kuchh mazaa aane lagaa jiine men  jaag uthaa dard koi siine men  mere ehasaas ke aaine men  ik saayaa nazar aataa hai koi kisakaa saayaa hai mujhe kyaa maaluum  aaj kii kaalii ghataa threedots  zindagii pahale na thii itani hasiin  aur agar thii to mujhe yaad nahiin  yahii afasaanaa na ban jaaye kahiin  kuchh nigaahon se sunaataa hai koi  kyaa sunaataa hai mujhe kya maaluum  aaj kii kaalii ghataa threedots
tuu pareshaan na ho ek pal men bikhar jaauungaa,,-1,ghulam ali,,, tuu pareshaan na ho ek pal men bhikhar jaauungaa main huun jhonkaa tere kuuche se guzaar jaauungaa  yuun to main huun kisii bahate hue dariyaa kii tarah tuu agar mujhako pukaaregaa thahar jaauungaa  main vo mittii huun jo hai chack ke gadrish men aasir tuu agar haath lagaa de to sanvar jaauungaa  jab se vo bichhade hain ye soch rahaa huun raashid is bhare shahar men tanhaa main kidhar jaauungaa
taaii din naa javaanii naal chaladii,nonfilm,-1,jagjit singh,,, taaii din naa javaanii naal chaladii  2 kuratii malamal dii  atharii terii javaanii kudiye tere vaasa naa renhandii  2 saade dil nuu laa bulaave tere hatthaan dii menhandii nit sulade dii laat vaanguun baladii  2 kuratii malamal dii taaii din naa threedots  tere kolon turanaa sikkhe panj dariyaa de paanii  2 jaa tuu koii hiir saletii jaa koii phuulaan raanii nit kudiyaan de vich nahiiyon raladii  2 kuratii malamal dii  patalii kuratii de vichchon hii ruup jhaatiyaan maare ang ang teraa tapadaa renhandaa luun luun kare ishaare jhuttii khaladii marodaa nahiiyon jhaladii  2 kuratii malamal dii
muggham baat pahelii jaisii bas wohii buujhe jisako bujaaye,best of mehdi hassan nonfilm,-1,mehdi hasan,mehdi hasan,,     muggham baat pahelii jaisii bas wohii buujhe jisako bujaaye bhed na paaye to ghabaraaye bhed jo paaye to ghabaraaye   jisako akele men aa aa kar dhyaan teraa rah rah ke sataaye chupake chupake baithaa roye aansuu ponchhe aur rah jaaye  saarii kahaanii bechainii kii maathe par likh detii hai aisii baat ki ghutate ghutate munh tak aaye aur rah jaaye 
