Title,Film,Year,Singer,Composer,Lyricist,Lyrics
ghuunghat hataayke nazaren milaayke,rangeen raaten,0,sudha malhotra mubarak begum,roshan,kedar sharma,  ghuunghat hataayke nazaren milaayke balmaa se kah duungii baat chorii chorii chupake chupake balmaa se kah duungii baat ghuunghat hataayke nazaren milaayke balmaa se kah duungii baat  baar baar leke angadaaii2 main khud hii hansii khud hii sharmaai khud hii hansii khud hii sharmaai kahane to aur kii  chorii chorii chupake chupake threedots  har dhadakan men naye taraane honthon par hain giit suhaane2 nainon men kyon barasaat haay raam nainon men kyon barasaat chorii chorii chupake chupake threedots 
itane qariib aake bhii na jaane kis liye,shagun,0,talat mubarak begum,khaiyyam,sahir, t  itane qariib aake bhii kyaa jaane kis liye 2     kuchh ajanabii se aap hain kuchh ajanabii se ham     kuchh ajanabii se aap hain m  vo ek baat jo thii faqat aap ke liye 2     vo ek baat kah na sake aap hii se ham 2     kuchh ajanabii se aap hain   t  aisii to koii qaid nahiin dil kii baat par     apas kii baat hai to dare kyon kisii se ham     kuchh ajanabii se aap hain   threedots  m  tum duur ho to maut bhii aaye na ham ko raas 2     tum paas to jaan bhii de de khushii se ham     kuchh ajanabii se aap hain   threedots  t  maut ek vaham aur haqiikat hai zindagii     ik duusare ko maangenge is zindagii se ham do ik duusare ko maangenge is zindagii se ham     ik duusare ko maangenge 
jaane kahaan gae vo din kahate the terii raah men,mera naam joker,0,mukesh,shankarjaikishan,hasrat, jaane kahaan gae vo din kahate the terii raah men nazaron ko ham bichhaaenge chaahe kahiin bhii tum raho chaahenge tumako umr bhar tumako naa bhuul paaenge jaane kahaan gae vo din threedots  mere kadam jahaan pade sajade kiye the yaar ne  2 mujhako rulaa rulaa diyaa jaatii huii bahaar ne jaane kahaan gae vo din threedots  apanii nazar men aaj kal din bhii andherii raat hai  2 saayaa hii apane saath thaa saayaa hii apane saath hai jaane kahaan gae vo din threedots  is dil ke aashiyaan men bas unake kayaal rah gaye tod ke dil vo chal diye ham phir akele rah gaye jaane kahaan gae vo din threedots 
dil hii dil men le liyaa dil,tawaif,-1,mahendra kapoor,ravi,, dil hii dil men le liyaa dil maharabaanii aap kii dil ke qaabil kahaan ye kadardaanii aap kii  apane dil ko kyon na chahuun jis ne chaahaa aap ko ab to meraa dil bhii hai jaise nishaanii aap kii  aur is duniyaa men kyaa hai jiit ke qaabil bhalaa ek meraa diivaanaapan hai ek javaanii aap kii  phadphadaate honth jis ko kah na paaye shamr se jhukatii aankhon ne sunaa dii ye kahaanii aap kii
mere dil men dil kaa pyaaraa,nonfilm,-1,dilip kumar roy,dilip kumar roy,, mere dil men dil kaa pyaaraa hai magar milataa nahiin chashm men usakaa nazaaraa hai magar milataa nahiin  dhuundhataa phirataa huun usako darbadar aur kuubakuu har jagah vo aashakaaraa hai magar milataa nahiin  mere dil men vo hii khele aur khilaave mujhako vo ghar men dulhan kaa dulaaraa  hai magar milataa nahiin
tum jiyo hazaaron saal,sujata,-1,asha,s d burman,majrooh, tum jiyo hazaaron saal  saal ke din hon pachaas hazaar   suuraj roz aataa rahe roz gaataa rahe  leke kiranon ke mele  palachhin kaliyaan gin gin teraa har din  tab tak rangon se khelen rang jab tak baakii hai bahaaron men tum jiyo hazaaron saal  saal ke din hon pachaas hazaar threedots   yahaan vahaan shaam ho chaahe jahaan yuun hii jhuume shamaa sunake tumhaarii baaten pyaar liye chaand kaa tiikaa liye  yuun hii juganuu liye chamake tumhaarii raaten nuur jab tak baakii hai sitaaron men tum jiyo hazaaron saal  saal ke din ho pachaas hazaar threedots 
jaya jagadiisha hare,anand math,-1,hemant geeta,hemant,jayadeva,          hare muraare madhu kaitabha haare      gopaala govinda mukunda shaure       pralaya payodhi jale dhrutavan asi vedam      vihita vahitra charitram akhedam      keshava dhrta mina sharira jaya jagadisha hare     now geeta comes in with the last line of the shloka which is used by  jaydev as the refrain with only the name of the incarnation changing  she is constantly singing in the background if hemantda is reciting the  shloka in the foreground when he stops she is in the foreground with  her beautiful voice incredible  keshava dhruta mina sharira jaya  jagadisha hare       chalayasi vikramane balim adbhuta vamana      pada nakha nira janita jana pavana      keshava dhrta vamana rupa jaya jagadisha hare       vitarasi dikshu rane dikpati kamaniyam      dashamukha mouli balim ramaniyam      keshava dhrta rama sharira jaya jagadisha hare       nindasi yajnya viderahaha shruti jatam      sadaya hrudaya darshita pashu ghatam      keshava dhrta buddha sharira jaya jagadisha hare       mlechcha nivaha nidhane kalayasi karavalam      dhumaketum iva kimapi karalam      keshava dhrta kalki sharira jaya jagadisha hare        at the end of the song there is a great shloka which is also usually  song in  the bhajan tradition which is a succinct summary of the dashaavatara  per  jaydev here is that shloka         vedan uddharate jagannivahate bhugolam udbibhrate      daityam darayatem balim chalayate kshatra kshayam kurvate      poulasyam jayate halam kalayate karunyam atanvate      mlechchan murchayate dashakruti krute krushnaya tubhyam namah 
har ik suurat har ik tasviir mubaham hotii jaatii hai,nonfilm,-1,talat mahmood,iqbal,jigar moradabadi, har ik suurat har ik tasviir mubaham hotii jaatii hai ilaahii kyaa merii diivaanagii kam hotii jaatii hai  jahaan tak dil kaa shiiraazaa faraaham karataa jaataa huun ye mahafil aur baraham aur baraham hotii jaatii hai  vo rahrah kar gale milmil ke ruksat hote jaate hain merii aankhon se ya rab roshanii kam hotii jaatii hai  jidhar se main guzarataa huun nigaahen uthatii jaatii hain merii hastii bhii kyaa teraa hii aalam hotii jaatii hai 
tum mujhe bhuul bhii jaao to ye haq hai tumako,didi,-1,mukesh sudha malhotra,sudha malhotra,sahir, sudha tum mujhe bhul bhi jao to ye haq hai tumako meri bat aur hai mainne to muhabbat ki hai  mere dil ki mere jazabat ki kimat kya hai ulajheulajhe se khyalat ki kimat kya hai mainne kyun pyar kiya tumane na kyun pyar kiya in pareshan savalat ki kimat kya hai tum jo ye bhi na batao to ye haq hai tumako meri bat aur hai mainne to muhabbat ki hai tum mujhe bhul bhi jao to ye haq hai tumako  mukesh zindagi sirf muhabbat nahin kuchh aur bhi hai zulforukasar ki jannat nahin kuchh aur bhi hai bhukh aur pyas ki mari hui is duniya men ishq hi ek haqikat nahin kuchh aur bhi hai tum agar ankh churao to ye haq hai tumako mainne tumase hi nahin sabase muhabbat ki hai tum agar ankh churao to ye haq hai tumako  sudha tumako duniya ke gamodard se furasat naa sahi sabase ulafat sahi mujhase hi muhabbat na sahi main tumhari hun yahi mere liye kya kam hai tum mere hoke raho ye meri qismat na sahi aur bhi dil ko jalao ye haq hai tumako meri bat aur hai mainne to muhabbat ki hai tum mujhe bhul bhi jao to ye haq hai tumako
ulfat kii naii manzil ko chalaa, nonfilm,-1,,,qateel shifai,     ulfat kii naii manzil ko chalaa wo baanhen daal ke baanhon men dil todane waale dekh ke chal ham bhii to pade hain raahon men  kyaa kyaa na jafaaen dil pe sahiin par tumase koii shikawaa na kiyaa is zurm ko bhii shaamil kar lo mere maasuum gunaahon men  jab chaandanii raaton men tuune kud hamase kiyaa iqaraarewafaa phir aaj hai kyuun ham begaane tere beraham nigaahon men  ham bhii hain wahii tum bhii ho wahii ye apanii apanii qismat hai darate hii rahe wo kushiyon se jo duub gae hain aahon men 
dost ban kar bhii nahiin saath nibhaane waalaa, nonfilm,-1,ghulam ali,,ahmed faraz,     dost ban kar bhii nahiin saath nibhaane waalaa vahii andaaz hai zaalim kaa zamaane waalaa  kyaa kahen kitane maraasim the hamaare usake wo jo ik shakhs hai munh pher ke jaane waalaa  mainne dekhaa hai bahaaron men chaman ko jalate hai koii kaab kii taabiir bataane waalaa  tum takalluf ko bhii ikalaas samajhate ho faraaz dost hotaa nahiin har haath milaane waalaa 
aa piyaa in nainan men jo palak dhaanp tohe luun,,-1,nusrat fateh ali khan,,, aa piyaa in nainan men jo palak dhaanp tohe luun na main dekhuun gair ko na tohe dekhan duun kaajar daaruun kirakiraa jo suramaa diya na jaaye jin nainan men pii base to duujaa kaun samaaye  chhaap tilak sab chhiinii re mose nainaa milaai ke  premapati kaa madavaa pilaai ke matavaarii kar diinhiin re mose nainaa milaai ke  bal bal jaaun main tore rang rajavaa apanii sii rang diinhiin re mose nainaa milaai ke maybe this occurs later  gorii gorii baiyyaan harii harii chuudiyaan baiyyaan pakad har liinhiin re mose nainaa milaai ke  khusaro nizaam ke bal bal jaiyyaan mohe suhaagan diinhii re mose nainaa milaai ke maybe this occurs vearlier
ham aap ke aap ke hain kaun,ham aap ke hain kaun,-1,lata s p balasubramaniam,ram laxman,dev kohli,  ham aap ke hain kaun bechain hai merii nazar hai pyaar kaa kaisaa asar na chup raho itanaa kaho ham aap ke aap ke hain kain   threedots  kud ko sanam rokaa badaa aakhir mujhe kahanaa padaa kvaabon men tum aate ho kyon ham aap ke aap ke hain kaun   threedots  bechain hai merii nazar hai pyaar kaa kaisaa asar hain hosh gum puuchho na tum ham aap ke aap ke hain kain   threedots  kaise kahuun dil kii lagii cheharaa meraa padh lo kabhii ye sharam kii surkhii kahe ham aap ke aap ke hain kaun   threedots 
ek do tiin chaar paanch chhe saat,tezaab,-1,alka yagnik,laxmikantpyarelal,javed akhtar,  namaskaar namaskaar   kahiye kya sunenge aap  are pahale ye kahiye kahaan thin aap   main threedots main kar rahi thi kisii ka intazaar kaun hai vo   jise karatii huun pyaar hai threedots  aur jisase karatii huun minnaten baar baar kaise  aise threedots    ek do tiin chaar paanch chhai saat aath nau das gyaarah barah terah  2  tera karuun tera karuun din gin gin ke intazaar  aajaa piyaa aaii bahaar    2  chaudah ko tera sandeshaa aya pandrah ko aaungaa ye kahalaayaa chaudah ko aayaa na pandrah ko tu tadapaake mujhako tune kya paaya solah ko bhi  solah ko bhi solah kiye the singaar aajaa piyaa aayii bahaar  tera karuun tera karuun din gin gin ke intazaar aajaa piyaa aai bahaar  2  ek do tiin chaar paanch chhai saat aath nau das gyaarah barah terah 2   satrah ko sang  tuut gayii attharah ko   ro ro guzaaraa mainne saaraa unniis  biis ko dil ke tukade hue biis phir bhi nahiin  phir bhi nahiin dil se gayaa tera pyaar aajaa piyaa aayii bahaar   tera karuun tera karuun din gin gin ke intazaar aajaa piyaa aaye bahaar 2  ek do tiin chaar paanch chhai saat aath nau das gyaarah barah terah  2    ikkiis biitii baais gai teis guzarii chaubiis gai pachchis ko samajhaayaa sabane mujhe   din bane hafte hafte mahine mahine ban gaye saal  aake zaraa tu dekh to le kya hua hai meraa haal  diivaanii dar dar main phiratii huun  na jiitii huun naa main maratii huun  tanhaai kii raaten sahatii huun  aajaa aajaa aajaa ke din ginatii rahatii huun   ek do tiin chaar paanch chhai saat aath nau das gyaarah barah terah  2  tera karuun tera karuun din gin gin ke intazaar aajaa piyaa aayii bahaar 2 
chal ud jaa re panchhii ki ab ye desh huaa begaanaa,bhabhi,-1,rafi,chitragupt,rajinder krishan, chal ud jaa re panchhii 2 ki ab ye desh huaa begaanaa chal ud jaa re panchhii threedots  khatam hue din us daalii ke jis par teraa baseraa thaa aaj yahaan aur kal ho vahaan ye jogii vaalaa pheraa thaa sadaa rahaa hai is duniyaa men kisakaa aabuudaanaa chal ud jaa re panchhii threedots  tune tinakaatinakaa chun kar nagarii ek basaaii baarish men terii bhiigii kaaya dhuup men garamii chhaii gam naa kar jo terii mehanat tere kaam naa aaii achchhaa hai kuchh le jaane se dekar hii kuchh jaanaa chal ud jaa re panchhii threedots  bhuul jaa ab vo mast havaa vo udanaa daaliidaalii jab aankh kii kaantaa ban gai chaal terii matavaalii kaun bhalaa us baag ko puchhe ho naa jisakaa maalii terii qismat men likhaa hai jiite jii mar jaanaa chal ud jaa re panchhii threedots  rote hain vo pankhpakheruu saath tere jo khele jinake saath lagaaye tune aramaanon ke mele bhiigii aankhon se hii unakii aaj duaayen le le kisako pataa ab is nagarii men kab ho teraa aanaa chal ud jaa re panchhii threedots
dhiire dhiire bol koii sun naa le sun naa le koii sun naa le,gora aur kaala,-1,mukesh lata,laxmikantpyarelal,anand bakshi, dhiiredhiire bol koii sun na le sun na le koii sun na le sej se kaliyaan chun na le chun na le koii chun na le hamako kisii kaa dar nahiin koii zor javaanii par nahiin dhiiredhiirethreedots  kuchh kah le kuchh kar le ye sansaar ham premii hain ham to karenge pyaar koii dekh le to dekh le koii jaan le to jaan le koii dosh hamaare sar nahiin koii zorthreedots  baaton ke badale aankhon se lo kaam varanaa ham ho jaayenge re badanaam naadaan tum anjaan tum beiimaan tum  tum kyuun chain tumhen pal bhar nahiin koii zorthreedots  ekek din ab lagataa hai ek saal tere bin ab meraa bhii hai yahii haal aa pyaar kar duniyaa se dar mat duur jaa mat paas aa main shiishaa huun patthar nahiin koii zorthreedots
aake terii baahon men,vansh,-1,s p balasubramaniam lata,anandmilind,, ake teri baahon men har shaam lage sinduri  mere man ko mahakaaya mere man ko mahakaaya tere man ki kasturi ake teri baahon menthreedots  mahaki havaayen udata aanchal lat ghungharaale kaale baadal prem sudha nainon se barase pii lene ko jiivan tarase bahon men dhans lene de priit ke chumban dene de in adharon se chhalak na jaaye in adharon se chhalak na jaaye yauvan ras anguri ake teri baahon menthreedots  priit threedots bahata saagar tere liye hai ruup ke baadal indradhanush ke rang churaaun teri zulmi maang sajaun  do phulon ke khilane ka vaqt yahi hai milane ka aja milake aaj mita den aja milake aaj mita den thodi si ye duuri ake teri baahon menthreedots
dil men ho tum aankhon men tum bolo tumhe kaise chaahuun,satyamev jayate,0,bappi lahiri,bappi lahiri,, dil men ho tum aankhon men tum bolo tumhe kaise chaahuun puujaa karun sajadaa karun jaise kaho vaise chaahuun jaanuun merii jaanuun jaane yaa naa jaanuun  akelaa huun main akelaa tumhe phir dila ne pukaaraa tumhaarii yaaden sataaain nahiin hai koi hamaaraa duniyaa ke gam sahataa huun main birahaa ke gam sah naa paaun jaanuun merii jaanuun jaane yaa naa jaanuun  hameshaa dekhaa yahii hai milana ke sanga hai judaai shaayada vo hogaa diivaanaa chaahata hai jisane banaai chaahe jaluun chaahe maruun phir bhii tere guna men gaaun jaanuun merii jaanuun jaane yaa naa jaanuun  dila men ho tum aankhon men tum bolo tumhe kaise chaahuun puujaa karun sajadaa karun jaise kaho vaise chaahuun jaanuun merii jaanuun jaane yaa naa jaanuun
dekho vo chaand chupake karataa hai kyaa ishaare,shart,-1,hemant lata,hemant,s h bihari, he dekho vo chaand chupake karataa hai kyaa ishaare l shaayad ye kah rahaa hai ham ho gaye tumhaare  ho gaye tumhaare dekho threedots   l ulfat kaa aaj hamane iqaraar kar liyaa hai  lekin ye kaun jaane kismat men kya likhaa hai  manjil ko chal pade hain taqadir ke sahaare  ho gaye tumhaare dekho threedots   he aisa na ho ki hamako raste men chhod jaao  jaakar kahiin kisikii duniya naii basaao  manjhadhaar men rahe ham lag jaao tum kinaare  ho gaye tumhaare dekho threedots  l dil men sivaa tumhaare koi nahiin hamaare  ye apane dil se puuchho kya dil men hai tumhaare  denge meri gavaahii kudarat ke ye nazaare  ho gaye tumhaare dekho threedots
mere haathon men nau nau chuudiyaan hain,chaandni,-1,lata,shivhari,anand bakshi, mere haathon men naunau chuudiyaan hain  thoda thaharo sajan majabuuriyaan hain	2 milan hogaa abhii ik raat kii duuriyaa hai mere haathon men naunau chuudiyaan hain  lambiilambii vo kaaliikaalii raaton men  kaahe chuudiyaan khanakatii hain haathon men 2 na aanaa tuu nigodii chuudiyon kii baaton men mere haathon menthreedots  le jaa vaapas tuu apanii baaraat mundeyaa  main nahiin jaanaa nahiin jaanaa tere saath mundeyaa 2 jagaaegaa jagaaegaa tuu saarii raat mundeyaa mere haathon menthreedots   aate jaate galii men meraa dil dhadake  mere piichhe pade hain aathdas ladake	2 ve le jaaen kisii din ye sapere naagin phadake mere haathon menthreedots  mere ghutanon se lambii haay merii chotii hai  merii aankh shataranj kii gotii hai		2 mere baabul na phir kahanaa abhii tuu chhotii hai mere haathon menthreedots  mere darzii se aaj merii jang ho gaii  kal cholii silaaii aaj tang ho gaii		2 oe shaavaa shaavaa kare vo kyaa tuu ladakii thii patang ho gaii mere haathon menthreedots  mere sainyaa kiyaa ye buraa kaam tuune kahiin kaa bhii nahiin chhodaa mujhe haay raam tuune mere sainyaa mere haathon men nau nau chuudiyaan hain
tumhiin mere mandir tumhiin merii puujaa,khandaan,-1,lata,ravi,rajinder krishan, tumhiin mere mandir tumhiin merii puujaa tumhiin devataa ho koii merii aankhon se dekhe to samajhe ki tum mere kyaa ho tumhiin mere mandir tumhiin merii puujaa tumhiin devataa ho  jidhar dekhatii huun udhar tum hii tum ho na jaane magar kin khayaalon men gum ho mujhe dekhakar tum zaraa muskuraa do  nahiin to main samajhuungii mujhase kafaa ho tumhiin mere mandir tumhiin merii puujaa tumhiin devataa ho  tumhiin mere maathe kii bindiyaa kii jhilmil tumhiin mere haathon ke gajaron kii manzil main huun ek chhotiisii maatii kii gudiyaa tumhiin praan mere tumhiin aatmaa ho tumhiin mere mandir tumhiin merii puujaa tumhiin devataa ho  bahut raat biitii chalo main sulaa duun pavan chhede sargam main lorii sunaa duun tumhen dekhakar yah kayaal aa rahaa hai ki jaise farishtaa koii so rahaa hai tumhiin mere mandir tumhiin merii puujaa tumhiin devataa ho 
dil use do jo jaan de de jaan use do jo dil de de,andaaz,-1,asha rafi,shankarjaikishan,shailendra, dil use do jo jaan de de jaan use do jo dil de de  1 ye pyaar ke nazaare hain dekh lo jidhar ab naachatii hai duniyaa khushii kaa hai asar lo khatm huaa hai ye aaj kaa safar ab hogii suhaanii vo kal kii sahar dil use threedots  2 jo sochate rahoge to kuchh na milegaa jo chupake rahoge to kaam na banegaa jo dil men jaloge to aramaan rahegaa jo badhate chaloge to raastaa milegaa dil use threedots  3 vo gunchaa nahiin hai jo khilanaa na jaane vo baadesabaa kyaa jo chalanaa na jaane vo bijalii nahiin jo chamakanaa na jaane vo insaan nahiin jo tadapanaa na jaane dil use threedots
zindagii aa rahaa huun main,mashaal,-1,kishore,hridaynath,javed akhtar, liye sapane nigahon men chala hun teri rahon men zindagii aa raha hun main  2  kai yaadon ke chehare hain kai kisse purane hain teri sau dastanen hain tere kitane fasane hain   2 magar ek vo kahani hai jo ab mujhako sunani hai zindagi aa raha hun main   mere haathon ki garami se pighal jaayengi zanjiren mere kadamon ki aahat se badal jaayengi taqadiren  2 ummidon ke diye lekar ye sab tere liye lekar zindagi aa raha hun main   kabhi tujhako gila mujhase kabhi mujhako shikayat hai magar phir bhi tujhe meri mujhe teri zarurat hai  2 main ye iqaraar karata hun main tujhase pyaar karata hun zindagi aa raha hun main 
pal pal more mukh se nikale nis din tero naam more shyaam,nonfilm,-1,rafi,khaiyyam,madhukar rajasthani, more shyaam more shyaam pal pal more mukh se nikale nis din tero naam more shyaam more shyaam   threedots  tere charan kii main huun daasii liijo aanchal thaam bhatak na jaaye jiivan aashaa ghir aayii hai shyaam more shyaam more shyaam   threedots  daras kii baatii ab to jalaa do dhuundh phirii nandgaanv man kii muraliyaa vo sur khoje jin men base ghanashyaam more shyaam more shyaam   threedots  ho na sakii main raadhaa terii phir bhii pujaarin huun main hansii udaaye brij ke baasii priit huii badanaam more shyaam more shyaam   threedots 
om jay jagadiish hare svaamii jay jagadiish hare  bhajan ,,-1,,,, aum  om jay jagadiish hare svaamii jay jagadiish hare bhakt janon ke sankat daas janon ke sankat xan men duur kare om jaythreedots  jo dhyaave phal paave dukh binase man kaa svaamii dukh binase man kaa sukh sampati ghar aave kashht mite tan kaa  om jaythreedots  maat pitaa tum mere sharan gahuun kisakii svaamii sharan gahuun main kisakii tum bin aur na duujaa aasha karuun kisakii  om jaythreedots  tum puuran paramaatmaa tum antarayaamii svaamii tum antarayaamii param brahm parameshvar tum sabake svaamii  om jaythreedots  tum karunaa ke saagar tum paalan karataa svaamii tum paalan karataa diin dayaalu kripaalu kripaa karo bharataa  om jaythreedots  tum ho ek agochar sabake praan pati svaamii sabake praan pati kis vidhi miluun dayaamii tumako main kumati  om jaythreedots  diin bandhu dukh harataa tum raxak mere svaamii tum raxak mere karunaa hast badhaao sharan paduun main tere  om jaythreedots  vishhay vikaar mitaavo paap haro devaa svaamii paap haro devaa shraddhaa bhakti badhaao santan kii sevaa  om jaythreedots
roz roz daalii daalii kyaa likh jaaye,angoor,-1,asha,r d burman,gulzar, roz roz daalii daalii kyaa likh jaaye bhanvaraa baavaraa kaliyon ke naam koii likhe paigaam koii baavaraa bhanvaraa baavaraa roz roz daalii daalii threedots  biite hue mausam kii koii nishaanii hogii pa ma pa ma ga ma ga re ga ni re ni ma ga re pa biite hue mausam kii koii nishaanii hogii dadr puraanaa koii yaad puraanii hogii koii to daastaan hogii naa roz roz daalii daalii threedots  hogaa koii vaadaa hogaa vaadaa nibhaataa hogaa shaakhon pe likh kar yaad dilaataa hogaa yaad to aatii hii hogii naa roz roz daalii daalii threedots 
haay sharamaauun  apanii prem kahaaniyaan,mera gaon mera desh,-1,lata,laxmikantpyarelal,anand bakshi, haay sharamaauun oe oe haay sharamaauun kis kis ko bataauun aise kaise main sunaauun sab ko apanii prem kahaaniyaan apanii prem kahaaniyaan baalama kii baalama kii haay tiin nishaniyaan  aise kaise main sunaauun sab ko apanii prem kahaaniyaan apanii prem kahaaniyaan  pahalii nishaanii main huun jisakii divaanii  2 rut jaisii tuufaanii aisii unakii javaanii mastaanii usake aage phiikii laage haay sabakii javaaniyaan kurtaa hai niilaa rang pagadii kaa piilaa  2 ruup usakaa katiilaa aisaa hai chhailaa ruup usakaa katiilaa aisaa hai chhailaa rangiilaa chaal sharabii rang gulaabii te akhaan mastaaniyaan aankhon ko miinche dekho saanson ko khiinche  2 vahaan piipal ke niiche mele men sabase piichhe  2 khadaa hai niind udaaye chain churaaye te kare beimaaniyaan
jiyaa o jiyaa o jiyaa kuchha bol do,jab pyar kisi se hota hai,0,rafi,shankarjaikishan,hasrat, ho ho	aah haathreedots jiyaa o jiyaa o jiyaa kuchh bol do are o dil kaa pardaa khol do   2 aah haa aathreedots jab pyaar kisii se hotaa hai to dard saa dil men hotaa hai tum ek hasiin ho laakhon men bhalaa paake tume koi khota hai jiyaa o jiyaa o jiyaa kuchha bol do	  nazaron se kitane tiir chale chalane do jigar par jhelenge in pyaar kii ujalii raahon par ham jaana ki baazii khelenge in do nainon ke saagar men koi dil kii naiyaa dubotaa hai o jiyaa o jiyaa o jiyaa kuchha bol do are o dil ka pardaa khol do threedots  tum bhii to is aag men jalte ho chehare se bayaan ho jaataa hain har baat pe aahen bharate ho har baat pe dil tharraataa hai	 jab dil pe chhuriyaan chalati hain to chain se koi sotaa hai jiyaa o jiyaa o jiyaa kuchha bol do are o dil kaa pardaa khol do
jiivan se bharii terii aankhen,safar,-1,kishore,kalyanjianandji,indeevar, jiivan se bharii terii aankhen majabuur kare jiine ke liye saagar bhii tarasate rahate hain tere ruup kaa ras piine ke liye jiivan se bharii terii aankhen threedots  tasviir banaaye kyaa koii kyaa koii likhe tujhape kavitaa rangon chhandon men samaaegii kis tarah se itanii sundarataa ek dhadakan hai tuu dil ke liye ek jaan hai tuu jiine ke liye jiivan se bharii terii aankhen threedots  madhuban ki sugandh hai saanson men baahon men kanval kii komalataa kiranon kaa tej hai chehare pe hiranon kii hai tujh men chanchalataa aanchal kaa tere ek taar bahut koi chhaak jigar siine ke liye jiivan se bharii terii aankhen threedots
naath mohe ab kii ber ubaaro, nonfilm,-1,chhaya ganguly,jaidev,surdas, naath mohe threedots naath mohe ab kii ber ubaaro mohe ab kii ber ubaaro  tiin lok ke tum pratipaalak main huun daas tihaaro taarii jaati kujaati shyaam tum mopar kirapaa dhaaro dhaaro ab kii ber ubaaro mohe threedots  xudra patita tum taare ramaapati ab naa karo jiyaa daaro suuradaas saacho tab maane 2 jo hai mama nis taaro nis taaro ab kii ber ubaaro mohe threedots
ghaayal hiraniyaa main banban doluun,munimji,0,lata,s d burman,shailendra, ghaayal niraniyaa main banban doluun kisakaa lagaa baan 2 mukh se na boluun ghaayal hiraniyaa threedots  mud ke jo dekhuun to bachapan bulaae bulaae threedots mud ke jo dekhuun to bachapan bulaae palakon men lekin koii muskuraae jii ko dukhaauun ke pii sang ho luun ghaayal hiraniyaa main banban doluun  aa aa aa aa ho ho ho ho mm mm mm mm la la la laa  paa paa nii paa paa saa paa paa re maa dhaa paa saa dhaa re shh maa paa saa saa saa saa saa gaa re saa gaa re saa gaa re maa gaa re saa nii dhaa paa maa gaa gaa threedots re saa nii dhaa paa maa gaa re maa dhaa nii saa gaa re saa  jab se ye nainaa balam sang laage  jab se ye nainaa threedots balam sang laage  jab se ye nainaa balam sang laage  dukhsukh mere man men ik saath jaage pal men hansuun pal men nainaa bhigo luun ghaayal hiraniyaa main banban doluun  ghaa ghaa ghaa ghaa ghaa ghaa ghaa ghaa ghaayal hiraniyaa ban ban ban ban ban doluun na na na na na na na na na na na na boluun na doluun na boluun na daa daa daa daa daa daa daa daa daa daa daa daa doluun aa aa aa threedots 
aaj ye kisako nazar ke saamane paataa huun main,toofan pakistanifilm,-1,fazal hussain,g a chishti,,     aaj ye kisako nazar ke saamane paataa huun main pyaar kii bhuulii huii yaadon se takaraataa huun main  kyaa tumhen wo chaandanii raaten bhii yaad aatii nahiin 2 tum to kahate the sitaaron kii qasam khaataa huun main 2  aao un tuutii huii yaadon ko aa kar jod do 2 ab tumhaarii yaad aatii hai to kho jaataa huun main 2  tuu na ro tuu na ro mere liye jaanetamannaa tuu na ro 2 tere aansuu dekh kar betaab ho jaataa huun main 2 
gulamohar gar tumhaaraa naam hotaa,devta,-1,lata kishore,r d burman,gulzar, ki  gulamohar gar tumhaaraa naam hota  mausamegul lo hansaanaa bhi hamara kaam hota  gulamohar gar tumhaaraa threedots   k  aayengii bahaaren to abake unhe kahanaa zaraa itanaa sune  aayengi bahaaren to abake unhe kahanaa zaraa itanaa sune  2 mere gul binaa unakaa kahaan bahaar naam hota  l gulamohar gar tumhaaraa naam hota  mausamegul lo hansaanaa bhi hamara kaam hota  gulamohar gar tumhaaraa threedots  l  shaam ki gulaabii se anchal men ye diyaa jalaa hai chaand saa  shaam ki gulaabii se anchal men ye diyaa jala hai chaand saa  mere gul binaa unakaa bhalaa kya naam hota  k  gulamohar gar tumhaaraa naam hota  mausamegul lo hansaanaa bhi hamara kaam hota  l gulamohar gar tumhaaraa naam hota  mausamegul lo hansaanaa bhi hamara kaam hota 
chalate ho to chaman ko chaliye, nonfilm,-1,ghulam ali,,meer,     chalate ho to chaman ko chaliye kahate hain ke bahaaraan hai paat hare hain phuul khile hain kam kam baadobaaraan hai  rang hawaa se yuun tapake hai jaise sharaab chuwaate hain aage ho maikhaane ke nikalo ahadebaadagusaaraan hai  dil hai daagii jigar hai tukade aansuu the so kuun huye lohuu paanii ek kare ye ishqelaaloajaaraan hai  kohakanomajanuu kii kaatir dashtokoh men ham na gaye ishq men hamako miir nihaayat paaseizzatadaaraan hai 
yaad na jaaye biite dinon kii,dil ek mandir,-1,rafi,shankarjaikishan,shailendra, yaad na jaae biite dinon kii jaake na aaye jo din dil kyuun bulaae unhen dil kyon bulaae yaad na jaaye threedots  din jo pakheruu hote pinjare men main rakh detaa  2 paalataa unako jatan se paalataa unako jatan se motii ke daane detaa siine se rahataa lagaae yaad na jaae threedots  tasviir unakii chhupaake rakh duun jahaan jii chaahe  2 man men basii ye suurat man men basii ye suurat lekin mite na mitaae kahane ko hai vo paraae yaad na jaae threedots
