Title,Film,Year,Singer,Composer,Lyricist,Lyrics
jo ham naa milenge to gul naa khilenge,jaan ki qasam,1991,kumar sanu anuradha,nadeem shravan,sameer, jo ham naa milenge to gul naa khilenge hai milanaa zaruurii hamaaraa sanam jaan kii qasam o merii jaan kii qasam  ye kaisii hai halachal nahiin chain ek pal bataao sanam jaan kii qasam threedots  samandar men uthatii ye kaisii lahar hai machalataa hai har vaqt ye kaisii umar hai aajaa merii baanhon men aa aise na tuu baaten banaa hato chhod do mujhe na sataao karo na mujhape aise sitam jaan kii qasam threedots  nazar men basaa lo gale se tum lagaa lo agan jo lagii sanam kuchh mujhe hone lagaa dil meraa haan khone lagaa ye zulfen hataao cheharaa dikhaao tumhen dekhe bin jii na paaenge ham jaan kii qasam threedots 
mere dil kaa pataa tumhen kisane diyaa  o jaanam merii jaanam,jaanam,1993,anuradha paudwal vipin sachdeva,annu malik,faiz anwar, mere dil kaa pataa tumhen kisane diyaa kyaa tum bhii akele the merii tarah jaanam jaanam o jaanam merii jaanam  tere dil kaa pataa mere dil ne diyaa haan ham bhii akele the terii tarah jaanam jaanam threedots  main akelaa jii rahaa thaa jiivan beiraadaa thaa na kisii se thii muhabbat na koii bhii vaayadaa thaa tum merii raah men jaane kab aa gaye kyaa tum bhii akele threedots  zindagii ke ye hasiin pal bas yuun hii guzar jaate aur kuchh din jo tumhen ham na milate to mar jaate vaayadaa hai ye meraa tumase kyaa hai chhupaa haan ham bhii akele threedots 
jab giit havaaon ne gaaye tum yaad aaye,tum yaad aaye nonfilm,1997,alka yagnik,raju singh,javed akhtar, jaaved piile patton kaa mausam jaa chukaa hai zamiin pe har taraf rang hii rang hain shok aur dilakash ujale aasamaan men safed baadalon kii tukadiyaan tair rahii hain vaadiyon men harii ghaas ke qaaliin bichh gae hain yahii sab kuchh thaa jab hamtum mile the vahii sab kuchh hai lekin tum nahiin ho  alakaa  jab giit havaaon ne gaae tum yaad aae jab kushbuu ke baadal chhaae tum yaad aae jab subahon ne rang chhalakaae tum yaad aae jab mahake shaamon ke saae tum yaad aae tum yaad aae jab giit havaaon ne gaae tum yaad aae jab kushbuu ke baadal chhaae tum yaad aae  jab koii sunaharaa din aayaa jab mausam jhuumaa laharaayaa jab rut ne lii ik angadaaii jab dhuup men narmiisii aaii jab rang nae kaliyon ko mile jab daaliidaalii phuul khile jab phuulon pe bhanvare mandalaae tum yaad aae jab giit havaaon ne gaae tum yaad aae  jab koii suhaanii raat aaii jab sapanon kii baaraat aaii jab anbar men taare damake jab aangan men juganuu chamake jab huii ghanerii kaamoshii jab chhaaii halkii behoshii jab raat ne tanman pighalaae tum yaad aae jab giit havaaon ne gaae tum yaad aae
kal nahiin thaa vo kyaa hai aaj ye  chaar hii din kii thii ye rahaguzar,vishwavidhata,1997,sujatha hariharan,a r rahman,p k mishra, kal nahiin thaa vo kyaa hai aaj ye  kah gaiin ye havaayen kyaa mujhe  kahiin ye kaab to nahiin kahiin ye pyaar to nahiin  haradam aas ho gaii kyuun man men   kal nahiin thaa vo kyaa hai aaj ye kah gaiin ye havaayen kyaa mujhe  ye kyaa haal ho gayaa mujh ko ye kyaa ho gayaa  haradam aas ho gaii kyuun man men   hai kudaa bhii kahaan maan kii mamataa binaa  svapn aate nahiin pyaar jaage binaa  hai kahaan ye mohabbat chaahaton ke binaa  dhadakanon kii zubaan dhadakanon ne sunii  uth rahaa hai dhuaan aag to hai vahiin  pyaar milataa jahaan par zindagii hai vahiin    aasamaan hai jahaan hain sitaare vahaan  chaandanii hai jahaan chandramaa hai vahaan  manzilen hain vahii pe pyaar hotaa jahaan  pyaar kii raah men aap jo mil gae  raah men hazaaron diip kyuun jal gaye  aaj kyuun mere man men phuul khil gaye   kal nahiin thaa vo kyaa hai aaj ye kah gaiin ye havaayen kyaa mujhe  gaharii niind so gaii viiraanon men kho gaii  kaise merii zindagii gujaregii   chaar hii din kii thii ye rahaguzar  ho gayaa aaj puuraa ye safar  tere pyaar kii qasam merii yaad men sanam  ab ye terii zindagii guzaregii   katm hotii nahiin pyaar kii daastaan  khil rahii hai sadaa pyaar se hii fizaa  vaqt se bhii puraanaa hai ye silasilaa  barasane talak hai baadalon kaa safar  zindagii talak hai zindagii kaa safar  pyaar kaa ye safar to hai sadaa amar   kyaa pataa thaa mujhe kyaa hai merii manzil  kyaa pataa thaa tujhe tuut jaayegaa dil  jaa rahe the kahaan ham aa gaye kidhar  mil ke hai bichadanaa ye havaa kah gaii  gam kaa ye haadasaa kis tarah sah gaii  zindagii to gujar gaii yaad rah gaii 
bambaii kii chhoriyaan bachaa baappaa moriyaa,vinaashak,1998,vinod rathod,viju shah,deepak choudhary, moriyaa moriyaa re baappaa moriyaa re  bambaii kii chhoriyaan bachaa baappaa moriyaa inhen aae hai phansaanaa ye jaanen dil lubhaanaa inakii miithii baaton men yaaron tum naa aanaa haay haay ye ladakiyaan bilkul taporiyaan bambaii kii chhoriyaan threedots  aashiq ye haay dil lagaanaa naa jaane palakon pe sapane sajaanaa naa jaane honthon kii rangat churaanaa naa jaane pyaar karake nibhaanaa naa jaane suno suno re jaano jaano re merii batiyaan maano maano re bholii suratiyaa pe naa jaanaa inhen pahachaanon re taubaa inake bahaane hathakande puraane bhole bhaale mardon ko jaal men phansaane daalen dilon pe nainon kii doriyaan bambaii kii chhoriyaan threedots  dekho ye kaisaa bedardii balam hai detaa hai jo apane dilabar ko gam hai maanaa pahalavaan men dam hii dam hai chaahat men lekin ye thodaa saa kam hai o merii jaanaan main huun diivaanaa tuu hai shamaa to main paravaanaa jaane zamaanaa yahii to hai bas meraa fasaanaa ye muhabbat kii baazii to maine hii maarii ki mujhase bhii pahale dil apanaa ye haarii haarii re haarii paagal nigodiyaan bambaii kii chhoriyaan threedots 
har ghadii mere pyaar kaa saayaa chalegaa tere,pyaar kaa saayaa,1991,kumar sanu asha,nadeem shravan,sameer, har ghadii mere pyaar kaa saayaa chalegaa tere saath sajanaa mere sajanaa har qadam mere pyaar kaa saayaa haan ab to tere saath sajanaa mere sajanaa har ghadii mere threedots  teraa pyaar to saagar se bhii gaharaa lagataa hai tere binaa to gulashan mujhako saharaa lagataa hai saath teraa ho to har rang sunaharaa lagataa hai har ghadii mere threedots  dil se tere dil kaa rishtaa aise jodenge sadiyon tak saathii teraa saath naa chhodenge mar ke bhii hamaraahii teraa haath naa chhodenge har ghadii mere threedots 
aaiinaa aaiinaa tuu bataa de zaraa  kyaa mere yaar ko bhaae cheharaa,junoon,1992,anuradha paudwal,nadeem shravan,sameer, aaiinaa aaiinaa tuu bataa de zaraa kyaa mere yaar ko bhaae cheharaa meraa aaiinaa aaiinaa tuu threedots  sach hai kyaa jhuuth kyaa yah kar faisalaa kyaa mere yaar ko threedots  main to jaanuun haal saare apane jiyaa ke ye na jaanuun kyaa dil men piyaa ke ai havaa ai ghataa tuu hii sandesh laa kyaa mere yaar ko threedots  kyaa main huun pasand unhen bhed zaraa khol de nahiin main jaanuun tuu hii ab kuchh bol re dekh yuun na sataa baat aage badhaa kyaa mere yaar ko threedots 
haay merii ankhiyon ne sapanaa dekhaa re  sapane men saajan apanaa,prem,1995,alka yagnik,laxmikant pyarelal,anand bakshi, haay merii ankhiyon ne sapanaa dekhaa re sapane men saajan apanaa dekhaa re haay merii ankhiyon ne threedots  ye naa boluungii vo kaisaa thaa jaisaa sochaa thaa bilkul vaisaa thaa koii duujaa naa koii duujaa naa aisaa dekhaa re haay merii ankhiyon ne threedots  merii saanson se usakii saanson se usakii aankhon se merii aankhon se tiir kamaanon kaa tiir kamaanon kaa chalanaa dekhaa re haay merii ankhiyon ne threedots  
jay dev jay dev jay jay jay jay jay,vaastav the reality,1999,ravindra sathe chorus,jatin lalit,sameer, shenduur laal chadhaayo achchhaa gajamukha ko dondil laal biraaje sut gauriihar ko haath liye guda ladduu saanii sukhar ko mahimaa kahe na jaay laagat huun pad ko jay dev jay dev  jay jay jay jay jay jay jay jii ganaraaj vidyaasukhadaataa dhany tumhaaro darshan meraa mat ramataa jay dev jay dev jay jay jay threedots  bhaavabhagat se koii sharanaagat aave santati sampatti sabahii bharapuur paave aise tum mahaaraaj moko ati bhaave gosaaviinandan nishidin gun gaave jay dev jay dev jay jay jay threedots  ghaalin lotaangan vandiin charan dolyaannii paahin ruup tujhe preme aalingin aananden puujin bhaaven ovaalin mhane naamaa tvamev maataa pitaa tvamev tvamev bandhushch sakhaa tvamev tvamev vidyaa dravinm tvamev tvamev sarvam mam dev dev kaayen vaach manasendriyairvaa buddhyaatmanaa vaa prakritisvabhaavaa karomi yadyat sakalam parasmai naaraayanaayeti samarpayaami achyut keshavm raamanaaraayanam krishnadaamodaram vaasudevam hari shriidharam maadhavam gopikaavallabham jaanakiinaayakam raamachandram bhaje hare raam hare raam raam raam hare hare hare krishna hare krishna krishna krishna hare hare 
dhuundh rahe hain mere lie ladakaa  ye sun ke vo niind se jaag gayaa,aazmaaish,1995,alka yagnik,anand milind,anand bakshi, dhuundh rahe hain mere lie ladakaa mere ghar vaale are kitane ladake dekhe lambe gore thigane kaale  ek ladake ne puuchhaa kyaa kuchh naachanaa gaanaa aataa hai maine kahaa aataa hai kyaa tujhe tabalaa bajaanaa aataa hai bhaii vaah kyaa kahane kyaa javaab maaraa hai ye sun ke vo niind se jaag gayaa maidaan chhod ke bhaag gayaa kuchh mat puuchho taubaa hai bas in ladakon kii maangon se udate hain ye pankh lagaa kar chalate nahiin ye taangon se  ek ladake ne kahaa mujhe ye meraa ghar baar sambhaalegii maine kahaa na mere bachche terii ammaa paalegii ye sun ke vo niind se threedots  phir ik ladakaa aayaa jisakaa qad mujhase bhii chhotaa thaa daravaaze ke biich phans gayaa taubaa kitanaa motaa thaa us mote ne puuchhaa tujhe ghode kii savaarii aatii hai maine kahaa aatii hai par tuu ghodaa hai ki haathii hai ye sun ke vo niind se threedots  rangamahal men sotii thii main yauvan kii rangaraliyon men duur se ik din ik paradesii aayaa merii galiyon men us zulmii ne itanaa kahakar merii zid ko tod diyaa naa kar haan kar terii marzii tere lie jag chhod diyaa ye sun kar main niind se jaag gaii main saath piyaa ke bhaag gaii 
no problem,love birds,1996,apache indian a r rahman,a r rahman,p k mishra, haa haa haa haa  namaste sat sirii akaal salaam vaalekum  to an vaalekum to all tamil masses   piichhe ho ke dekho  balle balle good bye  mujhe saarii pahanaa do no problem no problem  mujhe ghodii men bithaal do no problem no problem  main shave na banaauun to no problem no problem  tujhe siine se lagaauun to no problem no problem  ek zamaanaa aisaa thaa goron kii huquumat chalatii thii  ab tum pe huquumat chalaayenge no problem  ham pahale bhii tumase aage the  aur aaj bhii tumase aage hain  ham aur bhii aage jaayenge no problem   main tumase kaalaa huun no problem no problem  main tumase chhotaa huun no problem no problem  main pyaar men anaadii huun no problem no problem  jai jai hindustaan no problem  
mahajabiin no  mujhako diladaar yaar aisaa chaahie,agni saakshi,1996,vinod rathod alisha chinai,nadeem shravan,sameer, mahajabiin no naazaniin no gulabadan no dilanashii no mujhako diladaar yaar aisaa chaahie cheharaa jisakaa tere jaisaa ho haan mujhako to diladaar aisaa chaahie cheharaa jisakaa tere jaisaa ho mahajabiin no threedots  sharaarat hai nigaahon men muhabbat hai sadaaon men tere honthon pe shabanam hai ke hain anguur ke daane tere gesuu niraale hain ye kaajal se bhii kaale hain terii aankhen maikhaane hain terii baaton men jaaduu hai terii saanson men khushbuu hai tujhe dekhe binaa dilabar diivaanaa dil nahiin maane sivaa mere kisii kii tum kabhii taariif na karanaa yahii ik raaz tumako samajhaanaa hai apsaraa no sundarii no gulabadan no threedots  qayaamat kii adaa aaii tuu jannat se chalii aaii tere jaisaa nahiin koii mere hamadam zamaane men jise chaahaa khyaalon men jinhen dekhaa thaa khvaabon men unhiin khvaabon kii tuu taabiir hai  mere mahabuub merii jaan merii hasarat mere aramaan teraa hii naam likhaa hai mere dil ke fasaane men mere majanuun mere raanjhaa mere aagosh men aajaa judii tujhase merii takadiir hai chaandanii no manachalii no gulabadan no threedots  
kesariyaa baalamaa o rii,lekin,1990,lata,hridaynath,gulzar,  kesariyaa baalamaa o rii  ki tumase laage nain nain re  rang liyo main aaj ang ang tere rang men tan huaa man huaa kesariyaa chaandanii hai raat ab to aa jaa piyaa aa chaandanii hai raat ab to aa jaa piyaa kesariyaa baalamaa o rii   threedots  takaraa ke sar ko jaan na de duun to kyaa karuun  kab tak firaaqeyaar ke sadame sahaa karuun main to hazaar chaahuun ki boluun na yaar se qaabuu men apane dil ko na paauun to kyaa karuun chaandanii hai raat ab to aa jaa piyaa chaandanii hai raat ab to aa jaa piyaa aa jaa piyaa chaandanii hai raat ab to aa jaa piyaa kesariyaa baalamaa o rii   threedots  kesariyaa baalamaa o rii  ki baanvarii bole log na main jiutii na mariyo main biarahaa mhaaro rog re baanvarii bole log log re kesariyaa   threedots  chadhate din kii aanch batoruun til til til til sab jal jaauun dhalate saanjh kii raakh kureduun ret men ret men sab ral jaaye na mil paayii na bichhadii main kaiso ye sanjog re baanvarii bole log re   threedots  mhaaro thal kii laambii saainyaa nis din nis din kuchh likh jaauun mero sandeso koii sunaa do  jis ko vo jis ko vo dikh jaaye priit ko dekhe nagarii vaale piir na dekhe log re baanvarii bole log kesariyaa   threedots 
bhangadaa paale aajaa aajaa  bolo bolo bolo jindadii hai kahaan,karan arjun,1994,kumar sanu udit narayan,rajesh roshan,indeevar, ho ho ho bhangadaa paale aajaa aajaa bolo bolo bolo jindadii hai kahaan jindadii vahaan teraa sang hai jahaan zindagii mile to ise mat khonaa jiite jii judaa hamase mat honaa bhangadaa paale aajaa aaja threedots  aangan men paayal khanakegii panaghat phir se gaaegaa muskaanon ko aramaanon ko qaid na koii kar paaegaa chhalake ankhiyon se pyaar dil huaa bekaraar naachen log magan matavaale bhangadaa paale aajaa aaja threedots  sachchaaii ko kaat sake jo aisii koii talavaar kahaan pyaar ko bandii banaakar rakh le aisii koii diivaar kahaan na ho koii majabuur na ho koii gam se chuur aajaa khushiyon ke mele lagaa le bhangadaa paale aajaa aaja threedots
merii jaan chalii dushman ke ghar rab khair kare,sanam bewafaa,1990,vivek sharma chorus,mahesh kishor,saawan kumar, merii jaan chalii dushman ke ghar rab khair kare  merii jaan chalii anajaanii dagar rab khair kare  duniyaa kii lage na burii nazar rab khair kare  tere sar pe rahe allaah kii mehar rab khair kare merii jaan chalii threedots 
waqt kii umr kyaa badii hogii,naghmaedil nonfilm,1991,ghulam ali,,saghar siddiqui,     waqt kii umr kyaa badii hogii ik tere wasl kii ghadii hogii  dastaken de rahii hai palakon par koii barasaat kii jhadii hogii  kyaa kabar thii ke nokekanjar bhii phuul kii ek pankhadii hogii  kyuun girah gesuon men daalii hai jaan kisii phuul kii adii hogii  iltajaa kaa malaal kyaa kiije unake dar par kahiin padii hogii  maut kahate hain jisako ai saagar zindagii kii koii kadii hogii 
kaamosh kyuun khadaa hai sukanjaan baat kar,dillagee nonfilm,1993,ghulam ali,rafique husain,farhat shahzad,     kaamosh kyuun khadaa hai sukanjaan baat kar mar jaayegaa wagaranaa merii maan baat kar  kisane kahaa ke baat kaa matalab bhii ho koii is daur kii yahii to hai pahachaan baat kar  chup chaap haar maananaa mansab nahiin teraa tujh shaan ke nahiin hai ye shaayaan baat kar  kyuun aankh terii nam hai terii apanii hansii par dil kisane kar diyaa teraa wiiraan baat kar  shahazaad hai kizaan to bahaaron kaa zikr laa batalaa to kyaa hai phuul kaa faramaan baat kar 
dil jangalii kabuutar  maine dil jaanam ke naam kiyaa,qahar the ultimate calamity,1997,udit narayan sadhana sargam,anand milind,anand bakshi, hoy hoy dil jangalii kabuutar hoy hoy chupake se udakar hoy hoy jaane jaa baithe hoy hoy kis chhat ke uupar hoy hoy hoy isalie ye pahalaa kaam kiyaa maine dil jaanam ke naam kiyaa dil jangalii kabuutar threedots  yuun aae javaanii yuun jaae javaanii jaise bah jaae dariyaa kaa paanii isase pahale ki mar jaaen o yaar mere kuchh kar jaaen dil jangalii kabuutar threedots  saudaagar aae jaaduugar aae sab thiik thaa lekin jab aashiq aae duniyaa men machii hoy hoy tuu kaisaa paagal aavaaraa tuu ban jaa mere nainon kaa kaajal ye daavat mujhe kabuul nahiin is galii kii kudiyaan jaaduu kii pudiyaan chalatii hain dil pe ye ban ke chhuriyaan kyaa karen ye jitane munde hain sab tere jaise gunde hain hoy hoy dil jangalii kabuutar threedots 
aankhon ko intazaar kaa de ke hunar chalaa gayaa,asha aur khayam nonfilm,1997,asha,khayyam,hasan kamaal,     aankhon ko intazaar kaa de ke hunar chalaa gayaa chaahaa thaa ek shakhs ko jaane kidhar chalaa gayaa  din kii wo mahafilen gaiin raaton ke ratajage gaye koii samet kar mere shaamosahar chalaa gayaa  jhonkaa hai ek bahaar kaa rangekayaaleyaar bhii harsuu bikhar bikhar gaii kushbuu jidhar chalaa gayaa  usake hii dam se dil men aaj dhuup bhii chaandanii bhii hai de ke wo apanii yaad ke shamsoqamar chalaa gayaa  kuubakuuchaa darbadar kabase bhatak rahaa hai dil hamako bhulaa ke raah wo apanii dagar chalaa gayaa 
dil hai ki maanataa nahiin  mushkil badii hai rasmen mohabbat,dil hai ki maantaa naheen,1991,anuradha paudwal kumar sanu,nadeem shravan,sameer, dil hai ki maanataa nahiin 2 mushkil badii hai rasmemohabbat ye jaanataa hii nahiin dil hai ki maanataa threedots  ye bekaraarii kyuun ho rahii hai ye jaanataa hii nahiin dil hai ki maanataa threedots  dil to ye chaahe har pal tumhen ham bas yuun hii dekhaa karen mar ke bhii ham naa tumase judaa hon aao kuchh aisaa karen mujh men samaa jaa aa paas aa jaa hamadam mere hamanashiin dil hai ki maanataa threedots  terii vafaaen terii muhabbat sab kuchh hai mere lie tuune diyaa hai nazaraanaa dil kaa ham to hain tere lie ye baat sach hai sab jaanate hain tumako bhii hai ye yaqiin dil hai ki maanataa threedots  ham to mohabbat karate hain tumase hamako hai bas itanii khabar tanhaa hamaaraa mushqil thaa jiinaa tum jo na milate agar betaab saansen bechain aankhen kahane lagiin bas yahii dil hai ki maanataa threedots 
bol sajanii morii sajanii dhang jahaan kaa kitanaa badalaa,doli saja ke rakhna,1998,sonu nigam kavita krishnamurthy,a r rahman,mehboob, bol sajanii morii sajanii 2  dhang jahaan kaa kitanaa badalaa   rang mohabbat kaa naa badalaa   chalan wafaa kaa hai bas vaisaa   sadiyon se hii thaa vo jaisaa   pyaar kaa diivaanaapan hai vo hi   o sajanaa kah de pyaar ke bol zaraa tuu bhii   sajanii re sajanii re ek tuu hii jahaan men hai anamol   aajaa re merii baanhon men tuu dol   sajanii re sajanii re ek tuu hii jahaan men hai anamol  aajaa re merii baanhon men tuu dol  bol sajanii mori sajanii  jiine kaa bahaanaa hai ye pyaar saathii   sapanaa suhaanaa hai ye pyaar saathii   sang mere saathii chal   dharatii chalii hai jaise aasamaan sang   parabat hai kahiin pe ghataa sang   kahiin dhundh men ham hon jaayen ojhal chal   zamaane kii aankhon se bach ke   nainon men ek duuje ke chhup ke   bitaayen do pal ham chupake chupake   bol sajana more sajanaa bol sajana more sajanaa  dhang jahaan kaa kitanaa badalaa  rang mohabbat kaa naa badalaa  chalan wafaa kaa hai bas vaisaa  sadiyon se hii thaa vo jaisaa  pyaar kaa diivaanaapan hai vo hi  o sajanaa kah de pyaar ke bol zaraa tuu bhii  sajanii re sajanii re ek tuu hii jahaan men hai anamol  aajaa re merii baanhon men tuu dol  sadiyon puraanii ye riit rahii hai   jab bhii dilon men kahiin priit huii hai   dushman huii ye duniyaa   daraa nahiin zulmon se ishq bhii par   talawaaron pe rakh diyaa sar   zanjiiren bhii tuutiin ye duniyaa bhii haarii   wafaa kaa ham bhii thaame paracham   jiyenge jab tak tumham   mil baant lenge kushii ho yaa gam   bol sajanii morii sajanii  dhang jahaan kaa kitanaa badalaa  rang mohabbat kaa naa badalaa  chalan wafaa kaa hai bas vaisaa  sadiyon se hii thaa vo jaisaa  pyaar kaa diivaanaapan hai vo hi  o sajanaa kah de pyaar ke bol zaraa tuu bhii  sajanii re sajanii re ek tuu hii jahaan men hai anamol  aajaa re merii baanhon men tuu dol  bol sajanii morii sajanii  
taalon men nainiitaal baakii sab talaiyaan,hogi pyaar ki jeet,1999,sonu nigam alka yagnik,anand milind,sameer, baalam moraa aayo re pyaar kaa sandesaa laayo re  taalon men nainiitaal baakii sab talaiyaan aajaa muhabbat men naachen taa taa thaiyaan taalon men nainiitaal threedots  rut piichhe padii hai milane kii ghadii hai dhadakan kah rahii hai bechainii badii hai chalii thandii havaaen haan lage khushbuu ke mele yahaan koii nahiin hai mujhe baahon men le le are gaalon men gorii ke gaal baakii sab galaiiyaan aajaa muhabbat men threedots  nahiin aisaa diivaanaa nahiin aisii diivaanii nahiin aisaa fasaanaa ho nahiin aisii kahaanii ho koii maane na maane koii jaane na jaane duniyaa se kyaa daranaa ham aashiq puraane chummii men ik chummaa baakii sab chumaiyaan aajaa muhabbat men threedots 
chhote chhote bhaaiyon ke bade bhaiyaa,hum saath saath hain we stand united,1999,kavita subramaniam udit narayan kumar sanu,ram laxman,dev kohli, hurr he he chhote chhote bhaaiyon ke bade bhaiyaa he he he he aaj banenge kisii ke sainyaa he he he he dhol nagaade baje shahanaaiyaan jhuum ke aaiin mangal ghadiyaan  bhaabhii ke sang holii men rang gulaal udaaenge aaegii jab jab diivaalii milakar diip jalaaenge chunarii kii kar degii chhainyaa he he he he chunarii kii kar degii chhainyaa aaegii ban ke puravaiyaa hoe chhote chhote bhaaiyon threedots  jhilamil ho gaii hain akhiyaan yaad aaiin bachapan kii ghadiyaan nae safar men lag jaaengii pyaar kii inako hathakadiyaan jachate hain dekho kaise bade bhaiyaa he he he he jachate hain dekho kaise bade bhaiyaa raam jii byaahane chale siitaa maiyaa hoe chhote chhote bhaaiyon threedots 
panchhii sur men gaate hain  aise muskuraatii hai,sirf tum,1999,udit narayan,nadeem shravan,sameer, panchhii sur men gaate hain bhanvare gunagunaate hain ghungharuu bajaatii hai havaa aise muskuraatii hai yuun fizaa bulaatii hai jaise ho ye merii dilarubaa  dekho kyaa ghanere uunche uunche parabaton ke saae hain chalake yuun machal ke rang badal ke hamase milane aae hain khuhbuu hai bahaaron kii mastii hai nazaaron kii sabake dil pe chhaayaa hai nashaa are aise muskuraatii hai threedots  naiyaa bin khivaiyaa jaane kaise saahilon pe aatii hai dhaaraa is nadii kii har kisii ko ik din to milaatii hai sachchii ye kahaanii hai paanii zindagaanii hai saare jag ko hai ye pataa ho aise muskuraatii hai threedots 
he kunvaarii kudii main huun  banii dushman hamaarii,international khilaadi,1999,roop kumar rathod johny lever alka yagink bela reema,aadesh srivastava,dev kohli, tuu ladakii gorii chittii hai terii bahanaa motii kaalii hai kyuun banii na tuu dulhan merii kyuun banii tuu merii saalii hai teraa jiijaa tujhape marataa hai tujhe dekhake aahen bharataa hai tang huun main balamaa se apane takataa hai vo tere sapane dar lagataa hai meraa saiyaan kahiin thaam na le terii baiyaan meraa sajanaa badaa nikhattuu hai vo julmii tujhape lattuu hai haay taubaa haay taubaa taubaa taubaa taubaa  taubaa merii javaanii sautan ban gaii aaj tumhaarii he kunvaarii kudii main huun kunvaarii he kudii kunvaarii banii dushman tumhaarii he kunvaarii kudii rah gaii kunvaarii kudii kunvaarii banii dushman hamaarii  huun apanii to ud gaii hai nindiyaa kyuun tuune chamakaa dii bindiyaa main huun jiije kii saalii usakii aadhii gharavaalii teraa balamaa meraa jogii vo mere prem kaa rogii saiyaan teraa dilavaalaa vo hai meraa matavaalaa tere sajan kii banuungii raanii tuu bharegii meraa paanii are naa jaane kab talegii apane sar se ye biimaarii he kunvaarii kudii main threedots  dekh dekh tujhe haay dil dhadake koii na dekhaa tujhase badhake tum sab ho merii sakhiyaan naa mujhe dikhaao ankhiyaan kyuun hotii ho bekaabuu karo miyaan ko apane kaabuu tum unakaa dil bahalaao ban than ke unhen rijhaao ik baat hai siidhii saadii nahiin karanii mujhako shaadii kahiin nahiin jaanaa hai mujhako main bhaiyaa kii pyaarii he kunvaarii kudii main threedots  o o merii bahanaa phuulon kii daalii terii bagiyaa kaa main huun maalii tuu hai meraa rakhavaalaa bade naaz se tuune paalaa dil aaj talak naa bhuulaa terii baahen thii meraa jhuulaa tuu merii umar bhii jii le tere haath karuungaa piile main tere pyaar kaa aadii par karanii hai terii shaadii are isii saal sasuraal tuu jaane kii karale taiyarii he kunvaarii kudii main threedots  he diivaanii ye ladakii hai diivaanii are banegii ik din apane raajaa kii raanii he diivaanii tuu ladakii hai diivaanii 
melaa dilon kaa aataa hai ik baar,melaa,1999,sonu nigam alka yagnik roop kumar rathod shankar mahadevan jaspindar narula,rajesh roshan,sameer, melaa dilon kaa aataa hai ik baar aake chalaa jaataa hai aate hain musaafir jaate hain musaafir jaanaa hii hai unako kyon aate hain musaafir melaa dilon kaa threedots  hans le gaa le ye din naa milenge kal thodii khushiyaan hain thode se ye pal ek baar phir chalii jaaen jo ye bahaaren laut kar naa aaengii gujarii bahaaren melaa bahaaron kaa aataa hai ik baar aake chalaa jaataa hai aatii hain bahaaren jaatii hain bahaaren jaanaa hii hai unako kyon aatii hain bahaaren melaa dilon kaa threedots  saajan ek tujh pe bharosaa hai is bhiid men ek tuu hii meraa hai mausam badale badale zamaanaa vaadaa kiyaa jo vaadaa nibhaanaa hai haathon kii lakiiren gaaen ye taraanaa mar kar bhii ye rishtaa hai hamako nibhaanaa melaa dilon kaa threedots  aaii re javaanii jaise rut tuufaanii pagalii ye diivaanii main kyaa karuun melaa javaanii kaa aataa hai ik baar aake chalaa jaataa hai aatii hai javaanii jaatii hai javaanii jaanaa hii hai usako kyon aatii hai javaanii melaa dilon kaa threedots 
bagiyaa ke amaruud kahen  yah puuchh rahe hain saare,mere sapnon ki raani,1997,sadhana sargam,anand milind,dev kohli, bagiyaa ke amaruud kahen aur bole meraa totaa yahaan teraa priitam hotaa kitanaa achchhaa hotaa guunj rahii hai mere man men shaadii kii shahanaaii jab se dekhaa aapako maine niind nahiin phir aaii dolii lekar kab aayenge priitam mere dvaar lagn hamaaraa kab hogaa yah puuchh rahe hain saare bagiyaa ke amaruud kahen threedots  binaa aapake vyaakul rahataa hai yah hraday meraa murajhaayaa lagataa hai mujhako in phuulon kaaa cheharaa jaldii aanaa milane mujhase mere man ke vaasii varanaa ye phuulon kii belen ban jaaengii phaansii soch rahe hain haath mere ye baaten kaise likhenge kab tak baat nihaarenge kab tak dhiiraj rakhenge baagon kii kaliyaan kahatii hain ki thak gae nain hamaare lagn hamaaraa kab hogaa threedots  dekh ke pahalii baar aapako aankhen jhuum rahii thiin aapakii pyaarii suurat ko nazaron se chuum rahii thiin tabase lekar ab tak har pal ik ik yug lagataa hai vaise kaun kisii ko itane pyaar se khat likhataa hai kah dii hai man kii baat aur nahiin hai kuchh kahanaa patr men ho galatii koii usako aap xamaa karanaa naam aapakaa totaa lekar roj pukaare lagn hamaaraa kab hogaa threedots 
