Title,Film,Year,Singer,Composer,Lyricist,Lyrics
tum jo mile to lagaa hai,drohi,1992,suresh wadkar,r d burman,majrooh, tum jo mile to lagaa hai jaise milii zindagii jaatii kahaan hain ye raahen jinape chalii zindagii  ho laa laa laa  tum jo mile to   itanaa mujhako kab thaa pataa aisaa bhii ek gaanv hai 2 rastaa takatii meraa jahaan in palakon kii chhanv hai ho merii to thii dhuup men hii ab tak palii zindagii tum jo mile to   tum ko paake aisaa lagaa jitane the gam kho gae 2 sadiyon se ham patthar ke the ab mom ke ho gae kitane hasiin ruup men hai dekho dhalii zindagii tum jo mile to   jiine ko jiite the magar itanii kabar thii kise 2 dil men aisii galiyaan bhii hain jinamen hain sapane base ho sapane mile to khilii hai banake kalii zindagii tum jo mile to  
ruk majanuun ruk ruk  aaj meraa dil tod ke jaa kal padh lenaa akhabaar men,ajay,1996,alka yagnik kumar sanu chorus,anand milind,sameer, ruk majanuun ruk ruk ruk majanuun ruk ruk majanuun aaj meraa dil tod ke jaa kal padh lenaa akhabaar men aashiq ban ke jaan lutaa dii ik lailaa ne pyaar men ruk majanuun ruk ruk threedots  main banii diivaanii dil churaa ke duur jaa ke kyon kare naadaanii kyaa nahiin hai pas mere ye javaanii naam tere aisii mahabuubaa naa hogii sansaar men aaj meraa dil tod ke threedots  sirf kahate hain sabhii koii karataa nahiin aajakal ishq men koii marataa nahiin chhod merii baahen peparon men roz nayii chhapatii hain afavaahen saath meraa chhod de tuu ye iraadaa tod de tuu marane varane kii baaten kyuun karatii hai bekaar men ruk majanuun ruk ruk threedots  aashiq ban ke jaan lutaa dii ik majanuun ne pyaar men 
tumase pyaar ho gayaa  dil men ho pyaar to duniyaa kii,surakshaa,1995,alka yagnik kumar sanu,annu malik,faiz anwar, ku 	tumase pyaar ho gayaa a 	to to ku 	dil hamako de do a 	lo lo  a 	tumase pyaar ho gayaa ku 	to to a 	dil hamako de do ku 	lo lo  a 	dil men ho pyaar to duniyaa kii har chiiz suhaanii lagatii hai 2 	 jiine kaa mazaa  2 aataa hai sanam jab umrejavaanii lagatii hai ku 	tumase pyaar ho gayaa threedots  ku 	zindagii kuchh nahiin ashiqii ke binaa 2 	phuul khilataa nahiin hai kalii ke binaa a 	merii puujaa adhuurii rahegii sanam 2 	ai sanam terii bandagii ke binaa ku 	haan sanam bas terii bandagii ke binaa a 	ab to zindagii se 2 	badh ke bhii 2 ye pyaar kii kahaanii lagatii hai ku 	dil men ho pyaar threedots  a 	rang bharane lage dil ke jazbaat men 2 	haath aayaa jo teraa mere haath men ku 	main teraa ho gayaa baat hii baat men 2 	pyaar badhane lagaa har mulaaqaat men a 	pyaar badhane lagaa threedots ku 	do din kaa milan 	do din kaa milan bhii chaahat men 2 	sadiyon kii kahaanii lagatii hai a 	dil men ho pyaar threedots 
aap chaahen to hamako mitaa diijie  dil lagaane kii hamako sazaa diijie,sangeet,1992,anuradha paudwal,anand milind,santosh anand, aap chaahen to hamako mitaa diijie dil lagaane kii hamako sazaa diijie  jab kabhii hamako hansane kaa mauqaa milaa yuun lagaa jaise hamako dhokhaa milaa aap itanii to hamase vafaa kiijie aap chaahen to threedots  koii kaise jie aapako kyaa padii aapakaa rishtaa hai bas ghadii do ghadii saans lene kii hamako sazaa diijie aap chaahen to threedots 
tuu na jaa mere baadashaah  ek vaade ke lie ek vaadaa tod ke,khudaa gawaah,1992,kavita subramaniam mohammed aziz alka yagnik,laxmikant pyarelal,anand bakshi, tuu na jaa mere baadashaah ek vaade ke lie ek vaadaa tod ke ho na jaa mere baadashaah  main vaapas aauungaa 2  jaa rahaa huun main yahaan jaan apanii chhod ke tuu na jaa mere baadashaah ek vaadaa tod ke kudaa kaa tujhe vaastaa  tuu lautakar aanaa teraa dekhuungii main raastaa ye vaadaa hai meraa 2  main agar mar bhii gayaa to bhii vaapas aauungaa ho na jaa mere threedots  maar na daale kahiin ye terii furqat mujhe main vaapas aauungaa 2 ye meraa vaadaa rahaa hans ke kar rukasat mujhe o aa mere mahabuub aa jaane se pahale tujhe main jii bharake dekh luun terii tasviir main 2  chahuun jab aankhen zaraa band karake dekh luun tuu na jaa mere threedots 
kuchh yaadagaareshaharesitamagar hii le chalen,haseen lamhen 5 nonfilm,1992,ghulam ali,,nasir kazmi,     kuchh yaadagaareshaharesitamagar hii le chalen aaye hain is galii men to patthar hii le chalen  ranjesafar kii koii nishaanii to paas ho thodii sii kaakekuuchaaedilabar hii le chalen  yuun kis tarah kategaa kadii dhuup kaa safar sar par kayaaleyaar kii chaadar hii le chalen  ye kah ke chhedatii hai hamen dilgiraftagii ghabaraa rahe hain aap to baahar hii le chalen  is shaharebecharaag men jaayegii tuu kahaan aa ai shabefiraaq tujhe ghar hii le chalen 
terii aankhon men yah havas  main botal nahiin sharaab kii,saahibaan,1993,anuradha paudwal,shiv hari,anand bakshi, terii aankhon men yah havas tere haathon men ye jaam bhii achchhaa nahiin lagataa hai tere honthon pe meraa naam bhii  main botal nahiin sharaab kii jise khol kar tuu pii jaaegaa  na khel na koii khilaunaa huun na sej na koii bichhaunaa huun main mittii nahiin huun sonaa huun baazaar men tuu bik jaayegaa mujhe khariid na paayegaa main botal nahiin threedots  main daulat nahiin mohabbat huun main saare gaanv kii izzat huun apane sajan kii amaanat huun tuu mujhako haath lagaayegaa to patthar kaa ban jaaegaa main botal nahiin threedots 
chaahe maar daalo raajaa,sardari begum,1996,asha,vanraj bhatia,javed akhtar, chaahe maar daalo raajaa chaahe kaat daalo raajaa ham to yaarii karenge diladaarii karenge  baalon men gajaraa baandhenge aur pairon men paayal honthon par laalii damakegii aur aankhon men kaajal chamakenge kaanon men jhumake aur maathe par jhuumar saare jalave saare nakhare saarii adaaen lekar tumhen rijhaane kii puurii taiyaarii karenge  chaahe maar daalo raajaa chaahe kaat daalo raajaa ham to yaarii karenge diladaarii karenge  tum aaye kabhii hamaare galii to ham chhat par aa jaayenge ishaare karenge ham tumako tumhen ham ghar men bulaayenge paan kabhii ham pesh karenge tumako raajaa jaanii aur kabhii maangenge tumase ham rumaal nishaanii pyaar men jo hotii hain baaten saarii karenge  chaahe maar daalo raajaa chaahe kaat daalo raajaa ham to yaarii karenge diladaarii karenge 
ho kaalaa shaa kaalaa,nonfilm,1998,anamika,edvin,anamika,  ho kaalaa shaa kaalaa ho kaalaa shaa kaalaa meraa kaalaa hai saradaar goreyaan nuun dafaa karo goreyaan nuun dafaa karo mai aap tile dii taar kaalaa shaa kaalaa threedots  sasadie tere panj puttar do aibii do sharaabii jedaa mere haan daa o khidiyaa phul gulaabii o kaalaa shaa kaalaa threedots  sasadie tere panj puttar do tiin do kanastar jedaa mere haan daa o chalaa gayaa nii daftar kaalaa shaa kaalaa threedots 
koii rok sake to rok le  paalakii men ho ke savaar chalii re,khalnaayak the villain,1993,alka yagnik,laxmikant pyarelal,anand bakshi, o o o koii rok sake to rok le main naachatii chhan chhan chhan chhan chhan paalakii men ho ke savaar chalii re main to apane saajan ke dvaar chalii re koii rok sake to threedots  mushkil se maine ye din nikaale chalate se chal tuu o gaadii vaale man men lagii hai aisii lagan aisii lagan haay aisii lagan hoke main badii bekaraar chalii re main to apane saajan ke threedots  ho jaauungii main jal jal ke mittii maine piyaa ko likh dii hai chitthii tuu naa aa tuu naa aa main aa rahii huun sajan sajan sajan kar kar ke main intazaar chalii re main to apane saajan ke threedots  ye sonaa ye chaandii ye hiire ye motii ho sainyaa binaa sainyaa binaa sab kuchh hai naam kaa naam kaa naam kaa naam kaa naam kaa ye meraa joban joban joban ye meraa joban kis kaam kaa kis kaam kaa ghuunghat men jale kab tak birahan birahan birahan main sar se chunarii utaar chalii re main to apane saajan ke threedots 
dil men kisii ke raah kiye jaa rahaa huun main,saadgee nonfilm,1997,ghulam ali,rafique husain,jigar biswani,     dil men kisii ke raah kiye jaa rahaa huun main kitanaa hasiin gunaah kiye jaa rahaa huun main  gulashanparast huun mujhe gul hii nahiin ajiiz kaanton se bhii nibaah kiye jaa rahaa huun main  yuun zindagii guzaar rahaa huun tere bagair jaise koii gunaah kiye jaa rahaa huun main  na may kii aarazuu hai na saaqii se koii kaam aankhon se mast jaam piye jaa rahaa huun main 
ai dardehijreyaar gazal kah rahaa huun main,yaadgar ghazlen nonfilm,1990,ghulam ali,,,     ai dardehijreyaar gazal kah rahaa huun main bemausamebahaar gazal kah rahaa huun main  mere bayaanegam kaa tasalasul na tuut jaaye gesuu zaraa sanwaar gazal kah rahaa huun main  raazonayaazeishq men kyaa dakl hai teraa hat fiqrerozagaar gazal kah rahaa huun main  saaqii bayaaneshauq men rangiiniyaan bhii hon laa jaamekushgawaar gazal kah rahaa huun main  tujhasaa sukhanshanaas koii duusaraa nahiin sun ai kayaaleyaar gazal kah rahaa huun main 
likhaa hai ye in havaaon pe likhaa hai ye in ghataaon pe,darr,1993,lata hariharan,shivhari,, hl likha hai ye in havaon pe likha hai ye in ghataon pe tu hai mere liye main hun tere liye 2  h ishq ki hasin dastan se ham utar ke aye asaman se l ye saman ye pyar ki kahaniyan mil rahi hain aj do javaniyan pahali muhabbat ki rahon pe hl likha hai ye in threedots  h yun hi zara tu muskura sharama ke anchal munh men daba zulfon ka tu ghunghat hata ye khubasurat chehara dikha is naz se ithalate hue chalake zara mere pas a ki ashiq hun main in adaon pe l likha hai ye in threedots  h ao kah den aj is jahan se ham guzar ke ji se aur jan se l pyar ki hasin jit har men  dil hai chiz kya ki mainne pyar men sar rakh diya tere panv men hl likha hai ye in threedots
gunagunaatii huii ik nadii,betaabi,1997,kumar sanu suresh wadkar,vishal,dr bashir badr, kumaar gunagunaatii huii ik nadii mil gayii ajanabii shahar men dostii mil gayii tum mile kyaa mujhe zindagii mil gayii2  suresh tum mere ho bas mere hii mere ho  shaayaron ke liye shaayarii mil gayii raat ke shahar ko chaandanii mil gayii tum mile kyaa mujhe zindagii mil gayii  suresh har taraf tum nazar aa rahe ho mujhe duur huun paas apane bulaa lo mujhe  kumaar main muhabbat huun dil men chhupaa lo mujhe aaj apane gale se lagaa lo mujhe  suresh dostii mil gayii shaayarii mil gayii  kumaar tum mile kyaa mujhe zindagii mil gayii  main ye kahataa huun kvaabon kii jannat ho tum  suresh kvaab to kvaab hain ik haqiiqat ho tum  kumaar dil mohabbat kaa mandir hai muurat ho tum  suresh is zamiin pe kudaa kii inaayat ho tum bandagii mil gayii har kushii mil gayii tum mile kyaa mujhe zindagii mil gayii  kumaar gunagunaatii huii ik nadii mil gayii  suresh shaayaron ke liye shaayarii mil gayii  donon tum mile kyaa mujhe zindagii mil gayii
naa baabaa naa baabaa aise na haath lagaao  merii jaanejaanaan,mr bond,1992,anuradha paudwal suresh wadekar,anand milind,sameer, naa baabaa naa baabaa aise na haath lagaao merii jaanejaanaan mere paas aao naa baabaa threedots  pahalii mohabbat kaa pahalaa asar hai chhodo hato jaao mujhako lagataa dar hai merii jaanejaanaan threedots  kaise dikhaauun koii jalan ho mere dil men aise na dekho palaken jhukaa lo kuchh ho rahaa hai mere badan men bechainii badhane lagii diivaanaa dil kho gayaa hamako khabar hii nahiin na jaane kyaa ho gayaa kyaa samaa hai aashiqaanaa aise men jaauun kahaan merii jaan  aise agar tum baaten karoge boluungii phir na tumase kabhii bhii tumako kasam hai gussaa karo to kuchh na kahuungaa tumase abhii main mujhako pataa hai sanam diivaane jhuuthe ho tum jaane bhii do saathiyaa aise kyon ruuthe ho tum bhuul koii ho na jaae merii jaanejaanaan threedots 
kabhii khushiyon kii saragam likhenge,mrityudaataa,1997,abhijit,anand milind,sameer, kabhii khushiyon kii saragam likhenge kabhii aankhon kaa paanii likhenge mil kar ab ham bade pyaar se zindagii kii kahaanii likhenge kabhii khushiyon kii threedots  sur saje na saje gunagunaate rahen dard men bhii sadaa muskaraate rahen ek duuje kii baahon men baithe rahen saat pheron kii rasmen nibhaate rahen umr ke is hasiin daur ko ham vaqt kii meharabaaanii likhenge kabhii khushiyon kii threedots  raat dhal jaaegii din guzar jaaenge apanii palakon pe sapane sanvar jaaenge khushbuu saanson men aa ke samaa jaaegii phuul chaahat ke saare bikhar jaaenge dil ke mahake hue gulistaan men dhadakanon kii kahaanii likhenge kabhii khushiyon kii threedots  ab kisii mod par bhii naa bichhadenge ham baant lenge aaenge jo koii bhii gam aaj se aur abhii se yah vaadaa rahaa jaan de ke nibhaaenge apanii kasam hamane sochaa hai ham naam tere apanii ye zindagaanii likhenge kabhii khushiyon kii threedots 
pahalii pahalii baar jab pyaar kisii se hotaa hai,jab pyaar kisi se hotaa hai,1998,lata kumar sanu,jatin lalit,anand bakshi, pahalii pahalii baar jab pyaar kisii se hotaa hai hotaa hai ye haal jab pyaar kisii se hotaa hai ye dil kahiin lagataa nahiin terii tarah merii tarah paagal sabhii ho jaate hain pahalii pahalii baar jab threedots  dil ko karaar nahiin aataa raaton ko niind aatii nahiin jaan chalii jaatii hai lekin aake terii yaad jaatii nahiin taubaa mere yaar jab pyaar kisii se hotaa hai hotaa hai ye haal jab threedots  pyaar men karuun main bevafaaii aisaa nahiin main harajaaii laakhon hasiinon ko dekhaa tuu hii pasand mujhe aaii hotaa hai kamaal jab pyaar kisii se hotaa hai hotaa hai ye haal jab threedots 
mere lie zaruurii mere lie pyaar teraa sajanaa,meeraa kaa mohan,1992,kumar sanu anuradha,arun paudwal,indivar, a 	mere lie zaruurii mere lie pyaar teraa sajanaa pyaar teraa 	aauungii main laut ke aauungii main jab bhii mujhe tuu degaa sadaa  	rah na sakuun tere bin rah na sakuun hoke judaa main tujhase judaa 	saath teraaa zaruurii saath teraa saanson ko jaise zaruurii havaa  	tuu paas hai to dilabar kis baat kii kamii hai 	zindaa rahane ko mere teraa pyaar laazamii hai  ku 	tuu apanii or harapal mere dil ko khiinchatii hai 	zulfon ke baadalon men meraa jiivan siinchatii hai  	suuraj naa ho ambar men to chaand kyaa chamakegaa 	jo tuu naa ho to hamadam meraa dam naa chal sakegaa  	hai sitaar tere tan men baaton men raaginii hai 	tere chehare kii badaulat duniyaa men chaandanii hai 
ye ladakii hai yaa khuubasuurat balaa,aakrosh a cyclone of anger,1998,hariharan,anand raj anand,faiz anwar, ye ladakii hai yaa khuubasuurat balaa zaraa isake yauvan kii dekho kalaa adaa men nazar men hai jaaduu bharaa kahiin phans naa jaae koii manachalaa  ye ladakaa huaa hai diivaanaa meraa na karanaa yakiin hai isakaa dil jalaa ye ladakii hai yaa threedots  dil hai isakaa pyaar se khaalii isake mukhade pe gazab lage gusse kii laalii samajho naa tum mujhako aisii vaisii chhuunaa nahiin main huun angaar jaisii o naadaan hasiinaa ye zid chhod de mere paas aa dil se dil jod de tuu jal jaaegaa tuu pighal jaaegaa kabhii bhii tuu na karanaa ye faisalaa ye ladakii hai yaa threedots  uf ye jalave uf ye tevar tiir chalaae dil pe kas ke latake jhatake sabase hat ke chalatii hai kyaa matak matak ke duniyaa se hat ke hain andaaz mere khanakaa duun dil ke sabhii saaz tere main tujhako tuu mujhako zaraa aazamaa akele men chal chal ke nazaren milaa na majanuun na raanjhaa na farahaad tuu diivaanon ke nakshekadam pe chalaa adaa men nazar men threedots 
ruuthe ho tum tumako kaise manaauun piyaa,aaina pakistan,1997,nayyara noor,robin ghosh,kaleem usmani, ruuthe ho tum tumako kaise manaauun piyaa bolo naa bolo naa  siine se lag jaauun baanhon men mar jaauun kaise tumako manaauun ruuthe ho tum   tum bin piyaa jiyaa meraa nahiin laage tarase hai tadape hai saarii raat jaage maanoge kaise piyaa ye bataa do jal jal ke mar jaauun aise naa sazaa do aansuu hain aankhon men halachal hai saanson men le bhii lo baanhon men ruuthe ho tum tumako kaise manaauun piyaa bolo naa bolo naa   dekho piyaa aise to naa tadapaao jis dil men rahate ho usako naa dukhaao kyaa main karuun piyaa mujhe ye bataa do tumako mere sar kii qasam ab to muskuraa do varanaa main ro duungii phir na kabhii boluungii apanii jaan de duungii tum jo kaho tumako mar ke manaauun piyaa bolo naa bolo naa  
anganaa men baabaa duaare pe maan,aankhen,1993,kumar sanu sadhana sargam,bappi lahiri,indivar, anganaa men baabaa duaare pe maan kaise aaen gorii ham tumhare ghar maan khet gae baabaa baazaar gaii maan akelii huun ghar maan tuu aa jaa baalamaa  ghar maan jo aiven to hamain kyaa khilaive garam garam halavaa aur puurii pakaive naram naram haathon se khaa jaa baalamaa anganaa men baabaa threedots  halavaa puurii khaive to nindiyaa na sataive nindiyaa men tohare lie aanchal bichhaive sijiyaa kii kismat jagaa jaa baalamaa khet gae baabaa threedots  kyaa hogaa baazaar se maan jo aaii kah duungii maan ye hai teraa jamaaii haath meraa maangane ko aa jaa baalamaa anganaa men baabaa threedots 
yahaanvahaan saaraa jahaan  maan tujhe salaam  vande maataram,vande mataram nonfilm,1996,a r rahman,a r rahman,mehboob, maan   vande maataram   yahaanvahaan saaraa jahaan dekh liyaa hai  kahiin bhii tere jaisaa koii nahiin hai  assii nahiin sau din duniyaa ghuumaa huun  nahiin kahiin tere jaisaa koii nahiin hai  main gayaa jahaan bhii bas terii yaad thii  jo mere saath thii mujh ko tadapaatiirulaatii  sab se pyaarii terii suurat pyaar hai bas teraa pyaar hii  maan tujhe salaam   ammaa tujhe salaam   jahaan tuu hai vahaan main teraa huun divaanaa main  jhuumuun naachun gaauun tere pyaar kaa taraanaa main  chandaa nahiin suuraj nahiin duiyaa kii daulat nahiin  bas luutuungaa tere pyaar kaa khazaanaa  ek nazar jab terii  hotii hai pyaar kii  duniyaa tab to merii chamake damake mahake re  teraa cheharaa suuraj jaisaa chaand sii thand hai pyaar men   tere paas hii main aa rahaa huun apanii baanhen khol de  jor se mujhako gale lagaa le mujhako phir vo pyaar de  maan maan maan   tuu hii zindagii hai tuu hii merii mohabbat hai  tere hii pairon men jannat hai tuu hii dil tuu jaan maan  
mahabuub mere mahabuub gazab kii garmii hai terii saanson men,mehboob mere mehboob,1992,anuradha paudwal vipin,ram laxman,dilip tahir, mahabuub mere mahabuub gazab kii garmii hai terii saanson men main pighal gayaa huun yaar mere main pighal gaii huun yaar mere aakar terii in baahon men mahabuub mere threedots  diladaar mohabbat se terii kyaa ye merii hastii hai ik ghuut men pii jaauun in honthon men mastii hai dil duub gayaa hai in terii labarez chhalakatii aankhon men mahabuub mere threedots  din raat tasavvur men tere is dil ko main bahalaatii huun tuu saamane jab aa jaataa hai naa jaane kyon sharamaatii huun ye sharmohayaa kii zid kaisii tuune dii mujhe panaahon men mahabuub mere threedots  ye jism sulagataa hai aise jaise koii aag dahakatii hai ye aag sard hogii kis din har vaqt ye ulajhan rahatii hai chal ho jaaen shaamil donon qudarat ke paaq gunaahon men mahabuub mere threedots  ik duuje kii in baahon men 
apanii maan hai duniyaa kii sabase achchhii maan,vaastav the reality,1999,shankar mahadevan chorus,rahul ranade,gautam joglekar, apanii maan hai duniyaa kii sabase achchhii maan isakii mamataa ke saae men ham badhate jaaen aage aage aage apanii maan hai threedots  apane khuun pasiine se jisane lagaa ke siine se hamen jiivan amrit pilaayaa hamen itanaa kaabil banaayaa vo apanii maan apanii maan hai threedots  apanii khushii ke sapane lie har saans hai jisakii apane lie hamako jisakaa abhimaan hai jo apanii sahii pahachaan hai vo apanii maan apanii maan hai threedots  aaj khinn dukhiyaarii kyuun hai maan aaj yuun haarii haarii kyuun hai maan tere aansuon ke khaarepan men ye kadavaahat kaise aaii shaayad hamiin hain jisane terii aisii haalat banaaii bahut huaa ab jaag ai hindustaanii muskaan maan kii tujhe hai vaapas laanii bhaaii bhaaii ke khuun kaa pyaasaa kyuun hai mazahab kii kaisii hai ye kapat kahaanii mehanat aur prem kaa mantr ghosh ik duuje men ye jagaao hosh haath jod ye vinatii kar rahii terii dulaarii maan terii bhaarat maan apanii maan hai threedots 
o balam kesariyaa bhiigaa saavan hai,bhairavi love is blind,1995,udit narayan kavita subramaniam chorus,laxmikant pyarelal,amit khanna, o balam kesariyaa bhiigaa saavan hai o man bhaavan hai toraa saanvariyaa saanvariyaa toraa saanvariyaa o balam kesariyaa threedots  o belaa chameliaa bhiigaa saavan hai o man bhaavan hai torii athakheliyaan jo milanaa hai yahiin hai jin khoje vahii paae om namah shivaay om  har sapanaa ik saanp hai man se lipataa jaae vish amrit kabhu na bane kaahe jatan lagaae om namah shivaay  sukh kii dhaphalii roe hai duhkh kii bansii gaae bhakti men shakti itanii hai dvaar svayam khul jaae aa om namah shivaay tiin shabd men om namah shivaay 
gunagunaatii hai hawaa phuul khile diip jale,kalaamemohabbat nonfilm,1992,ghulam ali,allahuddin khan,sant darshan singh ji maharaj,     gunagunaatii hai hawaa phuul khile diip jale hans padii raat mahakate huye aanchal ke tale  yuun tamannaayen chamak uthatii hain dil men jaise cheharaaewaqt pe rah rah ke koii haath male  bach ke taaron kii nigaahon se gulon se chhup kar do nigaahon kii mulaakaat huii raat dhale  rangokushbuu se chhalakane lagaa mayakaanaaedil saaqiyaa jaam chale jaam chale jaam chale  aaj darshan naye andaaz se hai garmenavaa usakii aawaaz se nagmon ke nay diip jale 
jabase tumhen maine dekhaa sanam,dehak a burning passion,1998,udit narayan anuradha paudwal,aadesh srivastava,shyam raj, jabase tumhen maine dekhaa sanam merii aankhon men tum merii niindon men tum mere khvaabon men tum ho  jabase tumhen maine jaanaa sanam merii dhadakan men tum merii saanson men tum merii yaadon men tum ho  jabase tumhen maine dekhaa sanam mere khyaalon men thii kab apsaraa yaa parii chaahat thii jisakii mujhe tum to ho bilkul vahii  jabase tumhen maine chaahaa sanam mere giiton men tum merii baaton men tum iraadon men tum o  jabase tumhen maine dekhaa sanam tum ho mohabbat merii tum merii diivaanagii mere sivaa ab tumhen koii bhii dekhe nahiin  jabase tumhen maine sochaa sanam merii chaahon men tum merii raahon men tum merii baahon men tum o  jabase tumhen maine threedots 
chummaa de chummaa de are ishq kaa pahalaa chummaa de,khel khiladi ka,1996,s p balasubrahmanyam s janaki,a r rahman,mehboob, gaambe ye ii ye vou vou va ye ii ye huu hu  chummaa de chummaa de are ishq kaa pahalaa chummaa de  o merii lailaa chummaa de mujhe pahalaapahalaa chummaa de  chummaa de chummaa de are ishq kaa pahalaa chummaa de  kadave nakhare tuu chhod de chal miithaamiithaa chummaa de  chummaa de chummaa de are ishq kaa pahalaa chummaa de o merii lailaa chummaa de mujhe pahalaapahalaa chummaa de  chummaachummaa nigaahen to milaane do  yammaayammaa jaanaa hai mujhe jaane do  chummaachummaa baanhon men mujhe aane do  yahaan nahiin vahaan nahiin abhii nahiin kabhiin nahiin  chummaa de chummaa de har pal kahataa hai chummaa de  ratataa hai ye chummaa de bas yahii kahataa hai chummaa de  chummaa de chummaa de har pal kahataa hai chummaa de ratataa hai ye chummaa de bas yahii kahataa hai chummaa de  uu aah uu aah uu aah uu aah uu uu uu haauu uu uu ye uu uu uu huu uu uu uu uu ouu    mazaa hai jo waiting men kahaan hai vo meeting men   na na na todo na yuun mere dil ko todo naa  sapanon men chupake se chaahe to chummaa le  chummaa de chummaa de are ishq kaa pahalaa chummaa de o merii lailaa chummaa de mujhe pahalaapahalaa chummaa de  chummaa de chummaa de har pal kahataa hai chummaa de ratataa hai ye chummaa de bas yahii kahataa hai chummaa de  chummaachummaa nigaahen to milaane do yammaayammaa jaanaa hai mujhe jaane do chummaachummaa baanhon men mujhe aane do yahaan nahiin vahaan nahiin abhii nahiin kabhiin nahiin  ho ho ho ho ho ho ho  shaadiivaadii kar lenge aur phir tuu chummaa le  ye junction hai pyaar kaa ye signal hai yaar kaa  mauqaa hai ikaraar kaa aajaa chummaa de   to main kisii aur ko kah duungaa chummaa de  chummaa le chummaa le are ishq kaa pahalaa chummaa le  o mere chhailaa chummaa le chal pahalaapahalaa chummaa le  chummaa le chummaa le are ishq kaa pahalaa chummaa le o mere chhailaa chummaa le chal pahalaapahalaa chummaa le  chummaachummaa ye porii phans gaii re  yammaayammaa main terii ho gaii re  chummaachummaa ye baat ban gaii re  abhii lele yahiin lele chummaa dede chummaa lele  chup  
aaj hai sagaaii,pyaar to hona hi tha,1998,asha udit narayan,jatinlalit,sameer, strii aaj hai sagaaii sun ladakii ke bhaii        zaraa naach ke hamako dikhaa        kudii kii tarah na sharamaa        haay tuu merii gal maan jaa        haan tuu merii gal maan jaa  pu    sab ko nachaauun nach nach ke dikhaauun        aa mujh ko gale se lagaa        munde se zaraa aankh ladaa        hoy tuu merii gal maan jaa        haay tuu merii gal maan jaa         o soniye   threedots  pu    sar pe sajaa ke saharaa baaraat le ke aauun        dulhan tujhe banaa ke dolii men le ke jaauun strii bholii samajh ke mujhape na daal aise daane        shaadii nahiin karuungii jaa maan jaa diivaane pu    sun alabelii merii tanhaa akelii        ab katatii nahiin ratiyaan strii jaa re harajaaii chal chhhod kalaaii        sab dekhatii hain sakhiyaan         tuu merii gal maan jaa   threedots  strii kahatii hain merii sakhiyaan dil men hai chor tere        kyon haath dho ke aise piichhe padaa hai mere pu    sakhiyon se apanii kah do ke biich men na aaye        ban jaayen merii saalii jiijaa mujhe banaayen strii main na aauun tere sang tere achchhe nahiin dhang        na aise baat badhaa pu    mujhe karanaa tu tang ab band kar jang        aa ban ke dulhan ghar aa        tuu merii gal maan jaa   threedots  
diivaane hain diivaanon se  koii roke to kyaa,daavaa the challenge,1997,abhijit,jatin lalit,rani malik, diivaane hain diivaanon se tuu darataa kyon hai yaar karanaa hai to aaj hii kar len ham milajul ke pyaar koii roke to kyaa he he koii toke to kyaa milaa le dil ke taar diivaane hain diivaanon se threedots  ye dil kii lagii sun kyaa bole jaam chik chik bam chik chik ab jo tuu baahen khole jaam chik chik chil chalii aage chham chham  terii baat kaise main maanuun jaam chik chik bam chik chik kab kyaa ho jaae kyaa jaanuun lap chik chak chil chalii jaae chham chham  kuchh dar hai mujhe zamaane kaa jaam chik chik bam chik chik kuchh tum jaise diivaane kaa lap chik chak chil chalii aae chham chham diivaane hain diivaanon se threedots  diivaane hain diivaanon se ab daranaa kaisaa yaar jitanaa chaahe pyaar kiye jaa ham bhii hain taiyaar 
kitanaa pyaaraa tumhen rab ne banaayaa  meraa yaaraa raajaa hindustaanii,raajaa hindustaani,1996,udit narayan alka yagnik,nadeem shravan,sameer, kitanaa pyaaraa tumhen rab ne banaayaa jii kare dekhataa rahuun tuu hai paagal tuu hai jokar tuu hai dilabarajaanii sabase pyaaraa meraa yaaraa raajaa hindustaanii o kitanaa pyaaraa tumhen threedots  ambar se aaii hai pariyon kii raanii dekh jise hotii hai sabako hairaanii sundar saa mukhadaa hai phuulon ke jaisaa hogaa na duniyaa men koii aisaa kitanaa siidhaa kitanaa sachchaa meraa raajaa kitanaa achchhaa mujhako to achchhii lagatii hai terii har naadaanii sabase pyaaraa meraa threedots  koyal ke jaisii hai terii ye bolii muurat ke jaisii hai suurat ye bholii baagon men jaao na dil ye ghabaraae pairon men haay koii kaantaa na chubh jaae main diivaanii ho na jaauun terii baaton men kho na jaauun udataa baadal bahataa paanii bole rut mastaanii kyaa sabase pyaaraa meraa threedots 
ret par likh ke meraa naam mitaayaa na karo,mehrab nonfilm,1994,ghulam ali,rafique husain ghulam ali,mohsin naqvi,     ret par likh ke meraa naam mitaayaa na karo aankh sach bolatii hain pyaar chhupaayaa na karo  log har baat kaa afasaanaa banaa lete hain sabako haalaat kii ruudaad sunaayaa na karo  ye zuruurii nahiin har shaks masiihaa hii ho pyaar ke zakm amaanat hain dikhaayaa na karo  shahareehasaas men patharaav bahut hain mohasin dil ko shiishe ke jharokhon men sajaayaa na karo 
